transform,E_cov_correct,E_cov_wrong,passes
RC0,0.0,0.0,True
RC1,0.0,1.363352924543272,True
RC2,0.0,1.0934133019083219,True
RC3,0.0,1.0022864638701316,True
RC4,0.0,0.9845105153691683,True
RC5,0.0,1.0825931129777435,True
RC6,0.0,1.363352924543272,True
