checkpoint,shape,raw_sha256,canonical_float64_sha256,minimum,maximum,mean,variance,rms,nonzero_count,field_is_finite
M06_pair_amplitude,"(4, 5, 6)",a586d872a75341ff78f2e788e7c0ab0cba2aed10a26559bbccdad5134844b531,363bad98df3e55ef6d41fd65dd1c8f5986b64d58764895062b493a0385c35d24,-0.0008325589421747999,0.0008325141448926126,4.139157652848449e-08,3.0795539129364543e-07,0.0005549372874540944,100,True
M07_pair_projector,"(4, 5, 6)",7bc7b9d34dedf41e763bfcc9ce450fa20463aedacded947535e6fb94cd81f897,1c3ed0454e580a45514c0a7e96db53fc5513ab0a2d37e7793e9faf3b78d47a8b,0.02924253187016823,0.902885369626692,0.473671084111495,0.0710848109543552,0.5435523037185236,120,True
M08_pair_response,"(4, 5, 6)",1adecf34928e608e2fbd454a232d8044fd775909faadf9411e68329efdf99681,d6d6687cf2f22ed0f202c2736bab8d6f2d6642d25dec9feb18da05348d07c3a1,0.0,0.0008325589421747999,0.0004495840008232516,1.0582961921066663e-07,0.0005549372874540944,100,True
M09_endpoint_field,"(4, 5, 6)",28e0a991d9b399655863bff45470c93a0b784b4ccf746533d0f95c925e7d1957,bbbb260fb380d628547aee6cfc5142158548ea07c300e698358a9cf978ab0141,9.599606400976023e-05,0.0015048459165505196,0.00075272369846803,8.885823848358706e-08,0.0008095994100287975,120,True
M10_interface_field,"(4, 5, 6)",eb64c5f839dfe44fa70d97241b9b2ecb9f1588340205801d0444f476a98c7a7b,567acd0cd83771d01eba43a4cddf5bba3d22005dc88457b71eef2ff6c9047c49,4.300779369981491e-05,0.0006284682051039671,0.00022475471119601064,1.9774378521929427e-08,0.00026512083797154,120,True
M14_los_field,"(5, 6)",d2340cdaff4f4a8f1098aef164395d69cbf8b8061273a60c686113b794e10095,d3555225b2319ed6c446f6dd9cef6276c2c90a188ed449e83288c33615a744d8,-0.0034821417067615675,0.0022664921184777035,-8.312216655722201e-20,3.1170805907316267e-06,0.0017655255848419832,30,True
M15_ray_input,2D,acc5e6a663af206f5c9d00a9194132854c4722ee42205bda61b6f28daccea86f,acc5e6a663af206f5c9d00a9194132854c4722ee42205bda61b6f28daccea86f,-0.0034821417067615675,0.0022664921184777035,-8.312216655722201e-20,3.1170805907316267e-06,0.0017655255848419832,30,True
M16_observables,"(5, 6)",5f455c258add7fac0e42f4d70d7581f1b50ef9c2b3942b5b6b9b567b89469fb8,2dfba633817046c7f559ed4b93076048435f7e1a90f14eb8035c04b9ebae2537,0.0,0.0,0.0,0.0,0.0,0,True
