cluster_id,step_index,propagation_distance,detector_half_range,source_bin_count,source_group_size_min,source_group_size_max,source_max_centroid_vector_error,source_max_covariance_frobenius_error,empirical_covariance_most_negative_eigenvalue,global_centroid_vector_error,global_covariance_frobenius_error,surrogate_moment_parity_pass,r16_empirical_flux,r16_moment_control_flux,r16_flux_relative_error,r16_flux_parity_pass,r16_total_variation_distance,r16_jensen_shannon_divergence_nats,r16_normalized_l2_distance,r16_image_pearson,r16_image_spearman,r16_image_correlation_count,r16_empirical_occupied_bins,r16_moment_control_occupied_bins,r16_occupied_bin_intersection,r32_empirical_flux,r32_moment_control_flux,r32_flux_relative_error,r32_flux_parity_pass,r32_total_variation_distance,r32_jensen_shannon_divergence_nats,r32_normalized_l2_distance,r32_image_pearson,r32_image_spearman,r32_image_correlation_count,r32_empirical_occupied_bins,r32_moment_control_occupied_bins,r32_occupied_bin_intersection,r64_empirical_flux,r64_moment_control_flux,r64_flux_relative_error,r64_flux_parity_pass,r64_total_variation_distance,r64_jensen_shannon_divergence_nats,r64_normalized_l2_distance,r64_image_pearson,r64_image_spearman,r64_image_correlation_count,r64_empirical_occupied_bins,r64_moment_control_occupied_bins,r64_occupied_bin_intersection
MACS0416,1,0.03,0.00505768153094789,1024,64,81,1.6940658945086007e-21,1.0457768334913226e-25,-4.0389678347315804e-27,7.486784261149288e-23,8.357101733498684e-28,True,71289.0,71289.0,0.0,True,0.01551431497145421,0.00012339469405728276,0.031154005116100815,0.999506966081083,1.0,256,4,4,4,71289.0,71289.0,0.0,True,0.01551431497145421,0.00012339469405728276,0.031154005116100815,0.999512719133667,1.0,1024,4,4,4,71289.0,71289.0,0.0,True,0.01551431497145421,0.00012339469405728276,0.031154005116100815,0.9995141364795495,1.0,4096,4,4,4
MACS0416,5,0.15,0.00505768153094789,1024,64,81,1.3552527156068805e-20,3.2827712852240763e-24,-1.1632227364026952e-25,1.5881867761018131e-22,2.674272554719579e-26,True,71289.0,71289.0,0.0,True,0.015640561657478694,0.00012545900322407386,0.0314348721159801,0.9994980320652874,1.0,256,4,4,4,71289.0,71289.0,0.0,True,0.015640561657478694,0.00012545900322407386,0.0314348721159801,0.9995038878998589,1.0,1024,4,4,4,71289.0,71289.0,0.0,True,0.015668616476595246,0.00014974872143627563,0.03142958444441198,0.9995054912223611,0.8166960263841616,4096,4,6,4
MACS0416,10,0.3,0.00505768153094789,1024,64,81,2.710505431213761e-20,1.0072643565375464e-23,-1.0339757656912846e-25,4.365507887384641e-22,1.8278281887571504e-26,True,71289.0,71289.0,0.0,True,0.01586500021041115,0.000129589492411159,0.031954594872965265,0.9994812923418978,1.0,256,4,4,4,71289.0,71289.0,0.0,True,0.015893055029527703,0.0001538856244971648,0.031950126233316646,0.9994874807115651,0.8172956296326893,1024,4,6,4,71289.0,71289.0,0.0,True,0.016103466172901853,0.00034145541198831115,0.03145210178969226,0.9995047812856255,0.832366616342728,4096,9,13,9
MACS0416,20,0.6,0.00505768153094789,1024,64,81,5.587850095852341e-20,4.536691657449374e-23,-1.0339757656912846e-24,1.6940658945086007e-21,4.278836087551326e-25,True,71289.0,71289.0,0.0,True,0.015738753524386653,0.00015119502656505465,0.03160923651394313,0.9994924409559403,0.8197131182111003,256,4,6,4,71289.0,71289.0,0.0,True,0.015949164667760817,0.0003387742183819358,0.031105675891660318,0.9995142123215729,0.8333195530274066,1024,9,13,9,71289.0,71289.0,0.0,True,0.021349717347697424,0.0015455029274974229,0.03485344954079863,0.9993934704690665,0.6572714576798934,4096,17,35,16
MACS0416,40,1.2,0.00505768153094789,1024,64,81,7.666467083416871e-20,2.1341901019516236e-22,-4.963083675318166e-24,2.711828597234095e-21,2.4116251800726866e-24,True,71289.0,71289.0,0.0,True,0.015850972800852885,0.00033668159811753263,0.0308279229880693,0.9995171876384262,0.8371909684301538,256,9,13,9,71289.0,71289.0,0.0,True,0.021251525480789478,0.0015434521158224743,0.03460354076129196,0.9994003687135131,0.6613288709391263,1024,17,35,16,71289.0,71289.0,0.0,True,0.03299246728106723,0.004928130485814608,0.03476662133794879,0.999412047626657,0.5371804285966647,4096,31,102,30
MACS0416,80,2.4,0.00505768153094789,1024,64,81,2.168404344971009e-19,4.2019472450868177e-22,-1.9852334701272664e-23,6.984812619815426e-21,7.018860244827456e-24,True,71289.0,71289.0,0.0,True,0.02137777216681396,0.0015458533590598763,0.03486862529993052,0.9993837286692857,0.6783434751032825,256,17,35,16,71289.0,71289.0,0.0,True,0.03311871396709169,0.004929716813515816,0.03496262390644778,0.9994029243689889,0.5486264905210688,1024,31,102,30,71289.0,71289.0,0.0,True,0.07027732188696714,0.01241095222298189,0.07920403070043129,0.9968588662421674,0.49700747363081915,4096,72,279,69
MACS0416,120,3.5999999999999996,0.00505768153094789,1024,64,81,2.168404344971009e-19,1.929209351326785e-21,-3.970466940254533e-23,8.470329472543003e-21,4.679240163218305e-24,True,71289.0,71289.0,0.0,True,0.028854381461375513,0.0033247999352039735,0.039491514213643004,0.9992139362765423,0.6343309167186569,256,25,71,25,71289.0,71289.0,0.0,True,0.04997966025614049,0.008830828223522547,0.05447355685288705,0.9985112368393579,0.5463935916171125,1024,54,186,52,71289.0,71289.0,0.0,True,0.09634024884624556,0.02373234396567317,0.1043515586377186,0.9945643748976188,0.48019182619429923,4096,111,478,107
MACS0416,159,4.77,0.00505768153094789,1024,64,81,8.690541527449943e-19,1.695719448728039e-21,-5.293955920339377e-23,7.576092996970438e-21,3.7725240262056545e-23,True,71289.0,71289.0,0.0,True,0.031056684762024986,0.004836379192632963,0.034867317231913844,0.9994097769740038,0.6016078533870224,256,31,101,30,71289.0,71289.0,0.0,True,0.06418942613867495,0.012109677988541878,0.07198672403760334,0.997383811672731,0.5382654474186545,1024,73,271,70,71289.0,71289.0,0.0,True,0.128280660410442,0.03541814131479133,0.13725496657316888,0.99047502547357,0.47175261985343203,4096,151,692,145
MACS1149,0,0.0,0.004094837487465597,1024,64,81,0.0,0.0,0.0,0.0,0.0,True,71289.0,71289.0,0.0,True,0.0,0.0,0.0,1.0,1.0,256,1,1,1,71289.0,71289.0,0.0,True,0.0,0.0,0.0,1.0,1.0,1024,1,1,1,71289.0,71289.0,0.0,True,0.0,0.0,0.0,1.0,1.0,4096,1,1,1
MACS1149,1,0.03,0.004094837487465597,1024,64,81,1.197885481783886e-21,1.2924697071141057e-26,-4.0389678347315804e-28,4.1852396352013364e-23,4.05471435774296e-28,True,71289.0,71289.0,0.0,True,0.01155858547602015,8.161071967550905e-05,0.02583693413092189,0.999661157722144,0.9999845002092472,256,4,4,4,71289.0,71289.0,0.0,True,0.01155858547602015,8.161071967550905e-05,0.02583693413092189,0.9996651333634193,0.9999990425903675,1024,4,4,4,71289.0,71289.0,0.0,True,0.01155858547602015,8.161071967550905e-05,0.02583693413092189,0.9996661127394156,0.9999999403371085,4096,4,4,4
MACS1149,5,0.15,0.004094837487465597,1024,64,81,1.3657995884130278e-20,6.246788356215221e-25,-1.2924697071141057e-26,1.0587911840678754e-22,1.7135889269598282e-27,True,71289.0,71289.0,0.0,True,0.011698859571602938,8.145520475840102e-05,0.025809789205270363,0.9996618450043537,0.9999845002092472,256,4,4,4,71289.0,71289.0,0.0,True,0.011698859571602938,8.145520475840102e-05,0.025809789205270363,0.9996658124715582,0.9999990425903675,1024,4,4,4,71289.0,71289.0,0.0,True,0.01169885957160294,0.00025309856514306494,0.02532683297750082,0.9996796089592144,0.894536367291323,4096,5,4,4
MACS1149,10,0.3,0.004094837487465597,1024,64,81,1.1364139495455657e-20,3.315291872968928e-24,-2.5849394142282115e-26,1.0587911840678754e-22,2.284785235946438e-27,True,71289.0,71289.0,0.0,True,0.011684832162044648,8.003275610991758e-05,0.025577980593955316,0.9996678770437156,0.9999845002092472,256,4,4,4,71289.0,71289.0,0.0,True,0.01168483216204465,0.00025171962612292615,0.025097106979409076,0.9996844519031005,0.8948638131084913,1024,5,4,4,71289.0,71289.0,0.0,True,0.012877161974498143,0.0007386906699368226,0.025965047432170034,0.9996625934337061,0.7216525705541222,4096,6,8,5
MACS1149,20,0.6,0.004094837487465597,1024,64,81,2.0609201093946104e-20,9.646500720290747e-24,-1.550963648536927e-25,6.352747104407253e-22,2.0760137511643956e-25,True,71289.0,71289.0,0.0,True,0.011642749933369794,0.0002519452626948055,0.025132662650271746,0.9996798165647509,0.8961721995089226,256,5,4,4,71289.0,71289.0,0.0,True,0.012835079745823302,0.0007389453082445919,0.026003834324357877,0.9996605945408641,0.721546444293058,1024,6,8,5,71289.0,71289.0,0.0,True,0.013564505042853742,0.0014249343335270967,0.023274549370873848,0.9997312886871682,0.709688528824682,4096,14,24,13
MACS1149,40,1.2,0.004094837487465597,1024,64,81,3.8332335417084355e-20,7.545048052411309e-23,-8.271806125530277e-25,9.470116246213047e-22,1.1720925991522123e-24,True,71289.0,71289.0,0.0,True,0.012694805650240584,0.0007364206152462524,0.02562359421269847,0.9996665178598692,0.721116936799823,256,6,8,5,71289.0,71289.0,0.0,True,0.013424230947270955,0.0014224502565314988,0.02284733712680338,0.9997402989506463,0.711140521166901,1024,14,24,13,71289.0,71289.0,0.0,True,0.018993112541906887,0.002557852389697053,0.021121133999463644,0.9997779822173556,0.6291525742325361,4096,31,74,30
MACS1149,80,2.4,0.004094837487465597,1024,64,81,2.2351400383409363e-19,2.1504150604643507e-22,-3.308722450212111e-24,8.470329472543003e-22,3.360023531975548e-24,True,71289.0,71289.0,0.0,True,0.013410203537712707,0.0014230899097140014,0.022975657044023597,0.9997341827164165,0.7171106163360623,256,14,24,13,71289.0,71289.0,0.0,True,0.019119359227931357,0.00255871763321777,0.021318994485587904,0.9997729128066798,0.637757338162275,1024,31,74,30,71289.0,71289.0,0.0,True,0.04474743649090322,0.009885227445492004,0.038972315246545,0.9992591491449384,0.5640043847399056,4096,68,213,67
MACS1149,120,3.5999999999999996,0.004094837487465597,1024,64,81,1.21217487951527e-19,6.036038441929047e-22,-3.308722450212111e-24,4.235164736271502e-21,6.643244003726066e-24,True,71289.0,71289.0,0.0,True,0.0180813309206189,0.001989639115663973,0.025943834052969135,0.9996648926501308,0.6394062895918289,256,20,48,19,71289.0,71289.0,0.0,True,0.03686403231915161,0.005411213182856069,0.03621093360404885,0.9993938712202542,0.6219102245358777,1024,52,139,51,71289.0,71289.0,0.0,True,0.0773471363043387,0.01936039539178194,0.06532646317639931,0.9978876394385197,0.5346255690049375,4096,110,391,108
MACS1149,159,4.77,0.004094837487465597,1024,64,81,4.370558682921689e-19,8.5363756755277e-22,-6.617444900424222e-24,3.788046498485219e-21,1.9224165053231e-23,True,71289.0,71289.0,0.0,True,0.019175468866164495,0.002343310592869566,0.024007369991816515,0.999713511395555,0.7035089815117663,256,31,73,31,71289.0,71289.0,0.0,True,0.044901737996044286,0.010394738396874192,0.03927938786675492,0.9992528892230003,0.5895732755224558,1024,66,209,66,71289.0,71289.0,0.0,True,0.11583834813225041,0.030252806520917202,0.10765188228991442,0.9941872905840613,0.5176467040835875,4096,147,570,144
AbellS1063,0,0.0,0.00609732975454404,1024,64,81,0.0,0.0,0.0,0.0,0.0,True,71289.0,71289.0,0.0,True,0.0,0.0,0.0,1.0,1.0,256,1,1,1,71289.0,71289.0,0.0,True,0.0,0.0,0.0,1.0,1.0,1024,1,1,1,71289.0,71289.0,0.0,True,0.0,0.0,0.0,1.0,1.0,4096,1,1,1
AbellS1063,1,0.03,0.00609732975454404,1024,64,81,1.6940658945086007e-21,1.8818642992713792e-25,-4.0389678347315804e-28,2.3161057151484775e-23,8.69346192630551e-28,True,71289.0,71289.0,0.0,True,0.01580889057217802,0.0001270142824842486,0.03171478053109565,0.999491507630566,1.0,256,4,4,4,71289.0,71289.0,0.0,True,0.01580889057217802,0.0001270142824842486,0.03171478053109565,0.9994973888893455,1.0,1024,4,4,4,71289.0,71289.0,0.0,True,0.01580889057217802,0.0001270142824842486,0.03171478053109565,0.9994988380091483,1.0,4096,4,4,4
AbellS1063,5,0.15,0.00609732975454404,1024,64,81,6.835766130535432e-21,1.6543612251060553e-24,-1.9387045606711586e-26,9.26442286059391e-23,5.169878828456423e-26,True,71289.0,71289.0,0.0,True,0.015724726114828377,0.0001259808773179912,0.03160634816789989,0.9994949781635625,1.0,256,4,4,4,71289.0,71289.0,0.0,True,0.015724726114828377,0.0001259808773179912,0.03160634816789989,0.9995008193929542,1.0,1024,4,4,4,71289.0,71289.0,0.0,True,0.015724726114828363,0.0002786785785466239,0.03125906777953776,0.9995123130865975,0.8945364206619524,4096,5,4,4
AbellS1063,10,0.3,0.00609732975454404,1024,64,81,3.8332335417084355e-20,6.617444900424222e-24,-5.169878828456423e-26,7.200558532504144e-22,2.741742283135725e-26,True,71289.0,71289.0,0.0,True,0.015738753524386653,0.0001262819757559602,0.03163115090986967,0.9994941245215307,1.0,256,4,4,4,71289.0,71289.0,0.0,True,0.015738753524386667,0.0002789016776814815,0.03127381147544277,0.9995103927225125,0.894864669860546,1024,5,4,4,71289.0,71289.0,0.0,True,0.016650535145674644,0.000634542191310166,0.03189019269975117,0.9994939452843151,0.7173416000823797,4096,7,10,6
AbellS1063,20,0.6,0.00609732975454404,1024,64,81,5.587850095852341e-20,9.169400627057857e-23,-1.550963648536927e-25,1.1610551764151754e-21,4.139940060371189e-25,True,71289.0,71289.0,0.0,True,0.015640561657478708,0.0002778669565940703,0.031156040005702663,0.9995083369915287,0.8961860902057963,256,5,4,4,71289.0,71289.0,0.0,True,0.016552343278766715,0.0006334509782144245,0.031767359933925335,0.9994963411019356,0.7179569666609538,1024,7,10,6,71289.0,71289.0,0.0,True,0.01966642820070417,0.001932275973347686,0.03217761666984899,0.9994900912117234,0.5204916503870415,4096,10,30,9
AbellS1063,40,1.2,0.00609732975454404,1024,64,81,6.06087439757635e-20,8.370479270402673e-23,-8.271806125530277e-25,1.6940658945086007e-21,0.0,True,71289.0,71289.0,0.0,True,0.016538315869208467,0.0006330702066215036,0.031735214165298106,0.9994915552814323,0.720449475903622,256,7,10,6,71289.0,71289.0,0.0,True,0.019652400791145892,0.0019319044231543995,0.03214670994311767,0.9994897311811619,0.5231509169261028,1024,10,30,9,71289.0,71289.0,0.0,True,0.0326978916803434,0.003348231104047579,0.047823204217539134,0.9988930444307061,0.5019002759360474,4096,24,81,22
AbellS1063,80,2.4,0.00609732975454404,1024,64,81,1.0926396707304223e-19,4.966170856114073e-22,-1.6543612251060553e-24,3.1763735522036263e-21,9.376740793217699e-24,True,71289.0,71289.0,0.0,True,0.019652400791145868,0.0019317580107238034,0.03211540222261575,0.9994846831589993,0.5342481678749469,256,10,30,9,71289.0,71289.0,0.0,True,0.03269789168034341,0.003347646100316638,0.0477464412965632,0.9988927458511812,0.5109731553209413,1024,24,81,22,71289.0,71289.0,0.0,True,0.06720531919370451,0.010395156960382755,0.07147433493380034,0.997439979503985,0.5143912619715062,4096,59,215,57
AbellS1063,120,3.5999999999999996,0.00609732975454404,1024,64,81,4.336808689942018e-19,7.335520501646285e-22,-6.617444900424222e-24,9.288441411321403e-21,1.1698100408045763e-24,True,71289.0,71289.0,0.0,True,0.021966923368261605,0.001976557219597017,0.035902590115957374,0.999354873937824,0.5376299723983895,256,17,59,16,71289.0,71289.0,0.0,True,0.05049867440979676,0.0072661288284853135,0.05575318722403532,0.9984443497938478,0.5074286717219558,1024,39,150,37,71289.0,71289.0,0.0,True,0.08845684467449395,0.019531193197724735,0.0804203274285484,0.9967546289501531,0.536037412475666,4096,100,352,98
AbellS1063,159,4.77,0.00609732975454404,1024,64,81,4.336808689942018e-19,1.6940658945086007e-21,-1.3234889800848443e-23,9.288441411321403e-21,3.7598065962346015e-23,True,71289.0,71289.0,0.0,True,0.03142139741054021,0.0029440732589260075,0.0471269238006103,0.9989170413656567,0.5964372065365962,256,26,81,25,71289.0,71289.0,0.0,True,0.06555008486582783,0.010128433498035314,0.07116896275516311,0.9974480738235174,0.5428090695527601,1024,61,212,58,71289.0,71289.0,0.0,True,0.10787077950314915,0.02890587245466216,0.08551271300938948,0.9963275834158878,0.5207921881406284,4096,140,509,134
Abell370,0,0.0,0.0063641982783672005,1024,64,81,0.0,0.0,0.0,0.0,0.0,True,71289.0,71289.0,0.0,True,0.0,0.0,0.0,1.0,1.0,256,1,1,1,71289.0,71289.0,0.0,True,0.0,0.0,0.0,1.0,1.0,1024,1,1,1,71289.0,71289.0,0.0,True,0.0,0.0,0.0,1.0,1.0,4096,1,1,1
Abell370,1,0.03,0.0063641982783672005,1024,64,81,1.6940658945086007e-21,1.1560200495865536e-25,-2.4233807008389483e-27,8.218696066783173e-23,1.621885743097184e-27,True,71289.0,71289.0,0.0,True,0.009833214100352067,6.784285861037948e-05,0.02375347887820487,0.9997136713947845,1.0,256,4,4,4,71289.0,71289.0,0.0,True,0.009833214100352067,6.784285861037948e-05,0.02375347887820487,0.9997170152450426,1.0,1024,4,4,4,71289.0,71289.0,0.0,True,0.009833214100352067,6.784285861037948e-05,0.02375347887820487,0.9997178390398205,1.0,4096,4,4,4
Abell370,5,0.15,0.0063641982783672005,1024,64,81,6.783704118579097e-21,2.0679515313825692e-24,-1.9387045606711586e-26,2.9116757561866574e-22,4.569570471892876e-27,True,71289.0,71289.0,0.0,True,0.009664885185652783,6.722619013545516e-05,0.023670179714419946,0.9997156865854226,1.0,256,4,4,4,71289.0,71289.0,0.0,True,0.009664885185652783,6.722619013545516e-05,0.023670179714419946,0.9997190066518628,1.0,1024,4,4,4,71289.0,71289.0,0.0,True,0.009706967414327585,8.699525621346389e-05,0.023729269680910995,0.9997184673990771,0.8166960263841616,4096,4,6,4
Abell370,10,0.3,0.0063641982783672005,1024,64,81,2.710505431213761e-20,6.92068953247089e-24,-1.0339757656912846e-25,2.117582368135751e-22,2.741742283135725e-26,True,71289.0,71289.0,0.0,True,0.009482528861395181,6.499803265508383e-05,0.02328017595061603,0.9997249811234791,1.0,256,4,4,4,71289.0,71289.0,0.0,True,0.009524611090069983,8.476225471687815e-05,0.02333935150564657,0.9997268523191901,0.8172956296326893,1024,4,6,4,71289.0,71289.0,0.0,True,0.00981918669079382,0.0004206052283809035,0.022108116398823915,0.9997555374342469,0.7641226070742102,4096,7,12,7
Abell370,20,0.6,0.0063641982783672005,1024,64,81,1.0842021724855044e-19,1.6209363407021978e-23,-4.1359030627651384e-25,1.164670302474663e-21,8.344190835419675e-25,True,71289.0,71289.0,0.0,True,0.009552665909186563,8.520187892850466e-05,0.023421231218189103,0.9997216799977654,0.8197131182111003,256,4,6,4,71289.0,71289.0,0.0,True,0.009847241509910346,0.00042100138665815954,0.022186181115875347,0.9997530835162185,0.765207138995116,1024,7,12,7,71289.0,71289.0,0.0,True,0.013003408660522674,0.00142268654642113,0.02237232615155213,0.9997544008070615,0.7537530773536157,4096,17,30,17
Abell370,40,1.2,0.0063641982783672005,1024,64,81,1.0842021724855044e-19,7.717200576232597e-23,-4.963083675318166e-24,1.6940658945086007e-21,0.0,True,71289.0,71289.0,0.0,True,0.01018389933930897,0.0004241974117792543,0.022780547499209013,0.9997365702076761,0.7696140467410899,256,7,12,7,71289.0,71289.0,0.0,True,0.013241874623013369,0.0014257419263724786,0.022950409391589037,0.9997405208302227,0.7567189731939503,1024,17,30,17,71289.0,71289.0,0.0,True,0.031870274516405034,0.004411112229735653,0.041086080883813866,0.9991562004354326,0.5981743853100467,4096,31,82,30
Abell370,80,2.4,0.0063641982783672005,1024,64,81,2.168404344971009e-19,2.947549911165859e-22,-1.3234889800848443e-23,5.505714157152952e-21,2.3396200816091525e-24,True,71289.0,71289.0,0.0,True,0.01311562793698887,0.001423411824262388,0.022492612903628112,0.9997479423036734,0.7689487901649557,256,17,30,17,71289.0,71289.0,0.0,True,0.03196846638331298,0.004410475525404864,0.041017279287286434,0.9991555976368235,0.6079175131160206,1024,31,82,30,71289.0,71289.0,0.0,True,0.06494690625482194,0.01313655312141803,0.06838519151373965,0.9976528685902668,0.5605367972870179,4096,73,227,71
Abell370,120,3.5999999999999996,0.0063641982783672005,1024,64,81,2.42434975903054e-19,5.293955920339377e-22,-2.6469779601696886e-23,9.288441411321403e-21,2.3396200816091525e-24,True,71289.0,71289.0,0.0,True,0.019231578504397582,0.001988450945709404,0.02839215042209065,0.9996115573685592,0.6588199643376741,256,20,51,20,71289.0,71289.0,0.0,True,0.04335872294463382,0.006884258707345327,0.04924270882226629,0.99879215626863,0.6279874935678524,1024,53,145,53,71289.0,71289.0,0.0,True,0.11357993519336784,0.025239555238060055,0.1347063793211081,0.9908757169993433,0.5690032774088718,4096,128,404,126
