cluster_id,candidate_id,physical_source_representation,geometry_lane,benchmark_role,n_photons,source_supported_bins,checkpoint_count,g3d_unit_speed_max_error,g3d_unit_speed_pass,first_step_exact_max_vector_error,first_step_exact_pass,los_mag_vs_observed_pearson,los_mag_vs_observed_spearman,final_topology_identity_relative_rms_error,negative_divergence_vs_prior_linear_relative_rms_error,negative_divergence_vs_prior_linear_pearson,negative_divergence_vs_prior_linear_spearman,final_displacement_mag_vs_observed_pearson,final_displacement_mag_vs_observed_spearman,final_divergence_like_vs_observed_pearson,final_divergence_like_vs_observed_spearman,final_negative_divergence_like_vs_observed_pearson,final_negative_divergence_like_vs_observed_spearman,final_abs_divergence_like_vs_observed_pearson,final_abs_divergence_like_vs_observed_spearman,final_curl_like_vs_observed_pearson,final_curl_like_vs_observed_spearman,final_abs_curl_like_vs_observed_pearson,final_abs_curl_like_vs_observed_spearman,final_symmetric_plus_like_vs_observed_pearson,final_symmetric_cross_like_vs_observed_pearson,final_symmetric_traceless_mag_vs_observed_pearson,final_symmetric_traceless_mag_vs_observed_spearman,final_gradient_frobenius_mag_vs_observed_pearson,final_gradient_frobenius_mag_vs_observed_spearman,final_isotropic_mode_energy_fraction,final_rotational_mode_energy_fraction,final_symmetric_traceless_mode_energy_fraction
Abell2744,PL1_PM1_PS2,M10_interface_field,G3D_LOS_consistent_diagnostic,external_morphology_comparison_only,71289,1024,9,2.220446049250313e-16,True,4.902191892490871e-16,True,0.7697236967097444,0.671986686945565,1.5031795773678283e-16,8.226978962975482e-14,1.0,1.0,0.7791333329226389,0.7250111423539088,-0.12918340183890625,-0.13339972552034904,0.12918340183890625,0.13339972552034904,0.5251972174226571,0.39474750330806097,-0.029332940878429234,0.009392132626421572,0.4162590919141664,0.410681147628925,-0.18968433308387964,-0.08956718368933865,0.6315208164078691,0.5495679515950218,0.7091786964025915,0.6150107288462914,0.3566877599851695,0.12098208635147013,0.5223301536633606
MACS0416,PL1_PM1_PS2,M10_interface_field,G3D_LOS_consistent_diagnostic,external_morphology_comparison_only,71289,1024,9,2.220446049250313e-16,True,4.664558536237207e-16,True,0.7439897594213153,0.6455692865332464,1.3849023058882374e-16,7.825461877716254e-14,1.0,1.0,0.7503716470481347,0.6684658931380869,-0.06595370629433213,-0.09213456512109224,0.06595370629433213,0.09213456512109224,0.5580860479696227,0.4553386428506152,-0.09122109120665817,-0.0035055072224775747,0.4432722014900434,0.39572694767832034,-0.1287700138957269,-0.0822611541417714,0.6727462621702345,0.574858288511469,0.711090945891317,0.6415137564315059,0.3227871917315867,0.13045957075826137,0.5467532375101518
MACS1149,PL1_PM1_PS2,M10_interface_field,G3D_LOS_consistent_diagnostic,external_morphology_comparison_only,71289,1024,9,2.220446049250313e-16,True,4.771006342555579e-16,True,0.7884323322863971,0.7011600616612864,1.499400087991927e-16,1.231225621198991e-13,1.0,1.0,0.8408461372450922,0.8496026656670166,-0.11792330179154803,-0.10852226109079315,0.11792330179154803,0.10852226109079315,0.5813450546288398,0.5139830755397666,0.03960970233906014,0.012328859136777507,0.594631343008512,0.5639697188235443,-0.19458936549786354,-0.03941003134562143,0.6820434057709078,0.6973372071437907,0.7732616501309861,0.7665953074464475,0.3297730139361603,0.124794462916675,0.5454325231471645
AbellS1063,PL1_PM1_PS2,M10_interface_field,G3D_LOS_consistent_diagnostic,external_morphology_comparison_only,71289,1024,9,2.220446049250313e-16,True,4.8154685385691e-16,True,0.8075234973090877,0.6828267917055436,1.719730218049484e-16,8.620424217066796e-14,0.9999999999999999,1.0,0.846296135609982,0.8216508788713254,-0.06822634776317879,-0.14366088352049208,0.06822634776317879,0.14366088352049208,0.5786567464145669,0.5490940718653887,-0.1416856364829184,-0.002145266343609184,0.6447917513051471,0.5043395277519491,-0.22554708672878981,-0.11226161340304744,0.7230640721430358,0.6850249892711537,0.7988330467057556,0.7414850176131893,0.3103993434734282,0.1517227835672337,0.5378778729593381
Abell370,PL1_PM1_PS2,M10_interface_field,G3D_LOS_consistent_diagnostic,external_morphology_comparison_only,71289,1024,9,2.220446049250313e-16,True,4.924896573333921e-16,True,0.7918907566644745,0.6990111606304666,2.1158585809957576e-16,6.417653987747688e-14,1.0,1.0,0.817216512209539,0.7476312048494386,-0.029487584678561437,-0.09703560859380587,0.029487584678561437,0.09703560859380587,0.44981583281433635,0.4472119081253129,-0.03334336757903064,0.01590564873757242,0.4339934319606698,0.4256421773299478,-0.18092038196912222,-0.09102725486957942,0.6510604548334136,0.5954979749302625,0.7023323487188782,0.6717688514770045,0.3296302298772578,0.13096528891649933,0.5394044812062428
