cluster_id,step_index,propagation_distance,displacement_x_vs_observed_pearson,displacement_x_vs_observed_spearman,displacement_x_vs_observed_count,displacement_x_vs_los_mag_pearson,displacement_x_vs_los_mag_spearman,displacement_x_vs_los_mag_count,displacement_x_rms,displacement_y_vs_observed_pearson,displacement_y_vs_observed_spearman,displacement_y_vs_observed_count,displacement_y_vs_los_mag_pearson,displacement_y_vs_los_mag_spearman,displacement_y_vs_los_mag_count,displacement_y_rms,abs_displacement_x_vs_observed_pearson,abs_displacement_x_vs_observed_spearman,abs_displacement_x_vs_observed_count,abs_displacement_x_vs_los_mag_pearson,abs_displacement_x_vs_los_mag_spearman,abs_displacement_x_vs_los_mag_count,abs_displacement_x_rms,abs_displacement_y_vs_observed_pearson,abs_displacement_y_vs_observed_spearman,abs_displacement_y_vs_observed_count,abs_displacement_y_vs_los_mag_pearson,abs_displacement_y_vs_los_mag_spearman,abs_displacement_y_vs_los_mag_count,abs_displacement_y_rms,displacement_mag_vs_observed_pearson,displacement_mag_vs_observed_spearman,displacement_mag_vs_observed_count,displacement_mag_vs_los_mag_pearson,displacement_mag_vs_los_mag_spearman,displacement_mag_vs_los_mag_count,displacement_mag_rms,divergence_like_vs_observed_pearson,divergence_like_vs_observed_spearman,divergence_like_vs_observed_count,divergence_like_vs_los_mag_pearson,divergence_like_vs_los_mag_spearman,divergence_like_vs_los_mag_count,divergence_like_rms,negative_divergence_like_vs_observed_pearson,negative_divergence_like_vs_observed_spearman,negative_divergence_like_vs_observed_count,negative_divergence_like_vs_los_mag_pearson,negative_divergence_like_vs_los_mag_spearman,negative_divergence_like_vs_los_mag_count,negative_divergence_like_rms,abs_divergence_like_vs_observed_pearson,abs_divergence_like_vs_observed_spearman,abs_divergence_like_vs_observed_count,abs_divergence_like_vs_los_mag_pearson,abs_divergence_like_vs_los_mag_spearman,abs_divergence_like_vs_los_mag_count,abs_divergence_like_rms,curl_like_vs_observed_pearson,curl_like_vs_observed_spearman,curl_like_vs_observed_count,curl_like_vs_los_mag_pearson,curl_like_vs_los_mag_spearman,curl_like_vs_los_mag_count,curl_like_rms,abs_curl_like_vs_observed_pearson,abs_curl_like_vs_observed_spearman,abs_curl_like_vs_observed_count,abs_curl_like_vs_los_mag_pearson,abs_curl_like_vs_los_mag_spearman,abs_curl_like_vs_los_mag_count,abs_curl_like_rms,symmetric_plus_like_vs_observed_pearson,symmetric_plus_like_vs_observed_spearman,symmetric_plus_like_vs_observed_count,symmetric_plus_like_vs_los_mag_pearson,symmetric_plus_like_vs_los_mag_spearman,symmetric_plus_like_vs_los_mag_count,symmetric_plus_like_rms,abs_symmetric_plus_like_vs_observed_pearson,abs_symmetric_plus_like_vs_observed_spearman,abs_symmetric_plus_like_vs_observed_count,abs_symmetric_plus_like_vs_los_mag_pearson,abs_symmetric_plus_like_vs_los_mag_spearman,abs_symmetric_plus_like_vs_los_mag_count,abs_symmetric_plus_like_rms,symmetric_cross_like_vs_observed_pearson,symmetric_cross_like_vs_observed_spearman,symmetric_cross_like_vs_observed_count,symmetric_cross_like_vs_los_mag_pearson,symmetric_cross_like_vs_los_mag_spearman,symmetric_cross_like_vs_los_mag_count,symmetric_cross_like_rms,abs_symmetric_cross_like_vs_observed_pearson,abs_symmetric_cross_like_vs_observed_spearman,abs_symmetric_cross_like_vs_observed_count,abs_symmetric_cross_like_vs_los_mag_pearson,abs_symmetric_cross_like_vs_los_mag_spearman,abs_symmetric_cross_like_vs_los_mag_count,abs_symmetric_cross_like_rms,symmetric_traceless_mag_vs_observed_pearson,symmetric_traceless_mag_vs_observed_spearman,symmetric_traceless_mag_vs_observed_count,symmetric_traceless_mag_vs_los_mag_pearson,symmetric_traceless_mag_vs_los_mag_spearman,symmetric_traceless_mag_vs_los_mag_count,symmetric_traceless_mag_rms,gradient_frobenius_mag_vs_observed_pearson,gradient_frobenius_mag_vs_observed_spearman,gradient_frobenius_mag_vs_observed_count,gradient_frobenius_mag_vs_los_mag_pearson,gradient_frobenius_mag_vs_los_mag_spearman,gradient_frobenius_mag_vs_los_mag_count,gradient_frobenius_mag_rms,isotropic_mode_energy_fraction,rotational_mode_energy_fraction,symmetric_traceless_mode_energy_fraction,topology_identity_relative_rms_error
Abell2744,0,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,nan,0.0
Abell2744,1,0.03,-0.29550086411586834,-0.02981983361347543,1024,-0.31756254292121966,-0.004115697196194836,1024,4.9037545673973425e-08,-0.06648777785581991,-0.060248562781632216,1024,-0.22579667668450226,-0.13293813926042486,1024,4.5934872826263745e-08,0.7211543206277036,0.6876409949216794,1024,0.7981398817201888,0.7431021564981045,1024,6.118039213411733e-08,0.7261264585116007,0.6224942332451183,1024,0.7957361663586253,0.7261252436342178,1024,6.092226175475308e-08,0.7797115992309701,0.726271904727845,1024,0.8640680111852006,0.8248312553644231,1024,9.039559290847985e-08,-0.12925087122257334,-0.13337146171590014,1024,-0.024734128676895416,-0.07238019454974609,1024,6.310995611307537e-07,0.12925087122257334,0.13337146171590014,1024,0.024734128676895416,0.07238019454974609,1024,6.310995611307537e-07,0.525135379655378,0.39558163757957227,1024,0.5364791432967821,0.48696634047993703,1024,6.310995611307537e-07,-0.029527302814777202,0.00859795213146413,1024,-0.07093797403499337,-0.037526363904584796,1024,3.679122377681359e-07,0.41631838496868945,0.41116796902939706,1024,0.39075729491739325,0.3897461957299192,1024,3.679122377681359e-07,-0.1890616016486091,-0.010665289053000501,1024,-0.21201948773630208,0.014553165903726486,1024,6.235862510768649e-07,0.522425084678683,0.40162896296759887,1024,0.6115557337233549,0.468246280666619,1024,6.235862510768649e-07,-0.08956086150154192,-0.0008872197088906373,1024,-0.14563767647388445,-0.025541024426006722,1024,4.4159292200974955e-07,0.459406257222723,0.41881921223446106,1024,0.4894172931368952,0.41828287050282525,1024,4.4159292200974955e-07,0.631818942880495,0.5506304650060797,1024,0.7126266012597943,0.598885898719691,1024,7.641100191079866e-07,0.7098119054243371,0.6166846635612617,1024,0.7605695483512188,0.6758493334704242,1024,7.474992281133791e-07,0.3564053902051357,0.12112588830175627,0.5224687214931081,1.6122548212012882e-16
Abell2744,5,0.15,-0.295321753238271,-0.02950010281811029,1024,-0.3172864815660715,-0.003687415063300193,1024,7.356471251182727e-07,-0.06602824139846104,-0.05975971854659896,1024,-0.22536416616773672,-0.1322136403869537,1024,6.88842492807412e-07,0.7208504303584791,0.6871286366318575,1024,0.7979805832896685,0.7429487004684929,1024,9.174779833128861e-07,0.7256201645283386,0.6216985440061512,1024,0.7954790257525256,0.7260502422931121,1024,9.131691218699142e-07,0.7792937837793776,0.7252841691402618,1024,0.8637951639446809,0.8243121580180245,1024,1.3553252102605428e-06,-0.12915332810062724,-0.13342636882197267,1024,-0.024764790090493087,-0.07278409090909091,1024,9.460129131719302e-06,0.12915332810062724,0.13342636882197267,1024,0.024764790090493087,0.07278409090909091,1024,9.460129131719302e-06,0.5252442779890962,0.39532725216365067,1024,0.5370055408605644,0.4872086112402546,1024,9.460129131719302e-06,-0.029389246552963877,0.00896931549960661,1024,-0.07067026455156238,-0.03719724536871469,1024,5.514026676557867e-06,0.41648570447691413,0.4114123855589729,1024,0.39128514013066096,0.39078915134825837,1024,5.514026676557867e-06,-0.18940768846046718,-0.011222283813747229,1024,-0.2121634150084316,0.014286934053358128,1024,9.34617804386407e-06,0.5227067590022202,0.40275026151562837,1024,0.6119558739316568,0.4691182341213075,1024,9.34617804386407e-06,-0.08956923486747484,-0.0009299674558329161,1024,-0.14508830531066,-0.02487699824762177,1024,6.618762494789911e-06,0.45915468657086794,0.4177591128138188,1024,0.4890579479371543,0.41726592116086114,1024,6.618762494789911e-06,0.6316743646073428,0.5500197589585867,1024,0.7125972294642888,0.5986133301444818,1024,1.1452469645890548e-05,0.7093386972544045,0.6154826080931264,1024,0.7604147467444722,0.6752455564694944,1024,1.1203963458719429e-05,0.35646817780543066,0.12110563819530334,0.5224261839992659,1.6349821515082788e-16
Abell2744,10,0.3,-0.2953092424995005,-0.029536636774908805,1024,-0.3172450032388009,-0.0036743728095272156,1024,2.6974065999287662e-06,-0.06596946871399632,-0.05978775883341678,1024,-0.22526200743215985,-0.13210474259709606,1024,2.5253312305525647e-06,0.7208135403118772,0.6871822138080251,1024,0.7979640459679188,0.7430349000429154,1024,3.3641119195064154e-06,0.7255394570695225,0.6215392318146056,1024,0.795438514602357,0.7260302262892497,1024,3.3478822410119436e-06,0.7792311010421195,0.725156775266433,1024,0.863758784278476,0.8243188188434304,1024,4.969293641833409e-06,-0.12910956458741607,-0.13341780809670267,1024,-0.024695429046761034,-0.07274727755525356,1024,3.468772994094715e-05,0.12910956458741607,0.13341780809670267,1024,0.024695429046761034,0.07274727755525356,1024,3.468772994094715e-05,0.5252295545371524,0.3951961031936199,1024,0.5370323150790499,0.4871719208211144,1024,3.468772994094715e-05,-0.029374412913812084,0.009090953794435305,1024,-0.07063027578916968,-0.03712883779772549,1024,2.021495834516124e-05,0.416526682592863,0.4112901325906588,1024,0.39133321568844437,0.39079302937915744,1024,2.021495834516124e-05,-0.18948317563853292,-0.011186722158643874,1024,-0.21223976133434277,0.014330743509047993,1024,3.426417322134972e-05,0.5227198124183994,0.40282538579143123,1024,0.6119903322724889,0.4692829777912882,1024,3.426417322134972e-05,-0.08955571158155091,-0.0009915577390744582,1024,-0.14496146736256474,-0.024855138223303055,1024,2.4265571449941314e-05,0.4590819708393907,0.417731396627566,1024,0.4890076713897062,0.41737743410700234,1024,2.4265571449941314e-05,0.6316133869298395,0.5497855460088692,1024,0.7125534094388001,0.5985046558722552,1024,4.198632544454047e-05,0.7092558650842424,0.6152567099992847,1024,0.7603524567639673,0.6751118035190616,1024,4.107757705663488e-05,0.35654317296041227,0.12108938343590747,0.5223674436036801,1.3968545567909748e-16
Abell2744,20,0.6,-0.2952947103867399,-0.02954139770045061,1024,-0.3172173008364552,-0.003658625992418282,1024,1.0299338584807138e-05,-0.06592410403818522,-0.059717250196695514,1024,-0.22521181541960236,-0.13200933409627352,1024,9.641452009404977e-06,0.7207811306998783,0.6871485297010228,1024,0.7979417173312078,0.7430488251913311,1024,1.2845045453694741e-05,0.7254859833393759,0.6214317533617052,1024,0.7954016111060537,0.7260686713217939,1024,1.2781995599419518e-05,0.7791981397997029,0.7251101606644732,1024,0.8637376392089151,0.8243184053358129,1024,1.897340969667682e-05,-0.12908659708617895,-0.13342384307274158,1024,-0.02466701432510446,-0.07275027269150991,1024,0.00013244323384599418,0.12908659708617895,0.13342384307274158,1024,0.02466701432510446,0.07275027269150991,1024,0.00013244323384599418,0.5252106014709591,0.39507950522137186,1024,0.5370520931896907,0.4870996352192261,1024,0.00013244323384599418,-0.02935868161155037,0.009211474501108647,1024,-0.07059372187061917,-0.03707045499248981,1024,7.717568675599978e-05,0.4165276477200402,0.41121571239539373,1024,0.3913587016351397,0.39079348759030114,1024,7.717568675599978e-05,-0.18952254023056847,-0.011225111311780273,1024,-0.21228101357028026,0.014341897038838423,1024,0.00013081682449337645,0.522716706680215,0.4027729597310636,1024,0.6120034083706783,0.4692423422859595,1024,0.00013081682449337645,-0.08953828585568889,-0.0010100538230455617,1024,-0.1448762265934331,-0.024811786978756883,1024,9.264151414513385e-05,0.45902773836176064,0.4175775717938631,1024,0.4889591199412716,0.4172755659466419,1024,9.264151414513385e-05,0.6315674499153359,0.5496446740218869,1024,0.7125221760302266,0.5983988202739432,1024,0.00016029813384326684,0.709202836775363,0.6151264774515414,1024,0.760319586574621,0.6750634231278163,1024,0.00015683237633135383,0.3565809281244539,0.1210764179885607,0.5223426538869854,1.3724100831164338e-16
Abell2744,40,1.2,-0.295287012416239,-0.029531395286460194,1024,-0.3171999696340752,-0.0036342849223946786,1024,4.0216750972651885e-05,-0.06589786593495826,-0.05967024443888134,1024,-0.22518237302323854,-0.13195314176382233,1024,3.764635676381521e-05,0.7207661716240344,0.6871082518239039,1024,0.7979307701735262,0.7430522450110865,1024,5.0157407801321135e-05,0.7254610078896095,0.6213853399256133,1024,0.7953797552698942,0.7260475489056577,1024,4.990935132475801e-05,0.7791839635139725,0.7250858866497389,1024,0.8637282775827531,0.8243427911093627,1024,7.408634335333831e-05,-0.12907288637208328,-0.13341382948286962,1024,-0.024651474478912406,-0.07273888446820685,1024,0.0005171589783183866,0.12907288637208328,0.13341382948286962,1024,0.024651474478912406,0.07273888446820685,1024,0.0005171589783183866,0.5251979923868284,0.3950091418711108,1024,0.5370621438058615,0.48706058668907803,1024,0.0005171589783183866,-0.029348409763194097,0.009260022530577212,1024,-0.07057445650940758,-0.03709175622273085,1024,0.00030133198371106124,0.41653168736655777,0.41110716105786427,1024,0.3913813777249472,0.3907802665224233,1024,0.00030133198371106124,-0.18954368574130162,-0.0112474742507689,1024,-0.2122990935561891,0.014324328553036263,1024,0.0005107879747702452,0.5227167582711139,0.40279595969530074,1024,0.6120080897597716,0.4692700808239754,1024,0.0005107879747702452,-0.08953022815707427,-0.000996631589299764,1024,-0.1448300624506157,-0.024772235533938917,1024,0.0003617248731617425,0.4590013156742623,0.41748120216722695,1024,0.48893571055464513,0.41716264483942495,1024,0.0003617248731617425,0.6315459000217502,0.5495430852585652,1024,0.7125059173878499,0.5983457013089193,1024,0.0006258987450329065,0.7091737885525491,0.6150675805557543,1024,0.7603028126541358,0.6750265203669266,1024,0.0006123739104078194,0.3566028276003103,0.12106736943470563,0.5223298029649841,1.4876591651007834e-16
Abell2744,80,2.4,-0.2952819848472044,-0.029508428849867676,1024,-0.3171905043053338,-0.0036274005793576996,1024,0.0001589059801357515,-0.06588227826246613,-0.05967192082111437,1024,-0.22516618951616343,-0.13194521806380088,1024,0.0001487466266643653,0.7207577309753901,0.6870948184142766,1024,0.7979241418177258,0.7430430807882126,1024,0.0001981842136766048,0.7254481695924981,0.6213726105965238,1024,0.7953685873957352,0.7260577748372792,1024,0.00019720045886154774,0.7791764629449989,0.7250729114512553,1024,0.8637231019341922,0.8243381642943995,1024,0.00029273102454879004,-0.12906649512159263,-0.13338160941635077,1024,-0.02464490470439092,-0.072729418496531,1024,0.002043402981060657,0.12906649512159263,0.13338160941635077,1024,0.02464490470439092,0.072729418496531,1024,0.002043402981060657,0.5251920211387489,0.39496402483727916,1024,0.5370684001339453,0.4870518471497032,1024,0.002043402981060657,-0.029343604595064597,0.009266549245404477,1024,-0.07056691738925344,-0.037084849527930765,1024,0.0011905966479831087,0.4165343156058162,0.41112623828767614,1024,0.3913909570950504,0.39080731215578285,1024,0.0011905966479831087,-0.18955488347959074,-0.011246859577283457,1024,-0.21230863503586178,0.014318830019311923,1024,0.002018192091165607,0.5227192651952343,0.40280256464129893,1024,0.612013382872419,0.46926483933552676,1024,0.002018192091165607,-0.08952703092658154,-0.0009845504613403906,1024,-0.1448093206812963,-0.024761260818253344,1024,0.001429219908201365,0.45898759543467,0.41741108468636007,1024,0.48892355743781724,0.41711732663972534,1024,0.001429219908201365,0.6315358649768266,0.5495526294614119,1024,0.7124986652524421,0.5983542732100708,1024,0.0024730080595991846,0.709158669834342,0.6150135451684429,1024,0.7602938648165777,0.6750282749803305,1024,0.002419585190072744,0.3566122145636433,0.12106468605589411,0.5223230993804627,1.382695685025671e-16
Abell2744,120,3.5999999999999996,-0.295230315981885,-0.02948786522780917,1024,-0.31713759018672416,-0.003603819469279737,1024,0.0003560260482703822,-0.06588268442644937,-0.05967451362563479,1024,-0.22516988669581034,-0.13195282883913884,1024,0.00033329914956769434,0.7207350405736989,0.6870760988126744,1024,0.7979085184373105,0.7430341624347329,1024,0.000444044383892735,0.7254433497693493,0.6213639269365567,1024,0.7953610236419334,0.7260551149774694,1024,0.0004418700626305778,0.7791545109166695,0.7250477210142336,1024,0.8637045787004562,0.824324160914813,1024,0.0006559038059269786,-0.12912412104843915,-0.13339296411200915,1024,-0.024707457676009924,-0.07274594762534868,1024,0.0045788163426635515,0.12912412104843915,0.13339296411200915,1024,0.024707457676009924,0.07274594762534868,1024,0.0045788163426635515,0.5252057185369013,0.3949076089871969,1024,0.5370930024734412,0.48703006535655535,1024,0.0045788163426635515,-0.029352259652992367,0.009286598776911523,1024,-0.07059867873013304,-0.037072690168800514,1024,0.002667552744228247,0.4164278392986336,0.4110638321650812,1024,0.39128938121557705,0.3907541596631142,1024,0.002667552744228247,-0.18961570890464471,-0.011320229239682426,1024,-0.2123683487988051,0.014263598812674343,1024,0.004522370885581865,0.522794532162024,0.40295285789643087,1024,0.6120895602834778,0.46939882697947216,1024,0.004522370885581865,-0.0895200993040951,-0.0009816782597811314,1024,-0.14477749151124306,-0.024753270062942565,1024,0.00320216038657032,0.4589268110645938,0.41737923342393246,1024,0.48886950728693107,0.417086045347257,1024,0.00320216038657032,0.6315331462840817,0.5495472873900293,1024,0.7124903985154497,0.5983530103354553,1024,0.005541269671120391,0.709172454647737,0.615000827015235,1024,0.7603059148764862,0.6750193901544954,1024,0.0054215803190195925,0.3566355733567599,0.12104427197600531,0.5223201546672348,1.9365311118085997e-16
Abell2744,159,4.77,-0.2952260756659916,-0.029569315052571345,1024,-0.3171280809864331,-0.003650009387740505,1024,0.0006236165249128364,-0.06588835797799965,-0.05965474349116658,1024,-0.2251722228442069,-0.13193586385094055,1024,0.0005838929522183553,0.7207277016000938,0.6870831731456978,1024,0.7978992225609887,0.7430800059008654,1024,0.0007778256188906321,0.7254502843317227,0.6213123502431872,1024,0.795369707781721,0.7260301927616051,1024,0.0007741172941691427,0.7791333329226389,0.7250111423539088,1024,0.8636894480844084,0.824331671107217,1024,0.0011490037148975437,-0.12918340183890625,-0.13339972552034904,1024,-0.02479746142047646,-0.07284558060939847,1024,0.008022392865921827,0.12918340183890625,0.13339972552034904,1024,0.02479746142047646,0.07284558060939847,1024,0.008022392865921827,0.5251972174226571,0.39474750330806097,1024,0.5371954013225897,0.4871968095093341,1024,0.008022392865921827,-0.029332940878429234,0.009392132626421572,1024,-0.07066016836058485,-0.037037262624275806,1024,0.00467218851699808,0.4162590919141664,0.410681147628925,1024,0.3910635842736015,0.3903221447857807,1024,0.00467218851699808,-0.18968433308387964,-0.01150581592876046,1024,-0.21249553544094196,0.013940112921107218,1024,0.007923898942099201,0.5229427440554738,0.4033032888384236,1024,0.6121832901890403,0.46955203713968957,1024,0.007923898942099201,-0.08956718368933865,-0.0010488900114441026,1024,-0.14478646460207706,-0.024740138402117157,1024,0.005608762771020694,0.4588622981914709,0.4173772217652528,1024,0.4888188662367796,0.41705219360203133,1024,0.005608762771020694,0.6315208164078691,0.5495679515950218,1024,0.7124241278474868,0.5982353618303412,1024,0.009708058212958375,0.7091786964025915,0.6150107288462914,1024,0.7603166854548569,0.6750411719476432,1024,0.009498276872668817,0.3566877599851695,0.12098208635147013,0.5223301536633606,1.5031795773678283e-16
MACS0416,0,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,nan,0.0
