rule,label,bend_max,bend_mean,conservation,speed_drift_pre_max,speed_drift_pre_mean,direction_drift_mean,position_error,stable,runtime,behaviour
Exp 1,Direct vector addition (baseline),6.618101068510736e-05,1.8352883305870972e-05,2.220446049250313e-16,2.220446049250313e-16,7.555684473143426e-18,1.0876669605277803e-06,0.0005935771885955006,True,0.01663064956665039,stable / monotonic
Exp 2,Pure rotation,6.619336601854728e-05,1.883860434261002e-05,2.220446049250313e-16,2.220446049250313e-16,7.555684473143426e-18,1.1184696604529325e-06,0.000607797754820647,True,0.01629018783569336,stable / monotonic
Exp 3,Projection update (r ⊥ v only),6.618097222190527e-05,1.8352883326351808e-05,1.1102230246251565e-16,1.1102230246251565e-16,4.009138700035287e-18,1.0875186158168835e-06,0.0005935771888175547,True,0.01854562759399414,stable / monotonic
Exp 4,Incremental shear,9.05408605667013e-06,3.069841619032128e-06,2.220446049250313e-16,2.220446049250313e-16,8.635067969306773e-18,2.2530713439643292e-07,9.46375692984307e-05,True,0.018904685974121094,stable / monotonic
Exp 5,Local momentum transfer (m=0.5),0.0001323622947767749,3.67057657440208e-05,2.220446049250313e-16,2.220446049250313e-16,9.714451465470119e-18,2.136292366265183e-06,0.0011871543661734285,True,0.017273664474487305,stable / monotonic
Exp 6,Phase transfer,2.647944778827145,1.7817319764032078,2.220446049250313e-16,2.220446049250313e-16,1.3569392523196357e-17,0.035417823055865834,998.7292094925449,True,0.01641368865966797,stable / oscillatory
Exp 7,Mixed (rotation + translation + shear),6.618512486287169e-05,1.8514790316544612e-05,2.220446049250313e-16,2.220446049250313e-16,6.938893903907228e-18,1.0979966331200035e-06,0.0005983173772918226,True,0.02172088623046875,stable / monotonic
