A,B,cluster_id,cluster_label,rms_kappa,rms_gamma,pearson_kappa,pearson_gamma,ssim_kappa,ssim_gamma,kappa_bias,gamma_bias,std_resid_kappa,std_resid_gamma,max_conservation_error,runtime_seconds
0.0,0.5,AbellS1063,Abell S1063,0.13382409931940362,0.06887400555359507,0.09458271637575731,0.0862220217600411,-0.04033786537353015,0.09598674549092158,-0.05384141020352873,-0.023095113778470018,0.12251527294972231,0.06488639580494641,2.220446049250313e-16,0.21500503295101225
0.0,0.5,Abell370,Abell 370,0.1794183115775739,0.09026732060264615,0.18661815380574268,0.0012015636262568794,-0.04033705066702193,0.029803730987310255,-0.06792466763854756,-0.01923044402889815,0.1660637529852323,0.08819511999670006,2.220446049250313e-16,0.215353523963131
0.0,0.75,Abell2744,Abell 2744,0.15595641920996225,0.060939764784856444,0.005667800530604976,0.07779683740287248,-0.008186892379307274,0.0905040125664495,-0.05962607657571474,-0.0015776178200707122,0.14410806946517773,0.06091934055821209,2.220446049250313e-16,0.2161137560615316
0.0,0.75,MACS0416,MACS J0416,0.18739635489861067,0.06547556020373191,0.0051823768631842375,0.15114982941853747,-1.0394518274978175e-05,0.1572953088623334,-0.0992968503410762,-0.01357756351533889,0.15892617575977835,0.06405231262787832,2.220446049250313e-16,0.21804819104727358
0.0,0.75,MACS1149,MACS J1149,0.08590222962940725,0.11724987121227434,0.22913242491179547,-0.0636917495700674,0.10406167170783172,-0.00651604717596825,-0.03243019120241034,-0.09418048272919632,0.07954543201138906,0.06983959458781583,2.220446049250313e-16,0.21599439694546163
0.0,0.75,AbellS1063,Abell S1063,0.1335936599668386,0.0688724656256859,0.09536188806218775,0.08434352848211328,-0.04083740190963685,0.09448620867227585,-0.05386502994292609,-0.02320721184753756,0.12225311665795262,0.06484475182792203,2.220446049250313e-16,0.2152080739615485
0.0,0.75,Abell370,Abell 370,0.1800624470038493,0.09029175743875446,0.1820798931979822,0.008550691118208975,-0.040253404931122505,0.03632823804842297,-0.06811628167955311,-0.020602244622034062,0.1666813036641057,0.0879098912404784,2.220446049250313e-16,0.2147650730330497
0.0,1.0,Abell2744,Abell 2744,0.1569395388394539,0.06175218441623155,0.0028473815184046868,0.08348617117230438,-0.0072224109606458,0.09734210672164909,-0.05961240789959822,-0.0015779704950762904,0.14517706318682846,0.061732019967703465,2.220446049250313e-16,0.21312863903585821
0.0,1.0,MACS0416,MACS J0416,0.1878400895934692,0.06601180513320264,0.002121472187771565,0.16095944278343566,-2.1060064526200725e-06,0.16611307576511197,-0.09926553915553331,-0.013380452158323253,0.15946865521049527,0.06464148758330629,2.220446049250313e-16,0.21537523402366787
0.0,1.0,MACS1149,MACS J1149,0.08616892663126553,0.11770806194148066,0.22429089461552953,-0.08839545213335658,0.1029750182959276,-0.01315895514344004,-0.03233544886050343,-0.09422088013311308,0.07987178891056711,0.07055220473494069,2.220446049250313e-16,0.21442477207165211
0.0,1.0,AbellS1063,Abell S1063,0.13362423232186593,0.06910363905000272,0.09682804496549337,0.08316624152533904,-0.041130484588304345,0.0936013586325898,-0.05379555080947145,-0.022949192939339058,0.12231710500462957,0.06518164982098912,2.220446049250313e-16,0.21644326706882566
0.0,1.0,Abell370,Abell 370,0.18047573858846944,0.0903324737208185,0.17671177166319232,0.01718490673241499,-0.039731640767832754,0.043932067364668446,-0.06824649911249506,-0.021623602649991087,0.16707455694372428,0.08770618915993136,2.220446049250313e-16,0.21609135600738227
0.25,0.0,Abell2744,Abell 2744,0.15254581941383763,0.05985816396698853,0.016436970462289122,0.08848436777204415,-0.011129362388324026,0.09996296022858449,-0.05910759477076185,-0.00028893655017472723,0.1406290128709384,0.05985746661168394,2.220446049250313e-16,0.21439392201136798
0.25,0.0,MACS0416,MACS J0416,0.1826332261384138,0.06469498482227036,0.019593242306847024,0.11642321832649077,0.0005396058230480184,0.12613917621881454,-0.09812941887826872,-0.014487768588307085,0.15403088145024124,0.06305192798388845,2.220446049250313e-16,0.22437436692416668
0.25,0.0,MACS1149,MACS J1149,0.08487867211213089,0.11598832591738131,0.23985974766641963,0.00822747423530563,0.10531634439381467,0.011944937219936067,-0.03267399627064454,-0.09375635455543255,0.07833772365357915,0.06828643884105169,2.220446049250313e-16,0.2188650529133156
0.25,0.0,AbellS1063,Abell S1063,0.13302733502373287,0.0694083570066765,0.0903295344665456,0.08265006883370665,-0.03654130156506501,0.09122001873291216,-0.05318927600754667,-0.02311529955569262,0.12193101648600116,0.06544618360773113,2.220446049250313e-16,0.22889368899632245
0.25,0.0,Abell370,Abell 370,0.1744235716114729,0.09099089443027286,0.1968426179788901,-0.011252845038516724,-0.03743601286156967,0.018240751402453716,-0.0667885160901644,-0.01831194825866926,0.16112999861036575,0.08912920632538404,2.220446049250313e-16,0.21338897990062833
0.25,0.25,Abell2744,Abell 2744,0.151742790332408,0.05924866692279786,0.014492730663955573,0.08428771481780253,-0.01058465471685789,0.09674108671141889,-0.059105149517095605,-0.0019469025530360533,0.13975856223654745,0.05921667081639783,2.220446049250313e-16,0.23590183700434864
0.25,0.25,MACS0416,MACS J0416,0.18219636839745962,0.06442310958232533,0.015731532929306256,0.12955318412334715,0.0005091573547306983,0.13839456152001126,-0.0980394210705623,-0.01543389951490213,0.15357014219363022,0.06254703665258814,2.220446049250313e-16,0.21390302083455026
0.25,0.25,MACS1149,MACS J1149,0.08481426899351623,0.11662034656771028,0.23640792142669154,-0.011900596717955335,0.10418616220282804,0.006723779867155959,-0.032623428544401,-0.09437257910950418,0.07828902946717944,0.06851365955627557,2.220446049250313e-16,0.2310365429148078
0.25,0.25,AbellS1063,Abell S1063,0.1319326782587868,0.06889777458860827,0.09371154711829864,0.08541788941841921,-0.037843072173678424,0.09394323322104668,-0.05314674448695433,-0.023976635801236403,0.12075452431679295,0.06459120899098843,2.220446049250313e-16,0.21258106699679047
0.25,0.25,Abell370,Abell 370,0.17369052027940252,0.09000218369670053,0.19342355259358565,0.0010884304853355454,-0.03909787488144974,0.02996094678592169,-0.0671939287086813,-0.020638852737035793,0.16016670309281575,0.08760382884254304,2.220446049250313e-16,0.2296380599727854
0.25,0.5,Abell2744,Abell 2744,0.1513320987083712,0.05913737150561456,0.01218528359495179,0.08194249178148096,-0.010105020455167939,0.094718551560199,-0.05935816056897125,-0.0031728723522078473,0.13920493121060198,0.05905219377491125,2.220446049250313e-16,0.2145152019802481
0.25,0.5,MACS0416,MACS J0416,0.18227730396235442,0.06448929293224269,0.011623782959910477,0.13980231218843636,0.00035797848893591677,0.1476592417546011,-0.09824175605629419,-0.016002951386583676,0.1535368780025181,0.06247218941112314,2.220446049250313e-16,0.22951001988258213
0.25,0.5,MACS1149,MACS J1149,0.0847757821619191,0.11723316715290338,0.23367038217500613,-0.03433147670102466,0.10299317571504046,0.0012727461769469544,-0.032615845949977657,-0.09486444081044167,0.07825049414625114,0.06887926647709598,2.220446049250313e-16,0.21644470700994134
0.25,0.5,AbellS1063,Abell S1063,0.13093766609974902,0.06856527729826105,0.09663756556628612,0.0859812349543687,-0.03901042524468693,0.09461826939152032,-0.05311480617878453,-0.024538653515468967,0.11968078278587385,0.06402383723766636,2.220446049250313e-16,0.23271218803711236
0.25,0.5,Abell370,Abell 370,0.1739929179625784,0.08968606024736121,0.18851860477666046,0.008110863508197334,-0.041394815974507275,0.036347982284647785,-0.06783774094529207,-0.022410656640277683,0.16022352013537833,0.08684095733952316,2.220446049250313e-16,0.2143347020028159
0.25,0.75,Abell2744,Abell 2744,0.15139652658968117,0.059578641090110886,0.008705205736983778,0.07872056833403353,-0.008877067373154735,0.0913204366290334,-0.05924601508987694,-0.003966800175905537,0.1393227115706198,0.05944643782859226,2.220446049250313e-16,0.22991751099471003
0.25,0.75,MACS0416,MACS J0416,0.18274161782439738,0.06475160687617841,0.005714833290680807,0.15138044083784394,0.00019614797306437588,0.15792296000342104,-0.09849502110245302,-0.01620422127752545,0.15392605271072682,0.06269125781028921,2.220446049250313e-16,0.21708910900633782
0.25,0.75,MACS1149,MACS J1149,0.08483556203127321,0.11775827324470335,0.22983827251116873,-0.05771273377452532,0.10231013456821027,-0.004322264470740605,-0.032512025052533006,-0.09515052060829099,0.07835841251675196,0.06937859428919999,2.220446049250313e-16,0.22859426692593843
0.25,0.75,AbellS1063,Abell S1063,0.1303786687056134,0.06851317332554165,0.09796155710881677,0.08510243471998795,-0.03953240616284358,0.09392124766654705,-0.05307963144931805,-0.024828404941988704,0.11908463367980211,0.06385612912769097,2.220446049250313e-16,0.2170643979916349
0.25,0.75,Abell370,Abell 370,0.17424260318053866,0.08966339204662763,0.18352032042050487,0.01756689391573636,-0.042301682319048864,0.04454846658876292,-0.06823273513394763,-0.024073830241154188,0.160327098830083,0.08637114431815371,2.220446049250313e-16,0.23004831199068576
0.25,1.0,Abell2744,Abell 2744,0.15180406283614806,0.06020952284587961,0.006369387559292837,0.08252222366150531,-0.008110950413285892,0.09706325913621239,-0.0592755402482797,-0.004255935849570402,0.13975293850876896,0.0600589181668538,2.220446049250313e-16,0.21491607290226966
0.25,1.0,MACS0416,MACS J0416,0.18289943576153664,0.06521332953235265,0.000978749004562049,0.1608713182503735,0.00017118617190635445,0.16598671042324983,-0.09831334992962533,-0.01628790723472637,0.1542293384136219,0.0631465155539731,2.220446049250313e-16,0.23076595307793468
0.25,1.0,MACS1149,MACS J1149,0.08497714812316018,0.11819936887384333,0.22543906960272744,-0.08061695184653607,0.10155118131380153,-0.009979655083893766,-0.03239335737286794,-0.0952592301530847,0.07856071601798935,0.06997692385934468,2.220446049250313e-16,0.21702307800296694
0.25,1.0,AbellS1063,Abell S1063,0.1300871210700092,0.06863222698494434,0.09938604250489944,0.08391869985706857,-0.040076582090294945,0.093006896750159,-0.05306412791529207,-0.02479449803969993,0.11877229221023207,0.06399699561598371,2.220446049250313e-16,0.23072394297923893
0.25,1.0,Abell370,Abell 370,0.17480481704864984,0.08967167708356602,0.1763874372113881,0.02763983485618974,-0.04244315734168873,0.05319150213810615,-0.06859671957375307,-0.025233444266198383,0.16078312761957272,0.08604814327714456,2.220446049250313e-16,0.21427422109991312
0.5,0.0,Abell2744,Abell 2744,0.149272039667449,0.05893825876950276,0.020447331456785203,0.08735461952449727,-0.01205004750585239,0.09890848743907031,-0.058704676724875976,-0.0020597168811569196,0.1372439534446173,0.058902257283998435,2.220446049250313e-16,0.22688032290898263
0.5,0.0,MACS0416,MACS J0416,0.17926152455140926,0.06411953870284834,0.02050845967446949,0.11508277341627843,0.0007091692375786381,0.12515576967149503,-0.09780631456801572,-0.016390574718350252,0.15022855592435766,0.061989227321109945,2.220446049250313e-16,0.2145861319731921
0.5,0.0,MACS1149,MACS J1149,0.084268790124801,0.11635543098900254,0.2398755795455032,0.008780815141026039,0.10247454058193353,0.011839475224228957,-0.032873253064646404,-0.09436787639114003,0.07759238507769609,0.0680682762089878,2.220446049250313e-16,0.23133410420268774
0.5,0.0,AbellS1063,Abell S1063,0.13069267114816982,0.06911509270025291,0.09089080802337796,0.08210848996683126,-0.03453597511140787,0.0898263440426586,-0.05244191079049704,-0.02421641027213859,0.11970973345758153,0.06473377412522781,2.220446049250313e-16,0.22806744603440166
0.5,0.0,Abell370,Abell 370,0.16948091003250274,0.09046550175352393,0.1990610397174064,-0.004516560432808739,-0.035043560088921295,0.024814668188336133,-0.06609562895682947,-0.02128384105324334,0.15606135555686554,0.08792613443986443,2.220446049250313e-16,0.23997505602892488
0.5,0.25,Abell2744,Abell 2744,0.14819563384839374,0.05825581875800569,0.017223055086123425,0.08329163270796348,-0.011185058535333579,0.09568128177469544,-0.0587878791531193,-0.0038409364445995426,0.1360365067046542,0.058129060085246126,2.220446049250313e-16,0.22101889795158058
0.5,0.25,MACS0416,MACS J0416,0.1786461738918614,0.06395400454292915,0.016421945065574324,0.127429111615873,0.0006360527562280371,0.13652311985755541,-0.09776533625752463,-0.017509428080860822,0.14952054866356776,0.061510443221929105,2.220446049250313e-16,0.2455947910202667
0.5,0.25,MACS1149,MACS J1149,0.08402838840957023,0.11705132120702438,0.23781233191828813,-0.009210487856646054,0.10176224995052188,0.007306041796243819,-0.03282218086503538,-0.09510934707584123,0.07735292174166726,0.06822920119067179,2.220446049250313e-16,0.2247028580168262
0.5,0.25,AbellS1063,Abell S1063,0.1293758615626139,0.06863931901325475,0.09486178614657736,0.08486854792165924,-0.03582775832674824,0.09236002266979108,-0.05235903723289234,-0.025200327770421305,0.1183074163994516,0.0638459050751627,2.220446049250313e-16,0.24118055903818458
0.5,0.25,Abell370,Abell 370,0.1688583953405415,0.08955320501943198,0.19526130503028233,0.008256357233381827,-0.038373884451875485,0.036588170796690925,-0.06680880679953204,-0.023579891089553114,0.15507978917642817,0.08639308575029155,2.220446049250313e-16,0.2256429489934817
0.5,0.5,Abell2744,Abell 2744,0.1473256267938498,0.058036322975856945,0.014752045514601377,0.08146672792884257,-0.01052239492574412,0.09409257814178994,-0.05885538041803865,-0.005245878608617081,0.1350588186904086,0.057798750351384195,2.220446049250313e-16,0.23539174511097372
0.5,0.5,MACS0416,MACS J0416,0.1783410625999849,0.06392500823279823,0.011872127811661677,0.1398944637148246,0.0005491864124278206,0.14784719761644097,-0.0977112637681993,-0.018296485484023985,0.14919129847988155,0.06125067588603592,2.220446049250313e-16,0.2208105280296877
0.5,0.5,MACS1149,MACS J1149,0.08389986897685177,0.11767086545635462,0.2348746528364123,-0.02940884215160549,0.1011359414399907,0.002636983211963912,-0.03273206476715064,-0.09566870986970319,0.07725153688058219,0.06851226553774199,2.220446049250313e-16,0.23357031005434692
0.5,0.5,AbellS1063,Abell S1063,0.12813355018244096,0.06829737196169292,0.09843113603904245,0.08581731579136068,-0.03728320174001199,0.09322332125156427,-0.05235502805834391,-0.025955648379331356,0.11694938101318081,0.06317305860952398,2.220446049250313e-16,0.2169781079282984
0.5,0.5,Abell370,Abell 370,0.16904825714614563,0.08927107265420764,0.1890517794065608,0.01760440291603662,-0.041577342850132724,0.04473108622617262,-0.06764623405654063,-0.02554696713328456,0.1549235303693958,0.08553757585484696,2.220446049250313e-16,0.23165513505227864
0.5,0.75,Abell2744,Abell 2744,0.14689952132130984,0.05832712000950497,0.011924401016645778,0.07927020825755088,-0.009639476266153146,0.09163669346407986,-0.058885380325143205,-0.006327495564938797,0.13458076143488412,0.05798289168779767,2.220446049250313e-16,0.22153997991699725
0.5,0.75,MACS0416,MACS J0416,0.1781793440194514,0.06409633399408368,0.0060961121044385185,0.15208909060320866,0.00044779567208735936,0.15871355917048868,-0.0975556981082282,-0.01875406865648695,0.149099847088514,0.06129131211117037,2.220446049250313e-16,0.24063035799190402
0.5,0.75,MACS1149,MACS J1149,0.08387735942104292,0.11820938192744541,0.2308352867426298,-0.05127764299248545,0.10043191553359963,-0.002247959623286433,-0.03260763359530852,-0.09603613934754945,0.07727971049868732,0.06892400100753525,2.220446049250313e-16,0.22054886701516807
0.5,0.75,AbellS1063,Abell S1063,0.12731026434387024,0.06819790856987201,0.10030745850029038,0.08547091690147177,-0.03792253651668003,0.09289717802417649,-0.05230105961696801,-0.026393345891428145,0.11607110997250124,0.06288359107080364,2.220446049250313e-16,0.23052472190465778
0.5,0.75,Abell370,Abell 370,0.1689591413074941,0.08918275613223911,0.18340422417212138,0.03000147039692288,-0.04401695708938857,0.05513533278899583,-0.06835079624078108,-0.02754827594933715,0.15451653660568818,0.08482132092558807,2.220446049250313e-16,0.22597196092829108
0.5,1.0,Abell2744,Abell 2744,0.14679587783664844,0.058817453613622554,0.009552173559737287,0.08288280686939228,-0.008719353975235437,0.09771015673447535,-0.058719682793299324,-0.00689986094394098,0.13454006318746295,0.05841134109524382,2.220446049250313e-16,0.23120623407885432
0.5,1.0,MACS0416,MACS J0416,0.17810430380445313,0.0644800931546418,0.0004295199458817677,0.16145877459885202,0.00032535751161491376,0.16673999154380462,-0.09734687889765177,-0.01902248004178541,0.14914666674972946,0.061610288639894886,2.220446049250313e-16,0.21861688082572073
0.5,1.0,MACS1149,MACS J1149,0.08387485136070846,0.11862602988585352,0.22772076339796798,-0.07152695581339767,0.09950397258582194,-0.0068141847749369575,-0.03255281021224974,-0.09621858590822804,0.07730009856440151,0.06938385037096424,2.220446049250313e-16,0.23414933192543685
0.5,1.0,AbellS1063,Abell S1063,0.12672063263984693,0.06822266008916693,0.10263716769391093,0.08541826595885524,-0.039069273187907906,0.09291109107068257,-0.05235760751567439,-0.026557205037470468,0.1153984387757375,0.06284143704785691,2.220446049250313e-16,0.21570629510097206
0.5,1.0,Abell370,Abell 370,0.16926886684253575,0.08927611616158916,0.17814159241556268,0.037093551607372245,-0.04709348860956777,0.06090245697775928,-0.0692364986078934,-0.028822543715128896,0.15446118134559014,0.0844954785221496,2.220446049250313e-16,0.235812186030671
0.75,0.0,Abell2744,Abell 2744,0.14624748694044007,0.05807030854518049,0.022610266112093245,0.0863805774840802,-0.0123537271865465,0.09785258734410182,-0.0583318726949292,-0.0037589725393878076,0.13411084991266278,0.0579485190490714,2.220446049250313e-16,0.22657946310937405
0.75,0.0,MACS0416,MACS J0416,0.1761126156127105,0.06357479162189494,0.02191161375137136,0.11454560151555192,0.0008209205376462172,0.12480340482426039,-0.09763651469831978,-0.01818316198654029,0.14656999821080408,0.06091901796597348,2.220446049250313e-16,0.23222277697641402
0.75,0.0,MACS1149,MACS J1149,0.08372537394365201,0.11672640888876218,0.24011284652086548,0.008305487306924809,0.09915675649492814,0.011483726648699136,-0.03312763203838628,-0.0949580424182036,0.07689277103560287,0.06788243301598099,2.220446049250313e-16,0.2199759449576959
0.75,0.0,AbellS1063,Abell S1063,0.12836584368745876,0.06883915716914775,0.09200842623299027,0.08160560171375984,-0.0326231771054625,0.08841227100262661,-0.05171081690010155,-0.025274405790012014,0.11748949417338246,0.06403150764834789,2.220446049250313e-16,0.23560054507106543
0.75,0.0,Abell370,Abell 370,0.16498177942225448,0.09005588077179706,0.20207261979767907,0.0027232185210414525,-0.03254677003046015,0.031551843867886495,-0.06541669757055105,-0.023979571197317435,0.1514583877515421,0.08680461869495718,2.220446049250313e-16,0.21943813504185528
0.75,0.25,Abell2744,Abell 2744,0.14477238246683238,0.057330540605737515,0.02032043562849276,0.08279440242650882,-0.011836914503494124,0.09495675430957928,-0.05842598380362339,-0.005717336885819973,0.13245922822401443,0.05704474511364005,2.220446049250313e-16,0.2349951131036505
0.75,0.25,MACS0416,MACS J0416,0.17515633394833185,0.0634610770024643,0.01738041074433322,0.12698219220377932,0.0008148128354613861,0.1361036427828694,-0.0974080829738797,-0.019478982845428306,0.14557268525919728,0.06039766155754883,2.220446049250313e-16,0.22139023896306753
0.75,0.25,MACS1149,MACS J1149,0.08337761680216414,0.1174576304331145,0.23772271974887624,-0.0073425650743064,0.0989924046086418,0.007646071925072341,-0.03298560612167742,-0.09579053402024777,0.07657530132094867,0.0679740284158432,2.220446049250313e-16,0.232216656091623
0.75,0.25,AbellS1063,Abell S1063,0.12682270915406224,0.06842801088771236,0.09674719370193754,0.08444679575766147,-0.03395718225860112,0.09079224586056549,-0.05159774609567971,-0.026437573484186502,0.11585194066143922,0.06311455761008802,2.220446049250313e-16,0.2203573159640655
0.75,0.25,Abell370,Abell 370,0.16400142229725717,0.08928469203147757,0.19911209508175048,0.01678832205503057,-0.036894698692481964,0.044002239623458374,-0.06624153658679904,-0.026543794579590926,0.15002841512907827,0.0852477753403118,2.220446049250313e-16,0.2315306249074638
0.75,0.5,Abell2744,Abell 2744,0.1435544269753563,0.05706773802629377,0.017557484014084232,0.08177194157488912,-0.011102212871944567,0.09396521129820073,-0.058502794087912514,-0.007338662299676989,0.131092702268777,0.05659391097184392,2.220446049250313e-16,0.2196528350468725
0.75,0.5,MACS0416,MACS J0416,0.1745590863998374,0.06344218288261917,0.011645188283544848,0.13966921341050925,0.0007228877037401873,0.14750001736972068,-0.09719010596510436,-0.020486893548497153,0.14499985499040227,0.06004329905696591,2.220446049250313e-16,0.23366836993955076
0.75,0.5,MACS1149,MACS J1149,0.0831204808984188,0.11809837633076323,0.23579835362164842,-0.024924786743923736,0.09865528162204859,0.0037650013815915435,-0.0328894801281406,-0.09643697935134149,0.07633673061957165,0.06816990175694483,2.220446049250313e-16,0.21854048199020326
0.75,0.5,AbellS1063,Abell S1063,0.12537767363026475,0.06807469459378424,0.101069422933501,0.08583581795686955,-0.035670825338129396,0.0918850587040878,-0.051614926978949226,-0.027337167746119908,0.11426049342574592,0.062344553119398474,2.220446049250313e-16,0.2355060449335724
0.75,0.5,Abell370,Abell 370,0.16416516045731086,0.088989740590874,0.19135036715960038,0.027304140970273984,-0.042402905638167565,0.05278826074804002,-0.06751616806814176,-0.028674233348217917,0.14963878827820365,0.08424347020584441,2.220446049250313e-16,0.27007280196994543
0.75,0.75,Abell2744,Abell 2744,0.14256823926258053,0.05721908693692951,0.015989004245831787,0.08072730892393805,-0.010537846761682535,0.0925829983136196,-0.05839190104802058,-0.008648792305759608,0.13006186504287331,0.056561668129111356,2.220446049250313e-16,0.23576416505966336
0.75,0.75,MACS0416,MACS J0416,0.17391799755251963,0.0635102402972879,0.006044675523693779,0.15216007522043418,0.0006591794815598264,0.1586345701154757,-0.0967021818116116,-0.021150244645857734,0.14455503417574997,0.059885037981449236,2.220446049250313e-16,0.21974747499916703
0.75,0.75,MACS1149,MACS J1149,0.08299774384800375,0.11863526007635265,0.23268473683660992,-0.0445529942377149,0.09814424917359744,-0.0003302028121305415,-0.032771646650663205,-0.09687352995864254,0.07625381734485769,0.06848243662966312,2.220446049250313e-16,0.23102548299357295
0.75,0.75,AbellS1063,Abell S1063,0.12436904519651859,0.06790154865033624,0.10314950352518469,0.08672414996353493,-0.03641764411598965,0.09255007367015367,-0.05157535117941251,-0.027909260514122278,0.11317085558488085,0.061900674363603136,2.220446049250313e-16,0.22040608699899167
0.75,0.75,Abell370,Abell 370,0.16410904251572264,0.08892108276230383,0.18650690102264056,0.037782750441702914,-0.04666273593780484,0.0611819041872151,-0.0685212560423539,-0.030545130069996058,0.14911946655552868,0.08351020290136717,2.220446049250313e-16,0.23409814108163118
0.75,1.0,Abell2744,Abell 2744,0.1420382077359041,0.05753581325039896,0.013948004550704978,0.0859200244633302,-0.009595366812822694,0.10049999632592851,-0.05810256023366348,-0.00941307684563255,0.12961074396484787,0.05676058307208446,2.220446049250313e-16,0.2200434060068801
0.75,1.0,MACS0416,MACS J0416,0.1735765518023585,0.06380059470286635,-0.0007050194177035668,0.16189024012028722,0.0004001477588184984,0.16702704033141258,-0.0964591447688442,-0.021601136309426814,0.14430680069234436,0.060032547793517646,2.220446049250313e-16,0.23343692906200886
0.75,1.0,MACS1149,MACS J1149,0.08302325702793406,0.1189430478139926,0.22807977351249809,-0.06104999016361327,0.09739296448373572,-0.0037578334123602223,-0.03262511636817494,-0.09702000300827451,0.07634437103997546,0.0688081945668983,2.220446049250313e-16,0.21827449998818338
0.75,1.0,AbellS1063,Abell S1063,0.12360545304784556,0.06777651658580763,0.10607711867924711,0.08931095213929194,-0.03771059411229159,0.09483569846873253,-0.05162697917482489,-0.028182999668043725,0.11230744874871547,0.06163906821340913,2.220446049250313e-16,0.23439065099228173
0.75,1.0,Abell370,Abell 370,0.1641610292347113,0.08880544061204289,0.1813523768674119,0.05062378032404697,-0.049879210512922476,0.07138634927738169,-0.06939592390917859,-0.03196992830225051,0.14877180265154827,0.08285125205238626,2.220446049250313e-16,0.21995447506196797
1.0,0.0,Abell2744,Abell 2744,0.1434351816680834,0.05724860755124785,0.025552008433447612,0.08602641258061179,-0.012931028445331597,0.09730302935648207,-0.05801932940433457,-0.0053674948202604746,0.1311770130610825,0.05699643029095129,2.220446049250313e-16,0.2333255889825523
1.0,0.0,MACS0416,MACS J0416,0.17308038419594962,0.06317707884151429,0.023460949573156642,0.1136421932846943,0.0010031554738130415,0.1238968013897513,-0.0973736975963178,-0.019916586492830846,0.14309151760268107,0.059955590843727834,2.220446049250313e-16,0.22041237715166062
