transform,WR_C1_scalar_only_inverse_E_cov,WR_C2_correct_vector_inverse_E_cov,WR_C3_sign_flip_E_cov,WR_C4_permutation_E_cov
RC0,0.0,0.0,1.4312804085737356,1.3586352312730121
RC1,1.3968926882867343,0.0,1.2818797819396104,1.3586352312730121
RC2,1.0862261649403788,0.0,0.5551762032791544,1.3968926882867343
RC3,0.986512203370172,0.0,1.4312804085737356,1.3586352312730121
RC4,0.9877844886494725,0.0,1.4312804085737356,1.3586352312730121
RC5,1.0855377065432725,0.0,0.5551762032791544,1.3968926882867343
RC6,1.3586352312730121,0.0,1.2818797819396104,1.3586352312730121
