cluster_id,candidate_id,observable,pearson_vs_gr,spearman_vs_gr,ssim_vs_gr,rms_difference,nrmse,rms_amplitude_ratio,sign_agreement
Abell2744,PL1_PM1_PS1,kappa_central,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL1_PM1_PS1,gamma1_central,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL1_PM1_PS1,kappa_los,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL1_PM1_PS1,gamma1_los,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL1_PM1_PS2,kappa_central,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL1_PM1_PS2,gamma1_central,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL1_PM1_PS2,kappa_los,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL1_PM1_PS2,gamma1_los,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL1_PM2_PS1,kappa_central,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL1_PM2_PS1,gamma1_central,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL1_PM2_PS1,kappa_los,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL1_PM2_PS1,gamma1_los,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL1_PM2_PS2,kappa_central,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL1_PM2_PS2,gamma1_central,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL1_PM2_PS2,kappa_los,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL1_PM2_PS2,gamma1_los,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL2_PM1_PS1,kappa_central,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL2_PM1_PS1,gamma1_central,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL2_PM1_PS1,kappa_los,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL2_PM1_PS1,gamma1_los,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL2_PM1_PS2,kappa_central,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL2_PM1_PS2,gamma1_central,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL2_PM1_PS2,kappa_los,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL2_PM1_PS2,gamma1_los,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL2_PM2_PS1,kappa_central,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL2_PM2_PS1,gamma1_central,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL2_PM2_PS1,kappa_los,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL2_PM2_PS1,gamma1_los,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL2_PM2_PS2,kappa_central,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL2_PM2_PS2,gamma1_central,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL2_PM2_PS2,kappa_los,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL2_PM2_PS2,gamma1_los,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL3_PM1_PS1,kappa_central,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL3_PM1_PS1,gamma1_central,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL3_PM1_PS1,kappa_los,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL3_PM1_PS1,gamma1_los,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL3_PM1_PS2,kappa_central,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL3_PM1_PS2,gamma1_central,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL3_PM1_PS2,kappa_los,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL3_PM1_PS2,gamma1_los,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL3_PM2_PS1,kappa_central,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL3_PM2_PS1,gamma1_central,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL3_PM2_PS1,kappa_los,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL3_PM2_PS1,gamma1_los,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL3_PM2_PS2,kappa_central,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL3_PM2_PS2,gamma1_central,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL3_PM2_PS2,kappa_los,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL3_PM2_PS2,gamma1_los,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL4_PM1_PS1,kappa_central,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL4_PM1_PS1,gamma1_central,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL4_PM1_PS1,kappa_los,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL4_PM1_PS1,gamma1_los,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL4_PM1_PS2,kappa_central,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL4_PM1_PS2,gamma1_central,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL4_PM1_PS2,kappa_los,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL4_PM1_PS2,gamma1_los,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL4_PM2_PS1,kappa_central,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL4_PM2_PS1,gamma1_central,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL4_PM2_PS1,kappa_los,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL4_PM2_PS1,gamma1_los,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL4_PM2_PS2,kappa_central,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL4_PM2_PS2,gamma1_central,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL4_PM2_PS2,kappa_los,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL4_PM2_PS2,gamma1_los,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL5_PM1_PS1,kappa_central,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL5_PM1_PS1,gamma1_central,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL5_PM1_PS1,kappa_los,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL5_PM1_PS1,gamma1_los,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL5_PM1_PS2,kappa_central,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL5_PM1_PS2,gamma1_central,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL5_PM1_PS2,kappa_los,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL5_PM1_PS2,gamma1_los,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL5_PM2_PS1,kappa_central,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL5_PM2_PS1,gamma1_central,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL5_PM2_PS1,kappa_los,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL5_PM2_PS1,gamma1_los,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL5_PM2_PS2,kappa_central,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL5_PM2_PS2,gamma1_central,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL5_PM2_PS2,kappa_los,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL5_PM2_PS2,gamma1_los,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL6_PM1_PS1,kappa_central,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL6_PM1_PS1,gamma1_central,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL6_PM1_PS1,kappa_los,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL6_PM1_PS1,gamma1_los,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL6_PM1_PS2,kappa_central,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL6_PM1_PS2,gamma1_central,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL6_PM1_PS2,kappa_los,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL6_PM1_PS2,gamma1_los,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL6_PM2_PS1,kappa_central,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
Abell2744,PL6_PM2_PS1,gamma1_central,0.10351215934970578,0.16541831940810758,1.461070032606923e-05,1.352576023301031,0.22898140499505748,241534388352784.38,0.7256944444444444
Abell2744,PL6_PM2_PS1,kappa_los,-0.07421126154644953,-0.10285376704483802,5.177519225147392e-05,0.07439643640738808,0.288436895095517,6805415105328.926,0.8263888888888888
