cluster_id,family,scale,m10_los_mag_rms,final_angular_centroid_mag_rms,final_angular_spread_rms_rms,final_angular_rms_angle_mag_rms,final_transverse_velocity_rms,final_transverse_displacement_rms,g3d_unit_speed_max_error,g3d_unit_speed_pass,first_step_exact_max_vector_error,first_step_exact_pass,angular_identity_error,angular_covariance_psd_pass,angular_direction_mean_bound_pass,m10_los_mag_vs_observed_pearson,m10_los_mag_vs_observed_spearman,m10_los_mag_vs_observed_count,final_angular_centroid_mag_vs_observed_pearson,final_angular_centroid_mag_vs_observed_spearman,final_angular_centroid_mag_vs_observed_count,final_angular_spread_rms_vs_observed_pearson,final_angular_spread_rms_vs_observed_spearman,final_angular_spread_rms_vs_observed_count,final_angular_rms_angle_mag_vs_observed_pearson,final_angular_rms_angle_mag_vs_observed_spearman,final_angular_rms_angle_mag_vs_observed_count
MACS1149,SOURCE,0.25,8.930765995039207e-06,2.1778289157627784e-05,2.0329609397393087e-05,2.979239662873434e-05,2.9867248667535775e-05,7.168137338895954e-05,2.220446049250313e-16,True,4.930247355040019e-16,True,1.880102981402196e-16,True,True,0.004482639761366574,0.029646884372714795,4096,-0.0327651421916402,0.005216329033225516,1024,0.09183900716789528,0.20477348095111583,1024,0.026554367185051334,0.10332068399863381,1024
MACS1149,SOURCE,0.5,1.4670337951065373e-05,2.646762336171881e-05,2.8439788100435738e-05,3.8850439297586964e-05,3.898776216630611e-05,9.357067087293511e-05,2.220446049250313e-16,True,4.930265096357428e-16,True,1.6929690925332442e-16,True,True,0.007676466084930593,0.05043713350631979,4096,0.02485579780570164,0.06094274726744368,1024,0.09259358476810332,0.24392639019963977,1024,0.06264612349518343,0.15925091358919122,1024
MACS1149,SOURCE,1.0,2.7281504093734716e-05,4.0207516862241974e-05,4.797587111014469e-05,6.25965543860418e-05,6.289194446022699e-05,0.0001514231634688246,2.220446049250313e-16,True,4.930301216903907e-16,True,2.2192241529691733e-16,True,True,0.011395402240682077,0.08555676906590182,4096,0.07120347221012248,0.1355244373967606,1024,0.10423204016689304,0.297527016646596,1024,0.09116335211973742,0.2372651922125943,1024
MACS1149,SOURCE,2.0,5.3359300024396733e-05,7.620550057734576e-05,9.73019844312882e-05,0.0001235918868393492,0.0001243684279659929,0.00029969309013631694,2.220446049250313e-16,True,4.930375557961247e-16,True,2.715725996574505e-16,True,True,0.015240691955943287,0.13551552854668752,4096,0.09061075266588006,0.2325197662111739,1024,0.1085291334080341,0.3718008327118047,1024,0.1027702995128627,0.3311237138196904,1024
MACS1149,SOURCE,4.0,0.00010527229527617203,0.00015127318909294866,0.00019731911512972528,0.0002486330849543736,0.0002503146923395423,0.0006006763177178498,2.220446049250313e-16,True,4.930533090852759e-16,True,1.0786562746586902e-16,True,True,0.019249050115347523,0.1983248499070652,4096,0.098396758012925,0.3089361161897575,1024,0.11652841033084856,0.442387083737439,1024,0.1118993609732306,0.408261679609805,1024
MACS1149,RESPONSE,0.25,6.820376023433679e-06,1.0059607600984037e-05,1.2067892751866915e-05,1.5710816037250828e-05,1.578313921832236e-05,3.787956321132499e-05,2.220446049250313e-16,True,4.826258482939955e-16,True,1.7683906311094065e-16,True,True,0.011395402240682077,0.08555676906590182,4096,0.0711105245045881,0.1355244373967606,1024,0.10335948323444413,0.29752682664917013,1024,0.09062947022665296,0.2372651922125943,1024
MACS1149,RESPONSE,0.5,1.3640752046867358e-05,2.0119215426596092e-05,2.413578586190376e-05,3.142163249345036e-05,3.156627757862006e-05,7.57591253850058e-05,2.220446049250313e-16,True,4.808081104379151e-16,True,1.3552119949331687e-16,True,True,0.011395402240682077,0.08555676906590182,4096,0.07111052343280932,0.1355244373967606,1024,0.10335948141482101,0.29752682664917013,1024,0.0906294686822779,0.2372651922125943,1024
MACS1149,RESPONSE,1.0,2.7281504093734716e-05,4.0207516862241974e-05,4.797587111014469e-05,6.25965543860418e-05,6.289194446022699e-05,0.0001514231634688246,2.220446049250313e-16,True,4.930301216903907e-16,True,2.2192241529691733e-16,True,True,0.011395402240682077,0.08555676906590182,4096,0.07120347221012248,0.1355244373967606,1024,0.10423204016689304,0.297527016646596,1024,0.09116335211973742,0.2372651922125943,1024
MACS1149,RESPONSE,2.0,5.456300818746943e-05,8.033581201859346e-05,9.525323496194864e-05,0.00012460746953294163,0.00012521274658742755,0.000301785013687038,2.220446049250313e-16,True,4.90969276541758e-16,True,1.9384031672571865e-16,True,True,0.011395402240682077,0.08555676906590182,4096,0.07132503616192633,0.1355244373967606,1024,0.10528314048361369,0.297527016646596,1024,0.09180572680311593,0.2372651922125943,1024
MACS1149,RESPONSE,4.0,0.00010912601637493887,0.0001609105607158529,0.00018984030992366335,0.0002488605067538896,0.00025007926169416146,0.0006015961131236857,2.220446049250313e-16,True,4.893086886018019e-16,True,1.6069362111374784e-16,True,True,0.011395402240682077,0.08555676906590182,4096,0.07116016572027309,0.1355110481663979,1024,0.10578275148517789,0.2975191708705404,1024,0.09199746159563693,0.23727046743524136,1024
