x0,y0,x_final,y_final,max_deviation,bending_angle
-8.000000000000000000e+00,-3.000000000000000000e+00,-3.260059691519256120e+00,-2.987089433366064917e+00,1.314503112485354563e-02,4.728577911981402676e-02
-8.000000000000000000e+00,-2.996998499249624803e+00,-3.260059691519256120e+00,-2.984087932615689720e+00,1.314503112485354563e-02,4.728577911981402676e-02
-8.000000000000000000e+00,-2.993996998499249607e+00,-3.260059691519256120e+00,-2.981086431865314523e+00,1.314503112485354563e-02,4.728577911981402676e-02
-8.000000000000000000e+00,-2.990995497748874410e+00,-3.260059691519256120e+00,-2.978084931114939327e+00,1.314503112485354563e-02,4.728577911981402676e-02
-8.000000000000000000e+00,-2.987993996998499213e+00,-3.260059691519256120e+00,-2.975083430364564130e+00,1.314503112485354563e-02,4.728577911981402676e-02
-8.000000000000000000e+00,-2.984992496248124016e+00,-3.260059691519256120e+00,-2.972081929614188933e+00,1.314503112485354563e-02,4.728577911981402676e-02
-8.000000000000000000e+00,-2.981990995497748820e+00,-3.260059691519256120e+00,-2.969080428863813736e+00,1.314503112485354563e-02,4.728577911981402676e-02
-8.000000000000000000e+00,-2.978989494747373623e+00,-3.260059691519256120e+00,-2.966078928113438540e+00,1.314503112485354563e-02,4.728577911981402676e-02
-8.000000000000000000e+00,-2.975987993996998426e+00,-3.260059691519256120e+00,-2.963077427363063343e+00,1.314503112485354563e-02,4.728577911981402676e-02
-8.000000000000000000e+00,-2.972986493246623230e+00,-3.260062099862979679e+00,-2.957290575211622308e+00,1.569591803500092198e-02,4.880111277588963792e-02
-8.000000000000000000e+00,-2.969984992496248033e+00,-3.260061308729738982e+00,-2.954220596571242918e+00,1.576439592500511466e-02,4.871848352672025761e-02
-8.000000000000000000e+00,-2.966983491745872836e+00,-3.260054306755632680e+00,-2.953892099808558935e+00,1.309139193731390094e-02,4.820827403967529318e-02
-8.000000000000000000e+00,-2.963981990995497640e+00,-3.260044293010952554e+00,-2.956379855499333686e+00,1.090176494195338464e-02,4.637562220990349565e-02
-8.000000000000000000e+00,-2.960980490245122443e+00,-3.260093587108348512e+00,-2.938926053654207671e+00,2.205443659091477215e-02,4.423795001828994405e-02
-8.000000000000000000e+00,-2.957978989494747246e+00,-3.260078081709072872e+00,-2.939281098487307897e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.954977488744372049e+00,-3.260078081709072872e+00,-2.936279597736932701e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.951975987993996853e+00,-3.260078081709072872e+00,-2.933278096986557504e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.948974487243621656e+00,-3.260078081709072872e+00,-2.930276596236182307e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.945972986493246459e+00,-3.260078081709072872e+00,-2.927275095485807110e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.942971485742871263e+00,-3.260078081709072872e+00,-2.924273594735431914e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.939969984992496066e+00,-3.260078081709072872e+00,-2.921272093985056717e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.936968484242120869e+00,-3.260078081709072872e+00,-2.918270593234681520e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.933966983491745673e+00,-3.260078081709072872e+00,-2.915269092484306324e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.930965482741370476e+00,-3.260078081709072872e+00,-2.912267591733931127e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.927963981990995279e+00,-3.260078081709072872e+00,-2.909266090983555930e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.924962481240620527e+00,-3.260078081709072872e+00,-2.906264590233181178e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.921960980490245330e+00,-3.260078081709072872e+00,-2.903263089482805981e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.918959479739870133e+00,-3.260078081709072872e+00,-2.900261588732430784e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.915957978989494936e+00,-3.260078081709072872e+00,-2.897260087982055587e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.912956478239119740e+00,-3.260078081709072872e+00,-2.894258587231680391e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.909954977488744543e+00,-3.260078081709072872e+00,-2.891257086481305194e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.906953476738369346e+00,-3.260078081709072872e+00,-2.888255585730929997e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.903951975987994150e+00,-3.260078081709072872e+00,-2.885254084980554801e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.900950475237618953e+00,-3.260078081709072872e+00,-2.882252584230179604e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.897948974487243756e+00,-3.260078081709072872e+00,-2.879251083479804407e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.894947473736868560e+00,-3.260078081709072872e+00,-2.876249582729429211e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.891945972986493363e+00,-3.260078081709072872e+00,-2.873248081979054014e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.888944472236118166e+00,-3.260078081709072872e+00,-2.870246581228678817e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.885942971485742969e+00,-3.260078081709072872e+00,-2.867245080478303620e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.882941470735367773e+00,-3.260078081709072872e+00,-2.864243579727928424e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.879939969984992576e+00,-3.260078081709072872e+00,-2.861242078977553227e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.876938469234617379e+00,-3.260078081709072872e+00,-2.858240578227178030e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.873936968484242183e+00,-3.260078081709072872e+00,-2.855239077476802834e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.870935467733866986e+00,-3.260078081709072872e+00,-2.852237576726427637e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.867933966983491789e+00,-3.260078081709072872e+00,-2.849236075976052440e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.864932466233116592e+00,-3.260078081709072872e+00,-2.846234575225677244e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.861930965482741396e+00,-3.260078081709072872e+00,-2.843233074475302047e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.858929464732366199e+00,-3.260078081709072872e+00,-2.840231573724926850e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.855927963981991002e+00,-3.260078081709072872e+00,-2.837230072974551653e+00,1.869789100743934895e-02,4.348330191826961511e-02
-8.000000000000000000e+00,-2.852926463231615806e+00,-3.260078259795384348e+00,-2.834156192999106594e+00,1.877027023250921189e-02,4.250214583218690778e-02
-8.000000000000000000e+00,-2.849924962481240609e+00,-3.260090072983117260e+00,-2.827540158947675408e+00,2.238480353356520069e-02,4.138076745049638211e-02
-8.000000000000000000e+00,-2.846923461730865412e+00,-3.260139334325499405e+00,-2.815486563819332488e+00,3.143689791153292390e-02,3.960528703452475402e-02
-8.000000000000000000e+00,-2.843921960980490216e+00,-3.260116005934882377e+00,-2.815744859615521900e+00,2.817710136496831552e-02,4.081444740946115618e-02
-8.000000000000000000e+00,-2.840920460230115019e+00,-3.260044449160623969e+00,-2.829758296123224603e+00,1.219712171190590055e-02,4.280632790671064225e-02
-8.000000000000000000e+00,-2.837918959479739822e+00,-3.260038861872215588e+00,-2.832993224047434921e+00,9.043168068903817414e-03,4.294465540914933072e-02
-8.000000000000000000e+00,-2.834917458729364625e+00,-3.260277893587887110e+00,-2.790136371593718412e+00,4.478108713564621368e-02,5.069172957720449735e-02
-8.000000000000000000e+00,-2.831915957978989429e+00,-3.260191413739923494e+00,-2.796599928604742047e+00,3.531602937424738187e-02,4.853272760757287863e-02
-8.000000000000000000e+00,-2.828914457228614232e+00,-3.260191413739923494e+00,-2.793598427854366850e+00,3.531602937424738187e-02,4.853272760757287863e-02
-8.000000000000000000e+00,-2.825912956478239035e+00,-3.260191413739923494e+00,-2.790596927103991653e+00,3.531602937424738187e-02,4.853272760757287863e-02
-8.000000000000000000e+00,-2.822911455727863839e+00,-3.260191413739923494e+00,-2.787595426353616457e+00,3.531602937424738187e-02,4.853272760757287863e-02
-8.000000000000000000e+00,-2.819909954977488642e+00,-3.260191413739923494e+00,-2.784593925603241260e+00,3.531602937424738187e-02,4.853272760757287863e-02
-8.000000000000000000e+00,-2.816908454227113445e+00,-3.260191413739923494e+00,-2.781592424852866063e+00,3.531602937424738187e-02,4.853272760757287863e-02
-8.000000000000000000e+00,-2.813906953476738249e+00,-3.260191413739923494e+00,-2.778590924102490867e+00,3.531602937424738187e-02,4.853272760757287863e-02
-8.000000000000000000e+00,-2.810905452726363052e+00,-3.260191413739923494e+00,-2.775589423352115670e+00,3.531602937424738187e-02,4.853272760757287863e-02
-8.000000000000000000e+00,-2.807903951975987855e+00,-3.260191413739923494e+00,-2.772587922601740473e+00,3.531602937424738187e-02,4.853272760757287863e-02
-8.000000000000000000e+00,-2.804902451225612658e+00,-3.260191413739923494e+00,-2.769586421851365277e+00,3.531602937424738187e-02,4.853272760757287863e-02
-8.000000000000000000e+00,-2.801900950475237462e+00,-3.260191413739923494e+00,-2.766584921100990080e+00,3.531602937424738187e-02,4.853272760757287863e-02
-8.000000000000000000e+00,-2.798899449724862265e+00,-3.260191413739923494e+00,-2.763583420350614883e+00,3.531602937424738187e-02,4.853272760757287863e-02
-8.000000000000000000e+00,-2.795897948974487068e+00,-3.260191413739923494e+00,-2.760581919600239686e+00,3.531602937424738187e-02,4.853272760757287863e-02
-8.000000000000000000e+00,-2.792896448224111872e+00,-3.260191413739923494e+00,-2.757580418849864490e+00,3.531602937424738187e-02,4.853272760757287863e-02
-8.000000000000000000e+00,-2.789894947473736675e+00,-3.260191413739923494e+00,-2.754578918099489293e+00,3.531602937424738187e-02,4.853272760757287863e-02
-8.000000000000000000e+00,-2.786893446723361478e+00,-3.260191413739923494e+00,-2.751577417349114096e+00,3.531602937424738187e-02,4.853272760757287863e-02
-8.000000000000000000e+00,-2.783891945972986726e+00,-3.260191413739923494e+00,-2.748575916598739344e+00,3.531602937424738187e-02,4.853272760757287863e-02
-8.000000000000000000e+00,-2.780890445222611085e+00,-3.260191413739923494e+00,-2.745574415848363703e+00,3.531602937424738187e-02,4.853272760757287863e-02
-8.000000000000000000e+00,-2.777888944472236332e+00,-3.260191413739923494e+00,-2.742572915097988950e+00,3.531602937424738187e-02,4.853272760757287863e-02
-8.000000000000000000e+00,-2.774887443721861136e+00,-3.260191413739923494e+00,-2.739571414347613754e+00,3.531602937424738187e-02,4.853272760757287863e-02
-8.000000000000000000e+00,-2.771885942971485939e+00,-3.260191413739923494e+00,-2.736569913597238557e+00,3.531602937424738187e-02,4.853272760757287863e-02
-8.000000000000000000e+00,-2.768884442221110742e+00,-3.260191413739923494e+00,-2.733568412846863360e+00,3.531602937424738187e-02,4.853272760757287863e-02
-8.000000000000000000e+00,-2.765882941470735545e+00,-3.260191413739923494e+00,-2.730566912096488164e+00,3.531602937424738187e-02,4.853272760757287863e-02
-8.000000000000000000e+00,-2.762881440720360349e+00,-3.260191413739923494e+00,-2.727565411346112967e+00,3.531602937424738187e-02,4.853272760757287863e-02
-8.000000000000000000e+00,-2.759879939969985152e+00,-3.260191413739923494e+00,-2.724563910595737770e+00,3.531602937424738187e-02,4.853272760757287863e-02
-8.000000000000000000e+00,-2.756878439219609955e+00,-3.260191413739923494e+00,-2.721562409845362573e+00,3.531602937424738187e-02,4.853272760757287863e-02
