cluster_id,pearson_kappa,pearson_gamma,ssim_kappa,rms_kappa
Abell2744,-0.01660368775303512,-0.1775611784580197,0.0036012643089424158,-0.16925767829083196
MACS0416,-0.011536529215538972,-0.06938395227179668,0.0008147065094269565,-0.19876152556980875
MACS1149,-0.08119637601913428,-0.0016734197314758475,-0.03508139216067591,-0.1273610547189456
AbellS1063,-0.11310308532830711,-0.11651748920962168,0.030780456728466958,-0.15153396798028337
Abell370,-0.20258245575661546,-0.10953921152674508,0.029028689782490017,-0.1764302126789993
