family_number,family_code,family_name,is_wrong,cluster_id,cluster_label,pearson_kappa,pearson_gamma,ssim_kappa,ssim_gamma,rms_kappa,rms_gamma,kappa_bias,gamma_bias,runtime_seconds,max_conservation_error
1,N1,First Neighbour Only (Control),False,Abell2744,Abell 2744,0.005682768927692698,0.17724795719437184,-0.0026163106391126727,0.18022621600261163,0.1644112208563287,0.05701475861370638,-0.05290839336772962,0.014502587651753333,0.23998097702860832,2.220446049250313e-16
2,N2,Two-Ring Neighbourhood,False,Abell2744,Abell 2744,0.005698599748033296,0.19273046805323452,-0.0017611091915037053,0.19579165869642562,0.16143050750429233,0.05622306678904119,-0.051038184957926586,0.012107996282501803,0.23731897794641554,2.220446049250313e-16
3,N3,Three-Ring Neighbourhood,False,Abell2744,Abell 2744,-0.005222319077309124,0.19241724678958666,-0.000776155521673962,0.1978644581310548,0.15658405006978907,0.05465896612264419,-0.05118589290578208,0.008298478438791593,0.23754712892696261,2.220446049250313e-16
4,N4,Exponential Decay,False,Abell2744,Abell 2744,-0.0004380551328089943,0.19536956754564477,-0.0012007120933022104,0.20001664588307008,0.1578056620085006,0.05502257026715871,-0.05105930680427294,0.009347802100272914,0.23685672599822283,2.220446049250313e-16
5,N5,Gaussian Local Field,False,Abell2744,Abell 2744,0.0030323030249971893,0.1926258552225801,-0.0016276065157324483,0.19648579980018238,0.15967804500798766,0.055580586276602936,-0.05132587671329763,0.010784030781942908,0.23885350301861763,2.220446049250313e-16
6,N6,Inverse Distance,False,Abell2744,Abell 2744,-0.008549806754966761,0.19043998183548777,-0.00044998116638969766,0.19664777111279677,0.15585649225845388,0.05442757928199781,-0.05125137092895335,0.007676599590320138,0.2378287889296189,2.220446049250313e-16
7,N7,Inverse Square,False,Abell2744,Abell 2744,0.0028700229059026926,0.19362047846380886,-0.0016179667845502685,0.19824031787116964,0.1581132727902976,0.05508568820399357,-0.05130936527289062,0.009828841494958282,0.2365535149583593,2.220446049250313e-16
8,N8,Finite Radius,False,Abell2744,Abell 2744,-0.013905727204497564,0.1867163070369669,0.0001296502872615264,0.19540136548268822,0.15169892858205988,0.053218275173002816,-0.05026178897730868,0.004943645467324996,0.23581872193608433,2.220446049250313e-16
9,N9,Orientation-Weighted,False,Abell2744,Abell 2744,-0.0024942966872500377,0.19091334746460784,-0.0007323594858101205,0.20071338515386467,0.1579738266145073,0.055325809698706326,-0.05051763711297895,0.008320390213716349,0.2362537740264088,2.220446049250313e-16
10,N10,Adaptive Local Field,False,Abell2744,Abell 2744,-0.005222319077309421,0.1924172467895867,-0.0007761555216739293,0.19786445813105483,0.1565840500697891,0.054658966122644204,-0.05118589290578206,0.008298478438791584,0.23978539602831006,2.220446049250313e-16
11,N11,Cooperative Relaxation,False,Abell2744,Abell 2744,-0.008715246423044817,0.19987036598695282,-2.6174291172254893e-06,0.20883922771797592,0.15070202451761971,0.0526949850533025,-0.04776482053606263,0.004841274319928014,0.23913194390479475,2.220446049250313e-16
12,N12,Mean Local Potential,False,Abell2744,Abell 2744,0.013267312270922893,0.13986108500262967,-0.00947767913749524,0.1353593286502124,0.19288020649243007,0.06981372202095469,-0.06339334125601488,0.032541481066268696,0.2393275040667504,2.220446049250313e-16
13,WR1,Wrong: Random Weights,True,Abell2744,Abell 2744,-0.026110109161106777,0.18223949792812486,0.001182667706594551,0.19201848849341888,0.15194877073193672,0.05359672816470297,-0.05060020137302537,0.0055405505057789135,0.23725399700924754,2.220446049250313e-16
14,WR2,Wrong: Negative Weights,True,Abell2744,Abell 2744,0.014891658279820712,0.14604425583303,-0.009917900731880591,0.14043916196691741,0.19292863728548304,0.06982575166091058,-0.06315174255620289,0.03273126128060969,0.2390287530142814,2.220446049250313e-16
15,WR3,Wrong: Extremely Long-Range,True,Abell2744,Abell 2744,-0.030445934298578916,0.16044484868939193,0.0016044403643673494,0.17034077351943205,0.13893551604219093,0.050652418628842566,-0.049831158869441866,-0.0051870008041952735,0.23653217498213053,2.220446049250313e-16
16,WR4,Wrong: Shuffled Topology,True,Abell2744,Abell 2744,0.005682768927692698,0.17724795719437184,-0.0026163106391126727,0.18022621600261163,0.1644112208563287,0.05701475861370638,-0.05290839336772962,0.014502587651753333,0.23605025291908532,2.220446049250313e-16
1,N1,First Neighbour Only (Control),False,MACS0416,MACS J0416,0.015570637904119972,0.07519798446116083,-0.0011343192031700348,0.08913964105501286,0.19638218883085173,0.06311821487558476,-0.1021944430034444,0.006469272619444386,0.23907709401100874,2.220446049250313e-16
2,N2,Two-Ring Neighbourhood,False,MACS0416,MACS J0416,0.016229432007871032,0.0744436274614613,-0.0016699321072696915,0.08730214366121553,0.19897440083871093,0.06470257235916145,-0.10347773044408903,0.007338551451365211,0.2390173530438915,2.220446049250313e-16
3,N3,Three-Ring Neighbourhood,False,MACS0416,MACS J0416,0.02026354069645203,0.08025765965082544,-0.0019895448010127698,0.09340684984639235,0.1965950640997539,0.06386824700501009,-0.10354002920935812,0.004817571808901309,0.23802789999172091,2.220446049250313e-16
4,N4,Exponential Decay,False,MACS0416,MACS J0416,0.020203165332567354,0.08074036016613394,-0.0018704078694755115,0.09380412677945014,0.19716050699805945,0.06395081698504823,-0.10331187419826983,0.005604386738932386,0.23820562998298556,2.220446049250313e-16
5,N5,Gaussian Local Field,False,MACS0416,MACS J0416,0.017089111360601206,0.07563443480941646,-0.0017819225824018657,0.08871310490189305,0.19831813819351066,0.06430388511221913,-0.10361201526018302,0.006615239460085912,0.23924322403036058,2.220446049250313e-16
6,N6,Inverse Distance,False,MACS0416,MACS J0416,0.020751733375240628,0.08328617179874626,-0.0019432508108886014,0.09648958612463361,0.19575056919164066,0.06358346836355112,-0.10335453895771893,0.004167220120459644,0.2395086050964892,2.220446049250313e-16
