cluster_id,n_photons,source_supported_bins,checkpoint_count,production_parity_rms,production_parity_max,production_parity_pass,first_step_exact_pass,first_step_exact_max_abs_error,first_step_small_approx_rms_error,los_mag_vs_observed_pearson,los_mag_vs_observed_spearman,initial_Rx_vs_observed_pearson,initial_Ry_vs_observed_pearson,initial_abs_Rx_vs_observed_pearson,initial_abs_Ry_vs_observed_pearson,first_step_actual_dy_vs_observed_pearson,first_step_actual_dy_vs_small_pearson,final_perp_mag_vs_observed_pearson,final_accumulated_delta_vy_vs_observed_pearson,final_transverse_displacement_vs_observed_pearson,final_linear_kappa_vs_observed_pearson
Abell2744,71289,1024,9,0.0,0.0,True,True,2.21937465183371e-16,4.89084953392048e-13,0.7697236967097444,0.671986686945565,-0.2955008641541658,-0.06648777795284619,0.7211543206272836,0.7261264585309845,-0.06648811017893012,0.9999999999870481,-0.11927660044525311,-0.1012151525110858,-0.18306219215781136,0.03156909268108031
MACS0416,71289,1024,9,0.0,0.0,True,True,2.2179720864550165e-16,6.722761004383349e-13,0.7439897594213153,0.6455692865332464,-0.37799625734117703,-0.1652968135568477,0.6857091215287043,0.7174645305122517,-0.1652979667264663,0.9999999999703677,-0.048667230030410444,-0.12975360497868493,-0.1748371552332319,-0.0046217243517842335
MACS1149,71289,1024,9,0.0,0.0,True,True,2.204930502559467e-16,2.154661419027383e-13,0.7884323322863971,0.7011600616612864,-0.35260606157753616,-0.03684985616544586,0.7937824865747387,0.7723168556352028,-0.03685017172587689,0.9999999999962805,-0.09639850540961266,-0.15428358394358066,-0.21851326888573863,0.0017341527022655854
AbellS1063,71289,1024,9,0.0,0.0,True,True,2.219270873754059e-16,8.051475918532692e-13,0.8075234973090877,0.6828267917055436,-0.44951609915668433,-0.15533265733028498,0.7953004644879085,0.8035624806797259,-0.15533466277390046,0.9999999999763711,0.008938855057337703,-0.02702343664221018,-0.0774525200599279,-0.08376731698080613
Abell370,71289,1024,9,0.0,0.0,True,True,2.2195671202186387e-16,7.815995842184523e-13,0.7918907566644745,0.6990111606304666,-0.5134960973125064,-0.062332176283264866,0.7836678958219763,0.7362554401001448,-0.06233214406743214,0.9999999999758004,-0.11687841006147803,-0.009584536742269318,-0.025391178522772673,-0.08411353379616798
