cluster_id,step_index,propagation_distance,response_mag_vs_observed_pearson,response_mag_vs_observed_spearman,response_mag_vs_observed_count,response_mag_vs_los_mag_pearson,response_mag_vs_los_mag_spearman,response_mag_vs_los_mag_count,response_mag_rms,response_x_vs_observed_pearson,response_x_vs_observed_spearman,response_x_vs_observed_count,response_x_vs_los_mag_pearson,response_x_vs_los_mag_spearman,response_x_vs_los_mag_count,response_x_rms,response_y_vs_observed_pearson,response_y_vs_observed_spearman,response_y_vs_observed_count,response_y_vs_los_mag_pearson,response_y_vs_los_mag_spearman,response_y_vs_los_mag_count,response_y_rms,parallel_mag_vs_observed_pearson,parallel_mag_vs_observed_spearman,parallel_mag_vs_observed_count,parallel_mag_vs_los_mag_pearson,parallel_mag_vs_los_mag_spearman,parallel_mag_vs_los_mag_count,parallel_mag_rms,perp_mag_vs_observed_pearson,perp_mag_vs_observed_spearman,perp_mag_vs_observed_count,perp_mag_vs_los_mag_pearson,perp_mag_vs_los_mag_spearman,perp_mag_vs_los_mag_count,perp_mag_rms,perp_x_vs_observed_pearson,perp_x_vs_observed_spearman,perp_x_vs_observed_count,perp_x_vs_los_mag_pearson,perp_x_vs_los_mag_spearman,perp_x_vs_los_mag_count,perp_x_rms,perp_y_vs_observed_pearson,perp_y_vs_observed_spearman,perp_y_vs_observed_count,perp_y_vs_los_mag_pearson,perp_y_vs_los_mag_spearman,perp_y_vs_los_mag_count,perp_y_rms,last_delta_vx_vs_observed_pearson,last_delta_vx_vs_observed_spearman,last_delta_vx_vs_observed_count,last_delta_vx_vs_los_mag_pearson,last_delta_vx_vs_los_mag_spearman,last_delta_vx_vs_los_mag_count,last_delta_vx_rms,last_delta_vy_vs_observed_pearson,last_delta_vy_vs_observed_spearman,last_delta_vy_vs_observed_count,last_delta_vy_vs_los_mag_pearson,last_delta_vy_vs_los_mag_spearman,last_delta_vy_vs_los_mag_count,last_delta_vy_rms,last_delta_v_mag_vs_observed_pearson,last_delta_v_mag_vs_observed_spearman,last_delta_v_mag_vs_observed_count,last_delta_v_mag_vs_los_mag_pearson,last_delta_v_mag_vs_los_mag_spearman,last_delta_v_mag_vs_los_mag_count,last_delta_v_mag_rms,accumulated_delta_vx_vs_observed_pearson,accumulated_delta_vx_vs_observed_spearman,accumulated_delta_vx_vs_observed_count,accumulated_delta_vx_vs_los_mag_pearson,accumulated_delta_vx_vs_los_mag_spearman,accumulated_delta_vx_vs_los_mag_count,accumulated_delta_vx_rms,accumulated_delta_vy_vs_observed_pearson,accumulated_delta_vy_vs_observed_spearman,accumulated_delta_vy_vs_observed_count,accumulated_delta_vy_vs_los_mag_pearson,accumulated_delta_vy_vs_los_mag_spearman,accumulated_delta_vy_vs_los_mag_count,accumulated_delta_vy_rms,accumulated_delta_v_mag_vs_observed_pearson,accumulated_delta_v_mag_vs_observed_spearman,accumulated_delta_v_mag_vs_observed_count,accumulated_delta_v_mag_vs_los_mag_pearson,accumulated_delta_v_mag_vs_los_mag_spearman,accumulated_delta_v_mag_vs_los_mag_count,accumulated_delta_v_mag_rms,longitudinal_displacement_residual_vs_observed_pearson,longitudinal_displacement_residual_vs_observed_spearman,longitudinal_displacement_residual_vs_observed_count,longitudinal_displacement_residual_vs_los_mag_pearson,longitudinal_displacement_residual_vs_los_mag_spearman,longitudinal_displacement_residual_vs_los_mag_count,longitudinal_displacement_residual_rms,transverse_displacement_vs_observed_pearson,transverse_displacement_vs_observed_spearman,transverse_displacement_vs_observed_count,transverse_displacement_vs_los_mag_pearson,transverse_displacement_vs_los_mag_spearman,transverse_displacement_vs_los_mag_count,transverse_displacement_rms,abs_transverse_displacement_vs_observed_pearson,abs_transverse_displacement_vs_observed_spearman,abs_transverse_displacement_vs_observed_count,abs_transverse_displacement_vs_los_mag_pearson,abs_transverse_displacement_vs_los_mag_spearman,abs_transverse_displacement_vs_los_mag_count,abs_transverse_displacement_rms,linear_kappa_vs_observed_pearson,linear_kappa_vs_observed_spearman,linear_kappa_vs_observed_count,linear_kappa_vs_los_mag_pearson,linear_kappa_vs_los_mag_spearman,linear_kappa_vs_los_mag_count,linear_kappa_rms
Abell2744,0,0.0,0.779711599218283,0.726271904727845,1024,0.8640680111930577,0.8248312553644231,1024,0.00010043954768390241,-0.2955008641541658,-0.02981983361347543,1024,-0.31756254294036357,-0.004115697196194836,1024,5.4486161864688814e-05,-0.06648777795284619,-0.060248562781632216,1024,-0.22579667676659995,-0.13293813926042486,1024,5.103874758728352e-05,0.7211543206272836,0.6876409949216794,1024,0.7981398817596151,0.7431021564981045,1024,6.797821349023144e-05,0.7261264585309845,0.6224942332451183,1024,0.7957361664147138,0.7261252436342178,1024,6.76914019542272e-05,nan,nan,1024,nan,nan,1024,0.0,-0.06648777795284619,-0.060248562781632216,1024,-0.22579667676659995,-0.13293813926042486,1024,5.103874758728352e-05,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,-0.11290457766200054,1024,nan,-0.10713486336680869,1024,5.795326635978589e-16
Abell2744,1,0.03,0.788653180559687,0.7262077551677276,1024,0.8821057214278115,0.8402762901437666,1024,0.00010256531366547016,-0.30670979194232034,-0.041230967473714325,1024,-0.3152520433840594,-0.012032255829339818,1024,5.935501846989077e-05,-0.0732745031024695,-0.05135062763750805,1024,-0.2362044279848657,-0.12938536004220014,1024,5.2935567021321085e-05,0.7297997960788265,0.6829482422573493,1024,0.8118313354754719,0.7515310175416637,1024,7.009294378074761e-05,0.7301821951974722,0.62141250849367,1024,0.8097683942539518,0.7364107427043846,1024,6.914843132153808e-05,nan,-0.6129994948501538,1024,nan,-0.7246775087618912,1024,4.0656986754577737e-10,-0.07327485346834112,-0.05135062763750805,1024,-0.23620533491658877,-0.12938536004220014,1024,5.293563469877614e-05,nan,-0.6245147896713474,1024,nan,-0.7191668344515739,1024,6.073830496718157e-12,-0.06648811018985182,-0.060248562781632216,1024,-0.22579756616932836,-0.13293813926042486,1024,1.5311641260926327e-06,0.7261280232169319,0.6224942332451183,1024,0.7957377724881285,0.7261252436342178,1024,2.0307453705459194e-06,nan,-0.6245147896713474,1024,nan,-0.7191668344515739,1024,6.073830496718157e-12,-0.06648811018985182,-0.060248562781632216,1024,-0.22579756616932836,-0.13293813926042486,1024,1.5311641260926327e-06,0.7261280232169319,0.6224942332451183,1024,0.7957377724881285,0.7261252436342178,1024,2.0307453705459194e-06,nan,-0.6248463008503302,1024,nan,-0.719102159813529,1024,1.8221520682514505e-13,-0.06648811017893012,-0.060248562781632216,1024,-0.22579756617917993,-0.13293813926042486,1024,4.593492378212273e-08,0.7261280232479662,0.6224942332451183,1024,0.7957377725017222,0.7261252436342178,1024,6.092236111612065e-08,-0.03853128051241848,0.09789219521135827,1024,-0.12365806035681887,0.07446137838852729,1024,4.7109600931736075e-07
Abell2744,5,0.15,0.8111494922778086,0.7304906100243187,1024,0.8686127549456475,0.8062165505865103,1024,0.00010879899938973168,-0.3476692268521939,-0.04764953329518633,1024,-0.3137020445959186,0.0005484787390029326,1024,5.895139013952454e-05,-0.10663514677018417,-0.05183172698662471,1024,-0.2667042833980598,-0.13458610122666476,1024,5.4164734550892224e-05,0.760984621002946,0.700531882554896,1024,0.8075294423687437,0.7376020022709391,1024,7.59768947923498e-05,0.7650196828860003,0.6470121057148988,1024,0.8171581513876053,0.7261817488913526,1024,7.213334269430313e-05,nan,-0.6061945117480867,1024,nan,-0.7182689453544095,1024,2.2420204160955254e-09,-0.1066377433696996,-0.051829558865603316,1024,-0.2667090212850219,-0.13457950745654818,1024,5.416522635346379e-05,nan,-0.60600483468636,1024,nan,-0.7267739812066376,1024,6.501704677339489e-11,-0.09655522979009032,-0.04588873962878192,1024,-0.26187220633940245,-0.12912025695586868,1024,1.6634513352727844e-06,0.747663874193299,0.6336204827086761,1024,0.8265363388972449,0.7346468756705529,1024,2.1655527528435023e-06,nan,-0.6209974809562978,1024,nan,-0.7392734671160861,1024,1.707485980725187e-10,-0.0822283335758901,-0.048272577515914454,1024,-0.247736622323729,-0.12908324243616337,1024,8.017799841125772e-06,0.7351104903803646,0.6172745712931836,1024,0.8221898336238055,0.7393491278342036,1024,1.012541190682121e-05,nan,-0.6232301762213004,1024,nan,-0.7387631987161147,1024,1.0953730080905186e-11,-0.07701176064031438,-0.05126030416279236,1024,-0.24124704205001585,-0.13031754032258064,1024,7.12270737951162e-07,0.7321333593431195,0.6163205756920106,1024,0.8160650433078637,0.7376311713217939,1024,9.051149747450319e-07,-0.03810059490202423,0.09932435090479937,1024,-0.12637814808582223,0.07587693789786139,1024,7.362952850081096e-06
Abell2744,10,0.3,0.7488953770935212,0.6152151468957872,1024,0.669050102361093,0.5841232297403619,1024,0.00011838033286140545,-0.014383314366436598,0.03402832415420928,1024,0.07935766571862456,0.05151967402188685,1024,6.736366531619383e-05,-0.12874445932250567,-0.02730895948072384,1024,-0.23074849601524636,-0.1000072866747729,1024,6.089430458728229e-05,0.7184271303197689,0.5879988466490237,1024,0.6410787008425847,0.5279082549531507,1024,8.294036321191772e-05,0.6980446734156646,0.5392579996960161,1024,0.6235431440121939,0.5385345848830556,1024,7.870796067673676e-05,nan,-0.4688466713754381,1024,nan,-0.5132272593162148,1024,4.082684200108782e-09,-0.128739921587304,-0.027298051820327587,1024,-0.2307361202203351,-0.09999471380802517,1024,6.089448866039016e-05,nan,-0.545729159216079,1024,nan,-0.5996448304842286,1024,1.1845171894626457e-10,-0.1271226430418895,-0.03612683060939847,1024,-0.24188823686150374,-0.11286222149703169,1024,1.7505563545641988e-06,0.7232042741485274,0.5704409667584579,1024,0.669669293730232,0.5813705095307918,1024,2.302105283945983e-06,nan,-0.6285794001680852,1024,nan,-0.7125249892711537,1024,6.417668298289174e-10,-0.10543629667789152,-0.056669464362348904,1024,-0.2640255958513174,-0.13771767264501825,1024,1.563289114361173e-05,0.7554101945498573,0.6255565477254846,1024,0.8057104819411632,0.7116189829053716,1024,1.9516673277442706e-05,nan,-0.635318657910736,1024,nan,-0.7325535101208783,1024,7.584577929011274e-11,-0.09241037632239477,-0.05243909144553322,1024,-0.25637871796492684,-0.13402481492740148,1024,2.5870200501732878e-06,0.7473777818707641,0.6224558217402189,1024,0.8208169827900506,0.7314850399649524,1024,3.2450198344306e-06,-0.03793370524442351,0.0893599907910736,1024,-0.11590874836038521,0.07390640646234176,1024,2.6290651748398896e-05
Abell2744,20,0.6,0.47803872619700977,0.334905854373793,1024,0.3849887092214213,0.33685699565481725,1024,0.00012882441135764785,0.05861372768782294,0.08640475243187183,1024,-0.011190264972694406,0.05224503343823761,1024,8.031043937212318e-05,-0.10429037540620213,0.01256404897718332,1024,-0.09521335817987825,-0.04162789008296974,1024,6.702747018161517e-05,0.4287176277694725,0.3090911214326586,1024,0.33508206035380955,0.32406899318718263,1024,9.159894243537704e-05,0.47298162436567404,0.3144759740898362,1024,0.39455464647138533,0.310671134039053,1024,8.50638010952775e-05,nan,-0.1856888142836707,1024,nan,-0.22896959489664545,1024,7.455582767130496e-09,-0.10428125673830697,0.012568228756884342,1024,-0.0952023327027727,-0.04163182399327659,1024,6.702797322173609e-05,nan,-0.21287794596237752,1024,nan,-0.25836357154352335,1024,2.213290307316231e-10,-0.10723641339829222,0.016711776249910593,1024,-0.11044954580822981,-0.04298887776267792,1024,1.9814575914841183e-06,0.5042820921825434,0.3416060188827695,1024,0.4208892491099948,0.3355774689757528,1024,2.5238166548354904e-06,nan,-0.5300161044453187,1024,nan,-0.5786220138044489,1024,2.356406280758879e-09,-0.13120286562122846,-0.05326144633788713,1024,-0.24627465353474812,-0.13596726137257706,1024,3.078543115213224e-05,0.6946450497775911,0.5256263187540233,1024,0.6748835404697102,0.5701707786460196,1024,3.694219768825983e-05,nan,-0.6026365692725842,1024,nan,-0.6616234420821114,1024,5.242322522632442e-10,-0.11853775566984168,-0.06010357807023818,1024,-0.2637639459984987,-0.14218166618982905,1024,9.598294659432007e-06,0.7409330817330212,0.5996965301122953,1024,0.7628660455807136,0.6673790099063014,1024,1.1691930523078149e-05,-0.034390262675173616,0.08010373453257993,1024,-0.0703367325399395,0.07677877565982405,1024,9.23484493592213e-05
Abell2744,40,1.2,0.3216005746899295,0.24799212994421,1024,0.2411482239373615,0.1824093412488377,1024,0.00014268593377380294,-0.014883644696880735,0.004191145572562764,1024,-0.0775320028966581,0.008252416225591875,1024,7.288768897056502e-05,-0.20239336002116634,-0.023507572777340675,1024,-0.11724028328465011,0.0032728233853086333,1024,7.369625221409724e-05,0.2879084164855448,0.2535024653994707,1024,0.23383443971353374,0.18898804627709034,1024,9.943353529667426e-05,0.32240467039130943,0.2082593117445104,1024,0.21855020561191063,0.15545945166654745,1024,9.410761355594516e-05,nan,-0.088300975430942,1024,nan,-0.09118719154566912,1024,1.0029950209826115e-08,-0.20239246699685207,-0.023497425076890066,1024,-0.11724109608423998,0.003283585759244689,1024,7.369640620479083e-05,nan,-0.08096460151276733,1024,nan,-0.09169425246763464,1024,3.147789889920967e-10,-0.19810811137407902,-0.019743781739503613,1024,-0.10986894852707871,0.008937855393033402,1024,2.261947956465104e-06,0.320127246597099,0.20659957039911309,1024,0.21636595405182707,0.1544106734139189,1024,2.848289399490797e-06,nan,-0.3154360605464559,1024,nan,-0.35341165018596665,1024,6.6429684779296535e-09,-0.19127781827814522,-0.048701966061082895,1024,-0.20066242595138353,-0.10757998578427866,1024,5.478279898072787e-05,0.5246571966559623,0.3007594123274444,1024,0.5120285509220938,0.34042204599098774,1024,6.398563641340706e-05,nan,-0.4539622523424648,1024,nan,-0.4956083255847221,1024,3.161730104137202e-09,-0.15524471466399367,-0.05019546616837136,1024,-0.23594637294334841,-0.1278047327623203,1024,3.423783560904495e-05,0.6464695186732958,0.462939312727988,1024,0.6430283785167149,0.5151251810492812,1024,4.0651000227204534e-05,-0.013290160885497608,0.067221944066948,1024,-0.023106887514231206,0.06127786147271297,1024,0.0003140419343218887
Abell2744,80,2.4,0.16782491857208606,0.2137827341570703,1024,0.11523933255873363,0.15019443798726845,1024,0.0001597484511224615,0.08756443314046147,0.025185296116157642,1024,0.05379399603734946,0.021992313228667477,1024,9.92355264566782e-05,0.11279857352746324,0.10202606439095915,1024,0.06961963659143901,0.03566550139475002,1024,8.489800303985239e-05,0.12758318956417555,0.17502107771260997,1024,0.07624384226119629,0.11301007840998498,1024,0.00011375791996355175,0.1867955301030863,0.20812605053286604,1024,0.14209583892424074,0.15861673878835564,1024,0.00010463479539649613,nan,-0.013816932354624133,1024,nan,-0.020371899810457048,1024,1.3948178805644491e-08,0.11283428186304643,0.10204977961161577,1024,0.06963990600993508,0.03568401983048423,1024,8.489939965699438e-05,nan,-0.005586934947428653,1024,nan,-0.017346935126242757,1024,4.155919472960979e-10,0.11085621480035285,0.09500210106573206,1024,0.07514853930601022,0.029102621414777197,1024,2.562186154458726e-06,0.185245081162565,0.20251504273657106,1024,0.13878581829647627,0.15292344297618196,1024,3.148228487455736e-06,nan,-0.23864835535727058,1024,nan,-0.2466902291502754,1024,1.40887039964241e-08,-0.17540069551634543,-0.03309589800443459,1024,-0.1313682605593087,-0.06199725296831414,1024,8.702286305877342e-05,0.378214714562451,0.22446703338459337,1024,0.3383264105179997,0.2377918134432444,1024,9.991560739611953e-05,nan,-0.33314906167298475,1024,nan,-0.34618307882125743,1024,1.541949123357661e-08,-0.22102829542810135,-0.04415477925398755,1024,-0.22070912312530722,-0.09035081092196552,1024,0.00011053970720659547,0.5347473167044188,0.3262426797975824,1024,0.518953734485113,0.34884830305414494,1024,0.00012791926710013847,0.00810466887093648,0.04022921733066304,1024,-0.010717722214725004,0.03905092178671053,1024,0.0010151539792446543
Abell2744,120,3.5999999999999996,0.04791703382261756,0.09248717008797654,1024,0.06218865203305559,0.11687161370788927,1024,0.0001591061474019976,-0.009580720329734534,0.031326197160432015,1024,0.02512172611868674,0.06086147047779129,1024,9.686245558793772e-05,-0.05826468353970024,-0.09150023916386525,1024,-0.052021773809995314,-0.09996928867749089,1024,8.396450627687504e-05,0.03183149632108267,0.08954357699735355,1024,0.0368103351266348,0.09359829858379229,1024,0.00011296452200578298,0.052794930727276076,0.07657230124812245,1024,0.07325487438427855,0.11533156605393033,1024,0.00010416230573281172,nan,0.004618310117302053,1024,nan,-0.021646676739861242,1024,1.3338901962680492e-08,-0.0582722724726064,-0.09153496262785209,1024,-0.052029993396060376,-0.10000314042271655,1024,8.396545558547465e-05,nan,0.003089784797224805,1024,nan,-0.027918212663614907,1024,3.896495854965703e-10,-0.06556123273835568,-0.09617811672984765,1024,-0.058002597666340715,-0.10550780970602962,1024,2.440725135331124e-06,0.059150854001125484,0.0898089930083685,1024,0.0785037051413399,0.1254854914705672,1024,3.0859733317525084e-06,nan,-0.2277538601494886,1024,nan,-0.2592642917173307,1024,1.896083781401032e-08,-0.15059007965686766,-0.05023702927186897,1024,-0.12144385049119616,-0.06890989333738645,1024,0.00010895973657757004,0.3322239831136968,0.22512630981331808,1024,0.3219131801759647,0.25122949225734925,1024,0.0001238397707567293,nan,-0.30174351575352265,1024,nan,-0.315065334203562,1024,3.359479174044593e-08,-0.19618496354011872,-0.02794208434661326,1024,-0.17993367934664434,-0.06699897405407339,1024,0.00021085137907656256,0.46713633917251524,0.2718420982047064,1024,0.4510539042106463,0.2935190839353408,1024,0.00024204942307262694,0.0183864260431916,0.06365992239467849,1024,0.0004126436487637506,0.05884362035977398,1024,0.001955717652935544
Abell2744,159,4.77,-0.12123939245233534,-0.10541375348687504,1024,-0.04936279927331749,-0.0539113014984622,1024,0.00015746980660360396,-0.03882046208852977,0.014342712878191832,1024,-0.013915361065927312,-0.005287533080609398,1024,8.013596504088465e-05,0.09578145344240953,0.07172539964952436,1024,0.05822670552023214,0.05164263107073886,1024,7.860435101322391e-05,-0.10995568125265286,-0.12403038051641513,1024,-0.042707557759530564,-0.066232777966526,1024,0.00011118055743795738,-0.11927660044525311,-0.0797965095486732,1024,-0.04225119549796754,-0.027542859505757813,1024,0.00010208604387133456,nan,0.056268283742221585,1024,nan,0.006569619036549603,1024,1.3278526127381426e-08,0.09574941972836504,0.07167818154996067,1024,0.05819678061471051,0.05158253835562549,1024,7.860510181197367e-05,nan,0.054527282562048494,1024,nan,0.002842619000786782,1024,4.0840654526064467e-10,0.09844276447364736,0.07219944701738074,1024,0.06361267291652391,0.05262058776196266,1024,2.3669899223795373e-06,-0.12107373228544861,-0.08204809205350118,1024,-0.04083731133177003,-0.028820698626707674,1024,3.067594443012971e-06,nan,-0.18346523853801588,1024,nan,-0.23713930959874116,1024,2.2189609199312663e-08,-0.1012151525110858,-0.03624804422072813,1024,-0.08235346754346409,-0.05297051578928546,1024,0.0001276448715354088,0.24615078859618708,0.19006159028324154,1024,0.2583760382725951,0.23587172993705743,1024,0.0001449100557488337,-0.4166501979971154,-0.26109797448322725,1024,-0.3683226229265289,-0.2893107051534225,1024,5.536143996945541e-08,-0.18306219215781136,-0.039502572687933626,1024,-0.16145812232322737,-0.07003827739432086,1024,0.00032969467651345507,0.42284132954310816,0.2517630511944782,1024,0.4042636865501118,0.26726426713039125,1024,0.0003779255301698052,0.03156909268108031,0.07095577256634003,1024,0.019331147465658383,0.06798070819326228,1024,0.0030391424132643185
MACS0416,0,0.0,0.7507576994454248,0.6694017568309744,1024,0.8825813656070695,0.8282622062978328,1024,0.00010591621044869976,-0.37799625734117703,-0.01605454131283675,1024,-0.383024541717334,0.026321715631929046,1024,6.063964753038319e-05,-0.1652968135568477,-0.06583143622226531,1024,-0.3605861337415416,-0.16981313926042485,1024,5.2284310142784545e-05,0.6857091215287043,0.5845339019757709,1024,0.8319268917480963,0.7582354847650382,1024,7.271258315024594e-05,0.7174645305122517,0.613429720334023,1024,0.8277041786889283,0.7378461282275945,1024,7.175533586176544e-05,nan,nan,1024,nan,nan,1024,0.0,-0.1652968135568477,-0.06583143622226531,1024,-0.3605861337415416,-0.16981313926042485,1024,5.2284310142784545e-05,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,0.06592221091441128,1024,nan,0.014257597530520756,1024,5.795326635978589e-16
