cluster_id,model,stage_id,rank,peak_index_y,peak_index_x,peak_value,common_peak_fraction
Abell2744,A8,S13_P4,10,63,55,0.33989838627493124,0.7142857142857143
Abell2744,A8,S13_P4,11,16,32,0.3381378933261331,0.7142857142857143
Abell2744,A8,S13_P4,12,63,8,0.32978930843252247,0.7142857142857143
Abell2744,A8,S13_P4,13,31,45,0.3226428445056033,0.7142857142857143
Abell2744,A8,S13_P4,14,27,33,0.3202896934346603,0.7142857142857143
Abell2744,A8,S13_P4,15,46,26,0.3136447415816027,0.7142857142857143
Abell2744,A8,S13_P4,16,53,35,0.3103172867076787,0.7142857142857143
Abell2744,A8,S13_P4,17,31,27,0.3004753733749285,0.7142857142857143
Abell2744,A8,S13_P4,18,36,17,0.2906362205143121,0.7142857142857143
Abell2744,A8,S13_P4,19,15,30,0.2831145836800052,0.7142857142857143
Abell2744,A8,S13_P4,20,58,32,0.2797190571180107,0.7142857142857143
Abell2744,A8,S13_P4,21,63,17,0.2750255752824446,0.7142857142857143
Abell2744,A8,S13_P4,22,62,29,0.27316081434420775,0.7142857142857143
Abell2744,A8,S13_P4,23,51,37,0.2696386189917669,0.7142857142857143
Abell2744,A8,S13_P4,24,36,46,0.2668203036628276,0.7142857142857143
Abell2744,A8,S13_P4,25,49,36,0.2613669232290335,0.7142857142857143
Abell2744,A8,S13_P4,26,22,39,0.2608968367122171,0.7142857142857143
Abell2744,A8,S13_P4,27,45,33,0.2598305619600448,0.7142857142857143
Abell2744,A8,S13_P4,28,24,37,0.25925321728028483,0.7142857142857143
Abell2744,A8,S13_P4,29,54,63,0.2578317633584063,0.7142857142857143
Abell2744,A8,S13_P4,30,51,56,0.25709045855841156,0.7142857142857143
MACS0416,C10,S00,1,32,32,1.0,1.0
MACS0416,C10,S00,2,35,25,0.2566631101250107,1.0
MACS0416,C10,S00,3,9,38,0.25165930782271245,1.0
MACS0416,C10,S00,4,25,7,0.2511978706990512,1.0
MACS0416,C10,S00,5,63,2,0.25104845799106074,1.0
MACS0416,C10,S00,6,18,52,0.2509063964603644,1.0
MACS0416,C10,S00,7,27,1,0.24932373192544063,1.0
MACS0416,C10,S00,8,63,52,0.22488062216109644,1.0
MACS0416,C10,S00,9,51,63,0.22181023455491714,1.0
MACS0416,C10,S00,10,54,63,0.22022943210321388,1.0
MACS0416,C10,S00,11,17,38,0.2197189152803716,1.0
MACS0416,C10,S00,12,44,30,0.21929109261359572,1.0
MACS0416,C10,S00,13,8,30,0.21905111575353853,1.0
MACS0416,C10,S00,14,10,32,0.2140986434626517,1.0
MACS0416,C10,S00,15,24,53,0.2118377593657035,1.0
MACS0416,C10,S01,1,32,32,0.18,1.0
MACS0416,C10,S01,2,35,25,0.04619935982250192,1.0
MACS0416,C10,S01,3,9,38,0.04529867540808824,1.0
MACS0416,C10,S01,4,25,7,0.045215616725829216,1.0
MACS0416,C10,S01,5,63,2,0.04518872243839093,1.0
MACS0416,C10,S01,6,18,52,0.04516315136286559,1.0
MACS0416,C10,S01,7,27,1,0.04487827174657931,1.0
MACS0416,C10,S01,8,63,52,0.04047851198899736,1.0
MACS0416,C10,S01,9,51,63,0.039925842219885085,1.0
MACS0416,C10,S01,10,54,63,0.0396412977785785,1.0
MACS0416,C10,S01,11,17,38,0.039549404750466886,1.0
MACS0416,C10,S01,12,44,30,0.039472396670447225,1.0
MACS0416,C10,S01,13,8,30,0.03942920083563693,1.0
MACS0416,C10,S01,14,10,32,0.03853775582327731,1.0
MACS0416,C10,S01,15,24,53,0.03813079668582663,1.0
MACS0416,C10,S02,1,33,32,0.35585650300370153,0.4666666666666667
MACS0416,C10,S02,2,29,30,0.20415705051176758,0.4666666666666667
MACS0416,C10,S02,3,50,63,0.12206041306592998,0.4666666666666667
MACS0416,C10,S02,4,54,63,0.1125935290550321,0.4666666666666667
MACS0416,C10,S02,5,18,54,0.11127225353614893,0.4666666666666667
MACS0416,C10,S02,6,63,30,0.1093672896036324,0.4666666666666667
MACS0416,C10,S02,7,37,25,0.0991368317913042,0.4666666666666667
MACS0416,C10,S02,8,22,63,0.08699720716147494,0.4666666666666667
MACS0416,C10,S02,9,35,63,0.08593685655993882,0.4666666666666667
MACS0416,C10,S02,10,63,53,0.08121820495192751,0.4666666666666667
MACS0416,C10,S02,11,63,15,0.08070717096351739,0.4666666666666667
MACS0416,C10,S02,12,46,9,0.07935763267573075,0.4666666666666667
MACS0416,C10,S02,13,44,31,0.07771128094494298,0.4666666666666667
MACS0416,C10,S02,14,17,52,0.07648773952349522,0.4666666666666667
MACS0416,C10,S02,15,56,63,0.07590850904040834,0.4666666666666667
MACS0416,C10,S02,16,6,20,0.07571155523377615,0.4666666666666667
MACS0416,C10,S02,17,63,26,0.07547646631089644,0.4666666666666667
MACS0416,C10,C10-S03,1,45,59,0.9951062407135844,0.26666666666666666
MACS0416,C10,C10-S03,2,53,63,0.9931048256167985,0.26666666666666666
MACS0416,C10,C10-S03,3,61,49,0.9916883009908222,0.26666666666666666
MACS0416,C10,C10-S03,4,63,49,0.9896201494339856,0.26666666666666666
MACS0416,C10,C10-S03,5,3,63,0.9889809875040343,0.26666666666666666
MACS0416,C10,C10-S03,6,19,2,0.987757770833041,0.26666666666666666
MACS0416,C10,C10-S03,7,51,63,0.9871576781679573,0.26666666666666666
MACS0416,C10,C10-S03,8,22,9,0.986512932554581,0.26666666666666666
MACS0416,C10,C10-S03,9,9,61,0.9859753935371166,0.26666666666666666
MACS0416,C10,C10-S03,10,22,63,0.9855718558780242,0.26666666666666666
MACS0416,C10,C10-S03,11,44,44,0.9846632865640208,0.26666666666666666
MACS0416,C10,C10-S03,12,40,3,0.9833667061788024,0.26666666666666666
MACS0416,C10,C10-S03,13,23,42,0.983167412007472,0.26666666666666666
MACS0416,C10,C10-S04,1,33,32,0.2268019227672839,0.7333333333333333
MACS0416,C10,C10-S04,2,51,63,0.095136038192436,0.7333333333333333
MACS0416,C10,C10-S04,3,54,63,0.0773272342858063,0.7333333333333333
MACS0416,C10,C10-S04,4,44,28,0.07683755509934226,0.7333333333333333
MACS0416,C10,C10-S04,5,35,63,0.07678512189521156,0.7333333333333333
MACS0416,C10,C10-S04,6,27,63,0.07591596514930278,0.7333333333333333
MACS0416,C10,C10-S04,7,6,20,0.07178891580746667,0.7333333333333333
MACS0416,C10,C10-S04,8,63,15,0.07053151008746676,0.7333333333333333
MACS0416,C10,C10-S04,9,56,63,0.0686259378965087,0.7333333333333333
MACS0416,C10,C10-S04,10,25,6,0.06337565877309469,0.7333333333333333
MACS0416,C10,C10-S04,11,22,63,0.06280490043864799,0.7333333333333333
MACS0416,C10,C10-S04,12,33,44,0.06276996147586095,0.7333333333333333
MACS0416,C10,C10-S04,13,54,38,0.061835589573256106,0.7333333333333333
MACS0416,C10,C10-S04,14,20,53,0.06117330661710222,0.7333333333333333
MACS0416,C10,C10-S04,15,3,63,0.06031053273468992,0.7333333333333333
MACS0416,C10,C10-S04,16,63,40,0.06017356387544109,0.7333333333333333
MACS0416,C10,C10-S04,17,36,23,0.05718228834913708,0.7333333333333333
MACS0416,C10,C10-S04,18,11,29,0.05638165529171571,0.7333333333333333
MACS0416,C10,C10-S04,19,51,16,0.055888316779238154,0.7333333333333333
MACS0416,C10,C10-S04,20,29,30,0.05521317116426119,0.7333333333333333
MACS0416,C10,C10-S04,21,19,36,0.054330004320040294,0.7333333333333333
MACS0416,C10,C10-S04,22,22,49,0.05244756147590556,0.7333333333333333
MACS0416,C10,C10-S04,23,55,26,0.05200582953746896,0.7333333333333333
MACS0416,C10,C10-S04,24,56,34,0.051363119681285485,0.7333333333333333
MACS0416,C10,C10-S04,25,43,18,0.05023805776290086,0.7333333333333333
MACS0416,C10,C10-S04,26,13,45,0.05022821843345195,0.7333333333333333
MACS0416,C10,C10-S04,27,14,31,0.048877711119887146,0.7333333333333333
MACS0416,C10,C10-S05,1,29,31,0.10181459618777136,0.7333333333333333
MACS0416,C10,C10-S05,2,33,33,0.08854642745761954,0.7333333333333333
MACS0416,C10,C10-S05,3,34,30,0.06763611353296917,0.7333333333333333
MACS0416,C10,C10-S05,4,27,1,0.05993161918015946,0.7333333333333333
MACS0416,C10,C10-S05,5,31,37,0.055174699529338955,0.7333333333333333
MACS0416,C10,C10-S05,6,44,30,0.05320047158249407,0.7333333333333333
MACS0416,C10,C10-S05,7,25,7,0.04989067104234883,0.7333333333333333
MACS0416,C10,C10-S05,8,19,53,0.045141512832950884,0.7333333333333333
MACS0416,C10,C10-S05,9,51,27,0.04364402482415336,0.7333333333333333
MACS0416,C10,C10-S05,10,50,10,0.04193818324559252,0.7333333333333333
MACS0416,C10,C10-S05,11,56,35,0.039213463944434535,0.7333333333333333
MACS0416,C10,C10-S05,12,61,1,0.03847187538924923,0.7333333333333333
MACS0416,C10,C10-S05,13,63,30,0.037307553844778615,0.7333333333333333
MACS0416,C10,C10-S05,14,5,20,0.03619384584821939,0.7333333333333333
MACS0416,C10,C10-S05,15,62,40,0.03576783768539345,0.7333333333333333
MACS0416,C10,C10-S05,16,43,28,0.034695048473852665,0.7333333333333333
MACS0416,C10,C10-S05,17,34,16,0.03463416412303601,0.7333333333333333
MACS0416,C10,C10-S05,18,23,50,0.03438634809556672,0.7333333333333333
MACS0416,C10,C10-S05,19,17,36,0.033769596688824885,0.7333333333333333
MACS0416,C10,C10-S05,20,28,8,0.033553513792954494,0.7333333333333333
MACS0416,C10,C10-S05,21,56,27,0.03333209313539125,0.7333333333333333
MACS0416,C10,C10-S05,22,44,19,0.03303368407294849,0.7333333333333333
MACS0416,C10,C10-S05,23,37,28,0.03280621272567434,0.7333333333333333
MACS0416,C10,C10-S05,24,51,18,0.032192946551271175,0.7333333333333333
MACS0416,C10,C10-S05,25,8,9,0.03197455880988412,0.7333333333333333
MACS0416,C10,C10-S05,26,42,18,0.031363280538293764,0.7333333333333333
MACS0416,C10,C10-S05,27,7,27,0.03133528115758984,0.7333333333333333
MACS0416,C10,C10-S05,28,53,38,0.03109601228558587,0.7333333333333333
MACS0416,C10,C10-S05,29,47,9,0.030784660639153145,0.7333333333333333
MACS0416,C10,C10-S05,30,15,33,0.030485930026929623,0.7333333333333333
MACS0416,C10,C10-S05,31,13,46,0.03047245218749089,0.7333333333333333
MACS0416,C10,C10-S05,32,29,56,0.030429330556593845,0.7333333333333333
MACS0416,C10,C10-S05,33,49,33,0.03039496544116028,0.7333333333333333
MACS0416,C10,C10-S05,34,27,28,0.030100334521014148,0.7333333333333333
MACS0416,C10,C10-S05,35,63,7,0.029629932320582517,0.7333333333333333
MACS0416,C10,C10-S05,36,24,37,0.029575931712306984,0.7333333333333333
MACS0416,C10,C10-S05,37,37,56,0.029539908579071766,0.7333333333333333
MACS0416,C10,C10-S05,38,38,18,0.02915109416439346,0.7333333333333333
MACS0416,C10,C10-S05,39,16,11,0.02910860852196805,0.7333333333333333
MACS0416,C10,C10-S05,40,62,15,0.029044898676301112,0.7333333333333333
MACS0416,C10,C10-S05,41,53,34,0.029006725530219685,0.7333333333333333
MACS0416,C10,C10-S05,42,55,55,0.028976259822370884,0.7333333333333333
MACS0416,C10,C10-S05,43,26,51,0.028856880025857724,0.7333333333333333
MACS0416,C10,C10-S05,44,27,55,0.028565487576586147,0.7333333333333333
MACS0416,C10,C10-S05,45,7,1,0.028473071982191962,0.7333333333333333
MACS0416,C10,C10-S05,46,43,8,0.02756237702162941,0.7333333333333333
MACS0416,C10,C10-S05,47,52,30,0.027503015303191058,0.7333333333333333
MACS0416,C10,C10-S05,48,26,18,0.027499174000607418,0.7333333333333333
MACS0416,C10,C10-S05,49,33,38,0.02705794544449929,0.7333333333333333
MACS0416,C10,C10-S05,50,19,12,0.026838387646425807,0.7333333333333333
MACS0416,C10,C10-S05,51,56,1,0.026691413453528275,0.7333333333333333
MACS0416,C10,C10-S05,52,19,37,0.026630760521610605,0.7333333333333333
MACS0416,C10,C10-S05,53,9,57,0.026518004018783275,0.7333333333333333
MACS0416,C10,C10-S05,54,36,25,0.026264391636440707,0.7333333333333333
MACS0416,C10,C10-S05,55,28,33,0.026251217942183713,0.7333333333333333
MACS0416,C10,C10-S05,56,13,36,0.02603835243222133,0.7333333333333333
MACS0416,C10,C10-S05,57,31,24,0.025996308238155918,0.7333333333333333
MACS0416,C10,C10-S06,1,33,32,0.2268019227672839,0.7333333333333333
MACS0416,C10,C10-S06,2,51,63,0.095136038192436,0.7333333333333333
MACS0416,C10,C10-S06,3,54,63,0.0773272342858063,0.7333333333333333
MACS0416,C10,C10-S06,4,44,28,0.07683755509934226,0.7333333333333333
MACS0416,C10,C10-S06,5,35,63,0.07678512189521156,0.7333333333333333
MACS0416,C10,C10-S06,6,27,63,0.07591596514930278,0.7333333333333333
MACS0416,C10,C10-S06,7,6,20,0.07178891580746667,0.7333333333333333
MACS0416,C10,C10-S06,8,63,15,0.07053151008746676,0.7333333333333333
MACS0416,C10,C10-S06,9,56,63,0.0686259378965087,0.7333333333333333
MACS0416,C10,C10-S06,10,25,6,0.06337565877309469,0.7333333333333333
MACS0416,C10,C10-S06,11,22,63,0.06280490043864799,0.7333333333333333
MACS0416,C10,C10-S06,12,33,44,0.06276996147586095,0.7333333333333333
MACS0416,C10,C10-S06,13,54,38,0.061835589573256106,0.7333333333333333
MACS0416,C10,C10-S06,14,20,53,0.06117330661710222,0.7333333333333333
MACS0416,C10,C10-S06,15,3,63,0.06031053273468992,0.7333333333333333
MACS0416,C10,C10-S06,16,63,40,0.06017356387544109,0.7333333333333333
MACS0416,C10,C10-S06,17,36,23,0.05718228834913708,0.7333333333333333
MACS0416,C10,C10-S06,18,11,29,0.05638165529171571,0.7333333333333333
MACS0416,C10,C10-S06,19,51,16,0.055888316779238154,0.7333333333333333
MACS0416,C10,C10-S06,20,29,30,0.05521317116426119,0.7333333333333333
MACS0416,C10,C10-S06,21,19,36,0.054330004320040294,0.7333333333333333
MACS0416,C10,C10-S06,22,22,49,0.05244756147590556,0.7333333333333333
MACS0416,C10,C10-S06,23,55,26,0.05200582953746896,0.7333333333333333
MACS0416,C10,C10-S06,24,56,34,0.051363119681285485,0.7333333333333333
MACS0416,C10,C10-S06,25,43,18,0.05023805776290086,0.7333333333333333
MACS0416,C10,C10-S06,26,13,45,0.05022821843345195,0.7333333333333333
MACS0416,C10,C10-S06,27,14,31,0.048877711119887146,0.7333333333333333
MACS0416,C10,S13_P0,1,33,32,0.29679312328422786,0.5333333333333333
MACS0416,C10,S13_P0,2,30,30,0.15918679909729844,0.5333333333333333
MACS0416,C10,S13_P0,3,29,32,0.15015236814790417,0.5333333333333333
MACS0416,C10,S13_P0,4,33,29,0.13421795110976195,0.5333333333333333
MACS0416,C10,S13_P0,5,51,63,0.09739298258290734,0.5333333333333333
MACS0416,C10,S13_P0,6,54,63,0.08778667188432282,0.5333333333333333
MACS0416,C10,S13_P0,7,63,15,0.07053151008746676,0.5333333333333333
MACS0416,C10,S13_P0,8,18,54,0.06978918093316289,0.5333333333333333
MACS0416,C10,S13_P0,9,37,26,0.06822392381878027,0.5333333333333333
MACS0416,C10,S13_P0,10,63,30,0.06658273195058655,0.5333333333333333
MACS0416,C10,S13_P0,11,22,63,0.06432075338992581,0.5333333333333333
MACS0416,C10,S13_P0,12,34,24,0.06309430665008142,0.5333333333333333
MACS0416,C10,S13_P0,13,63,11,0.06170950275416421,0.5333333333333333
MACS0416,C10,S13_P0,14,25,2,0.059907832947647496,0.5333333333333333
MACS0416,C10,S13_P0,15,6,20,0.058947626524608596,0.5333333333333333
MACS0416,C10,S13_P0,16,43,31,0.05726506006129043,0.5333333333333333
MACS0416,C10,S13_P0,17,8,40,0.05721070010940963,0.5333333333333333
MACS0416,C10,S13_P0,18,44,28,0.05704492581599122,0.5333333333333333
MACS0416,C10,S13_P3,1,29,31,0.08256042675130705,0.6
MACS0416,C10,S13_P3,2,30,33,0.0758186543366288,0.6
MACS0416,C10,S13_P3,3,31,36,0.053502992136731126,0.6
MACS0416,C10,S13_P3,4,34,32,0.05267875535336912,0.6
MACS0416,C10,S13_P3,5,17,53,0.028149524532573453,0.6
MACS0416,C10,S13_P3,6,63,31,0.027884497605753643,0.6
MACS0416,C10,S13_P3,7,62,2,0.02695844524773092,0.6
MACS0416,C10,S13_P3,8,28,36,0.02571304027789098,0.6
MACS0416,C10,S13_P3,9,63,6,0.024761459984471264,0.6
MACS0416,C10,S13_P3,10,32,39,0.02384114423565084,0.6
MACS0416,C10,S13_P3,11,63,53,0.023701332433378394,0.6
MACS0416,C10,S13_P3,12,51,27,0.021659513600145827,0.6
MACS0416,C10,S13_P3,13,8,53,0.021482015036154902,0.6
MACS0416,C10,S13_P3,14,26,28,0.02052396888090043,0.6
MACS0416,C10,S13_P3,15,37,27,0.02018142291080558,0.6
MACS0416,C10,S13_P3,16,26,53,0.018817988490305308,0.6
MACS0416,C10,S13_P3,17,7,25,0.018645443466187975,0.6
MACS0416,C10,S13_P3,18,50,10,0.01832598497684952,0.6
MACS0416,C10,S13_P3,19,32,29,0.01822252114630844,0.6
MACS0416,C10,S13_P3,20,9,1,0.01820335296281094,0.6
MACS0416,C10,S13_P3,21,49,27,0.018114607903146097,0.6
MACS0416,C10,S13_P3,22,12,57,0.017804827793657198,0.6
MACS0416,C10,S13_P3,23,55,27,0.017310479176968048,0.6
MACS0416,C10,S13_P3,24,42,26,0.016932026759240645,0.6
MACS0416,C10,S13_P3,25,50,30,0.015751587110517586,0.6
MACS0416,C10,S13_P3,26,8,39,0.015584362558055698,0.6
MACS0416,C10,S13_P3,27,1,53,0.01554822342542449,0.6
MACS0416,C10,S13_P3,28,26,6,0.015335604643162363,0.6
MACS0416,C10,S13_P3,29,1,58,0.015080550247185224,0.6
MACS0416,C10,S13_P3,30,32,2,0.01497754712928798,0.6
MACS0416,C10,S13_P3,31,61,28,0.014909711402660463,0.6
MACS0416,C10,S13_P3,32,9,47,0.014886341281940718,0.6
MACS0416,C10,S13_P3,33,42,28,0.01481744764054291,0.6
MACS0416,C10,S13_P3,34,27,19,0.014756444061177168,0.6
MACS0416,C10,S13_P3,35,57,43,0.014598761623136895,0.6
MACS0416,C10,S13_P3,36,6,9,0.014563944572282873,0.6
MACS0416,C10,S13_P3,37,17,55,0.014519219392729146,0.6
MACS0416,C10,S13_P3,38,28,39,0.014319176400103875,0.6
MACS0416,C10,S13_P3,39,50,19,0.01420600182781757,0.6
MACS0416,C10,S13_P3,40,54,36,0.014190158287314403,0.6
MACS0416,C10,S13_P3,41,48,33,0.014111471495562026,0.6
MACS0416,C10,S13_P3,42,19,48,0.014017184044646072,0.6
MACS0416,C10,S13_P3,43,25,58,0.013977932181066452,0.6
MACS0416,C10,S13_P3,44,56,39,0.013829739077721868,0.6
MACS0416,C10,S13_P3,45,25,9,0.013818350610678438,0.6
MACS0416,C10,S13_P3,46,51,56,0.01377998112483299,0.6
MACS0416,C10,S13_P3,47,46,53,0.013752561080246261,0.6
MACS0416,C10,S13_P3,48,4,1,0.013647030326169898,0.6
MACS0416,C10,S13_P3,49,23,53,0.013627114992312396,0.6
MACS0416,C10,S13_P3,50,1,63,0.013625186449777962,0.6
MACS0416,C10,S13_P3,51,43,19,0.013579401283429394,0.6
MACS0416,C10,S13_P3,52,14,12,0.013571777326423517,0.6
MACS0416,C10,S13_P4,1,33,32,0.29513539083580254,0.5333333333333333
MACS0416,C10,S13_P4,2,30,30,0.1583620900672127,0.5333333333333333
MACS0416,C10,S13_P4,3,29,32,0.14995149056988016,0.5333333333333333
MACS0416,C10,S13_P4,4,33,29,0.13320524493716931,0.5333333333333333
MACS0416,C10,S13_P4,5,51,63,0.09732609319331201,0.5333333333333333
MACS0416,C10,S13_P4,6,54,63,0.08772690673586236,0.5333333333333333
MACS0416,C10,S13_P4,7,63,15,0.07053151008746676,0.5333333333333333
MACS0416,C10,S13_P4,8,18,54,0.06969627240715776,0.5333333333333333
MACS0416,C10,S13_P4,9,37,26,0.06788489453779817,0.5333333333333333
MACS0416,C10,S13_P4,10,63,30,0.06568812398399532,0.5333333333333333
MACS0416,C10,S13_P4,11,22,63,0.06431504781562451,0.5333333333333333
MACS0416,C10,S13_P4,12,34,24,0.0630928673511729,0.5333333333333333
MACS0416,C10,S13_P4,13,63,11,0.061570836233641096,0.5333333333333333
MACS0416,C10,S13_P4,14,25,2,0.05975877497045993,0.5333333333333333
MACS0416,C10,S13_P4,15,6,20,0.058910871259901486,0.5333333333333333
MACS0416,C10,S13_P4,16,8,40,0.05718790343987826,0.5333333333333333
MACS0416,C10,S13_P4,17,43,31,0.0569988122129265,0.5333333333333333
MACS0416,C10,S13_P4,18,8,52,0.05603157485849838,0.5333333333333333
MACS0416,C10,S13_P4,19,44,28,0.05567932952454867,0.5333333333333333
MACS0416,C10,S13_P4,20,12,2,0.055282294813048166,0.5333333333333333
MACS0416,A8,S00,1,32,32,0.179248290436187,0.8666666666666667
MACS0416,A8,S00,2,35,25,0.04888446180053222,0.8666666666666667
MACS0416,A8,S00,3,25,7,0.04756881203168892,0.8666666666666667
MACS0416,A8,S00,4,63,2,0.04638589744482495,0.8666666666666667
MACS0416,A8,S00,5,27,2,0.04477939701453294,0.8666666666666667
MACS0416,A8,S00,6,18,52,0.04386570103858576,0.8666666666666667
MACS0416,A8,S00,7,54,63,0.04373770972204939,0.8666666666666667
MACS0416,A8,S00,8,9,38,0.04348748109629154,0.8666666666666667
MACS0416,A8,S00,9,63,52,0.041339225869760604,0.8666666666666667
MACS0416,A8,S00,10,17,38,0.04009481297940311,0.8666666666666667
MACS0416,A8,S00,11,44,30,0.03971196750953673,0.8666666666666667
MACS0416,A8,S00,12,7,32,0.03904357409637034,0.8666666666666667
MACS0416,A8,S00,13,8,30,0.0387284583689495,0.8666666666666667
MACS0416,A8,S00,14,63,27,0.03832231003450766,0.8666666666666667
MACS0416,A8,S00,15,10,32,0.038251043605147375,0.8666666666666667
MACS0416,A8,S01,1,32,32,0.179248290436187,0.8666666666666667
MACS0416,A8,S01,2,35,25,0.04888446180053222,0.8666666666666667
MACS0416,A8,S01,3,25,7,0.04756881203168892,0.8666666666666667
MACS0416,A8,S01,4,63,2,0.04638589744482495,0.8666666666666667
MACS0416,A8,S01,5,27,2,0.04477939701453294,0.8666666666666667
MACS0416,A8,S01,6,18,52,0.04386570103858576,0.8666666666666667
MACS0416,A8,S01,7,54,63,0.04373770972204939,0.8666666666666667
MACS0416,A8,S01,8,9,38,0.04348748109629154,0.8666666666666667
MACS0416,A8,S01,9,63,52,0.041339225869760604,0.8666666666666667
MACS0416,A8,S01,10,17,38,0.04009481297940311,0.8666666666666667
MACS0416,A8,S01,11,44,30,0.03971196750953673,0.8666666666666667
MACS0416,A8,S01,12,7,32,0.03904357409637034,0.8666666666666667
MACS0416,A8,S01,13,8,30,0.0387284583689495,0.8666666666666667
MACS0416,A8,S01,14,63,27,0.03832231003450766,0.8666666666666667
MACS0416,A8,S01,15,10,32,0.038251043605147375,0.8666666666666667
MACS0416,A8,S02,1,33,32,1.410845863300131,0.5333333333333333
MACS0416,A8,S02,2,29,30,0.8083931185704297,0.5333333333333333
MACS0416,A8,S02,3,54,63,0.48291260011728976,0.5333333333333333
MACS0416,A8,S02,4,18,54,0.4640734623806306,0.5333333333333333
MACS0416,A8,S02,5,50,63,0.45189853036800187,0.5333333333333333
MACS0416,A8,S02,6,37,25,0.41234570378759794,0.5333333333333333
MACS0416,A8,S02,7,63,30,0.39534111122017546,0.5333333333333333
MACS0416,A8,S02,8,63,53,0.3574518955432343,0.5333333333333333
MACS0416,A8,S02,9,35,63,0.34025023270231985,0.5333333333333333
MACS0416,A8,S02,10,63,15,0.33441338524490055,0.5333333333333333
MACS0416,A8,S02,11,44,31,0.3292400352585489,0.5333333333333333
MACS0416,A8,S02,12,21,63,0.3277236807274052,0.5333333333333333
MACS0416,A8,S02,13,23,63,0.32640057815722423,0.5333333333333333
MACS0416,A8,S02,14,63,26,0.3153186271145595,0.5333333333333333
MACS0416,A8,S02,15,22,31,0.3147524431043046,0.5333333333333333
MACS0416,A8,S02,16,46,9,0.31136352386160765,0.5333333333333333
MACS0416,A8,S02,17,56,63,0.3104407555520403,0.5333333333333333
MACS0416,A8,S02,18,6,20,0.31021279575628397,0.5333333333333333
MACS0416,A8,S02,19,63,4,0.30856735289980236,0.5333333333333333
MACS0416,A8,S02,20,32,14,0.3080983318347614,0.5333333333333333
MACS0416,A8,S02,21,63,11,0.3079990118157176,0.5333333333333333
MACS0416,A8,S02,22,17,52,0.3062949143407069,0.5333333333333333
MACS0416,A8,S02,23,50,9,0.30493473081431827,0.5333333333333333
MACS0416,A8,A8-S03,1,32,32,0.16360650987512063,0.6666666666666666
MACS0416,A8,A8-S03,2,35,25,0.047532993135744696,0.6666666666666666
MACS0416,A8,A8-S03,3,63,2,0.04460507489869751,0.6666666666666666
MACS0416,A8,A8-S03,4,25,7,0.04307185048224934,0.6666666666666666
MACS0416,A8,A8-S03,5,27,2,0.04217480755657899,0.6666666666666666
MACS0416,A8,A8-S03,6,8,38,0.04020569637120734,0.6666666666666666
MACS0416,A8,A8-S03,7,19,53,0.040007902150503684,0.6666666666666666
MACS0416,A8,A8-S03,8,54,63,0.03971310788203475,0.6666666666666666
MACS0416,A8,A8-S03,9,63,52,0.03695937395409284,0.6666666666666666
MACS0416,A8,A8-S03,10,17,38,0.03681263948855141,0.6666666666666666
MACS0416,A8,A8-S04,1,32,32,0.1629088147659568,0.6666666666666666
MACS0416,A8,A8-S04,2,35,25,0.047346544004491294,0.6666666666666666
MACS0416,A8,A8-S04,3,63,2,0.04445877390044592,0.6666666666666666
MACS0416,A8,A8-S04,4,25,7,0.04279128455448264,0.6666666666666666
MACS0416,A8,A8-S04,5,27,2,0.04198413912597262,0.6666666666666666
MACS0416,A8,A8-S04,6,8,38,0.04000337854588873,0.6666666666666666
MACS0416,A8,A8-S04,7,19,53,0.039887105053923094,0.6666666666666666
MACS0416,A8,A8-S04,8,54,63,0.03936811017107781,0.6666666666666666
MACS0416,A8,A8-S04,9,63,51,0.03675110096007853,0.6666666666666666
MACS0416,A8,A8-S04,10,17,38,0.03665591254560644,0.6666666666666666
MACS0416,A8,A8-S05,1,32,32,0.16163126401946856,0.6
MACS0416,A8,A8-S05,2,35,25,0.04473189469954548,0.6
MACS0416,A8,A8-S05,3,63,2,0.04307061904473956,0.6
MACS0416,A8,A8-S05,4,25,7,0.041032310027474095,0.6
MACS0416,A8,A8-S05,5,27,2,0.04057577675383181,0.6
MACS0416,A8,A8-S05,6,9,38,0.040573934546058066,0.6
MACS0416,A8,A8-S05,7,19,53,0.039583761104257376,0.6
MACS0416,A8,A8-S05,8,8,31,0.036589110967851675,0.6
MACS0416,A8,A8-S05,9,17,38,0.03620526310989229,0.6
MACS0416,A8,A8-S06,1,32,32,0.16085025621624363,0.6
MACS0416,A8,A8-S06,2,35,25,0.044626354458740386,0.6
MACS0416,A8,A8-S06,3,63,2,0.042953597054972065,0.6
MACS0416,A8,A8-S06,4,25,7,0.04082125707554223,0.6
MACS0416,A8,A8-S06,5,27,2,0.0404234686222861,0.6
MACS0416,A8,A8-S06,6,9,38,0.04038947447925317,0.6
MACS0416,A8,A8-S06,7,19,53,0.039458629608460055,0.6
MACS0416,A8,A8-S06,8,8,31,0.03648760655569427,0.6
MACS0416,A8,A8-S06,9,17,38,0.036058049761538626,0.6
MACS0416,A8,A8-S07,1,6,7,0.0001225861441660943,0.7333333333333333
MACS0416,A8,A8-S07,2,20,18,0.00011083218738061397,0.7333333333333333
MACS0416,A8,A8-S07,3,54,63,0.00010772112313565553,0.7333333333333333
MACS0416,A8,A8-S07,4,56,16,0.0001036300068411575,0.7333333333333333
MACS0416,A8,A8-S07,5,6,26,0.00010294741502726397,0.7333333333333333
