cluster_id,model,stage_id,rank,peak_index_y,peak_index_x,peak_value,common_peak_fraction
MACS1149,A8,A8-S06,12,1,43,0.027271874446505244,0.9
MACS1149,A8,A8-S07,1,6,7,0.00012909257761528422,0.6
MACS1149,A8,A8-S07,2,33,32,0.00012364571086775355,0.6
MACS1149,A8,A8-S07,3,20,18,0.00011598183893849219,0.6
MACS1149,A8,A8-S07,4,6,26,0.00011083129048883433,0.6
MACS1149,A8,A8-S07,5,56,16,0.0001079766578917155,0.6
MACS1149,A8,A8-S07,6,12,4,9.299424954328476e-05,0.6
MACS1149,A8,A8-S07,7,60,34,9.18689708024843e-05,0.6
MACS1149,A8,A8-S07,8,57,50,9.134054687534658e-05,0.6
MACS1149,A8,A8-S07,9,49,24,8.805207220507896e-05,0.6
MACS1149,A8,A8-S07,10,25,35,8.697908006925683e-05,0.6
MACS1149,A8,A8-S07,11,38,41,8.690390828855113e-05,0.6
MACS1149,A8,A8-S07,12,24,63,8.630025526733098e-05,0.6
MACS1149,A8,A8-S07,13,33,25,8.623036994600403e-05,0.6
MACS1149,A8,A8-S07,14,5,13,8.614292662920821e-05,0.6
MACS1149,A8,A8-S07,15,52,28,8.584244533703634e-05,0.6
MACS1149,A8,A8-S07,16,20,28,8.53835699444235e-05,0.6
MACS1149,A8,A8-S07,17,38,22,8.43900038610903e-05,0.6
MACS1149,A8,A8-S07,18,61,46,8.401530052373212e-05,0.6
MACS1149,A8,A8-S07,19,57,41,8.399145854262945e-05,0.6
MACS1149,A8,A8-S07,20,55,29,8.39850014001062e-05,0.6
MACS1149,A8,A8-S07,21,17,34,8.391085050286169e-05,0.6
MACS1149,A8,A8-S07,22,8,50,8.274692391535314e-05,0.6
MACS1149,A8,A8-S07,23,49,36,8.223869769330671e-05,0.6
MACS1149,A8,A8-S07,24,30,35,8.218708962440918e-05,0.6
MACS1149,A8,A8-S07,25,20,7,8.200257996979366e-05,0.6
MACS1149,A8,A8-S07,26,50,58,8.173587576362921e-05,0.6
MACS1149,A8,A8-S07,27,44,37,8.072891300529598e-05,0.6
MACS1149,A8,A8-S07,28,47,50,8.064914261557135e-05,0.6
MACS1149,A8,A8-S07,29,54,63,7.959932367566667e-05,0.6
MACS1149,A8,A8-S07,30,37,30,7.91855073115291e-05,0.6
MACS1149,A8,A8-S07,31,11,63,7.851931483941281e-05,0.6
MACS1149,A8,A8-S07,32,7,48,7.803275348779035e-05,0.6
MACS1149,A8,A8-S07,33,37,52,7.719047459497375e-05,0.6
MACS1149,A8,A8-S07,34,46,32,7.69264944386994e-05,0.6
MACS1149,A8,A8-S07,35,20,54,7.679902800835717e-05,0.6
MACS1149,A8,A8-S07,36,37,17,7.627214506719833e-05,0.6
MACS1149,A8,A8-S07,37,13,54,7.607932117289297e-05,0.6
MACS1149,A8,A8-S07,38,51,34,7.607456317433185e-05,0.6
MACS1149,A8,A8-S07,39,45,12,7.576518381550756e-05,0.6
MACS1149,A8,A8-S07,40,63,21,7.562682817602301e-05,0.6
MACS1149,A8,A8-S07,41,16,47,7.546413387090273e-05,0.6
MACS1149,A8,A8-S07,42,54,37,7.540252965195526e-05,0.6
MACS1149,A8,A8-S07,43,23,58,7.537588291653086e-05,0.6
MACS1149,A8,A8-S07,44,6,55,7.517089977892921e-05,0.6
MACS1149,A8,A8-S07,45,12,56,7.511430643315862e-05,0.6
MACS1149,A8,A8-S07,46,2,42,7.47635331208388e-05,0.6
MACS1149,A8,A8-S07,47,43,14,7.445523529512307e-05,0.6
MACS1149,A8,A8-S07,48,4,62,7.438755586462644e-05,0.6
MACS1149,A8,A8-S07,49,59,21,7.404228886345976e-05,0.6
MACS1149,A8,A8-S07,50,19,63,7.395693145104709e-05,0.6
MACS1149,A8,A8-S07,51,25,12,7.35754034602268e-05,0.6
MACS1149,A8,A8-S07,52,8,45,7.332672251749513e-05,0.6
MACS1149,A8,A8-S07,53,5,59,7.317469408443614e-05,0.6
MACS1149,A8,A8-S07,54,22,3,7.308355893322321e-05,0.6
MACS1149,A8,A8-S07,55,63,43,7.25999128934257e-05,0.6
MACS1149,A8,A8-S07,56,28,24,7.2515940576812e-05,0.6
MACS1149,A8,A8-S07,57,27,22,7.236706989491357e-05,0.6
MACS1149,A8,A8-S07,58,46,38,7.230312909970055e-05,0.6
MACS1149,A8,A8-S07,59,49,40,7.210134531136802e-05,0.6
MACS1149,A8,A8-S07,60,53,2,7.203758569683407e-05,0.6
MACS1149,A8,A8-S07,61,21,56,7.143154240005471e-05,0.6
MACS1149,A8,A8-S07,62,49,52,7.139984759888043e-05,0.6
MACS1149,A8,A8-S07,63,39,13,7.134380193734549e-05,0.6
MACS1149,A8,A8-S07,64,8,15,6.981247179787624e-05,0.6
MACS1149,A8,A8-S07,65,42,19,6.965784726357047e-05,0.6
MACS1149,A8,A8-S07,66,20,22,6.942274010133353e-05,0.6
MACS1149,A8,A8-S07,67,45,28,6.917100397452118e-05,0.6
MACS1149,A8,A8-S07,68,51,1,6.915519827908807e-05,0.6
MACS1149,A8,A8-S07,69,29,11,6.911786404341403e-05,0.6
MACS1149,A8,A8-S07,70,49,2,6.846757314866318e-05,0.6
MACS1149,A8,A8-S07,71,15,33,6.846173813540829e-05,0.6
MACS1149,A8,A8-S07,72,42,37,6.841535082164967e-05,0.6
MACS1149,A8,A8-S07,73,51,53,6.815941612397964e-05,0.6
MACS1149,A8,A8-S07,74,16,11,6.800351771350288e-05,0.6
MACS1149,A8,A8-S07,75,46,25,6.786536931757121e-05,0.6
MACS1149,A8,A8-S08,1,25,3,3.064942592423523e-05,0.9
MACS1149,A8,A8-S08,2,32,44,2.610828625205206e-05,0.9
MACS1149,A8,A8-S08,3,50,33,2.59188041035514e-05,0.9
MACS1149,A8,A8-S08,4,20,25,2.5910283133193595e-05,0.9
MACS1149,A8,A8-S08,5,31,14,2.5620260462851362e-05,0.9
MACS1149,A8,A8-S08,6,19,7,2.5221483392956883e-05,0.9
MACS1149,A8,A8-S08,7,43,39,2.4982664197401217e-05,0.9
MACS1149,A8,A8-S08,8,27,54,2.4685227679770604e-05,0.9
MACS1149,A8,A8-S08,9,8,9,2.435596172937664e-05,0.9
MACS1149,A8,A8-S08,10,36,42,2.3707075533649145e-05,0.9
MACS1149,A8,A8-S08,11,35,17,2.31387250300673e-05,0.9
MACS1149,A8,A8-S08,12,60,1,2.2655038842009784e-05,0.9
MACS1149,A8,A8-S08,13,58,32,2.243793988524236e-05,0.9
MACS1149,A8,A8-S08,14,4,30,2.2003674156052444e-05,0.9
MACS1149,A8,A8-S08,15,32,34,2.189743879745604e-05,0.9
MACS1149,A8,A8-S08,16,52,45,2.1766868008022363e-05,0.9
MACS1149,A8,A8-S08,17,1,3,2.1701388623675678e-05,0.9
MACS1149,A8,A8-S08,18,52,4,2.155112361732549e-05,0.9
MACS1149,A8,A8-S08,19,23,59,2.134956634282236e-05,0.9
MACS1149,A8,A8-S08,20,48,23,2.1309604280769034e-05,0.9
MACS1149,A8,A8-S08,21,3,14,2.0789449726039958e-05,0.9
MACS1149,A8,A8-S08,22,10,22,2.075645149376235e-05,0.9
MACS1149,A8,A8-S08,23,48,12,2.0749594111540926e-05,0.9
MACS1149,A8,A8-S08,24,37,7,2.074795773747603e-05,0.9
MACS1149,A8,A8-S08,25,13,20,2.069241361487803e-05,0.9
MACS1149,A8,A8-S08,26,38,39,2.062373317279846e-05,0.9
MACS1149,A8,A8-S08,27,4,16,2.050763738633692e-05,0.9
MACS1149,A8,A8-S08,28,45,62,2.005868107687795e-05,0.9
MACS1149,A8,A8-S08,29,1,56,1.9668364367111338e-05,0.9
MACS1149,A8,A8-S08,30,15,16,1.963065772161077e-05,0.9
MACS1149,A8,A8-S08,31,4,51,1.95446560926676e-05,0.9
MACS1149,A8,A8-S08,32,58,52,1.9480274957616215e-05,0.9
MACS1149,A8,A8-S08,33,3,43,1.9373401242146637e-05,0.9
MACS1149,A8,A8-S08,34,52,25,1.9324837770105164e-05,0.9
MACS1149,A8,A8-S08,35,25,61,1.916328965174631e-05,0.9
MACS1149,A8,A8-S08,36,52,18,1.914829859058191e-05,0.9
MACS1149,A8,A8-S08,37,48,39,1.9046711902176105e-05,0.9
MACS1149,A8,A8-S08,38,37,13,1.894753031177069e-05,0.9
MACS1149,A8,A8-S08,39,19,4,1.8674197616214487e-05,0.9
MACS1149,A8,A8-S08,40,57,44,1.8621849451463278e-05,0.9
MACS1149,A8,A8-S08,41,18,17,1.8555773228552615e-05,0.9
MACS1149,A8,A8-S08,42,45,3,1.8233799449931452e-05,0.9
MACS1149,A8,A8-S08,43,31,54,1.8081726485663977e-05,0.9
MACS1149,A8,A8-S08,44,48,25,1.8005344593163253e-05,0.9
MACS1149,A8,A8-S08,45,30,59,1.79559342174449e-05,0.9
MACS1149,A8,A8-S08,46,56,49,1.789351674836691e-05,0.9
MACS1149,A8,A8-S08,47,63,46,1.7829289956589394e-05,0.9
MACS1149,A8,A8-S08,48,32,32,1.7617307911119044e-05,0.9
MACS1149,A8,A8-S08,49,23,22,1.750526240724024e-05,0.9
MACS1149,A8,A8-S08,50,27,26,1.7467816376605546e-05,0.9
MACS1149,A8,A8-S08,51,16,61,1.7440215492556588e-05,0.9
MACS1149,A8,A8-S08,52,50,56,1.743588800145104e-05,0.9
MACS1149,A8,A8-S08,53,24,28,1.735028807430117e-05,0.9
MACS1149,A8,A8-S08,54,62,54,1.7313294532683116e-05,0.9
MACS1149,A8,A8-S08,55,39,63,1.7267488617125824e-05,0.9
MACS1149,A8,A8-S08,56,56,59,1.7261686990942997e-05,0.9
MACS1149,A8,A8-S08,57,17,58,1.723137841392609e-05,0.9
MACS1149,A8,A8-S08,58,18,42,1.707694140227968e-05,0.9
MACS1149,A8,A8-S08,59,35,39,1.699890051808007e-05,0.9
MACS1149,A8,A8-S08,60,60,56,1.6995624852931765e-05,0.9
MACS1149,A8,A8-S08,61,53,57,1.6904278209446633e-05,0.9
MACS1149,A8,A8-S08,62,7,37,1.6851108699740915e-05,0.9
MACS1149,A8,A8-S08,63,38,43,1.684649929015849e-05,0.9
MACS1149,A8,A8-S08,64,44,11,1.6809103330378428e-05,0.9
MACS1149,A8,A8-S08,65,42,17,1.6803880430367756e-05,0.9
MACS1149,A8,A8-S08,66,45,5,1.6640792169645205e-05,0.9
MACS1149,A8,A8-S08,67,55,47,1.6543218498928563e-05,0.9
MACS1149,A8,A8-S08,68,54,10,1.6466778075986485e-05,0.9
MACS1149,A8,A8-S08,69,32,1,1.6455628438518656e-05,0.9
MACS1149,A8,A8-S08,70,31,48,1.6432850769831677e-05,0.9
MACS1149,A8,A8-S08,71,12,2,1.6422364669705965e-05,0.9
MACS1149,A8,A8-S08,72,40,42,1.641488594891605e-05,0.9
MACS1149,A8,A8-S08,73,56,17,1.6190619072283416e-05,0.9
MACS1149,A8,A8-S08,74,54,13,1.6157934453407988e-05,0.9
MACS1149,A8,A8-S08,75,45,1,1.6123007435129696e-05,0.9
MACS1149,A8,A8-S09,1,6,7,0.00016007479624295244,0.6
MACS1149,A8,A8-S09,2,33,32,0.0001533206814760144,0.6
MACS1149,A8,A8-S09,3,20,18,0.00014381748028373032,0.6
MACS1149,A8,A8-S09,4,6,26,0.00013743080020615458,0.6
MACS1149,A8,A8-S09,5,56,16,0.00013389105578572722,0.6
MACS1149,A8,A8-S09,6,12,4,0.0001153128694336731,0.6
MACS1149,A8,A8-S09,7,60,34,0.00011391752379508052,0.6
MACS1149,A8,A8-S09,8,57,50,0.00011326227812542976,0.6
MACS1149,A8,A8-S09,9,49,24,0.00010918456953429791,0.6
MACS1149,A8,A8-S09,10,25,35,0.00010785405928587847,0.6
MACS1149,A8,A8-S09,11,38,41,0.00010776084627780341,0.6
MACS1149,A8,A8-S09,12,24,63,0.00010701231653149042,0.6
MACS1149,A8,A8-S09,13,33,25,0.000106925658733045,0.6
MACS1149,A8,A8-S09,14,5,13,0.00010681722902021819,0.6
MACS1149,A8,A8-S09,15,52,28,0.00010644463221792507,0.6
MACS1149,A8,A8-S09,16,20,28,0.00010587562673108515,0.6
MACS1149,A8,A8-S09,17,38,22,0.00010464360478775198,0.6
MACS1149,A8,A8-S09,18,61,46,0.00010417897264942783,0.6
MACS1149,A8,A8-S09,19,57,41,0.00010414940859286052,0.6
MACS1149,A8,A8-S09,20,55,29,0.0001041414017361317,0.6
MACS1149,A8,A8-S09,21,17,34,0.00010404945462354849,0.6
MACS1149,A8,A8-S09,22,8,50,0.0001026061856550379,0.6
MACS1149,A8,A8-S09,23,49,36,0.00010197598513970032,0.6
MACS1149,A8,A8-S09,24,30,35,0.00010191199113426737,0.6
MACS1149,A8,A8-S09,25,20,7,0.00010168319916254413,0.6
MACS1149,A8,A8-S09,26,50,58,0.00010135248594690022,0.6
MACS1149,A8,A8-S09,27,44,37,0.00010010385212656701,0.6
MACS1149,A8,A8-S09,28,47,50,0.00010000493684330847,0.6
MACS1149,A8,A8-S09,29,54,63,9.870316135782667e-05,0.6
MACS1149,A8,A8-S09,30,37,30,9.819002906629609e-05,0.6
MACS1149,A8,A8-S09,31,11,63,9.736395040087189e-05,0.6
MACS1149,A8,A8-S09,32,7,48,9.676061432486004e-05,0.6
MACS1149,A8,A8-S09,33,37,52,9.571618849776745e-05,0.6
MACS1149,A8,A8-S09,34,46,32,9.538885310398726e-05,0.6
MACS1149,A8,A8-S09,35,20,54,9.52307947303629e-05,0.6
MACS1149,A8,A8-S09,36,37,17,9.457745988332593e-05,0.6
MACS1149,A8,A8-S09,37,13,54,9.433835825438729e-05,0.6
MACS1149,A8,A8-S09,38,51,34,9.43324583361715e-05,0.6
MACS1149,A8,A8-S09,39,45,12,9.394882793122938e-05,0.6
MACS1149,A8,A8-S09,40,63,21,9.377726693826853e-05,0.6
MACS1149,A8,A8-S09,41,16,47,9.357552599991939e-05,0.6
MACS1149,A8,A8-S09,42,54,37,9.349913676842453e-05,0.6
MACS1149,A8,A8-S09,43,23,58,9.346609481649827e-05,0.6
MACS1149,A8,A8-S09,44,6,55,9.321191572587222e-05,0.6
MACS1149,A8,A8-S09,45,12,56,9.314173997711669e-05,0.6
MACS1149,A8,A8-S09,46,2,42,9.270678106984012e-05,0.6
MACS1149,A8,A8-S09,47,43,14,9.23244917659526e-05,0.6
MACS1149,A8,A8-S09,48,4,62,9.224056927213679e-05,0.6
MACS1149,A8,A8-S09,49,59,21,9.18124381906901e-05,0.6
MACS1149,A8,A8-S09,50,19,63,9.17065949992984e-05,0.6
MACS1149,A8,A8-S09,51,25,12,9.123350029068124e-05,0.6
MACS1149,A8,A8-S09,52,8,45,9.092513592169396e-05,0.6
MACS1149,A8,A8-S09,53,5,59,9.073662066470082e-05,0.6
MACS1149,A8,A8-S09,54,22,3,9.062361307719679e-05,0.6
MACS1149,A8,A8-S09,55,63,43,9.002389198784787e-05,0.6
MACS1149,A8,A8-S09,56,28,24,8.991976631524689e-05,0.6
MACS1149,A8,A8-S09,57,27,22,8.973516666969282e-05,0.6
MACS1149,A8,A8-S09,58,46,38,8.965588008362868e-05,0.6
MACS1149,A8,A8-S09,59,49,40,8.940566818609635e-05,0.6
MACS1149,A8,A8-S09,60,53,2,8.932660626407424e-05,0.6
MACS1149,A8,A8-S09,61,21,56,8.857511257606784e-05,0.6
MACS1149,A8,A8-S09,62,49,52,8.853581102261174e-05,0.6
MACS1149,A8,A8-S09,63,39,13,8.846631440230842e-05,0.6
MACS1149,A8,A8-S09,64,8,15,8.656746502936654e-05,0.6
MACS1149,A8,A8-S09,65,42,19,8.63757306068274e-05,0.6
MACS1149,A8,A8-S09,66,20,22,8.608419772565358e-05,0.6
MACS1149,A8,A8-S09,67,45,28,8.577204492840627e-05,0.6
MACS1149,A8,A8-S09,68,51,1,8.57524458660692e-05,0.6
MACS1149,A8,A8-S09,69,29,11,8.57061514138334e-05,0.6
MACS1149,A8,A8-S09,70,49,2,8.489979070434235e-05,0.6
MACS1149,A8,A8-S09,71,15,33,8.489255528790627e-05,0.6
MACS1149,A8,A8-S09,72,42,37,8.48350350188456e-05,0.6
MACS1149,A8,A8-S09,73,51,53,8.451767599373476e-05,0.6
MACS1149,A8,A8-S09,74,16,11,8.432436196474357e-05,0.6
MACS1149,A8,A8-S09,75,46,25,8.41530579537883e-05,0.6
MACS1149,A8,A8-S10,1,33,32,0.1451414813052539,1.0
MACS1149,A8,A8-S10,2,37,31,0.037762661895628644,1.0
MACS1149,A8,A8-S10,3,33,56,0.03668115221161231,1.0
MACS1149,A8,A8-S10,4,10,40,0.036529979906687576,1.0
MACS1149,A8,A8-S10,5,47,6,0.031460122351447364,1.0
MACS1149,A8,A8-S10,6,28,27,0.031345025846053885,1.0
MACS1149,A8,A8-S10,7,5,41,0.031141890538824858,1.0
MACS1149,A8,A8-S10,8,38,62,0.03107574758234332,1.0
MACS1149,A8,A8-S10,9,63,31,0.029508112295037588,1.0
MACS1149,A8,A8-S10,10,28,24,0.029479662388275374,1.0
MACS1149,A8,A8-S10,11,11,22,0.028412671834687327,1.0
MACS1149,A8,A8-S10,12,34,40,0.028374006810896954,1.0
MACS1149,A8,A8-S10,13,3,26,0.028007653813075815,1.0
MACS1149,A8,A8-S10,14,1,43,0.02794809847479384,1.0
MACS1149,A8,A8-S11,1,33,32,0.1464660431776755,1.0
MACS1149,A8,A8-S11,2,37,31,0.03791626927171647,1.0
MACS1149,A8,A8-S11,3,33,56,0.036751516425416283,1.0
MACS1149,A8,A8-S11,4,10,40,0.03667876516390188,1.0
MACS1149,A8,A8-S11,5,47,6,0.03158892320045993,1.0
MACS1149,A8,A8-S11,6,28,27,0.03138803403450788,1.0
MACS1149,A8,A8-S11,7,5,41,0.031249446618461067,1.0
MACS1149,A8,A8-S11,8,38,62,0.03119880183524,1.0
MACS1149,A8,A8-S11,9,63,31,0.02956232531703322,1.0
MACS1149,A8,A8-S11,10,28,24,0.029556259081198154,1.0
MACS1149,A8,A8-S11,11,11,22,0.028562218606121133,1.0
MACS1149,A8,A8-S11,12,34,40,0.02850285062252047,1.0
MACS1149,A8,A8-S11,13,3,26,0.028132306587435842,1.0
MACS1149,A8,A8-S11,14,1,43,0.02802953128785767,1.0
MACS1149,A8,A8-S12,1,32,32,0.035961044911493684,0.7
MACS1149,A8,A8-S12,2,30,30,0.016942035365835335,0.7
MACS1149,A8,A8-S12,3,31,34,0.015288540965336953,0.7
MACS1149,A8,A8-S12,4,25,61,0.009547869059648766,0.7
MACS1149,A8,A8-S12,5,32,28,0.00944023950892808,0.7
MACS1149,A8,A8-S12,6,35,32,0.00905952014017513,0.7
MACS1149,A8,A8-S12,7,8,39,0.008714726904214211,0.7
MACS1149,A8,A8-S12,8,25,3,0.008371046873980733,0.7
MACS1149,A8,A8-S12,9,26,32,0.0081237463842531,0.7
MACS1149,A8,A8-S12,10,52,4,0.008007623276630856,0.7
MACS1149,A8,A8-S12,11,58,32,0.007966861557870736,0.7
MACS1149,A8,A8-S12,12,19,7,0.007951386897468023,0.7
MACS1149,A8,A8-S12,13,35,17,0.007940976448303088,0.7
MACS1149,A8,A8-S12,14,8,9,0.007916652627684645,0.7
MACS1149,A8,A8-S12,15,50,33,0.00787780651398872,0.7
MACS1149,A8,A8-S12,16,45,5,0.007852729433424363,0.7
MACS1149,A8,A8-S12,17,31,48,0.007814957286750222,0.7
MACS1149,A8,A8-S12,18,36,42,0.007791278860989362,0.7
MACS1149,A8,A8-S12,19,31,22,0.0077897134170512115,0.7
MACS1149,A8,A8-S12,20,29,34,0.007685947705936554,0.7
MACS1149,A8,A8-S12,21,37,7,0.007641907086158698,0.7
MACS1149,A8,A8-S12,22,50,35,0.007623088257424117,0.7
MACS1149,A8,A8-S12,23,44,36,0.007531994360219743,0.7
MACS1149,A8,A8-S12,24,34,36,0.007514748780876823,0.7
MACS1149,A8,A8-S12,25,31,51,0.007464650058363585,0.7
MACS1149,A8,A8-S12,26,42,14,0.007439885132862923,0.7
MACS1149,A8,A8-S12,27,37,40,0.007416708669368278,0.7
MACS1149,A8,A8-S12,28,44,7,0.007238104815505234,0.7
MACS1149,A8,A8-S12,29,58,61,0.006960197976964305,0.7
MACS1149,A8,A8-S12,30,56,55,0.006792950771903977,0.7
MACS1149,A8,A8-S12,31,18,32,0.006753820656670616,0.7
MACS1149,A8,A8-S12,32,62,3,0.006694011754133271,0.7
MACS1149,A8,A8-S12,33,27,60,0.006666088790836288,0.7
MACS1149,A8,A8-S12,34,6,25,0.006659862295563411,0.7
MACS1149,A8,A8-S12,35,20,21,0.0066159659305387985,0.7
MACS1149,A8,A8-S12,36,58,8,0.006556042695326965,0.7
MACS1149,A8,A8-S12,37,10,11,0.006553715261102832,0.7
MACS1149,A8,A8-S12,38,30,62,0.006553593262497997,0.7
MACS1149,A8,A8-S12,39,48,23,0.006486219114086265,0.7
MACS1149,A8,A8-S12,40,52,45,0.006467568985711861,0.7
MACS1149,A8,A8-S12,41,32,20,0.006463862985505852,0.7
MACS1149,A8,A8-S12,42,43,38,0.006403555230594944,0.7
MACS1149,A8,A8-S12,43,29,9,0.00638350945724248,0.7
MACS1149,A8,A8-P5,1,33,32,0.1451414813052539,1.0
MACS1149,A8,A8-P5,2,37,31,0.037762661895628644,1.0
MACS1149,A8,A8-P5,3,33,56,0.03668115221161231,1.0
MACS1149,A8,A8-P5,4,10,40,0.036529979906687576,1.0
MACS1149,A8,A8-P5,5,47,6,0.031460122351447364,1.0
MACS1149,A8,A8-P5,6,28,27,0.031345025846053885,1.0
MACS1149,A8,A8-P5,7,5,41,0.031141890538824858,1.0
MACS1149,A8,A8-P5,8,38,62,0.03107574758234332,1.0
MACS1149,A8,A8-P5,9,63,31,0.029508112295037588,1.0
MACS1149,A8,A8-P5,10,28,24,0.029479662388275374,1.0
MACS1149,A8,A8-P5,11,11,22,0.028412671834687327,1.0
MACS1149,A8,A8-P5,12,34,40,0.028374006810896954,1.0
MACS1149,A8,A8-P5,13,3,26,0.028007653813075815,1.0
MACS1149,A8,A8-P5,14,1,43,0.02794809847479384,1.0
MACS1149,A8,A8-P6,1,6,7,0.005163703104611369,0.6
MACS1149,A8,A8-P6,2,33,32,0.004945828434710142,0.6
MACS1149,A8,A8-P6,3,20,18,0.004639273557539687,0.6
MACS1149,A8,A8-P6,4,6,26,0.004433251619553373,0.6
MACS1149,A8,A8-P6,5,56,16,0.00431906631566862,0.6
MACS1149,A8,A8-P6,6,12,4,0.00371976998173139,0.6
MACS1149,A8,A8-P6,7,60,34,0.0036747588320993714,0.6
MACS1149,A8,A8-P6,8,57,50,0.0036536218750138627,0.6
MACS1149,A8,A8-P6,9,49,24,0.003522082888203158,0.6
MACS1149,A8,A8-P6,10,25,35,0.003479163202770273,0.6
MACS1149,A8,A8-P6,11,38,41,0.003476156331542045,0.6
MACS1149,A8,A8-P6,12,24,63,0.003452010210693239,0.6
MACS1149,A8,A8-P6,13,33,25,0.003449214797840161,0.6
MACS1149,A8,A8-P6,14,5,13,0.0034457170651683282,0.6
MACS1149,A8,A8-P6,15,52,28,0.0034336978134814535,0.6
MACS1149,A8,A8-P6,16,20,28,0.00341534279777694,0.6
MACS1149,A8,A8-P6,17,38,22,0.003375600154443612,0.6
MACS1149,A8,A8-P6,18,61,46,0.0033606120209492846,0.6
MACS1149,A8,A8-P6,19,57,41,0.003359658341705178,0.6
MACS1149,A8,A8-P6,20,55,29,0.003359400056004248,0.6
MACS1149,A8,A8-P6,21,17,34,0.0033564340201144675,0.6
MACS1149,A8,A8-P6,22,8,50,0.0033098769566141254,0.6
MACS1149,A8,A8-P6,23,49,36,0.003289547907732268,0.6
MACS1149,A8,A8-P6,24,30,35,0.0032874835849763667,0.6
MACS1149,A8,A8-P6,25,20,7,0.003280103198791746,0.6
MACS1149,A8,A8-P6,26,50,58,0.003269435030545168,0.6
MACS1149,A8,A8-P6,27,44,37,0.003229156520211839,0.6
MACS1149,A8,A8-P6,28,47,50,0.003225965704622854,0.6
MACS1149,A8,A8-P6,29,54,63,0.0031839729470266665,0.6
MACS1149,A8,A8-P6,30,37,30,0.0031674202924611636,0.6
MACS1149,A8,A8-P6,31,11,63,0.003140772593576512,0.6
MACS1149,A8,A8-P6,32,7,48,0.003121310139511614,0.6
MACS1149,A8,A8-P6,33,37,52,0.0030876189837989497,0.6
MACS1149,A8,A8-P6,34,46,32,0.003077059777547976,0.6
MACS1149,A8,A8-P6,35,20,54,0.0030719611203342866,0.6
MACS1149,A8,A8-P6,36,37,17,0.003050885802687933,0.6
MACS1149,A8,A8-P6,37,13,54,0.0030431728469157183,0.6
MACS1149,A8,A8-P6,38,51,34,0.0030429825269732737,0.6
MACS1149,A8,A8-P6,39,45,12,0.003030607352620302,0.6
MACS1149,A8,A8-P6,40,63,21,0.00302507312704092,0.6
MACS1149,A8,A8-P6,41,16,47,0.0030185653548361092,0.6
MACS1149,A8,A8-P6,42,54,37,0.0030161011860782103,0.6
MACS1149,A8,A8-P6,43,23,58,0.0030150353166612342,0.6
MACS1149,A8,A8-P6,44,6,55,0.003006835991157168,0.6
MACS1149,A8,A8-P6,45,12,56,0.0030045722573263448,0.6
MACS1149,A8,A8-P6,46,2,42,0.0029905413248335518,0.6
MACS1149,A8,A8-P6,47,43,14,0.0029782094118049225,0.6
MACS1149,A8,A8-P6,48,4,62,0.0029755022345850576,0.6
MACS1149,A8,A8-P6,49,59,21,0.0029616915545383903,0.6
MACS1149,A8,A8-P6,50,19,63,0.0029582772580418835,0.6
MACS1149,A8,A8-P6,51,25,12,0.002943016138409072,0.6
MACS1149,A8,A8-P6,52,8,45,0.0029330689006998047,0.6
MACS1149,A8,A8-P6,53,5,59,0.0029269877633774453,0.6
MACS1149,A8,A8-P6,54,22,3,0.0029233423573289284,0.6
MACS1149,A8,A8-P6,55,63,43,0.002903996515737028,0.6
MACS1149,A8,A8-P6,56,28,24,0.00290063762307248,0.6
MACS1149,A8,A8-P6,57,27,22,0.0028946827957965424,0.6
MACS1149,A8,A8-P6,58,46,38,0.0028921251639880217,0.6
MACS1149,A8,A8-P6,59,49,40,0.002884053812454721,0.6
MACS1149,A8,A8-P6,60,53,2,0.0028815034278733623,0.6
MACS1149,A8,A8-P6,61,21,56,0.002857261696002188,0.6
MACS1149,A8,A8-P6,62,49,52,0.0028559939039552174,0.6
MACS1149,A8,A8-P6,63,39,13,0.0028537520774938197,0.6
MACS1149,A8,A8-P6,64,8,15,0.0027924988719150497,0.6
MACS1149,A8,A8-P6,65,42,19,0.002786313890542819,0.6
MACS1149,A8,A8-P6,66,20,22,0.0027769096040533413,0.6
MACS1149,A8,A8-P6,67,45,28,0.002766840158980847,0.6
MACS1149,A8,A8-P6,68,51,1,0.0027662079311635227,0.6
MACS1149,A8,A8-P6,69,29,11,0.002764714561736561,0.6
MACS1149,A8,A8-P6,70,49,2,0.002738702925946527,0.6
MACS1149,A8,A8-P6,71,15,33,0.0027384695254163314,0.6
MACS1149,A8,A8-P6,72,42,37,0.002736614032865987,0.6
MACS1149,A8,A8-P6,73,51,53,0.002726376644959186,0.6
MACS1149,A8,A8-P6,74,16,11,0.002720140708540115,0.6
MACS1149,A8,A8-P6,75,46,25,0.0027146147727028485,0.6
MACS1149,A8,S13_P0,1,34,32,0.8604250669343741,0.7
MACS1149,A8,S13_P0,2,31,30,0.5865306565667637,0.7
MACS1149,A8,S13_P0,3,9,39,0.26629868328029693,0.7
MACS1149,A8,S13_P0,4,5,43,0.23623216202156214,0.7
MACS1149,A8,S13_P0,5,34,58,0.22771957871030415,0.7
MACS1149,A8,S13_P0,6,37,34,0.2235406308594135,0.7
MACS1149,A8,S13_P0,7,26,61,0.22300473352001132,0.7
MACS1149,A8,S13_P0,8,34,55,0.19887669161576932,0.7
MACS1149,A8,S13_P0,9,10,43,0.19539278311567984,0.7
