cluster_id,model,observable,metric,value,sign,reciprocal,d_alpha,d_3alpha,d_6alpha,nearest_target,log_distance,alpha_input_dependency
Abell2744,A8,A8-slow_pre,snapshot_3_median_|Δ|_vs_GR_kappa,0.05754747716002964,+,17.376956373242425,0.89686095966544,0.4197397049457775,0.1187097092817963,6alpha,0.1187097092817963,indirect
Abell2744,A8,A8-slow_pre,snapshot_4_median_|Δ|_vs_GR_kappa,0.05749859882355286,+,17.391728154432435,0.8964919319882729,0.4193706772686105,0.11834068160462928,6alpha,0.11834068160462928,indirect
Abell2744,A8,A8-slow_pre,snapshot_5_median_|Δ|_vs_GR_kappa,0.05741916235679825,+,17.415788718513117,0.8958915230642941,0.41877026834463155,0.11774027268065035,6alpha,0.11774027268065035,indirect
Abell2744,A8,A8-slow_pre,snapshot_6_median_|Δ|_vs_GR_kappa,0.05736567854970342,+,17.43202600024279,0.8954868054414791,0.4183655507218166,0.1173355550578354,6alpha,0.1173355550578354,indirect
Abell2744,A8,A8-slow_pre,snapshot_7_median_|Δ|_vs_GR_kappa,0.057304829121554185,+,17.450536286895023,0.895025892275761,0.41790463755609863,0.11687464189211741,6alpha,0.11687464189211741,indirect
Abell2744,A8,A8-slow_pre,snapshot_8_median_|Δ|_vs_GR_kappa,0.05731643454046956,+,17.447002906189628,0.8951138370296631,0.4179925823100006,0.1169625866460194,6alpha,0.1169625866460194,indirect
Abell2744,A8,A8-slow_pre,snapshot_9_median_|Δ|_vs_GR_kappa,0.057278701889359476,+,17.458496212634447,0.8948278374093048,0.41770658268964245,0.11667658702566125,6alpha,0.11667658702566125,indirect
Abell2744,A8,A8-slow_pre,snapshot_10_median_|Δ|_vs_GR_kappa,0.057297539982872486,+,17.45275626665512,0.8949706467736602,0.4178493920539978,0.11681939639001661,6alpha,0.11681939639001661,indirect
Abell2744,A8,A8-slow_pre,snapshot_11_median_|Δ|_vs_GR_kappa,0.057376879950659126,+,17.42862283309834,0.8955715988555999,0.4184503441359374,0.11742034847195623,6alpha,0.11742034847195623,indirect
Abell2744,A8,A8-slow_pre,snapshot_12_median_|Δ|_vs_GR_kappa,0.05739011262260076,+,17.424604244567917,0.8956717474488791,0.41855049272921674,0.11752049706523557,6alpha,0.11752049706523557,indirect
Abell2744,A8,A8-slow_pre,snapshot_13_median_|Δ|_vs_GR_kappa,0.05733725910578383,+,17.44066625429478,0.8952715989580555,0.418150344238393,0.11712034857441178,6alpha,0.11712034857441178,indirect
Abell2744,A8,A8-slow_pre,snapshot_14_median_|Δ|_vs_GR_kappa,0.05732357893750913,+,17.44482843770349,0.895167967731862,0.41804671301219953,0.11701671734821836,6alpha,0.11701671734821836,indirect
Abell2744,A8,A8-slow_pre,snapshot_15_median_|Δ|_vs_GR_kappa,0.057342545180980496,+,17.439058500871745,0.8953116358818145,0.41819038116215207,0.11716038549817089,6alpha,0.11716038549817089,indirect
Abell2744,A8,A8-slow_pre,snapshot_16_median_|Δ|_vs_GR_kappa,0.05740700375911681,+,17.419477320155206,0.895799550788652,0.4186782960689895,0.1176483004050083,6alpha,0.1176483004050083,indirect
Abell2744,A8,A8-slow_pre,snapshot_17_median_|Δ|_vs_GR_kappa,0.05740975987527418,+,17.418641049406133,0.895820400810913,0.41869914609125053,0.11766915042726935,6alpha,0.11766915042726935,indirect
Abell2744,A8,A8-slow_pre,snapshot_18_median_|Δ|_vs_GR_kappa,0.05741225814898872,+,17.417883083520803,0.8958392993899025,0.41871804467024,0.11768804900625882,6alpha,0.11768804900625882,indirect
Abell2744,A8,A8-slow_pre,snapshot_19_median_|Δ|_vs_GR_kappa,0.05740340726867369,+,17.42056870107991,0.8957723418284158,0.4186510871087533,0.11762109144477215,6alpha,0.11762109144477215,indirect
Abell2744,A8,A8-fast_post,snapshot_0_median_|Δ|_vs_GR_kappa,0.057131045283378576,+,17.503618129860037,0.8937068405295369,0.4165855858098744,0.11555559014589323,6alpha,0.11555559014589323,indirect
Abell2744,A8,A8-fast_post,snapshot_1_median_|Δ|_vs_GR_kappa,0.05718765243926753,+,17.486292186271953,0.894136939506132,0.41701568478646955,0.11598568912248836,6alpha,0.11598568912248836,indirect
Abell2744,A8,A8-fast_post,snapshot_2_median_|Δ|_vs_GR_kappa,0.05728599649411616,+,17.456273106861463,0.8948831425188628,0.41776188779920026,0.11673189213521906,6alpha,0.11673189213521906,indirect
Abell2744,A8,A8-fast_post,snapshot_3_median_|Δ|_vs_GR_kappa,0.05731625555803992,+,17.44705738823734,0.8951124808531399,0.41799122613347744,0.11696123046949626,6alpha,0.11696123046949626,indirect
Abell2744,A8,A8-fast_post,snapshot_4_median_|Δ|_vs_GR_kappa,0.05727618305817385,+,17.459263983850448,0.8948087388874839,0.4176874841678214,0.11665748850384024,6alpha,0.11665748850384024,indirect
Abell2744,A8,A8-fast_post,snapshot_5_median_|Δ|_vs_GR_kappa,0.05724437407825973,+,17.46896557263223,0.8945674815071085,0.4174462267874461,0.11641623112346489,6alpha,0.11641623112346489,indirect
Abell2744,A8,A8-fast_post,snapshot_6_median_|Δ|_vs_GR_kappa,0.057335793233628585,+,17.44111215005359,0.8952604957358905,0.41813924101622796,0.11710924535224677,6alpha,0.11710924535224677,indirect
Abell2744,A8,A8-fast_post,snapshot_7_median_|Δ|_vs_GR_kappa,0.057411058420185235,+,17.418247068031906,0.8958302239579307,0.41870896923826817,0.11767897357428699,6alpha,0.11767897357428699,indirect
Abell2744,A8,A8-fast_post,snapshot_8_median_|Δ|_vs_GR_kappa,0.057409003914286695,+,17.418870417836008,0.8958146820646983,0.4186934273450358,0.11766343168105459,6alpha,0.11766343168105459,indirect
Abell2744,A8,A8-fast_post,snapshot_9_median_|Δ|_vs_GR_kappa,0.05737825570028671,+,17.428204949684506,0.8955820119925524,0.4184607572728899,0.11743076160890872,6alpha,0.11743076160890872,indirect
Abell2744,A8,A8-fast_post,snapshot_10_median_|Δ|_vs_GR_kappa,0.057387993805322154,+,17.425247576911463,0.8956557131949434,0.41853445847528103,0.11750446281129981,6alpha,0.11750446281129981,indirect
Abell2744,A8,A8-fast_post,snapshot_11_median_|Δ|_vs_GR_kappa,0.05740600816524606,+,17.41977942659678,0.8957920188736356,0.41867076415397314,0.11764076848999194,6alpha,0.11764076848999194,indirect
Abell2744,A8,A8-fast_post,snapshot_12_median_|Δ|_vs_GR_kappa,0.05739598516937761,+,17.422821422943855,0.8957161851414428,0.41859493042178036,0.11756493475779915,6alpha,0.11756493475779915,indirect
Abell2744,A8,A8-fast_post,snapshot_13_median_|Δ|_vs_GR_kappa,0.057392398974672604,+,17.42391009724654,0.8956890488665743,0.4185677941469119,0.11753779848293071,6alpha,0.11753779848293071,indirect
Abell2744,A8,A8-fast_post,snapshot_14_median_|Δ|_vs_GR_kappa,0.05738966396165938,+,17.424740466647016,0.8956683522345499,0.4185470975148874,0.11751710185090616,6alpha,0.11751710185090616,indirect
Abell2744,A8,A8-fast_post,snapshot_15_median_|Δ|_vs_GR_kappa,0.05738771505881304,+,17.42533221570441,0.8956536037229662,0.4185323490033037,0.11750235333932252,6alpha,0.11750235333932252,indirect
Abell2744,A8,A8-fast_post,snapshot_16_median_|Δ|_vs_GR_kappa,0.05738649134209888,+,17.425703795666582,0.8956443428718908,0.4185230881522283,0.11749309248824708,6alpha,0.11749309248824708,indirect
Abell2744,A8,A8-fast_post,snapshot_17_median_|Δ|_vs_GR_kappa,0.05737753981699052,+,17.428422396456288,0.8955765934572388,0.41845533873757634,0.11742534307359515,6alpha,0.11742534307359515,indirect
Abell2744,A8,A8-fast_post,snapshot_18_median_|Δ|_vs_GR_kappa,0.05734148576506787,+,17.439380697198377,0.8953036121232998,0.4181823574036373,0.11715236173965607,6alpha,0.11715236173965607,indirect
Abell2744,A8,A8-fast_post,snapshot_19_median_|Δ|_vs_GR_kappa,0.05728419211973252,+,17.456822955796437,0.8948694630469574,0.41774820832729487,0.11671821266331364,6alpha,0.11671821266331364,indirect
Abell2744,A8,A8-slow_post,snapshot_0_median_|Δ|_vs_GR_kappa,0.05759996671140684,+,17.361121144571158,0.8972569028723967,0.42013564815273424,0.11910565248875304,6alpha,0.11910565248875304,indirect
Abell2744,A8,A8-slow_post,snapshot_1_median_|Δ|_vs_GR_kappa,0.05754536248908064,+,17.377594939813825,0.8968450005505707,0.41972374583090827,0.11869375016692706,6alpha,0.11869375016692706,indirect
Abell2744,A8,A8-slow_post,snapshot_2_median_|Δ|_vs_GR_kappa,0.05754747716002964,+,17.376956373242425,0.89686095966544,0.4197397049457775,0.1187097092817963,6alpha,0.1187097092817963,indirect
Abell2744,A8,A8-slow_post,snapshot_3_median_|Δ|_vs_GR_kappa,0.05749859882355286,+,17.391728154432435,0.8964919319882729,0.4193706772686105,0.11834068160462928,6alpha,0.11834068160462928,indirect
Abell2744,A8,A8-slow_post,snapshot_4_median_|Δ|_vs_GR_kappa,0.05741916235679825,+,17.415788718513117,0.8958915230642941,0.41877026834463155,0.11774027268065035,6alpha,0.11774027268065035,indirect
Abell2744,A8,A8-slow_post,snapshot_5_median_|Δ|_vs_GR_kappa,0.05736567854970342,+,17.43202600024279,0.8954868054414791,0.4183655507218166,0.1173355550578354,6alpha,0.1173355550578354,indirect
Abell2744,A8,A8-slow_post,snapshot_6_median_|Δ|_vs_GR_kappa,0.057304829121554185,+,17.450536286895023,0.895025892275761,0.41790463755609863,0.11687464189211741,6alpha,0.11687464189211741,indirect
Abell2744,A8,A8-slow_post,snapshot_7_median_|Δ|_vs_GR_kappa,0.05731643454046956,+,17.447002906189628,0.8951138370296631,0.4179925823100006,0.1169625866460194,6alpha,0.1169625866460194,indirect
Abell2744,A8,A8-slow_post,snapshot_8_median_|Δ|_vs_GR_kappa,0.057278701889359476,+,17.458496212634447,0.8948278374093048,0.41770658268964245,0.11667658702566125,6alpha,0.11667658702566125,indirect
Abell2744,A8,A8-slow_post,snapshot_9_median_|Δ|_vs_GR_kappa,0.057297539982872486,+,17.45275626665512,0.8949706467736602,0.4178493920539978,0.11681939639001661,6alpha,0.11681939639001661,indirect
Abell2744,A8,A8-slow_post,snapshot_10_median_|Δ|_vs_GR_kappa,0.057376879950659126,+,17.42862283309834,0.8955715988555999,0.4184503441359374,0.11742034847195623,6alpha,0.11742034847195623,indirect
Abell2744,A8,A8-slow_post,snapshot_11_median_|Δ|_vs_GR_kappa,0.05739011262260076,+,17.424604244567917,0.8956717474488791,0.41855049272921674,0.11752049706523557,6alpha,0.11752049706523557,indirect
Abell2744,A8,A8-slow_post,snapshot_12_median_|Δ|_vs_GR_kappa,0.05733725910578383,+,17.44066625429478,0.8952715989580555,0.418150344238393,0.11712034857441178,6alpha,0.11712034857441178,indirect
Abell2744,A8,A8-slow_post,snapshot_13_median_|Δ|_vs_GR_kappa,0.05732357893750913,+,17.44482843770349,0.895167967731862,0.41804671301219953,0.11701671734821836,6alpha,0.11701671734821836,indirect
Abell2744,A8,A8-slow_post,snapshot_14_median_|Δ|_vs_GR_kappa,0.057342545180980496,+,17.439058500871745,0.8953116358818145,0.41819038116215207,0.11716038549817089,6alpha,0.11716038549817089,indirect
Abell2744,A8,A8-slow_post,snapshot_15_median_|Δ|_vs_GR_kappa,0.05740700375911681,+,17.419477320155206,0.895799550788652,0.4186782960689895,0.1176483004050083,6alpha,0.1176483004050083,indirect
Abell2744,A8,A8-slow_post,snapshot_16_median_|Δ|_vs_GR_kappa,0.05740975987527418,+,17.418641049406133,0.895820400810913,0.41869914609125053,0.11766915042726935,6alpha,0.11766915042726935,indirect
Abell2744,A8,A8-slow_post,snapshot_17_median_|Δ|_vs_GR_kappa,0.05741225814898872,+,17.417883083520803,0.8958392993899025,0.41871804467024,0.11768804900625882,6alpha,0.11768804900625882,indirect
Abell2744,A8,A8-slow_post,snapshot_18_median_|Δ|_vs_GR_kappa,0.05740340726867369,+,17.42056870107991,0.8957723418284158,0.4186510871087533,0.11762109144477215,6alpha,0.11762109144477215,indirect
Abell2744,A8,A8-slow_post,snapshot_19_median_|Δ|_vs_GR_kappa,0.05736643177449227,+,17.431797116665805,0.8954925077922596,0.41837125307259726,0.11734125740861605,6alpha,0.11734125740861605,indirect
MACS0416,C10,kappa,median_fractional_residual_vs_GR,-0.907583308777643,-,-1.1018272265791513,2.094721170684355,1.6175999159646923,1.316569920300711,6alpha,1.316569920300711,indirect
MACS0416,C10,gamma1,median_fractional_residual_vs_GR,-0.9540298963311391,-,-1.0481851814556815,2.1163966547960498,1.6392754000763876,1.3382454044124064,6alpha,1.3382454044124064,indirect
MACS0416,C10,gamma2,median_fractional_residual_vs_GR,-0.9650572243682359,-,-1.0362079830599051,2.121387736623456,1.6442664819037935,1.3432364862398123,6alpha,1.3432364862398123,indirect
MACS0416,A8,kappa,median_fractional_residual_vs_GR,-0.7436957969614468,-,-1.3446358095416802,2.0082299974945195,1.5311087427748569,1.2300787471108756,6alpha,1.2300787471108756,indirect
MACS0416,A8,gamma1,median_fractional_residual_vs_GR,-0.7750015416115901,-,-1.2903200139712407,2.026137236833467,1.5490159821138043,1.247985986449823,6alpha,1.247985986449823,indirect
MACS0416,A8,gamma2,median_fractional_residual_vs_GR,-0.7585566005868236,-,-1.318293188967566,2.0168226621616085,1.539701407441946,1.2386714117779647,6alpha,1.2386714117779647,indirect
MACS0416,A8,A8-fast_pre,snapshot_0_median_|Δ|_vs_GR_kappa,0.04483914266338897,+,22.301942914187276,0.7884919706133786,0.3113707158937161,0.010340720229734932,6alpha,0.010340720229734932,indirect
MACS0416,A8,A8-fast_pre,snapshot_1_median_|Δ|_vs_GR_kappa,0.04488955287076625,+,22.276898210123125,0.7889799500065605,0.3118586952868981,0.01082869962291687,6alpha,0.01082869962291687,indirect
MACS0416,A8,A8-fast_pre,snapshot_2_median_|Δ|_vs_GR_kappa,0.04489508135265756,+,22.27415498247683,0.7890334333047329,0.31191217858507037,0.010882182921089199,6alpha,0.010882182921089199,indirect
MACS0416,A8,A8-fast_pre,snapshot_3_median_|Δ|_vs_GR_kappa,0.044868466198703286,+,22.28736760404126,0.7887758941331786,0.31165463941351607,0.010624643749534892,6alpha,0.010624643749534892,indirect
MACS0416,A8,A8-fast_pre,snapshot_4_median_|Δ|_vs_GR_kappa,0.044854525381556515,+,22.29429453312607,0.7886409360828026,0.3115196813631401,0.010489685699158903,6alpha,0.010489685699158903,indirect
MACS0416,A8,A8-fast_pre,snapshot_5_median_|Δ|_vs_GR_kappa,0.04486058709713826,+,22.29128205198616,0.7886996234000068,0.3115783686803444,0.010548373016363197,6alpha,0.010548373016363197,indirect
MACS0416,A8,A8-fast_pre,snapshot_6_median_|Δ|_vs_GR_kappa,0.044854607986848316,+,22.294253475433493,0.788641735890382,0.3115204811707195,0.010490485506738324,6alpha,0.010490485506738324,indirect
MACS0416,A8,A8-fast_pre,snapshot_7_median_|Δ|_vs_GR_kappa,0.04485420427207969,+,22.2944541371001,0.7886378269968884,0.3115165722772259,0.010486576613244722,6alpha,0.010486576613244722,indirect
MACS0416,A8,A8-fast_pre,snapshot_8_median_|Δ|_vs_GR_kappa,0.04487283072475397,+,22.285199838047053,0.7888181375516807,0.31169688283201824,0.010666887168037025,6alpha,0.010666887168037025,indirect
MACS0416,A8,A8-fast_pre,snapshot_9_median_|Δ|_vs_GR_kappa,0.044923457965098265,+,22.260085160339074,0.7893078489588226,0.3121865942391601,0.0111565985751789,6alpha,0.0111565985751789,indirect
MACS0416,A8,A8-fast_pre,snapshot_10_median_|Δ|_vs_GR_kappa,0.044883809935126376,+,22.279748565136696,0.788924385077638,0.31180313035797547,0.010773134693994282,6alpha,0.010773134693994282,indirect
MACS0416,A8,A8-fast_pre,snapshot_11_median_|Δ|_vs_GR_kappa,0.04488911376602308,+,22.27711612245969,0.788975701764209,0.3118544470445464,0.01082445138056522,6alpha,0.01082445138056522,indirect
MACS0416,A8,A8-fast_pre,snapshot_12_median_|Δ|_vs_GR_kappa,0.04487482918270149,+,22.284207387812934,0.7888374788751193,0.31171622415545686,0.010686228491475689,6alpha,0.010686228491475689,indirect
MACS0416,A8,A8-fast_pre,snapshot_13_median_|Δ|_vs_GR_kappa,0.04480621261112649,+,22.318333590901975,0.7881729057697882,0.31105165105012567,0.010021655386144466,6alpha,0.010021655386144466,indirect
MACS0416,A8,A8-fast_pre,snapshot_14_median_|Δ|_vs_GR_kappa,0.04474066103336451,+,22.35103319672163,0.7875370668526116,0.3104158121329493,0.009385816468968067,6alpha,0.009385816468968067,indirect
MACS0416,A8,A8-fast_pre,snapshot_15_median_|Δ|_vs_GR_kappa,0.04472236746095411,+,22.36017583087642,0.7873594561055449,0.3102382013858825,0.009208205721901277,6alpha,0.009208205721901277,indirect
MACS0416,A8,A8-fast_pre,snapshot_16_median_|Δ|_vs_GR_kappa,0.04475289953671259,+,22.344920895676495,0.7876558489073227,0.3105345941876603,0.009504598523679093,6alpha,0.009504598523679093,indirect
MACS0416,A8,A8-fast_pre,snapshot_17_median_|Δ|_vs_GR_kappa,0.04481455151456917,+,22.314180689165234,0.7882537249816318,0.3111324702619694,0.010102474597988185,6alpha,0.010102474597988185,indirect
MACS0416,A8,A8-fast_pre,snapshot_18_median_|Δ|_vs_GR_kappa,0.04484587054798743,+,22.29859712345081,0.7885571293964763,0.3114358746768138,0.010405879012832554,6alpha,0.010405879012832554,indirect
MACS0416,A8,A8-fast_pre,snapshot_19_median_|Δ|_vs_GR_kappa,0.04479752409406769,+,22.32266225026541,0.78808868216115,0.3109674274414876,0.009937431777506367,6alpha,0.009937431777506367,indirect
MACS0416,A8,A8-slow_pre,snapshot_0_median_|Δ|_vs_GR_kappa,0.04486561320252153,+,22.288784853692764,0.7887482783041131,0.3116270235844507,0.010597027920469518,6alpha,0.010597027920469518,indirect
MACS0416,A8,A8-slow_pre,snapshot_1_median_|Δ|_vs_GR_kappa,0.04490962679733323,+,22.266940772248432,0.7891741164948426,0.3120528617751802,0.011022866111199032,6alpha,0.011022866111199032,indirect
MACS0416,A8,A8-slow_pre,snapshot_2_median_|Δ|_vs_GR_kappa,0.04493212819273624,+,22.25578979278486,0.7893916597087761,0.3122704049891137,0.011240409325132506,6alpha,0.011240409325132506,indirect
MACS0416,A8,A8-slow_pre,snapshot_3_median_|Δ|_vs_GR_kappa,0.04495638816725541,+,22.243779822338205,0.7896260828308224,0.3125048281111598,0.011474832447178627,6alpha,0.011474832447178627,indirect
MACS0416,A8,A8-slow_pre,snapshot_4_median_|Δ|_vs_GR_kappa,0.044932685307603616,+,22.25551384597033,0.7893970445063019,0.31227578978663934,0.011245794122658116,6alpha,0.011245794122658116,indirect
MACS0416,A8,A8-slow_pre,snapshot_5_median_|Δ|_vs_GR_kappa,0.04492245413751243,+,22.260582579457772,0.7892981444153185,0.3121768896956561,0.011146894031674914,6alpha,0.011146894031674914,indirect
MACS0416,A8,A8-slow_pre,snapshot_6_median_|Δ|_vs_GR_kappa,0.04490498464568052,+,22.269242666274724,0.7891292226670715,0.3120079679474091,0.010977972283427905,6alpha,0.010977972283427905,indirect
MACS0416,A8,A8-slow_pre,snapshot_7_median_|Δ|_vs_GR_kappa,0.044880028897050325,+,22.281625582146706,0.7888877983185458,0.3117665435988834,0.010736547934902209,6alpha,0.010736547934902209,indirect
MACS0416,A8,A8-slow_pre,snapshot_8_median_|Δ|_vs_GR_kappa,0.04480368302961608,+,22.319593666863977,0.788148386529275,0.3110271318096125,0.009997136145631306,6alpha,0.009997136145631306,indirect
MACS0416,A8,A8-slow_pre,snapshot_9_median_|Δ|_vs_GR_kappa,0.04478800583996796,+,22.327406216144123,0.7879963966045102,0.31087514188484766,0.009845146220866473,6alpha,0.009845146220866473,indirect
MACS0416,A8,A8-slow_pre,snapshot_10_median_|Δ|_vs_GR_kappa,0.04475826835926373,+,22.342240588336516,0.7877079463174198,0.31058669159775737,0.009556695933776156,6alpha,0.009556695933776156,indirect
MACS0416,A8,A8-slow_pre,snapshot_11_median_|Δ|_vs_GR_kappa,0.044759714193759736,+,22.341518886182186,0.7877219751845929,0.31060072046493037,0.009570724800949186,6alpha,0.009570724800949186,indirect
MACS0416,A8,A8-slow_pre,snapshot_12_median_|Δ|_vs_GR_kappa,0.044740665998083684,+,22.351030716503676,0.7875371150447925,0.31041586032512997,0.009385864661148779,6alpha,0.009385864661148779,indirect
MACS0416,A8,A8-slow_pre,snapshot_13_median_|Δ|_vs_GR_kappa,0.04472571994693209,+,22.358499789081513,0.7873920105447458,0.3102707558250834,0.009240760161102207,6alpha,0.009240760161102207,indirect
MACS0416,A8,A8-slow_pre,snapshot_14_median_|Δ|_vs_GR_kappa,0.0447152274624389,+,22.3637462392427,0.7872901147516055,0.31016886003194305,0.009138864367961849,6alpha,0.009138864367961849,indirect
MACS0416,A8,A8-slow_pre,snapshot_15_median_|Δ|_vs_GR_kappa,0.0447167039981539,+,22.36300779326858,0.7873044552964856,0.3101832005768232,0.009153204912842019,6alpha,0.009153204912842019,indirect
MACS0416,A8,A8-slow_pre,snapshot_16_median_|Δ|_vs_GR_kappa,0.04472379916012108,+,22.359460036473628,0.7873733589718499,0.31025210425218747,0.009222108588206284,6alpha,0.009222108588206284,indirect
MACS0416,A8,A8-slow_pre,snapshot_17_median_|Δ|_vs_GR_kappa,0.0446911837747284,+,22.37577785007055,0.7870565287927349,0.30993527407307253,0.00890527840909134,6alpha,0.00890527840909134,indirect
MACS0416,A8,A8-slow_pre,snapshot_18_median_|Δ|_vs_GR_kappa,0.044667371535110544,+,22.387706409228837,0.7868250674743033,0.3097038127546408,0.008673817090659645,6alpha,0.008673817090659645,indirect
