cluster_id,model,stage_id,observable,bin_index,k,P_stage,P_gr,D_P
Abell2744,C10,S01,,10,6.192012785761049,4.693330972239519,144.85589420492346,1.2899058589545649
Abell2744,C10,S01,,11,7.363585661014858,3.4640291852365386,106.91448102581904,1.2899058589545649
Abell2744,C10,S01,,12,8.756828460010883,2.3629447541620676,72.93039364697736,1.2899058589545649
Abell2744,C10,S01,,13,10.413682709503263,1.3486885911115856,41.62619108369093,1.2899058589545649
Abell2744,C10,S01,,14,12.384025571522095,1.2397167321038902,38.26286210197192,1.2899058589545649
Abell2744,C10,S01,,15,14.727171322029715,0.9695427996546654,29.92416048316869,1.2899058589545649
Abell2744,C10,S01,,16,17.513656920021766,0.4565159901753146,14.089999696768968,1.2899058589545649
Abell2744,C10,S01,,17,20.82736541900653,0.224389649520739,6.925606466689477,1.2899058589545649
Abell2744,C10,S01,,18,24.768051143044197,0.1374369118116052,4.241879994185346,1.2899058589545649
Abell2744,C10,S01,,19,29.454342644059437,0.05711221467771543,1.7627226752381315,1.2899058589545649
Abell2744,C10,S02,,0,1.0946035575013604,77.95005156003792,1994.7591150598266,0.9222984354583112
Abell2744,C10,S02,,1,1.301710338687908,0.0,0.0,0.9222984354583112
Abell2744,C10,S02,,2,1.548003196440262,0.0,0.0,0.9222984354583112
Abell2744,C10,S02,,3,1.8408964152537144,0.0,0.0,0.9222984354583112
Abell2744,C10,S02,,4,2.189207115002721,33.48827302640426,664.5104358712582,0.9222984354583112
Abell2744,C10,S02,,5,2.6034206773758157,0.0,0.0,0.9222984354583112
Abell2744,C10,S02,,6,3.0960063928805237,35.82856113204281,363.1366324374952,0.9222984354583112
Abell2744,C10,S02,,7,3.681792830507429,0.0,0.0,0.9222984354583112
Abell2744,C10,S02,,8,4.378414230005442,22.298300167327863,232.85454403178508,0.9222984354583112
Abell2744,C10,S02,,9,5.206841354751632,11.340726325923166,193.66643517503968,0.9222984354583112
Abell2744,C10,S02,,10,6.192012785761049,8.27296959278667,144.85589420492346,0.9222984354583112
Abell2744,C10,S02,,11,7.363585661014858,9.247277612292102,106.91448102581904,0.9222984354583112
Abell2744,C10,S02,,12,8.756828460010883,5.323437267219755,72.93039364697736,0.9222984354583112
Abell2744,C10,S02,,13,10.413682709503263,3.2782472936839486,41.62619108369093,0.9222984354583112
Abell2744,C10,S02,,14,12.384025571522095,3.034049425681949,38.26286210197192,0.9222984354583112
Abell2744,C10,S02,,15,14.727171322029715,2.0665982163268244,29.92416048316869,0.9222984354583112
Abell2744,C10,S02,,16,17.513656920021766,1.5410588361215933,14.089999696768968,0.9222984354583112
Abell2744,C10,S02,,17,20.82736541900653,1.2314388201922066,6.925606466689477,0.9222984354583112
Abell2744,C10,S02,,18,24.768051143044197,0.9733286446240068,4.241879994185346,0.9222984354583112
Abell2744,C10,S02,,19,29.454342644059437,0.7503093799983281,1.7627226752381315,0.9222984354583112
Abell2744,C10,C10-S03,,0,1.0946035575013604,547.2461367666959,1994.7591150598266,0.5934822646010102
Abell2744,C10,C10-S03,,1,1.301710338687908,0.0,0.0,0.5934822646010102
Abell2744,C10,C10-S03,,2,1.548003196440262,0.0,0.0,0.5934822646010102
Abell2744,C10,C10-S03,,3,1.8408964152537144,0.0,0.0,0.5934822646010102
Abell2744,C10,C10-S03,,4,2.189207115002721,517.6578686653211,664.5104358712582,0.5934822646010102
Abell2744,C10,C10-S03,,5,2.6034206773758157,0.0,0.0,0.5934822646010102
Abell2744,C10,C10-S03,,6,3.0960063928805237,414.24175081957964,363.1366324374952,0.5934822646010102
Abell2744,C10,C10-S03,,7,3.681792830507429,0.0,0.0,0.5934822646010102
Abell2744,C10,C10-S03,,8,4.378414230005442,296.09799043876825,232.85454403178508,0.5934822646010102
Abell2744,C10,C10-S03,,9,5.206841354751632,210.37948790790762,193.66643517503968,0.5934822646010102
Abell2744,C10,C10-S03,,10,6.192012785761049,232.85690968674012,144.85589420492346,0.5934822646010102
Abell2744,C10,C10-S03,,11,7.363585661014858,260.9047521014429,106.91448102581904,0.5934822646010102
Abell2744,C10,C10-S03,,12,8.756828460010883,163.80110353400687,72.93039364697736,0.5934822646010102
Abell2744,C10,C10-S03,,13,10.413682709503263,179.83404615315303,41.62619108369093,0.5934822646010102
Abell2744,C10,C10-S03,,14,12.384025571522095,185.2411514016849,38.26286210197192,0.5934822646010102
Abell2744,C10,C10-S03,,15,14.727171322029715,154.6391574191008,29.92416048316869,0.5934822646010102
Abell2744,C10,C10-S03,,16,17.513656920021766,133.48345054739974,14.089999696768968,0.5934822646010102
Abell2744,C10,C10-S03,,17,20.82736541900653,101.42880971132666,6.925606466689477,0.5934822646010102
Abell2744,C10,C10-S03,,18,24.768051143044197,61.611104528056146,4.241879994185346,0.5934822646010102
Abell2744,C10,C10-S03,,19,29.454342644059437,25.358787845537126,1.7627226752381315,0.5934822646010102
Abell2744,C10,C10-S04,,0,1.0946035575013604,15.961733537198462,1994.7591150598266,0.9407572923984018
Abell2744,C10,C10-S04,,1,1.301710338687908,0.0,0.0,0.9407572923984018
Abell2744,C10,C10-S04,,2,1.548003196440262,0.0,0.0,0.9407572923984018
Abell2744,C10,C10-S04,,3,1.8408964152537144,0.0,0.0,0.9407572923984018
Abell2744,C10,C10-S04,,4,2.189207115002721,11.60523145749431,664.5104358712582,0.9407572923984018
Abell2744,C10,C10-S04,,5,2.6034206773758157,0.0,0.0,0.9407572923984018
Abell2744,C10,C10-S04,,6,3.0960063928805237,10.687288753318366,363.1366324374952,0.9407572923984018
Abell2744,C10,C10-S04,,7,3.681792830507429,0.0,0.0,0.9407572923984018
Abell2744,C10,C10-S04,,8,4.378414230005442,15.534253095589767,232.85454403178508,0.9407572923984018
Abell2744,C10,C10-S04,,9,5.206841354751632,23.807872973097012,193.66643517503968,0.9407572923984018
Abell2744,C10,C10-S04,,10,6.192012785761049,22.053552120597022,144.85589420492346,0.9407572923984018
Abell2744,C10,C10-S04,,11,7.363585661014858,19.23613948876351,106.91448102581904,0.9407572923984018
Abell2744,C10,C10-S04,,12,8.756828460010883,16.39350514835635,72.93039364697736,0.9407572923984018
Abell2744,C10,C10-S04,,13,10.413682709503263,9.739297659807509,41.62619108369093,0.9407572923984018
Abell2744,C10,C10-S04,,14,12.384025571522095,9.447327822435003,38.26286210197192,0.9407572923984018
Abell2744,C10,C10-S04,,15,14.727171322029715,7.514895286367121,29.92416048316869,0.9407572923984018
Abell2744,C10,C10-S04,,16,17.513656920021766,2.9852868620529343,14.089999696768968,0.9407572923984018
Abell2744,C10,C10-S04,,17,20.82736541900653,1.241902666160598,6.925606466689477,0.9407572923984018
Abell2744,C10,C10-S04,,18,24.768051143044197,0.41135829913958344,4.241879994185346,0.9407572923984018
Abell2744,C10,C10-S04,,19,29.454342644059437,0.2111014839486558,1.7627226752381315,0.9407572923984018
Abell2744,C10,C10-S05,,0,1.0946035575013604,0.7862231119978599,1994.7591150598266,1.5995677754166304
Abell2744,C10,C10-S05,,1,1.301710338687908,0.0,0.0,1.5995677754166304
Abell2744,C10,C10-S05,,2,1.548003196440262,0.0,0.0,1.5995677754166304
Abell2744,C10,C10-S05,,3,1.8408964152537144,0.0,0.0,1.5995677754166304
Abell2744,C10,C10-S05,,4,2.189207115002721,0.8101132576637056,664.5104358712582,1.5995677754166304
Abell2744,C10,C10-S05,,5,2.6034206773758157,0.0,0.0,1.5995677754166304
Abell2744,C10,C10-S05,,6,3.0960063928805237,0.8023035514635979,363.1366324374952,1.5995677754166304
Abell2744,C10,C10-S05,,7,3.681792830507429,0.0,0.0,1.5995677754166304
Abell2744,C10,C10-S05,,8,4.378414230005442,0.9806048477688446,232.85454403178508,1.5995677754166304
Abell2744,C10,C10-S05,,9,5.206841354751632,2.211729275723624,193.66643517503968,1.5995677754166304
Abell2744,C10,C10-S05,,10,6.192012785761049,2.205951132181071,144.85589420492346,1.5995677754166304
Abell2744,C10,C10-S05,,11,7.363585661014858,2.3076481251920113,106.91448102581904,1.5995677754166304
Abell2744,C10,C10-S05,,12,8.756828460010883,2.9569902277877755,72.93039364697736,1.5995677754166304
Abell2744,C10,C10-S05,,13,10.413682709503263,2.329469889305961,41.62619108369093,1.5995677754166304
Abell2744,C10,C10-S05,,14,12.384025571522095,3.168716740373442,38.26286210197192,1.5995677754166304
Abell2744,C10,C10-S05,,15,14.727171322029715,3.157617199448576,29.92416048316869,1.5995677754166304
Abell2744,C10,C10-S05,,16,17.513656920021766,1.97029037645715,14.089999696768968,1.5995677754166304
Abell2744,C10,C10-S05,,17,20.82736541900653,0.9898165914126485,6.925606466689477,1.5995677754166304
Abell2744,C10,C10-S05,,18,24.768051143044197,0.5265394843118374,4.241879994185346,1.5995677754166304
Abell2744,C10,C10-S05,,19,29.454342644059437,0.2754044318955402,1.7627226752381315,1.5995677754166304
Abell2744,C10,C10-S06,,0,1.0946035575013604,15.961733537198462,1994.7591150598266,0.9407572923984018
Abell2744,C10,C10-S06,,1,1.301710338687908,0.0,0.0,0.9407572923984018
Abell2744,C10,C10-S06,,2,1.548003196440262,0.0,0.0,0.9407572923984018
Abell2744,C10,C10-S06,,3,1.8408964152537144,0.0,0.0,0.9407572923984018
Abell2744,C10,C10-S06,,4,2.189207115002721,11.60523145749431,664.5104358712582,0.9407572923984018
Abell2744,C10,C10-S06,,5,2.6034206773758157,0.0,0.0,0.9407572923984018
Abell2744,C10,C10-S06,,6,3.0960063928805237,10.687288753318366,363.1366324374952,0.9407572923984018
Abell2744,C10,C10-S06,,7,3.681792830507429,0.0,0.0,0.9407572923984018
Abell2744,C10,C10-S06,,8,4.378414230005442,15.534253095589767,232.85454403178508,0.9407572923984018
Abell2744,C10,C10-S06,,9,5.206841354751632,23.807872973097012,193.66643517503968,0.9407572923984018
Abell2744,C10,C10-S06,,10,6.192012785761049,22.053552120597022,144.85589420492346,0.9407572923984018
Abell2744,C10,C10-S06,,11,7.363585661014858,19.23613948876351,106.91448102581904,0.9407572923984018
Abell2744,C10,C10-S06,,12,8.756828460010883,16.39350514835635,72.93039364697736,0.9407572923984018
Abell2744,C10,C10-S06,,13,10.413682709503263,9.739297659807509,41.62619108369093,0.9407572923984018
Abell2744,C10,C10-S06,,14,12.384025571522095,9.447327822435003,38.26286210197192,0.9407572923984018
Abell2744,C10,C10-S06,,15,14.727171322029715,7.514895286367121,29.92416048316869,0.9407572923984018
Abell2744,C10,C10-S06,,16,17.513656920021766,2.9852868620529343,14.089999696768968,0.9407572923984018
Abell2744,C10,C10-S06,,17,20.82736541900653,1.241902666160598,6.925606466689477,0.9407572923984018
Abell2744,C10,C10-S06,,18,24.768051143044197,0.41135829913958344,4.241879994185346,0.9407572923984018
Abell2744,C10,C10-S06,,19,29.454342644059437,0.2111014839486558,1.7627226752381315,0.9407572923984018
Abell2744,C10,S13_P0,,0,1.0946035575013604,37.03453758115388,1994.7591150598266,1.1530779727310998
Abell2744,C10,S13_P0,,1,1.301710338687908,0.0,0.0,1.1530779727310998
Abell2744,C10,S13_P0,,2,1.548003196440262,0.0,0.0,1.1530779727310998
Abell2744,C10,S13_P0,,3,1.8408964152537144,0.0,0.0,1.1530779727310998
Abell2744,C10,S13_P0,,4,2.189207115002721,23.157195547446427,664.5104358712582,1.1530779727310998
Abell2744,C10,S13_P0,,5,2.6034206773758157,0.0,0.0,1.1530779727310998
Abell2744,C10,S13_P0,,6,3.0960063928805237,17.035880581868184,363.1366324374952,1.1530779727310998
Abell2744,C10,S13_P0,,7,3.681792830507429,0.0,0.0,1.1530779727310998
Abell2744,C10,S13_P0,,8,4.378414230005442,11.124443788446143,232.85454403178508,1.1530779727310998
Abell2744,C10,S13_P0,,9,5.206841354751632,4.437508182337714,193.66643517503968,1.1530779727310998
Abell2744,C10,S13_P0,,10,6.192012785761049,3.990912557786287,144.85589420492346,1.1530779727310998
Abell2744,C10,S13_P0,,11,7.363585661014858,4.3161471930110435,106.91448102581904,1.1530779727310998
Abell2744,C10,S13_P0,,12,8.756828460010883,2.680846318863492,72.93039364697736,1.1530779727310998
Abell2744,C10,S13_P0,,13,10.413682709503263,1.8279578252056825,41.62619108369093,1.1530779727310998
Abell2744,C10,S13_P0,,14,12.384025571522095,1.748891358205265,38.26286210197192,1.1530779727310998
Abell2744,C10,S13_P0,,15,14.727171322029715,1.220958276542372,29.92416048316869,1.1530779727310998
Abell2744,C10,S13_P0,,16,17.513656920021766,1.1322181605548602,14.089999696768968,1.1530779727310998
Abell2744,C10,S13_P0,,17,20.82736541900653,0.8809061063483092,6.925606466689477,1.1530779727310998
Abell2744,C10,S13_P0,,18,24.768051143044197,0.5931071948869211,4.241879994185346,1.1530779727310998
Abell2744,C10,S13_P0,,19,29.454342644059437,0.32659230255444466,1.7627226752381315,1.1530779727310998
Abell2744,C10,S13_P3,,0,1.0946035575013604,0.0689463477921271,1994.7591150598266,2.2272799502490668
Abell2744,C10,S13_P3,,1,1.301710338687908,0.0,0.0,2.2272799502490668
Abell2744,C10,S13_P3,,2,1.548003196440262,0.0,0.0,2.2272799502490668
Abell2744,C10,S13_P3,,3,1.8408964152537144,0.0,0.0,2.2272799502490668
Abell2744,C10,S13_P3,,4,2.189207115002721,0.1586962262751902,664.5104358712582,2.2272799502490668
Abell2744,C10,S13_P3,,5,2.6034206773758157,0.0,0.0,2.2272799502490668
Abell2744,C10,S13_P3,,6,3.0960063928805237,0.10062242151389286,363.1366324374952,2.2272799502490668
Abell2744,C10,S13_P3,,7,3.681792830507429,0.0,0.0,2.2272799502490668
Abell2744,C10,S13_P3,,8,4.378414230005442,0.30650403148098415,232.85454403178508,2.2272799502490668
Abell2744,C10,S13_P3,,9,5.206841354751632,0.2085811020047646,193.66643517503968,2.2272799502490668
Abell2744,C10,S13_P3,,10,6.192012785761049,0.2865544283200871,144.85589420492346,2.2272799502490668
Abell2744,C10,S13_P3,,11,7.363585661014858,0.35827836597246404,106.91448102581904,2.2272799502490668
Abell2744,C10,S13_P3,,12,8.756828460010883,0.340226053735412,72.93039364697736,2.2272799502490668
Abell2744,C10,S13_P3,,13,10.413682709503263,0.4424214716759404,41.62619108369093,2.2272799502490668
Abell2744,C10,S13_P3,,14,12.384025571522095,0.5053350088135058,38.26286210197192,2.2272799502490668
Abell2744,C10,S13_P3,,15,14.727171322029715,0.5061518651307594,29.92416048316869,2.2272799502490668
Abell2744,C10,S13_P3,,16,17.513656920021766,0.35436473732595763,14.089999696768968,2.2272799502490668
Abell2744,C10,S13_P3,,17,20.82736541900653,0.30575496527725515,6.925606466689477,2.2272799502490668
Abell2744,C10,S13_P3,,18,24.768051143044197,0.23784206806743433,4.241879994185346,2.2272799502490668
Abell2744,C10,S13_P3,,19,29.454342644059437,0.16882034483127303,1.7627226752381315,2.2272799502490668
Abell2744,C10,S13_P4,,0,1.0946035575013604,30.611446774248755,1994.7591150598266,1.166512405521825
Abell2744,C10,S13_P4,,1,1.301710338687908,0.0,0.0,1.166512405521825
Abell2744,C10,S13_P4,,2,1.548003196440262,0.0,0.0,1.166512405521825
Abell2744,C10,S13_P4,,3,1.8408964152537144,0.0,0.0,1.166512405521825
Abell2744,C10,S13_P4,,4,2.189207115002721,20.800644405639233,664.5104358712582,1.166512405521825
Abell2744,C10,S13_P4,,5,2.6034206773758157,0.0,0.0,1.166512405521825
Abell2744,C10,S13_P4,,6,3.0960063928805237,14.1954967546435,363.1366324374952,1.166512405521825
Abell2744,C10,S13_P4,,7,3.681792830507429,0.0,0.0,1.166512405521825
Abell2744,C10,S13_P4,,8,4.378414230005442,9.022717628182802,232.85454403178508,1.166512405521825
Abell2744,C10,S13_P4,,9,5.206841354751632,3.6331744535802373,193.66643517503968,1.166512405521825
Abell2744,C10,S13_P4,,10,6.192012785761049,3.6311165578270206,144.85589420492346,1.166512405521825
Abell2744,C10,S13_P4,,11,7.363585661014858,4.282248499191501,106.91448102581904,1.166512405521825
Abell2744,C10,S13_P4,,12,8.756828460010883,2.8582259455064567,72.93039364697736,1.166512405521825
Abell2744,C10,S13_P4,,13,10.413682709503263,1.9569155279368649,41.62619108369093,1.166512405521825
Abell2744,C10,S13_P4,,14,12.384025571522095,1.8612053707899676,38.26286210197192,1.166512405521825
Abell2744,C10,S13_P4,,15,14.727171322029715,1.1979229074052085,29.92416048316869,1.166512405521825
Abell2744,C10,S13_P4,,16,17.513656920021766,1.1583721096164328,14.089999696768968,1.166512405521825
Abell2744,C10,S13_P4,,17,20.82736541900653,1.030341324283026,6.925606466689477,1.166512405521825
Abell2744,C10,S13_P4,,18,24.768051143044197,0.7409868885924843,4.241879994185346,1.166512405521825
Abell2744,C10,S13_P4,,19,29.454342644059437,0.46678475924715773,1.7627226752381315,1.166512405521825
Abell2744,C10,S19,kappa,0,1.0946035575013604,2.0996125963654118,1994.7591150598266,1.079781530064064
Abell2744,C10,S19,kappa,1,1.301710338687908,0.0,0.0,1.079781530064064
Abell2744,C10,S19,kappa,2,1.548003196440262,0.0,0.0,1.079781530064064
Abell2744,C10,S19,kappa,3,1.8408964152537144,0.0,0.0,1.079781530064064
Abell2744,C10,S19,kappa,4,2.189207115002721,4.124269381903009,664.5104358712582,1.079781530064064
Abell2744,C10,S19,kappa,5,2.6034206773758157,0.0,0.0,1.079781530064064
Abell2744,C10,S19,kappa,6,3.0960063928805237,3.179529090070899,363.1366324374952,1.079781530064064
Abell2744,C10,S19,kappa,7,3.681792830507429,0.0,0.0,1.079781530064064
Abell2744,C10,S19,kappa,8,4.378414230005442,7.487234255253372,232.85454403178508,1.079781530064064
Abell2744,C10,S19,kappa,9,5.206841354751632,16.030832561624955,193.66643517503968,1.079781530064064
Abell2744,C10,S19,kappa,10,6.192012785761049,26.10747766205888,144.85589420492346,1.079781530064064
Abell2744,C10,S19,kappa,11,7.363585661014858,19.982371638341174,106.91448102581904,1.079781530064064
Abell2744,C10,S19,kappa,12,8.756828460010883,16.75712319983474,72.93039364697736,1.079781530064064
Abell2744,C10,S19,kappa,13,10.413682709503263,11.000846014067447,41.62619108369093,1.079781530064064
Abell2744,C10,S19,kappa,14,12.384025571522095,23.92947211560985,38.26286210197192,1.079781530064064
Abell2744,C10,S19,kappa,15,14.727171322029715,20.62278148569588,29.92416048316869,1.079781530064064
Abell2744,C10,S19,kappa,16,17.513656920021766,15.93319501791013,14.089999696768968,1.079781530064064
Abell2744,C10,S19,kappa,17,20.82736541900653,9.784987780024096,6.925606466689477,1.079781530064064
Abell2744,C10,S19,kappa,18,24.768051143044197,3.9523401337461967,4.241879994185346,1.079781530064064
Abell2744,C10,S19,kappa,19,29.454342644059437,2.5601029751482747,1.7627226752381315,1.079781530064064
Abell2744,C10,S20,gamma1,0,1.0946035575013604,0.5163978562276563,1994.7591150598266,1.4834681395993776
Abell2744,C10,S20,gamma1,1,1.301710338687908,0.0,0.0,1.4834681395993776
Abell2744,C10,S20,gamma1,2,1.548003196440262,0.0,0.0,1.4834681395993776
Abell2744,C10,S20,gamma1,3,1.8408964152537144,0.0,0.0,1.4834681395993776
Abell2744,C10,S20,gamma1,4,2.189207115002721,1.0085092606852941,664.5104358712582,1.4834681395993776
Abell2744,C10,S20,gamma1,5,2.6034206773758157,0.0,0.0,1.4834681395993776
Abell2744,C10,S20,gamma1,6,3.0960063928805237,0.7853913075904506,363.1366324374952,1.4834681395993776
Abell2744,C10,S20,gamma1,7,3.681792830507429,0.0,0.0,1.4834681395993776
Abell2744,C10,S20,gamma1,8,4.378414230005442,1.88128276138447,232.85454403178508,1.4834681395993776
Abell2744,C10,S20,gamma1,9,5.206841354751632,3.9932419360758002,193.66643517503968,1.4834681395993776
Abell2744,C10,S20,gamma1,10,6.192012785761049,6.460913940101209,144.85589420492346,1.4834681395993776
Abell2744,C10,S20,gamma1,11,7.363585661014858,4.929593672876698,106.91448102581904,1.4834681395993776
Abell2744,C10,S20,gamma1,12,8.756828460010883,4.180418426640344,72.93039364697736,1.4834681395993776
Abell2744,C10,S20,gamma1,13,10.413682709503263,2.7413375459455454,41.62619108369093,1.4834681395993776
Abell2744,C10,S20,gamma1,14,12.384025571522095,5.980270805741954,38.26286210197192,1.4834681395993776
Abell2744,C10,S20,gamma1,15,14.727171322029715,5.157933345212977,29.92416048316869,1.4834681395993776
Abell2744,C10,S20,gamma1,16,17.513656920021766,3.988125711285368,14.089999696768968,1.4834681395993776
Abell2744,C10,S20,gamma1,17,20.82736541900653,2.446617682980012,6.925606466689477,1.4834681395993776
Abell2744,C10,S20,gamma1,18,24.768051143044197,0.9877449365847522,4.241879994185346,1.4834681395993776
Abell2744,C10,S20,gamma1,19,29.454342644059437,0.6397323798658991,1.7627226752381315,1.4834681395993776
Abell2744,C10,S20,gamma2,0,1.0946035575013604,0.16750292913909753,1994.7591150598266,1.838657943006715
Abell2744,C10,S20,gamma2,1,1.301710338687908,0.0,0.0,1.838657943006715
Abell2744,C10,S20,gamma2,2,1.548003196440262,0.0,0.0,1.838657943006715
Abell2744,C10,S20,gamma2,3,1.8408964152537144,0.0,0.0,1.838657943006715
Abell2744,C10,S20,gamma2,4,2.189207115002721,0.621443083917826,664.5104358712582,1.838657943006715
Abell2744,C10,S20,gamma2,5,2.6034206773758157,0.0,0.0,1.838657943006715
Abell2744,C10,S20,gamma2,6,3.0960063928805237,1.340963004536803,363.1366324374952,1.838657943006715
Abell2744,C10,S20,gamma2,7,3.681792830507429,0.0,0.0,1.838657943006715
Abell2744,C10,S20,gamma2,8,4.378414230005442,1.9028017913052315,232.85454403178508,1.838657943006715
Abell2744,C10,S20,gamma2,9,5.206841354751632,2.576921004295575,193.66643517503968,1.838657943006715
Abell2744,C10,S20,gamma2,10,6.192012785761049,1.858017963961226,144.85589420492346,1.838657943006715
Abell2744,C10,S20,gamma2,11,7.363585661014858,1.4958391873893078,106.91448102581904,1.838657943006715
Abell2744,C10,S20,gamma2,12,8.756828460010883,1.1598759538749932,72.93039364697736,1.838657943006715
Abell2744,C10,S20,gamma2,13,10.413682709503263,1.319240340529832,41.62619108369093,1.838657943006715
Abell2744,C10,S20,gamma2,14,12.384025571522095,1.4809952562017696,38.26286210197192,1.838657943006715
Abell2744,C10,S20,gamma2,15,14.727171322029715,0.7952187921246776,29.92416048316869,1.838657943006715
Abell2744,C10,S20,gamma2,16,17.513656920021766,0.39728769510034895,14.089999696768968,1.838657943006715
Abell2744,C10,S20,gamma2,17,20.82736541900653,0.13147664660757163,6.925606466689477,1.838657943006715
Abell2744,C10,S20,gamma2,18,24.768051143044197,0.08257488458703204,4.241879994185346,1.838657943006715
Abell2744,C10,S20,gamma2,19,29.454342644059437,0.038399667872761674,1.7627226752381315,1.838657943006715
Abell2744,C10,S20,gamma_mag,0,1.0946035575013604,0.6106705672137189,1994.7591150598266,1.4124623049246485
Abell2744,C10,S20,gamma_mag,1,1.301710338687908,0.0,0.0,1.4124623049246485
Abell2744,C10,S20,gamma_mag,2,1.548003196440262,0.0,0.0,1.4124623049246485
Abell2744,C10,S20,gamma_mag,3,1.8408964152537144,0.0,0.0,1.4124623049246485
Abell2744,C10,S20,gamma_mag,4,2.189207115002721,4.157553220782581,664.5104358712582,1.4124623049246485
Abell2744,C10,S20,gamma_mag,5,2.6034206773758157,0.0,0.0,1.4124623049246485
Abell2744,C10,S20,gamma_mag,6,3.0960063928805237,7.815359569877818,363.1366324374952,1.4124623049246485
Abell2744,C10,S20,gamma_mag,7,3.681792830507429,0.0,0.0,1.4124623049246485
Abell2744,C10,S20,gamma_mag,8,4.378414230005442,6.759032214076271,232.85454403178508,1.4124623049246485
Abell2744,C10,S20,gamma_mag,9,5.206841354751632,4.881132080567825,193.66643517503968,1.4124623049246485
Abell2744,C10,S20,gamma_mag,10,6.192012785761049,6.682910045271888,144.85589420492346,1.4124623049246485
Abell2744,C10,S20,gamma_mag,11,7.363585661014858,6.618150564443183,106.91448102581904,1.4124623049246485
Abell2744,C10,S20,gamma_mag,12,8.756828460010883,2.7188961522464847,72.93039364697736,1.4124623049246485
Abell2744,C10,S20,gamma_mag,13,10.413682709503263,1.1306894181916576,41.62619108369093,1.4124623049246485
Abell2744,C10,S20,gamma_mag,14,12.384025571522095,1.4185244467698486,38.26286210197192,1.4124623049246485
Abell2744,C10,S20,gamma_mag,15,14.727171322029715,1.1053403032825675,29.92416048316869,1.4124623049246485
Abell2744,C10,S20,gamma_mag,16,17.513656920021766,0.7943827085324399,14.089999696768968,1.4124623049246485
Abell2744,C10,S20,gamma_mag,17,20.82736541900653,1.0163390098154192,6.925606466689477,1.4124623049246485
Abell2744,C10,S20,gamma_mag,18,24.768051143044197,0.6769962935687046,4.241879994185346,1.4124623049246485
Abell2744,C10,S20,gamma_mag,19,29.454342644059437,0.5311349951417698,1.7627226752381315,1.4124623049246485
Abell2744,A8,S00,,0,1.0946035575013604,65.28969726040302,1994.7591150598266,1.2799844279164116
Abell2744,A8,S00,,1,1.301710338687908,0.0,0.0,1.2799844279164116
Abell2744,A8,S00,,2,1.548003196440262,0.0,0.0,1.2799844279164116
Abell2744,A8,S00,,3,1.8408964152537144,0.0,0.0,1.2799844279164116
Abell2744,A8,S00,,4,2.189207115002721,21.306601811175753,664.5104358712582,1.2799844279164116
Abell2744,A8,S00,,5,2.6034206773758157,0.0,0.0,1.2799844279164116
