cluster_id,model,stage_id,observable,m,magnitude,phase_deg,D_Q
Abell2744,C10,S13_P0,,1,79.31358246794353,0.0,97.55365276477764
Abell2744,C10,S13_P0,,2,98.88344822583028,0.0,97.55365276477764
Abell2744,C10,S13_P0,,3,27.733049245842366,0.0,97.55365276477764
Abell2744,C10,S13_P0,,4,2.3355147976651445,0.0,97.55365276477764
Abell2744,C10,S13_P3,,1,15.344038978060185,0.0,40.47743693138801
Abell2744,C10,S13_P3,,2,23.914614766647606,0.0,40.47743693138801
Abell2744,C10,S13_P3,,3,42.675385602462974,0.0,40.47743693138801
Abell2744,C10,S13_P3,,4,25.025674384241352,0.0,40.47743693138801
Abell2744,C10,S13_P4,,1,107.23806802791661,0.0,121.54085876255797
Abell2744,C10,S13_P4,,2,107.73643561953176,0.0,121.54085876255797
Abell2744,C10,S13_P4,,3,25.455093791351437,0.0,121.54085876255797
Abell2744,C10,S13_P4,,4,2.3579380462742923,0.0,121.54085876255797
Abell2744,C10,S19,kappa,1,41.53489821589235,0.0,24.604228594808973
Abell2744,C10,S19,kappa,2,24.862293509122015,0.0,24.604228594808973
Abell2744,C10,S19,kappa,3,19.216231753059613,0.0,24.604228594808973
Abell2744,C10,S19,kappa,4,16.64974343272146,0.0,24.604228594808973
Abell2744,C10,S20,gamma1,1,38.80553596490266,0.0,23.313384656061274
Abell2744,C10,S20,gamma1,2,24.511262737431036,0.0,23.313384656061274
Abell2744,C10,S20,gamma1,3,19.542854783273977,0.0,23.313384656061274
Abell2744,C10,S20,gamma1,4,17.405309982755455,0.0,23.313384656061274
Abell2744,C10,S20,gamma2,1,4.971452411594247,0.0,25.53759697340874
Abell2744,C10,S20,gamma2,2,4.777893137120199,0.0,25.53759697340874
Abell2744,C10,S20,gamma2,3,4.677873319454181,0.0,25.53759697340874
Abell2744,C10,S20,gamma2,4,4.635720907367306,0.0,25.53759697340874
Abell2744,C10,S20,gamma_mag,1,1.0265957510378494,0.0,31.509764481856568
Abell2744,C10,S20,gamma_mag,2,1.1108973600305119,0.0,31.509764481856568
Abell2744,C10,S20,gamma_mag,3,1.2697817595687007,0.0,31.509764481856568
Abell2744,C10,S20,gamma_mag,4,1.5415510065135913,0.0,31.509764481856568
Abell2744,A8,S00,,1,25.398962645422355,0.0,1.1560411465920917
Abell2744,A8,S00,,2,20.155250200283565,0.0,1.1560411465920917
Abell2744,A8,S00,,3,10.730183707980627,0.0,1.1560411465920917
Abell2744,A8,S00,,4,2.0902933879233214,0.0,1.1560411465920917
Abell2744,A8,S01,,1,25.398962645422355,0.0,1.1560411465920917
Abell2744,A8,S01,,2,20.155250200283565,0.0,1.1560411465920917
Abell2744,A8,S01,,3,10.730183707980627,0.0,1.1560411465920917
Abell2744,A8,S01,,4,2.0902933879233214,0.0,1.1560411465920917
Abell2744,A8,S02,,1,69.68390835783123,0.0,58.61337934425467
Abell2744,A8,S02,,2,39.2689047796879,0.0,58.61337934425467
Abell2744,A8,S02,,3,42.49634898017576,0.0,58.61337934425467
Abell2744,A8,S02,,4,2.3535309436384497,0.0,58.61337934425467
Abell2744,A8,A8-S03,,1,25.63148060455974,0.0,1.488037383252279
Abell2744,A8,A8-S03,,2,19.720633058280132,0.0,1.488037383252279
Abell2744,A8,A8-S03,,3,10.475752108324142,0.0,1.488037383252279
Abell2744,A8,A8-S03,,4,2.0783374645200894,0.0,1.488037383252279
Abell2744,A8,A8-S04,,1,25.59471455788433,0.0,1.4600300185222423
Abell2744,A8,A8-S04,,2,19.70562203588232,0.0,1.4600300185222423
Abell2744,A8,A8-S04,,3,10.468315947734222,0.0,1.4600300185222423
Abell2744,A8,A8-S04,,4,2.076295237443539,0.0,1.4600300185222423
Abell2744,A8,A8-S05,,1,24.53090108415137,0.0,0.4149004835172599
Abell2744,A8,A8-S05,,2,19.931261488379622,0.0,0.4149004835172599
Abell2744,A8,A8-S05,,3,10.592577427393179,0.0,0.4149004835172599
Abell2744,A8,A8-S05,,4,2.0505246251892792,0.0,0.4149004835172599
Abell2744,A8,A8-S06,,1,24.538772837038877,0.0,0.4294676115552919
Abell2744,A8,A8-S06,,2,19.920703278504465,0.0,0.4294676115552919
Abell2744,A8,A8-S06,,3,10.585581324691017,0.0,0.4294676115552919
Abell2744,A8,A8-S06,,4,2.0504711226212566,0.0,0.4294676115552919
Abell2744,A8,A8-S07,,1,64.78336634569544,0.0,88.32198554661367
Abell2744,A8,A8-S07,,2,80.15724383874374,0.0,88.32198554661367
Abell2744,A8,A8-S07,,3,42.160414375200254,0.0,88.32198554661367
Abell2744,A8,A8-S07,,4,41.716697178641795,0.0,88.32198554661367
Abell2744,A8,A8-S08,,1,64.78336634569541,0.0,88.32198554661367
Abell2744,A8,A8-S08,,2,80.15724383874378,0.0,88.32198554661367
Abell2744,A8,A8-S08,,3,42.16041437520025,0.0,88.32198554661367
Abell2744,A8,A8-S08,,4,41.71669717864179,0.0,88.32198554661367
Abell2744,A8,A8-S09,,1,64.78336634569541,0.0,88.32198554661365
Abell2744,A8,A8-S09,,2,80.15724383874374,0.0,88.32198554661365
Abell2744,A8,A8-S09,,3,42.160414375200254,0.0,88.32198554661365
Abell2744,A8,A8-S09,,4,41.71669717864179,0.0,88.32198554661365
Abell2744,A8,A8-S10,,1,25.031389182600208,0.0,0.9125891109781458
Abell2744,A8,A8-S10,,2,19.788055865858404,0.0,0.9125891109781458
Abell2744,A8,A8-S10,,3,10.512934658028234,0.0,0.9125891109781458
Abell2744,A8,A8-S10,,4,2.0606869457647647,0.0,0.9125891109781458
Abell2744,A8,A8-S11,,1,25.04292497405184,0.0,0.9164755004444387
Abell2744,A8,A8-S11,,2,19.798800816396664,0.0,0.9164755004444387
Abell2744,A8,A8-S11,,3,10.518983270146359,0.0,0.9164755004444387
Abell2744,A8,A8-S11,,4,2.0614997066361953,0.0,0.9164755004444387
Abell2744,A8,A8-S12,,1,259.7503677916969,0.0,555.1397365129778
Abell2744,A8,A8-S12,,2,260.20274047724286,0.0,555.1397365129778
Abell2744,A8,A8-S12,,3,430.2550388169546,0.0,555.1397365129778
Abell2744,A8,A8-S12,,4,140.4015575281058,0.0,555.1397365129778
Abell2744,A8,A8-P5,,1,25.031389182600208,0.0,0.9125891109781458
Abell2744,A8,A8-P5,,2,19.788055865858404,0.0,0.9125891109781458
Abell2744,A8,A8-P5,,3,10.512934658028234,0.0,0.9125891109781458
Abell2744,A8,A8-P5,,4,2.0606869457647647,0.0,0.9125891109781458
Abell2744,A8,A8-P6,,1,64.78336634569543,0.0,88.32198554661366
Abell2744,A8,A8-P6,,2,80.15724383874372,0.0,88.32198554661366
Abell2744,A8,A8-P6,,3,42.16041437520026,0.0,88.32198554661366
Abell2744,A8,A8-P6,,4,41.716697178641795,0.0,88.32198554661366
Abell2744,A8,S13_P0,,1,65.93100004716055,0.0,50.98430410060356
Abell2744,A8,S13_P0,,2,38.35979671089374,0.0,50.98430410060356
Abell2744,A8,S13_P0,,3,33.815451474283606,0.0,50.98430410060356
Abell2744,A8,S13_P0,,4,2.346171157731544,0.0,50.98430410060356
Abell2744,A8,S13_P3,,1,109.82643453969551,0.0,225.97474170969804
Abell2744,A8,S13_P3,,2,107.99710280490694,0.0,225.97474170969804
Abell2744,A8,S13_P3,,3,44.405001831511925,0.0,225.97474170969804
Abell2744,A8,S13_P3,,4,188.850047901342,0.0,225.97474170969804
Abell2744,A8,S13_P4,,1,64.9244736795287,0.0,50.099368420186345
Abell2744,A8,S13_P4,,2,38.5577510368822,0.0,50.099368420186345
Abell2744,A8,S13_P4,,3,33.514063738591105,0.0,50.099368420186345
Abell2744,A8,S13_P4,,4,2.346090941798413,0.0,50.099368420186345
Abell2744,A8,S19,kappa,1,25.48101621902373,0.0,16.121419645586954
Abell2744,A8,S19,kappa,2,19.747653808654654,0.0,16.121419645586954
Abell2744,A8,S19,kappa,3,17.464046913197308,0.0,16.121419645586954
Abell2744,A8,S19,kappa,4,16.661079178225965,0.0,16.121419645586954
Abell2744,A8,S20,gamma1,1,23.128847171116877,0.0,16.881217649505086
Abell2744,A8,S20,gamma1,2,18.61460316142103,0.0,16.881217649505086
Abell2744,A8,S20,gamma1,3,17.21220593611251,0.0,16.881217649505086
Abell2744,A8,S20,gamma1,4,17.539061834084176,0.0,16.881217649505086
Abell2744,A8,S20,gamma2,1,5.387932834461976,0.0,24.976424438616665
Abell2744,A8,S20,gamma2,2,5.1437611831324075,0.0,24.976424438616665
Abell2744,A8,S20,gamma2,3,5.081287566379917,0.0,24.976424438616665
Abell2744,A8,S20,gamma2,4,5.228669299669822,0.0,24.976424438616665
Abell2744,A8,S20,gamma_mag,1,1.0275472576047497,0.0,31.50210924816049
Abell2744,A8,S20,gamma_mag,2,1.115338779752895,0.0,31.50210924816049
Abell2744,A8,S20,gamma_mag,3,1.282329444181409,0.0,31.50210924816049
Abell2744,A8,S20,gamma_mag,4,1.572537381403678,0.0,31.50210924816049
MACS0416,C10,S00,,1,13.152260364489424,0.0,0.0
MACS0416,C10,S00,,2,10.155415214801538,0.0,0.0
MACS0416,C10,S00,,3,69.01776587009925,0.0,0.0
MACS0416,C10,S00,,4,2.4001714465461967,0.0,0.0
MACS0416,C10,S01,,1,13.15226036448943,0.0,5.731332139511976e-14
MACS0416,C10,S01,,2,10.155415214801536,0.0,5.731332139511976e-14
MACS0416,C10,S01,,3,69.01776587009931,0.0,5.731332139511976e-14
MACS0416,C10,S01,,4,2.4001714465461967,0.0,5.731332139511976e-14
MACS0416,C10,S02,,1,22.995630255921597,0.0,52.06653945896826
MACS0416,C10,S02,,2,32.35977426370637,0.0,52.06653945896826
MACS0416,C10,S02,,3,22.96358265890731,0.0,52.06653945896826
MACS0416,C10,S02,,4,2.2941130191116064,0.0,52.06653945896826
MACS0416,C10,C10-S03,,1,86.46574028313012,0.0,141.11452279018422
MACS0416,C10,C10-S03,,2,125.70350437411079,0.0,141.11452279018422
MACS0416,C10,C10-S03,,3,103.47156862544387,0.0,141.11452279018422
MACS0416,C10,C10-S03,,4,2.27066527443719,0.0,141.11452279018422
MACS0416,C10,C10-S04,,1,21.091055925388922,0.0,40.52433990560831
MACS0416,C10,C10-S04,,2,17.214256624606314,0.0,40.52433990560831
MACS0416,C10,C10-S04,,3,30.857721982383595,0.0,40.52433990560831
MACS0416,C10,C10-S04,,4,10.954787642867373,0.0,40.52433990560831
MACS0416,C10,C10-S05,,1,25.178103480642022,0.0,44.645417241413845
MACS0416,C10,C10-S05,,2,30.225209167416278,0.0,44.645417241413845
MACS0416,C10,C10-S05,,3,35.37498089500478,0.0,44.645417241413845
MACS0416,C10,C10-S05,,4,20.11905312188802,0.0,44.645417241413845
MACS0416,C10,C10-S06,,1,21.091055925388922,0.0,40.52433990560831
MACS0416,C10,C10-S06,,2,17.214256624606314,0.0,40.52433990560831
MACS0416,C10,C10-S06,,3,30.857721982383595,0.0,40.52433990560831
MACS0416,C10,C10-S06,,4,10.954787642867373,0.0,40.52433990560831
MACS0416,C10,S13_P0,,1,17.36148528984693,0.0,49.01930073113645
MACS0416,C10,S13_P0,,2,17.70659813876108,0.0,49.01930073113645
MACS0416,C10,S13_P0,,3,20.76744825572516,0.0,49.01930073113645
MACS0416,C10,S13_P0,,4,2.153683600464975,0.0,49.01930073113645
MACS0416,C10,S13_P3,,1,17.966601135690283,0.0,41.246783224797646
MACS0416,C10,S13_P3,,2,20.583269930002196,0.0,41.246783224797646
MACS0416,C10,S13_P3,,3,32.123938332241124,0.0,41.246783224797646
MACS0416,C10,S13_P3,,4,16.830160531006744,0.0,41.246783224797646
MACS0416,C10,S13_P4,,1,15.761056599203288,0.0,49.11168201750821
MACS0416,C10,S13_P4,,2,16.641860376808047,0.0,49.11168201750821
MACS0416,C10,S13_P4,,3,20.406839787338182,0.0,49.11168201750821
MACS0416,C10,S13_P4,,4,2.164826314443747,0.0,49.11168201750821
MACS0416,C10,S19,kappa,1,21.616657258906685,0.0,59.275640507280315
MACS0416,C10,S19,kappa,2,13.75426264254487,0.0,59.275640507280315
MACS0416,C10,S19,kappa,3,11.028843156474137,0.0,59.275640507280315
MACS0416,C10,S19,kappa,4,10.541957642900709,0.0,59.275640507280315
MACS0416,C10,S20,gamma1,1,22.462680646035228,0.0,59.170126363397145
MACS0416,C10,S20,gamma1,2,14.156269885156139,0.0,59.170126363397145
MACS0416,C10,S20,gamma1,3,11.339436864971663,0.0,59.170126363397145
MACS0416,C10,S20,gamma1,4,10.863235497132436,0.0,59.170126363397145
MACS0416,C10,S20,gamma2,1,73.64200874195635,0.0,82.32828912739976
MACS0416,C10,S20,gamma2,2,27.18739949687851,0.0,82.32828912739976
MACS0416,C10,S20,gamma2,3,18.98041914154218,0.0,82.32828912739976
MACS0416,C10,S20,gamma2,4,20.431060932556232,0.0,82.32828912739976
MACS0416,C10,S20,gamma_mag,1,1.0282428522775915,0.0,69.39684282854154
MACS0416,C10,S20,gamma_mag,2,1.1186386720474486,0.0,69.39684282854154
MACS0416,C10,S20,gamma_mag,3,1.2930680068749876,0.0,69.39684282854154
MACS0416,C10,S20,gamma_mag,4,1.6052104511546978,0.0,69.39684282854154
MACS0416,A8,S00,,1,13.665409627898999,0.0,8.228318998625433
MACS0416,A8,S00,,2,10.379553671862096,0.0,8.228318998625433
MACS0416,A8,S00,,3,77.22675439083147,0.0,8.228318998625433
MACS0416,A8,S00,,4,2.464830515172398,0.0,8.228318998625433
MACS0416,A8,S01,,1,13.665409627898999,0.0,8.228318998625433
MACS0416,A8,S01,,2,10.379553671862096,0.0,8.228318998625433
MACS0416,A8,S01,,3,77.22675439083147,0.0,8.228318998625433
MACS0416,A8,S01,,4,2.464830515172398,0.0,8.228318998625433
MACS0416,A8,S02,,1,29.293148485813028,0.0,53.64153276106477
MACS0416,A8,S02,,2,40.0915967663116,0.0,53.64153276106477
MACS0416,A8,S02,,3,27.536467407896055,0.0,53.64153276106477
MACS0416,A8,S02,,4,2.287567645784882,0.0,53.64153276106477
MACS0416,A8,A8-S03,,1,13.672484740763116,0.0,15.025292903482608
MACS0416,A8,A8-S03,,2,10.165860509130923,0.0,15.025292903482608
MACS0416,A8,A8-S03,,3,84.03391457524768,0.0,15.025292903482608
MACS0416,A8,A8-S03,,4,2.463118999883562,0.0,15.025292903482608
MACS0416,A8,A8-S04,,1,13.653960943655148,0.0,15.009864330644463
MACS0416,A8,A8-S04,,2,10.149407557033637,0.0,15.009864330644463
MACS0416,A8,A8-S04,,3,84.01911949222406,0.0,15.009864330644463
MACS0416,A8,A8-S04,,4,2.460811080686806,0.0,15.009864330644463
MACS0416,A8,A8-S05,,1,13.265077201599638,0.0,7.146868042338234
MACS0416,A8,A8-S05,,2,10.027622792493274,0.0,7.146868042338234
MACS0416,A8,A8-S05,,3,76.16257543784437,0.0,7.146868042338234
MACS0416,A8,A8-S05,,4,2.4191586348176193,0.0,7.146868042338234
MACS0416,A8,A8-S06,,1,13.266559458097019,0.0,7.412717826122095
MACS0416,A8,A8-S06,,2,10.020379040655289,0.0,7.412717826122095
MACS0416,A8,A8-S06,,3,76.42834672842814,0.0,7.412717826122095
MACS0416,A8,A8-S06,,4,2.419610087193917,0.0,7.412717826122095
MACS0416,A8,A8-S07,,1,76.92374310147562,0.0,121.95384076138176
MACS0416,A8,A8-S07,,2,98.40090979159321,0.0,121.95384076138176
MACS0416,A8,A8-S07,,3,38.78080517076648,0.0,121.95384076138176
MACS0416,A8,A8-S07,,4,48.273869363142865,0.0,121.95384076138176
MACS0416,A8,A8-S08,,1,76.9237431014756,0.0,121.95384076138177
MACS0416,A8,A8-S08,,2,98.40090979159325,0.0,121.95384076138177
MACS0416,A8,A8-S08,,3,38.78080517076648,0.0,121.95384076138177
MACS0416,A8,A8-S08,,4,48.27386936314288,0.0,121.95384076138177
MACS0416,A8,A8-S09,,1,76.9237431014756,0.0,121.95384076138174
MACS0416,A8,A8-S09,,2,98.4009097915932,0.0,121.95384076138174
MACS0416,A8,A8-S09,,3,38.780805170766456,0.0,121.95384076138174
MACS0416,A8,A8-S09,,4,48.27386936314287,0.0,121.95384076138174
MACS0416,A8,A8-S10,,1,13.444809755569977,0.0,11.279315238568723
MACS0416,A8,A8-S10,,2,10.073542428342373,0.0,11.279315238568723
MACS0416,A8,A8-S10,,3,80.29292837219805,0.0,11.279315238568723
MACS0416,A8,A8-S10,,4,2.4372457353411217,0.0,11.279315238568723
MACS0416,A8,A8-S11,,1,13.452052725713342,0.0,11.155618787720233
MACS0416,A8,A8-S11,,2,10.08444807010852,0.0,11.155618787720233
MACS0416,A8,A8-S11,,3,80.16906598014192,0.0,11.155618787720233
MACS0416,A8,A8-S11,,4,2.437915283458964,0.0,11.155618787720233
MACS0416,A8,A8-S12,,1,76.93566416260555,0.0,103.52762260354768
MACS0416,A8,A8-S12,,2,79.548568804205,0.0,103.52762260354768
MACS0416,A8,A8-S12,,3,67.81159597824893,0.0,103.52762260354768
MACS0416,A8,A8-S12,,4,45.21116805931517,0.0,103.52762260354768
MACS0416,A8,A8-P5,,1,13.444809755569977,0.0,11.279315238568723
MACS0416,A8,A8-P5,,2,10.073542428342373,0.0,11.279315238568723
MACS0416,A8,A8-P5,,3,80.29292837219805,0.0,11.279315238568723
MACS0416,A8,A8-P5,,4,2.4372457353411217,0.0,11.279315238568723
MACS0416,A8,A8-P6,,1,76.92374310147558,0.0,121.95384076138176
MACS0416,A8,A8-P6,,2,98.40090979159324,0.0,121.95384076138176
MACS0416,A8,A8-P6,,3,38.78080517076648,0.0,121.95384076138176
MACS0416,A8,A8-P6,,4,48.27386936314287,0.0,121.95384076138176
MACS0416,A8,S13_P0,,1,30.556889129541158,0.0,54.71281451978105
MACS0416,A8,S13_P0,,2,36.581237040434566,0.0,54.71281451978105
MACS0416,A8,S13_P0,,3,24.383272382058966,0.0,54.71281451978105
MACS0416,A8,S13_P0,,4,2.3058203327011633,0.0,54.71281451978105
MACS0416,A8,S13_P3,,1,75.30844277004618,0.0,220.4144129170278
MACS0416,A8,S13_P3,,2,173.93287778428456,0.0,220.4144129170278
MACS0416,A8,S13_P3,,3,32.4893641876589,0.0,220.4144129170278
MACS0416,A8,S13_P3,,4,131.0925994877991,0.0,220.4144129170278
MACS0416,A8,S13_P4,,1,30.301009642457483,0.0,54.37889411366157
MACS0416,A8,S13_P4,,2,35.80181079553518,0.0,54.37889411366157
MACS0416,A8,S13_P4,,3,24.237884366507124,0.0,54.37889411366157
MACS0416,A8,S13_P4,,4,2.304623202291758,0.0,54.37889411366157
MACS0416,A8,S19,kappa,1,19.7775652844486,0.0,55.056115395865675
MACS0416,A8,S19,kappa,2,18.598413238212665,0.0,55.056115395865675
MACS0416,A8,S19,kappa,3,16.487093199577536,0.0,55.056115395865675
MACS0416,A8,S19,kappa,4,14.911182211453292,0.0,55.056115395865675
MACS0416,A8,S20,gamma1,1,19.35831406464583,0.0,54.57076257478363
MACS0416,A8,S20,gamma1,2,18.58015423233812,0.0,54.57076257478363
MACS0416,A8,S20,gamma1,3,17.23986138813586,0.0,54.57076257478363
MACS0416,A8,S20,gamma1,4,16.094163027062553,0.0,54.57076257478363
MACS0416,A8,S20,gamma2,1,23.608760071753313,0.0,56.33664907757115
MACS0416,A8,S20,gamma2,2,30.10406968434127,0.0,56.33664907757115
MACS0416,A8,S20,gamma2,3,19.125861136419026,0.0,56.33664907757115
MACS0416,A8,S20,gamma2,4,15.716652590665252,0.0,56.33664907757115
MACS0416,A8,S20,gamma_mag,1,1.026277101677731,0.0,69.42318436170892
MACS0416,A8,S20,gamma_mag,2,1.1097602560092428,0.0,69.42318436170892
MACS0416,A8,S20,gamma_mag,3,1.2683521152612296,0.0,69.42318436170892
MACS0416,A8,S20,gamma_mag,4,1.5445318775238275,0.0,69.42318436170892
MACS1149,C10,S00,,1,11.33607424322536,0.0,0.0
MACS1149,C10,S00,,2,16.087913259822344,0.0,0.0
MACS1149,C10,S00,,3,12.423138519306733,0.0,0.0
MACS1149,C10,S00,,4,2.2310870972047545,0.0,0.0
MACS1149,C10,S01,,1,11.33607424322535,0.0,1.1243440757244517e-14
MACS1149,C10,S01,,2,16.08791325982234,0.0,1.1243440757244517e-14
MACS1149,C10,S01,,3,12.423138519306733,0.0,1.1243440757244517e-14
MACS1149,C10,S01,,4,2.231087097204754,0.0,1.1243440757244517e-14
MACS1149,C10,S02,,1,16.3164029092247,0.0,40.02958811007705
MACS1149,C10,S02,,2,55.75196435350279,0.0,40.02958811007705
MACS1149,C10,S02,,3,14.490841666351514,0.0,40.02958811007705
MACS1149,C10,S02,,4,2.458914169026452,0.0,40.02958811007705
MACS1149,C10,C10-S03,,1,67.91407952592998,0.0,250.5273115560654
MACS1149,C10,C10-S03,,2,161.01909492896516,0.0,250.5273115560654
MACS1149,C10,C10-S03,,3,208.78453649501648,0.0,250.5273115560654
MACS1149,C10,C10-S03,,4,2.361925741988853,0.0,250.5273115560654
MACS1149,C10,C10-S04,,1,48.150523031592236,0.0,43.41758629175261
MACS1149,C10,C10-S04,,2,33.20783459882121,0.0,43.41758629175261
MACS1149,C10,C10-S04,,3,25.2261279422183,0.0,43.41758629175261
MACS1149,C10,C10-S04,,4,10.761908569595494,0.0,43.41758629175261
MACS1149,C10,C10-S05,,1,77.37972704380402,0.0,109.74706230939692
MACS1149,C10,C10-S05,,2,90.39845333193975,0.0,109.74706230939692
MACS1149,C10,C10-S05,,3,46.7400122930253,0.0,109.74706230939692
MACS1149,C10,C10-S05,,4,33.58311125654999,0.0,109.74706230939692
MACS1149,C10,C10-S06,,1,48.150523031592236,0.0,43.41758629175261
MACS1149,C10,C10-S06,,2,33.20783459882121,0.0,43.41758629175261
MACS1149,C10,C10-S06,,3,25.2261279422183,0.0,43.41758629175261
MACS1149,C10,C10-S06,,4,10.761908569595494,0.0,43.41758629175261
MACS1149,C10,S13_P0,,1,12.724412900961527,0.0,19.050666904335657
MACS1149,C10,S13_P0,,2,34.994620716196096,0.0,19.050666904335657
MACS1149,C10,S13_P0,,3,14.28239166379308,0.0,19.050666904335657
MACS1149,C10,S13_P0,,4,2.513958402225519,0.0,19.050666904335657
MACS1149,C10,S13_P3,,1,40.38316893818522,0.0,92.13591069833916
MACS1149,C10,S13_P3,,2,56.37917898569765,0.0,92.13591069833916
MACS1149,C10,S13_P3,,3,89.31403006644442,0.0,92.13591069833916
MACS1149,C10,S13_P3,,4,12.704722248744936,0.0,92.13591069833916
MACS1149,C10,S13_P4,,1,12.738620162984683,0.0,13.651330204829572
MACS1149,C10,S13_P4,,2,29.59431044396173,0.0,13.651330204829572
MACS1149,C10,S13_P4,,3,13.79199808685434,0.0,13.651330204829572
MACS1149,C10,S13_P4,,4,2.539534650062086,0.0,13.651330204829572
MACS1149,C10,S19,kappa,1,3.8037297657899303,0.0,16.64937643085409
MACS1149,C10,S19,kappa,2,4.033399014344748,0.0,16.64937643085409
MACS1149,C10,S19,kappa,3,4.612808937240413,0.0,16.64937643085409
MACS1149,C10,S19,kappa,4,5.993129140378274,0.0,16.64937643085409
MACS1149,C10,S20,gamma1,1,3.81928576251663,0.0,16.625321017477873
MACS1149,C10,S20,gamma1,2,4.052391059813559,0.0,16.625321017477873
MACS1149,C10,S20,gamma1,3,4.6379990166611265,0.0,16.625321017477873
MACS1149,C10,S20,gamma1,4,6.030692098769876,0.0,16.625321017477873
MACS1149,C10,S20,gamma2,1,7.186715583348496,0.0,11.133459139289508
MACS1149,C10,S20,gamma2,2,7.801028452900385,0.0,11.133459139289508
MACS1149,C10,S20,gamma2,3,7.448041519797733,0.0,11.133459139289508
MACS1149,C10,S20,gamma2,4,5.879742350886109,0.0,11.133459139289508
MACS1149,C10,S20,gamma_mag,1,1.0345888384588948,0.0,21.249490920015237
MACS1149,C10,S20,gamma_mag,2,1.148299935183053,0.0,21.249490920015237
MACS1149,C10,S20,gamma_mag,3,1.3759474144147534,0.0,21.249490920015237
MACS1149,C10,S20,gamma_mag,4,1.7977451797202684,0.0,21.249490920015237
MACS1149,A8,S00,,1,12.234320377370953,0.0,1.8466927555542747
MACS1149,A8,S00,,2,17.284496842765137,0.0,1.8466927555542747
MACS1149,A8,S00,,3,13.497219785431296,0.0,1.8466927555542747
MACS1149,A8,S00,,4,2.3651213417140586,0.0,1.8466927555542747
MACS1149,A8,S01,,1,12.234320377370953,0.0,1.8466927555542747
MACS1149,A8,S01,,2,17.284496842765137,0.0,1.8466927555542747
MACS1149,A8,S01,,3,13.497219785431296,0.0,1.8466927555542747
MACS1149,A8,S01,,4,2.3651213417140586,0.0,1.8466927555542747
MACS1149,A8,S02,,1,21.577344771308262,0.0,64.04020954168159
MACS1149,A8,S02,,2,78.73369423772307,0.0,64.04020954168159
MACS1149,A8,S02,,3,20.891846310748694,0.0,64.04020954168159
MACS1149,A8,S02,,4,2.458968920016541,0.0,64.04020954168159
MACS1149,A8,A8-S03,,1,12.544409946194875,0.0,2.3538603312705675
MACS1149,A8,A8-S03,,2,17.619635998810953,0.0,2.3538603312705675
MACS1149,A8,A8-S03,,3,13.73171073541391,0.0,2.3538603312705675
MACS1149,A8,A8-S03,,4,2.379571083398327,0.0,2.3538603312705675
MACS1149,A8,A8-S04,,1,12.518458140206455,0.0,2.2956821562925276
MACS1149,A8,A8-S04,,2,17.583267991272912,0.0,2.2956821562925276
MACS1149,A8,A8-S04,,3,13.69414097460213,0.0,2.2956821562925276
MACS1149,A8,A8-S04,,4,2.3745857684222207,0.0,2.2956821562925276
MACS1149,A8,A8-S05,,1,11.726390808534209,0.0,0.7388152557384796
MACS1149,A8,A8-S05,,2,16.584334146829104,0.0,0.7388152557384796
MACS1149,A8,A8-S05,,3,12.804587800251861,0.0,0.7388152557384796
