cluster,model,stage_id,timestep,smoothing,norm_mode,pearson,spearman,ssim,amplitude_ratio,variance_ratio,mean_bias,sign_agreement,normalized_rms_difference,n_finite
Abell2744,C10,S13_P3,-1,S1,N0,0.03662718329484176,-0.01937226694060963,0.0010927436835074028,35.86734135900715,456.324199412237,-0.07986398411247703,0.517333984375,0.15134254583714357,4096
Abell2744,C10,S13_P3,-1,S1,N1,0.036627183294841784,-0.01937226694060963,0.09444241050062147,1.0,1.0000000000000002,-1.6653345369377348e-16,0.487548828125,0.12509759344679502,4096
Abell2744,C10,S13_P3,-1,S1,N2,0.03662718329484171,-0.01937226694060963,0.018657863599182995,0.9999999999999999,0.35471138524066853,-0.7466591511402397,0.517333984375,0.20695177738151221,4096
Abell2744,C10,S13_P4,-1,S0,N0,0.3751944906845082,0.2168462239817328,0.11590933791448528,4.492374054619547,20.26942992124765,-0.06217532298007464,0.830078125,0.09471485375380687,4096
Abell2744,C10,S13_P4,-1,S0,N1,0.3751944906845082,0.2168462239817328,0.41379584058133373,1.0,1.0,1.942890293094024e-16,0.571044921875,0.08501463107023217,4096
Abell2744,C10,S13_P4,-1,S0,N2,0.3751944906845082,0.2168462239817328,0.4203868739797655,0.9999999999999999,1.0043607067474063,0.0014198740351634188,0.830078125,0.08492250737420189,4096
Abell2744,C10,S13_P4,-1,S1,N0,0.6808853229320465,0.4195273971182792,0.13087861656867514,4.823150055906687,32.99796364721171,-0.062143228959007965,1.0,0.12409313885226156,4096
Abell2744,C10,S13_P4,-1,S1,N1,0.6808853229320466,0.4195273971182792,0.6939659693156189,1.0,1.0000000000000002,-2.7755575615628914e-16,0.626953125,0.07199878220587186,4096
Abell2744,C10,S13_P4,-1,S1,N2,0.6808853229320465,0.4195273971182792,0.6888012939814645,0.9999999999999999,1.4184877588196887,0.06243917872589045,1.0,0.06819786091336952,4096
Abell2744,A8,S00,-1,S0,N0,0.9914673473578465,0.9815685135618643,0.1554989492800503,5.533248621684235,30.41952502161828,-0.06560352360535317,0.84521484375,0.09054454357417425,4096
Abell2744,A8,S00,-1,S0,N1,0.9914673473578465,0.9815685135618643,0.991994506458202,0.9999999999999999,0.9999999999999999,8.096279723035504e-17,0.9541015625,0.009934895021129079,4096
Abell2744,A8,S00,-1,S0,N2,0.9914673473578464,0.9815685135618643,0.9920723920297844,1.0,0.9935553347191148,-0.0021264421777478716,0.84521484375,0.0099567808816206,4096
Abell2744,A8,S00,-1,S1,N0,0.9989435678732859,0.9975856422404583,0.14541936305490422,5.550912995612049,30.841159775745222,-0.06560330516619464,0.99853515625,0.12427750893061004,4096
Abell2744,A8,S00,-1,S1,N1,0.9989435678732861,0.9975856422404583,0.9989868714756298,1.0,1.0000000000000002,-1.3135109319661886e-16,0.9794921875,0.004142595805849738,4096
Abell2744,A8,S00,-1,S1,N2,0.998943567873286,0.9975856422404583,0.9989989379766118,1.0,1.0009257465585766,0.0002033197068385543,0.99853515625,0.004141962046284779,4096
Abell2744,A8,S01,-1,S0,N0,0.9914673473578465,0.9815685135618643,0.1554989492800503,5.533248621684235,30.41952502161828,-0.06560352360535317,0.84521484375,0.09054454357417425,4096
Abell2744,A8,S01,-1,S0,N1,0.9914673473578465,0.9815685135618643,0.991994506458202,0.9999999999999999,0.9999999999999999,8.096279723035504e-17,0.9541015625,0.009934895021129079,4096
Abell2744,A8,S01,-1,S0,N2,0.9914673473578464,0.9815685135618643,0.9920723920297844,1.0,0.9935553347191148,-0.0021264421777478716,0.84521484375,0.0099567808816206,4096
Abell2744,A8,S01,-1,S1,N0,0.9989435678732859,0.9975856422404583,0.14541936305490422,5.550912995612049,30.841159775745222,-0.06560330516619464,0.99853515625,0.12427750893061004,4096
Abell2744,A8,S01,-1,S1,N1,0.9989435678732861,0.9975856422404583,0.9989868714756298,1.0,1.0000000000000002,-1.3135109319661886e-16,0.9794921875,0.004142595805849738,4096
Abell2744,A8,S01,-1,S1,N2,0.998943567873286,0.9975856422404583,0.9989989379766118,1.0,1.0009257465585766,0.0002033197068385543,0.99853515625,0.004141962046284779,4096
Abell2744,A8,S02,-1,S0,N0,0.48872511576850286,0.30609939919352674,0.4688075386700844,0.6985973793780154,0.6957745703718126,0.04904928796429184,0.859375,0.09861442802771062,4096
Abell2744,A8,S02,-1,S0,N1,0.4887251157685029,0.30609939919352674,0.5203123863758008,0.9999999999999999,0.9999999999999999,-1.231653667943533e-16,0.590087890625,0.07690392023433283,4096
Abell2744,A8,S02,-1,S0,N2,0.4887251157685029,0.30609939919352674,0.5209277296570396,0.9999999999999999,1.4256556760967418,0.0919086165358192,0.859375,0.07217266194488028,4096
Abell2744,A8,S02,-1,S1,N0,0.7649958666988953,0.5315602287485773,0.6973582405446167,0.6983703812348769,0.9720609053745484,0.049235079917878705,1.0,0.09744522738836942,4096
Abell2744,A8,S02,-1,S1,N1,0.7649958666988955,0.5315602287485773,0.7746287861077858,1.0,1.0000000000000002,1.734723475976807e-17,0.669189453125,0.061785919123541574,4096
Abell2744,A8,S02,-1,S1,N2,0.7649958666988954,0.5315602287485773,0.7354657633747848,1.0,1.993066790060932,0.10295534974010301,1.0,0.06032020573706622,4096
Abell2744,A8,A8-S03,-1,S0,N0,0.9787490742040242,0.9628360076425639,0.1478772339582352,5.701733277121893,34.719288853772724,-0.06559073455219458,0.850830078125,0.09127471893402485,4096
Abell2744,A8,A8-S03,-1,S0,N1,0.9787490742040243,0.9628360076425639,0.9800619858382074,0.9999999999999999,0.9999999999999999,6.396792817664476e-18,0.93115234375,0.015678704564581508,4096
Abell2744,A8,A8-S03,-1,S0,N2,0.9787490742040243,0.9628360076425639,0.9794608242324303,0.9999999999999999,1.0679650151124578,0.020541203376727823,0.850830078125,0.015781755814837317,4096
Abell2744,A8,A8-S03,-1,S1,N0,0.9960814677965035,0.9914786492168285,0.14289205580066527,5.592009655590273,32.2844608805898,-0.06559053040602808,0.998291015625,0.12451298377533597,4096
Abell2744,A8,A8-S03,-1,S1,N1,0.9960814677965035,0.9914786492168285,0.996242090098704,1.0000000000000002,1.0000000000000004,-3.170207152347615e-16,0.963623046875,0.007978357109411523,4096
Abell2744,A8,A8-S03,-1,S1,N2,0.9960814677965036,0.9914786492168285,0.9961343687820533,0.9999999999999999,1.0324231003115987,0.0068752435735004655,0.998291015625,0.00810970788835558,4096
Abell2744,A8,A8-S04,-1,S0,N0,0.9787617562183109,0.9631523385916367,0.1475200816955544,5.711445039401169,34.98616922379093,-0.06559084138587233,0.850830078125,0.0913079151240222,4096
Abell2744,A8,A8-S04,-1,S0,N1,0.9787617562183112,0.9631523385916367,0.9800738843400836,0.9999999999999999,0.9999999999999999,7.871307772244762e-17,0.930908203125,0.015674025539503873,4096
Abell2744,A8,A8-S04,-1,S0,N2,0.978761756218311,0.9631523385916367,0.9793629204928626,1.0,1.0725175031682668,0.021805332011354622,0.850830078125,0.015807049356282483,4096
Abell2744,A8,A8-S04,-1,S1,N0,0.9960417159448975,0.9914397082893562,0.14276088263061737,5.594427829906075,32.36520665235592,-0.06559063986356756,0.99853515625,0.12452532604530485,4096
Abell2744,A8,A8-S04,-1,S1,N1,0.9960417159448975,0.9914397082893562,0.9962039676924082,0.9999999999999998,0.9999999999999998,-1.6067876196235176e-16,0.963134765625,0.008018723521651203,4096
Abell2744,A8,A8-S04,-1,S1,N2,0.9960417159448975,0.9914397082893562,0.9960806317559125,1.0,1.0341107028179017,0.007219751667126237,0.99853515625,0.008165450730515616,4096
Abell2744,A8,A8-S05,-1,S0,N0,0.9902127087867972,0.9844033395655581,0.14666751864807,5.765504954660795,36.41419133289937,-0.06560784203595614,0.858154296875,0.09137198552882073,4096
Abell2744,A8,A8-S05,-1,S0,N1,0.9902127087867977,0.9844033395655581,0.9908173811960999,0.9999999999999999,0.9999999999999999,5.941427905220564e-17,0.96142578125,0.010640266476264617,4096
Abell2744,A8,A8-S05,-1,S0,N2,0.9902127087867973,0.9844033395655581,0.9892937551953208,0.9999999999999999,1.0954586031599785,0.02798487750521574,0.858154296875,0.011366644300415084,4096
Abell2744,A8,A8-S05,-1,S1,N0,0.9984185429193962,0.9972010775314355,0.14236705025714239,5.608227992552185,32.68677851428029,-0.06560766663935744,1.0,0.12456540471281448,4096
Abell2744,A8,A8-S05,-1,S1,N1,0.9984185429193961,0.9972010775314355,0.998483367517977,1.0,1.0000000000000002,-8.950088933867839e-17,0.977294921875,0.005068511850193044,4096
Abell2744,A8,A8-S05,-1,S1,N2,0.9984185429193962,0.9972010775314355,0.9982760385640658,0.9999999999999999,1.0392518318289345,0.008261478157879344,1.0,0.005451664638318738,4096
Abell2744,A8,A8-S06,-1,S0,N0,0.9894502407253555,0.9834909676047247,0.14627281580793866,5.774093262585794,36.66863948261677,-0.06560741535785936,0.858154296875,0.09140971173228785,4096
Abell2744,A8,A8-S06,-1,S0,N1,0.9894502407253557,0.9834909676047247,0.9901020194677264,0.9999999999999999,0.9999999999999999,-3.0357660829594124e-18,0.9580078125,0.011046953458702798,4096
Abell2744,A8,A8-S06,-1,S0,N2,0.9894502407253558,0.9834909676047247,0.9884491494743229,0.9999999999999999,1.099834169239568,0.02912864539453229,0.858154296875,0.011798011230312527,4096
Abell2744,A8,A8-S06,-1,S1,N0,0.9982802503415248,0.9969529614830293,0.14222247504531013,5.610653985278447,32.773825503152096,-0.06560724115128673,1.0,0.12457894194975608,4096
Abell2744,A8,A8-S06,-1,S1,N1,0.9982802503415249,0.9969529614830293,0.9983507436117106,1.0,1.0000000000000002,-7.979727989493313e-17,0.976806640625,0.0052854793101807926,4096
Abell2744,A8,A8-S06,-1,S1,N2,0.9982802503415249,0.9969529614830293,0.9981237575596826,1.0,1.0411185026483292,0.008636840678525763,1.0,0.005685438522243124,4096
Abell2744,A8,A8-S07,-1,S0,N0,0.11615646872947565,0.1094603686411526,0.002073165225626021,3249.06793779569,5010475.769489095,-0.08002296042864854,0.437255859375,0.110394134384062,4096
Abell2744,A8,A8-S07,-1,S0,N1,0.11615646872947565,0.1094603686411526,0.17076154646318026,0.9999999999999999,0.9999999999999999,2.42861286636753e-17,0.5400390625,0.10111345334754353,4096
Abell2744,A8,A8-S07,-1,S0,N2,0.11615646872947563,0.1094603686411526,0.007324812422420611,0.9999999999999999,0.4746367714673289,-0.7126735338392008,0.437255859375,0.14902778560688998,4096
Abell2744,A8,A8-S07,-1,S1,N0,0.08594311981684419,0.0700614813682016,0.0006689360364572808,8209.557758341018,23855712.035637867,-0.08002275297917111,0.5166015625,0.15156915008291952,4096
Abell2744,A8,A8-S07,-1,S1,N1,0.08594311981684419,0.0700614813682016,0.12341070023026779,1.0,1.0,-1.3877787807814457e-16,0.53076171875,0.12185360219691474,4096
Abell2744,A8,A8-S07,-1,S1,N2,0.08594311981684419,0.0700614813682016,0.009253911916971148,0.9999999999999999,0.3539589175930455,-0.7697910047664813,0.5166015625,0.20575715442619436,4096
Abell2744,A8,A8-S08,-1,S0,N0,-0.11615646872947563,-0.1094603686411526,0.0020697498734112557,13537.783074148709,86987426.55363008,-0.08002347422178016,0.422119140625,0.11039787309424845,4096
Abell2744,A8,A8-S08,-1,S0,N1,-0.11615646872947566,-0.1094603686411526,-0.047198775900816475,1.0,1.0000000000000002,5.204170427930421e-17,0.4599609375,0.11362758844624624,4096
Abell2744,A8,A8-S08,-1,S0,N2,-0.11615646872947563,-0.1094603686411526,0.0009879105578462495,0.9999999999999999,0.47463677146732874,-0.7370627331298364,0.422119140625,0.1629135981570908,4096
Abell2744,A8,A8-S08,-1,S1,N0,-0.08594311981684419,-0.0700614813682016,0.0006673979662841171,34206.490659754236,414161667.2853795,-0.0800232676190904,0.4833984375,0.15157094839349236,4096
Abell2744,A8,A8-S08,-1,S1,N1,-0.08594311981684417,-0.0700614813682016,-0.04142984931010195,1.0,1.0000000000000002,-1.3183898417423734e-16,0.46923828125,0.13281749967002568,4096
Abell2744,A8,A8-S08,-1,S1,N2,-0.08594311981684417,-0.0700614813682016,0.003517509447010927,0.9999999999999999,0.3539589175930455,-0.838258628714516,0.4833984375,0.2226175658363565,4096
Abell2744,A8,A8-S09,-1,S0,N0,0.11615646872947563,0.1094603686411526,0.0020738264594425517,2620.216078867492,3258634.085255654,-0.08002286098481662,0.437255859375,0.11039341260547832,4096
Abell2744,A8,A8-S09,-1,S0,N1,0.11615646872947565,0.1094603686411526,0.17076154646318026,0.9999999999999999,0.9999999999999999,1.3877787807814457e-17,0.5400390625,0.10111345334754353,4096
Abell2744,A8,A8-S09,-1,S0,N2,0.11615646872947563,0.1094603686411526,0.007324812422420609,0.9999999999999999,0.4746367714673289,-0.7126735338392008,0.437255859375,0.14902778560688998,4096
Abell2744,A8,A8-S09,-1,S1,N0,0.08594311981684419,0.0700614813682016,0.0006692338344116678,6620.611095436304,15514901.167818591,-0.0800226533714448,0.5166015625,0.15156880241975848,4096
Abell2744,A8,A8-S09,-1,S1,N1,0.0859431198168442,0.0700614813682016,0.12341070023026779,1.0,1.0000000000000002,-1.3877787807814457e-16,0.53076171875,0.12185360219691474,4096
Abell2744,A8,A8-S09,-1,S1,N2,0.08594311981684419,0.0700614813682016,0.009253911916971152,1.0,0.3539589175930456,-0.7697910047664813,0.5166015625,0.20575715442619433,4096
Abell2744,A8,A8-S10,-1,S0,N0,0.9853848505900351,0.9754194439056743,0.1469063835718185,5.7461039520137,35.910305995316634,-0.06559912837186585,0.855712890625,0.0913563001504828,4096
Abell2744,A8,A8-S10,-1,S0,N1,0.9853848505900352,0.9754194439056743,0.9862877947666745,0.9999999999999999,0.9999999999999999,3.3176586478056436e-17,0.9462890625,0.013002380740674727,4096
Abell2744,A8,A8-S10,-1,S0,N2,0.9853848505900351,0.9754194439056743,0.9850750571641023,0.9999999999999999,1.0876073874599088,0.02590505775528064,0.855712890625,0.013418962816021463,4096
Abell2744,A8,A8-S10,-1,S1,N0,0.9974249451563489,0.9948150589882059,0.14249370618849042,5.603045202575983,32.586029245737954,-0.06559894050742715,0.999267578125,0.12455158952615616,4096
Abell2744,A8,A8-S10,-1,S1,N1,0.997424945156349,0.9948150589882059,0.9975304977499734,1.0,1.0000000000000002,-1.286405877654051e-16,0.9697265625,0.006467627556345949,4096
Abell2744,A8,A8-S10,-1,S1,N2,0.9974249451563488,0.9948150589882059,0.9973499685810261,1.0,1.0379661501222885,0.008002058252585237,0.999267578125,0.006730280113702223,4096
Abell2744,A8,A8-S11,-1,S0,N0,0.9858714535139574,0.9758986775018418,0.14728324586958333,5.737256197490871,35.657044453040776,-0.06559928829407537,0.855712890625,0.09132060411693493,4096
Abell2744,A8,A8-S11,-1,S0,N1,0.9858714535139576,0.9758986775018418,0.9867443346878749,0.9999999999999999,0.9999999999999999,1.0083080204115191e-16,0.947021484375,0.012784095073336532,4096
Abell2744,A8,A8-S11,-1,S0,N2,0.9858714535139574,0.9758986775018418,0.9856491719223034,0.9999999999999999,1.0832703465771827,0.024740718747173283,0.855712890625,0.013167196013488458,4096
Abell2744,A8,A8-S11,-1,S1,N0,0.9975320696715395,0.9950015923172253,0.14263172697888846,5.6006584328960916,32.50329998726229,-0.06559909852269274,0.999267578125,0.12453861180669797,4096
Abell2744,A8,A8-S11,-1,S1,N1,0.9975320696715397,0.9950015923172253,0.9976332311857093,1.0000000000000002,1.0000000000000004,-2.023663354944194e-16,0.9697265625,0.0063316690804517805,4096
Abell2744,A8,A8-S11,-1,S1,N2,0.99753206967154,0.9950015923172253,0.9974699659609636,0.9999999999999999,1.0362135852798162,0.00764726144874762,0.999267578125,0.0065765588153507155,4096
Abell2744,A8,A8-S12,-1,S0,N0,-0.5523920394873965,-0.5637743270085723,0.0012409557385515536,25.843991611144972,316.96840690940064,-0.08002358421670737,0.404541015625,0.11209245319462191,4096
Abell2744,A8,A8-S12,-1,S0,N1,-0.5523920394873965,-0.5637743270085723,-0.4541904995451853,0.9999999999999999,0.9999999999999997,3.8163916471489756e-17,0.280029296875,0.13400529305919998,4096
Abell2744,A8,A8-S12,-1,S0,N2,-0.5523920394873965,-0.5637743270085723,-0.01074817266021983,0.9999999999999999,0.4745661901994828,-0.7249171631344796,0.404541015625,0.1834434962197898,4096
Abell2744,A8,A8-S12,-1,S1,N0,-0.5514135768059817,-0.5983947004282483,0.000533268629146858,83.6363767323428,2473.056514219454,-0.08002350001834024,0.527587890625,0.15217481772720803,4096
Abell2744,A8,A8-S12,-1,S1,N1,-0.5514135768059817,-0.5983947004282483,-0.48782047422815555,1.0000000000000002,1.0000000000000004,-1.1796119636642288e-16,0.266357421875,0.15875066568016472,4096
Abell2744,A8,A8-S12,-1,S1,N2,-0.5514135768059818,-0.5983947004282483,-0.00467505021018632,1.0,0.3535441215846127,-0.804303811555791,0.527587890625,0.24702682981197374,4096
Abell2744,A8,A8-P5,-1,S0,N0,0.9853848505900351,0.9754194439056743,0.1469063835718185,5.7461039520137,35.910305995316634,-0.06559912837186585,0.855712890625,0.0913563001504828,4096
Abell2744,A8,A8-P5,-1,S0,N1,0.9853848505900352,0.9754194439056743,0.9862877947666745,0.9999999999999999,0.9999999999999999,3.3176586478056436e-17,0.9462890625,0.013002380740674727,4096
Abell2744,A8,A8-P5,-1,S0,N2,0.9853848505900351,0.9754194439056743,0.9850750571641023,0.9999999999999999,1.0876073874599088,0.02590505775528064,0.855712890625,0.013418962816021463,4096
Abell2744,A8,A8-P5,-1,S1,N0,0.9974249451563489,0.9948150589882059,0.14249370618849042,5.603045202575983,32.586029245737954,-0.06559894050742715,0.999267578125,0.12455158952615616,4096
Abell2744,A8,A8-P5,-1,S1,N1,0.997424945156349,0.9948150589882059,0.9975304977499734,1.0,1.0000000000000002,-1.286405877654051e-16,0.9697265625,0.006467627556345949,4096
Abell2744,A8,A8-P5,-1,S1,N2,0.9974249451563488,0.9948150589882059,0.9973499685810261,1.0,1.0379661501222885,0.008002058252585237,0.999267578125,0.006730280113702223,4096
Abell2744,A8,A8-P6,-1,S0,N0,0.11615646872947565,0.1094603686411526,0.002181428776096407,81.22669844489226,3131.5473559306843,-0.0800068008059612,0.437255859375,0.1102846959311797,4096
Abell2744,A8,A8-P6,-1,S0,N1,0.11615646872947565,0.1094603686411526,0.17076154646318026,1.0,1.0,3.122502256758253e-17,0.5400390625,0.1011134533475435,4096
Abell2744,A8,A8-P6,-1,S0,N2,0.1161564687294756,0.1094603686411526,0.007324812422420609,0.9999999999999999,0.47463677146732874,-0.7126735338392008,0.437255859375,0.14902778560688998,4096
