cluster_id,stage_name,snapshot_index,rms,mean,var,max,min
AbellS1063,A8-J_SF,3,1.7491121361069525e-05,-1.6562705878693755e-07,3.0591189414506013e-10,6.596137228214465e-05,-6.836682586176816e-05
AbellS1063,A8-J_SF,4,1.661387843898859e-05,-1.6054048956252046e-07,2.75995183536701e-10,6.271864417647523e-05,-6.481448007494983e-05
AbellS1063,A8-J_SF,5,1.5786748458562364e-05,-1.556173464182678e-07,2.4919721013541485e-10,5.965042298805537e-05,-6.14614035300306e-05
AbellS1063,A8-J_SF,6,1.5006628125665586e-05,-1.508521478652203e-07,2.2517613133150185e-10,5.674675082717839e-05,-5.829575161177543e-05
AbellS1063,A8-J_SF,7,1.4270619879777214e-05,-1.4623960864623492e-07,2.0362920572995564e-10,5.39982659820627e-05,-5.530641792360429e-05
AbellS1063,A8-J_SF,8,1.3576017596066741e-05,-1.417746321005808e-07,1.842881537224065e-10,5.139616568847775e-05,-5.248298648185443e-05
AbellS1063,A8-J_SF,9,1.292029331230427e-05,-1.374523028500612e-07,1.6691508614041566e-10,4.893217131280737e-05,-4.981568710253128e-05
AbellS1063,A8-J_SF,10,1.230108490554609e-05,-1.3326787979252363e-07,1.5129892952566946e-10,4.659849578692374e-05,-4.729535376201438e-05
AbellS1063,A8-J_SF,11,1.1716184649111649e-05,-1.2921678938922131e-07,1.3725228575341935e-10,4.438781314437328e-05,-4.491338572844609e-05
AbellS1063,A8-J_SF,12,1.11635285855164e-05,-1.2529461923307444e-07,1.24608671738033e-10,4.229323001772063e-05,-4.266171127470881e-05
AbellS1063,A8-J_SF,13,1.0641186655789148e-05,-1.2149711188544928e-07,1.132200918951485e-10,4.0308258966513565e-05,-4.053275379706961e-05
AbellS1063,A8-J_SF,14,1.0147353530011299e-05,-1.1782015896960438e-07,1.0295490207317315e-10,3.84267935142725e-05,-3.8519400175810256e-05
AbellS1063,A8-J_SF,15,9.680340087995751e-06,-1.142597955094842e-07,9.369592891838773e-11,3.664308478122211e-05,-3.661497122553472e-05
AbellS1063,A8-J_SF,16,9.238565502799422e-06,-1.1081219450303285e-07,8.533881320706497e-11,3.4951719607213876e-05,-3.48131940934153e-05
AbellS1063,A8-J_SF,17,8.820549883258934e-06,-1.0747366171968665e-07,7.779054965509575e-11,3.334760006647882e-05,-3.3108176473462215e-05
AbellS1063,A8-J_SF,18,8.424907434974453e-06,-1.0424063071215844e-07,7.096819917879655e-11,3.182592428253822e-05,-3.1494382514031416e-05
AbellS1063,A8-J_SF,19,8.050340102162032e-06,-1.0110965803307688e-07,6.479775259753063e-11,3.038216845782203e-05,-2.9966610304272862e-05
AbellS1063,A8-J_net,0,0.00010569955636386247,9.399471311590854e-07,1.1171512714907964e-08,0.00041514218351502313,-0.0003970375398212966
AbellS1063,A8-J_net,1,0.00010028232103663989,9.109527256613449e-07,1.0055714077627314e-08,0.0003932903132718608,-0.0003772359174203775
AbellS1063,A8-J_net,2,9.517930855772629e-05,8.828941555506882e-07,9.058321275436965e-09,0.00037267722061408535,-0.0003585108728155599
AbellS1063,A8-J_net,3,9.03707936988592e-05,8.557398037325107e-07,8.166148063150077e-09,0.0003532286002858021,-0.00034080042345774726
AbellS1063,A8-J_net,4,8.583837193477436e-05,8.294591960730226e-07,7.36753809385471e-09,0.0003348748137205741,-0.000324046328245122
AbellS1063,A8-J_net,5,8.156486703590554e-05,8.040229564943834e-07,6.652181081670378e-09,0.00031755058490515805,-0.0003081938521049527
AbellS1063,A8-J_net,6,7.753424531593885e-05,7.794027639703043e-07,6.010951728043702e-09,0.0003011947166608397,-0.0002931915459404216
AbellS1063,A8-J_net,7,7.373153604551561e-05,7.555713113388803e-07,5.435768519624648e-09,0.00028574982593862215,-0.00027899104090732394
AbellS1063,A8-J_net,8,7.014275757967816e-05,7.325022658530003e-07,4.919469881312018e-09,0.0002711620968229145,-0.00026554685605713503
AbellS1063,A8-J_net,9,6.675484878023873e-05,7.101702313919824e-07,4.455705493914984e-09,0.00025738105002974494,-0.0002528162184495047
AbellS1063,A8-J_net,10,6.355560534532146e-05,6.885507122613718e-07,4.038840868726898e-09,0.0002443593277704076,-0.00024075889489910598
AbellS1063,A8-J_net,11,6.053362068707684e-05,6.676200785109768e-07,3.6638735169176658e-09,0.0002320524929303048,-0.00022933703457926196
AbellS1063,A8-J_net,12,5.7678231025168064e-05,6.473555327042176e-07,3.3263592650069363e-09,0.0002204188415859955,-0.00021851502175822325
AbellS1063,A8-J_net,13,5.497946438824392e-05,6.27735078074821e-07,3.022347453089936e-09,0.0002094192279515263,-0.0002082593379936534
AbellS1063,A8-J_net,14,5.2427993238391705e-05,6.087374880096227e-07,2.748323913675538e-09,0.00019901690090835298,-0.00019853843315707458
AbellS1063,A8-J_net,15,5.001509045464471e-05,5.903422767990015e-07,2.501160769182516e-09,0.00018917735133192938,-0.0001893226047029809
AbellS1063,A8-J_net,16,4.773258843113035e-05,5.72529671599003e-07,2.2780722081108174e-09,0.00017986816948264568,-0.00018058388463727167
AbellS1063,A8-J_net,17,4.557284106350449e-05,5.552805855517145e-07,2.07657550607075e-09,0.00017105891177955474,-0.00017229593367680722
AbellS1063,A8-J_net,18,4.3528688414034674e-05,5.385765920128186e-07,1.8944566503006523e-09,0.0001627209763224956,-0.00016443394212644748
