cluster_id,cluster_label,candidate_id,physical_source_representation,m10_interface_sha256,n_pairs,interface_expected_pair_count,interface_consumed_pair_count,interface_pair_count_ok,interface_energy,endpoint_closure_bookkeeping,C07_n_photons,C07_jacobian_finite_pixel_count,C07_jacobian_finite_fraction,C07_pearson_vs_observed,C07_spearman_vs_observed,C07_source_count_mean_nonzero,C25_n_photons,C25_jacobian_finite_pixel_count,C25_jacobian_finite_fraction,C25_coverage_target_1024_met,C25_jacobian_mask_equals_ge6_support,C25_source_count_min_nonzero,C25_source_count_max,C25_source_count_mean_nonzero,C25_coverage_row_min,C25_coverage_row_max,C25_coverage_col_min,C25_coverage_col_max,C25_coverage_x_min,C25_coverage_x_max,C25_coverage_y_min,C25_coverage_y_max,C25_pearson_vs_observed,C25_spearman_vs_observed,delta_pearson_C25_minus_C07,delta_spearman_C25_minus_C07,C25_los_mag_vs_observed_on_jacmask_pearson,C25_los_mag_vs_observed_on_jacmask_spearman,C07_vs_C25_kappa_commonmask_count,C07_vs_C25_kappa_commonmask_pearson,C07_vs_C25_kappa_commonmask_spearman,C25_ray_classification,C25_mean_endpoint_displacement,C25_max_endpoint_displacement,C25_conservation_max,C25_kappa_variance_finite,C25_kappa_rms_finite,C25_top25_threshold_positive_kappa,C25_top25_core_pixel_count,C25_top25_core_coverage_fraction,C25_support_fraction_inside_top25_core,C25_top10_threshold_positive_kappa,C25_top10_core_pixel_count,C25_top10_core_coverage_fraction,C25_support_fraction_inside_top10_core,integrity_pass
Abell2744,Abell 2744,PL1_PM1_PS2,M10_interface_field,1e5f83e35cdf44ecd2c333a5e5e1f0afa3713b51442407c7f9988c31ee415cfa,105344,105344,105344,True,1.59223476841446e-05,6.957714862132456e-18,19881,288,0.0703125,0.18233550546929617,0.11643940215971611,69.03125,71289,1024,0.25,True,True,64.0,81.0,69.6181640625,16,47,0,31,-8.0,0.0,-4.0,4.0,0.03156908799833829,0.07095577256634003,-0.15076641747095787,-0.04548362959337608,0.7726471085177528,0.6800437200486374,288,0.9973265523079735,0.9978690184825724,structured_normal,4.769999989438203,4.76999999986109,2.220446049250313e-16,9.236345165355037e-06,0.0030391424354766555,0.11973173347198279,880,0.24545454545454545,0.2109375,0.16033869384029825,352,0.23863636363636365,0.08203125,True
MACS0416,MACS J0416,PL1_PM1_PS2,M10_interface_field,09d468e20852cf237c5d5541c8f706da840dc8148a0994200451cd7253134950,105344,105344,105344,True,1.2839170935185423e-05,1.4092960140259168e-17,19881,288,0.0703125,-0.05572210819315245,-0.06911423105827696,69.03125,71289,1024,0.25,True,True,64.0,81.0,69.6181640625,16,47,0,31,-8.0,0.0,-4.0,4.0,-0.004621798819593821,0.03917152011775321,0.05110030937355863,0.10828575117603018,0.7643210639156373,0.6357423604229182,288,0.9963399142916436,0.9958354934513259,structured_normal,4.769999986294251,4.769999999985311,2.220446049250313e-16,1.9438089604244186e-05,0.004408865160510757,0.1329375841540094,803,0.28268991282689915,0.2216796875,0.1819911986589432,321,0.3177570093457944,0.099609375,True
MACS1149,MACS J1149,PL1_PM1_PS2,M10_interface_field,940ca49a8ccddfd7876031508cadc9b9d307e1810569e64df7478b9e4cba8e46,105344,105344,105344,True,7.072168161708704e-06,6.992893892674703e-18,19881,288,0.0703125,-0.06761928786792495,-0.037705717270561045,69.03125,71289,1024,0.25,True,True,64.0,81.0,69.6181640625,16,47,0,31,-8.0,0.0,-4.0,4.0,0.0017341472587693472,0.05712972532131247,0.0693534351266943,0.09483544259187351,0.8207917035805058,0.7887402514837889,288,0.9955666689809181,0.9983211362019699,structured_normal,4.769999991581854,4.769999999970516,2.220446049250313e-16,6.536749383762548e-06,0.002557428805317707,0.1293801047972271,796,0.30402010050251255,0.236328125,0.18747844440596495,319,0.25391849529780564,0.0791015625,True
AbellS1063,Abell S1063,PL1_PM1_PS2,M10_interface_field,c7b459e51760ba7859208b06c148cb583486f4c5fa3857e5ba01e620fc84b090,105344,105344,105344,True,1.0234042912902285e-05,8.257037746534327e-19,19881,288,0.0703125,-0.07107472338453225,-0.018136953490147854,69.03125,71289,1024,0.25,True,True,64.0,81.0,69.6181640625,16,47,0,31,-8.0,0.0,-4.0,4.0,-0.08376733513138167,0.06348542218010157,-0.012692611746849422,0.08162237567024942,0.8522547946724047,0.7747370203311638,288,0.997009711078457,0.9986421397827423,structured_normal,4.769999982780051,4.769999999966129,2.220446049250313e-16,1.3692912719540335e-05,0.0037004269796770046,0.10319794767669253,738,0.38482384823848237,0.27734375,0.1497507554434596,295,0.4711864406779661,0.1357421875,True
Abell370,Abell 370,PL1_PM1_PS2,M10_interface_field,8cec5e72c5e05e8e28a824cec273ea88ee02d0dd38013f9327bd5026a876508a,105344,105344,105344,True,1.9420397085643687e-05,2.0822327832336436e-17,19881,288,0.0703125,0.030198787179214856,0.07274875516921259,69.03125,71289,1024,0.25,True,True,64.0,81.0,69.6181640625,16,47,0,31,-8.0,0.0,-4.0,4.0,-0.08411356415345597,0.028880076085401617,-0.11431235133267083,-0.043868679083810966,0.8210801831673593,0.7088048176990202,288,0.9975530237201014,0.9982914973736984,structured_normal,4.769999974494186,4.769999999830227,2.220446049250313e-16,2.0441848215644918e-05,0.004521388127059581,0.14107049717789605,862,0.3213457076566125,0.2705078125,0.19314581751823426,345,0.3507246376811594,0.1181640625,True
