cluster_id,pearson_kappa,pearson_gamma,ssim_kappa,rms_kappa
Abell2744,-0.01956876608501394,-0.004424380094293745,-0.02662876421413575,-0.33071587766895105
MACS0416,0.08648589875612378,-0.02928785884059104,-0.007288013652226448,-0.33967218963402224
MACS1149,0.06352532830195981,0.15248187420959877,0.013352989490404157,-0.15073897076041048
AbellS1063,-0.06131351052446191,-0.09281064383528866,-0.06632801654402272,-0.13939063971072627
Abell370,0.03655811914445947,0.11052736564841187,-0.005201110504558064,-0.3235025632796603
