native_axis,native_source_z,native_source_y,native_source_x,native_dest_z,native_dest_y,native_dest_x,mapped_axis,mapped_source_z,mapped_source_y,mapped_source_x,mapped_dest_z,mapped_dest_y,mapped_dest_x,endpoint_swap,expected_sign,A_native,A_transformed_back,absolute_difference
yp,0,63,0,0,62,0,xp,0,0,0,0,0,1,True,-1,-3.4952831844190816e-06,-4.524732801569298e-06,1.0294496171502168e-06
yp,0,62,0,0,61,0,xp,0,0,1,0,0,2,True,-1,-4.600715964720755e-06,-2.7519703713340997e-06,1.8487455933866556e-06
yp,0,61,0,0,60,0,xp,0,0,2,0,0,3,True,-1,-3.2468843228937856e-06,-1.3866689819538434e-06,1.8602153409399422e-06
yp,0,60,0,0,59,0,xp,0,0,3,0,0,4,True,-1,5.355140508320842e-07,1.6476917032362985e-06,1.1121776524042142e-06
yp,0,59,0,0,58,0,xp,0,0,4,0,0,5,True,-1,-6.537110633370605e-06,-2.317882649955278e-06,4.219227983415327e-06
yp,0,58,0,0,57,0,xp,0,0,5,0,0,6,True,-1,-2.4632420508326137e-06,-1.3839749921295166e-06,1.0792670587030972e-06
yp,0,57,0,0,56,0,xp,0,0,6,0,0,7,True,-1,-4.155800470085507e-07,4.975885627581561e-06,5.3914656745901115e-06
yp,0,56,0,0,55,0,xp,0,0,7,0,0,8,True,-1,8.221387523836108e-06,7.114874402703503e-06,1.1065131211326055e-06
yp,0,55,0,0,54,0,xp,0,0,8,0,0,9,True,-1,3.1870984178780395e-06,5.498621253451326e-06,2.311522835573287e-06
yp,0,54,0,0,53,0,xp,0,0,9,0,0,10,True,-1,-8.899991859892713e-07,-2.1639378486459564e-06,1.2739386626566852e-06
yp,0,53,0,0,52,0,xp,0,0,10,0,0,11,True,-1,-3.6702891494773557e-06,-9.806595436411014e-06,6.136306286933658e-06
yp,0,52,0,0,51,0,xp,0,0,11,0,0,12,True,-1,-5.460749887239218e-06,-1.0985677390116542e-05,5.524927502877325e-06
yp,0,51,0,0,50,0,xp,0,0,12,0,0,13,True,-1,-2.2046870802506777e-06,-2.848160738206455e-06,6.434736579557775e-07
