native_axis,native_source_z,native_source_y,native_source_x,native_dest_z,native_dest_y,native_dest_x,mapped_axis,mapped_source_z,mapped_source_y,mapped_source_x,mapped_dest_z,mapped_dest_y,mapped_dest_x,endpoint_swap,expected_sign,A_native,A_transformed_back,absolute_difference
xp,8,0,0,8,0,1,xp,0,0,0,0,0,1,False,1,-1.8352951027513572e-06,1.1252361775772353e-06,2.9605312803285927e-06
xp,8,0,1,8,0,2,xp,0,0,1,0,0,2,False,1,-8.244528221218417e-08,-1.0939205686757556e-06,1.0114752864635713e-06
xp,8,0,2,8,0,3,xp,0,0,2,0,0,3,False,1,-5.850815660989133e-06,-4.429331008919984e-06,1.4214846520691497e-06
xp,8,0,3,8,0,4,xp,0,0,3,0,0,4,False,1,-5.614292846583778e-06,-1.411970998171829e-07,5.473095746766595e-06
xp,8,0,4,8,0,5,xp,0,0,4,0,0,5,False,1,-3.98518209411564e-06,-2.796635492897401e-06,1.1885466012182394e-06
xp,8,0,5,8,0,6,xp,0,0,5,0,0,6,False,1,-5.890623267514881e-06,-3.0360360753405584e-06,2.854587192174322e-06
xp,8,0,6,8,0,7,xp,0,0,6,0,0,7,False,1,-2.1776753824347598e-06,2.352759661000576e-06,4.530435043435335e-06
xp,8,0,7,8,0,8,xp,0,0,7,0,0,8,False,1,-6.905310145211944e-08,2.0284449728826054e-06,2.097498074334725e-06
xp,8,0,8,8,0,9,xp,0,0,8,0,0,9,False,1,2.2586770123845543e-06,2.625285054875977e-06,3.6660804249142286e-07
xp,8,0,9,8,0,10,xp,0,0,9,0,0,10,False,1,4.084152299361556e-06,-1.0307053071679791e-06,5.114857606529535e-06
xp,8,0,10,8,0,11,xp,0,0,10,0,0,11,False,1,-3.7152159771190334e-06,-8.376554509430652e-06,4.661338532311619e-06
xp,8,0,11,8,0,12,xp,0,0,11,0,0,12,False,1,-4.25423889937881e-06,-4.910044713918824e-07,3.7632344279869275e-06
xp,8,0,12,8,0,13,xp,0,0,12,0,0,13,False,1,3.0388934457845804e-06,5.3398499003810076e-06,2.300956454596427e-06
xp,8,0,13,8,0,14,xp,0,0,13,0,0,14,False,1,7.915758975480264e-06,5.965656822690004e-06,1.95010215279026e-06
xp,8,0,14,8,0,15,xp,0,0,14,0,0,15,False,1,-1.6523793543859301e-06,-2.429526444514105e-07,1.4094267099345196e-06
xp,8,0,15,8,0,16,xp,0,0,15,0,0,16,False,1,-1.1757921586529041e-07,-7.812082618093887e-06,7.694503402228596e-06
xp,8,0,16,8,0,17,xp,0,0,16,0,0,17,False,1,-3.992614402449686e-06,-1.5825295965530088e-06,2.4100848058966765e-06
xp,8,0,17,8,0,18,xp,0,0,17,0,0,18,False,1,2.3430870526664596e-06,7.606315637206442e-06,5.263228584539982e-06
xp,8,0,18,8,0,19,xp,0,0,18,0,0,19,False,1,1.6338722632282097e-06,4.428667744649906e-06,2.794795481421696e-06
xp,8,0,19,8,0,20,xp,0,0,19,0,0,20,False,1,2.5246508256162e-06,1.73900819967822e-06,7.8564262593798e-07
xp,8,0,20,8,0,21,xp,0,0,20,0,0,21,False,1,-1.2569129755296617e-06,1.7448153288804894e-06,3.001728304410151e-06
xp,8,0,21,8,0,22,xp,0,0,21,0,0,22,False,1,7.797067661327387e-06,4.067385856706159e-06,3.729681804621228e-06
xp,8,0,22,8,0,23,xp,0,0,22,0,0,23,False,1,6.623718369530792e-06,5.067935332372272e-06,1.5557830371585203e-06
xp,8,0,23,8,0,24,xp,0,0,23,0,0,24,False,1,3.7593875088732164e-06,6.736504852526815e-06,2.9771173436535983e-06
xp,8,0,24,8,0,25,xp,0,0,24,0,0,25,False,1,8.413779782722906e-06,2.667963383390805e-06,5.745816399332101e-06
xp,8,0,25,8,0,26,xp,0,0,25,0,0,26,False,1,-2.8226135005007e-06,-4.790992093151515e-07,2.3435142911855484e-06
xp,8,0,26,8,0,27,xp,0,0,26,0,0,27,False,1,-1.0905652144645052e-05,-5.921525356320182e-06,4.98412678832487e-06
