native_axis,native_source_z,native_source_y,native_source_x,native_dest_z,native_dest_y,native_dest_x,mapped_axis,mapped_source_z,mapped_source_y,mapped_source_x,mapped_dest_z,mapped_dest_y,mapped_dest_x,endpoint_swap,expected_sign,A_native,A_transformed_back,absolute_difference
zp,0,0,63,1,0,63,xp,0,0,0,0,0,1,False,1,3.875030696417091e-05,3.969481422714379e-05,9.445072629728744e-07
zp,1,0,63,2,0,63,xp,0,0,1,0,0,2,False,1,9.930594234298188e-05,0.00010133169840808589,2.025756065104006e-06
zp,2,0,63,3,0,63,xp,0,0,2,0,0,3,False,1,0.0001292627017270403,0.00013140591627079176,2.1432145437514673e-06
zp,3,0,63,4,0,63,xp,0,0,3,0,0,4,False,1,6.303987045093125e-05,6.877363432233306e-05,5.733763871401809e-06
zp,4,0,63,5,0,63,xp,0,0,4,0,0,5,False,1,-5.8420704602138096e-05,-6.062359081096309e-05,2.202886208824996e-06
zp,5,0,63,6,0,63,xp,0,0,5,0,0,6,False,1,-0.00013167649875386756,-0.00013400589810289238,2.3293993490248208e-06
zp,6,0,63,7,0,63,xp,0,0,6,0,0,7,False,1,-0.00010575407867658138,-0.00010796351773771197,2.209439061130584e-06
zp,7,0,63,8,0,63,xp,0,0,7,0,0,8,False,1,-3.947473458490732e-05,-4.070519166749734e-05,1.2304570825900189e-06
zp,0,1,63,1,1,63,xp,0,1,0,0,1,1,False,1,3.151275774709034e-05,2.8557398144709646e-05,2.955359602380694e-06
zp,1,1,63,2,1,63,xp,0,1,1,0,1,2,False,1,7.339581915298589e-05,7.518342855233956e-05,1.7876093993536671e-06
zp,2,1,63,3,1,63,xp,0,1,2,0,1,3,False,1,9.735374683355333e-05,9.964423943353746e-05,2.2904925999841255e-06
zp,3,1,63,4,1,63,xp,0,1,3,0,1,4,False,1,4.797292330340862e-05,5.1446921342443224e-05,3.4739980390346075e-06
zp,4,1,63,5,1,63,xp,0,1,4,0,1,5,False,1,-4.472556567906342e-05,-4.566545872319617e-05,9.398930441327494e-07
zp,5,1,63,6,1,63,xp,0,1,5,0,1,6,False,1,-0.00010071823842154162,-0.00010146076438520848,7.425259636668669e-07
zp,6,1,63,7,1,63,xp,0,1,6,0,1,7,False,1,-8.079614721930394e-05,-8.494780030799241e-05,4.1516530886884706e-06
zp,7,1,63,8,1,63,xp,0,1,7,0,1,8,False,1,-3.0779204692929976e-05,-3.082044385799057e-05,4.1239165060594414e-08
zp,0,2,63,1,2,63,xp,0,2,0,0,2,1,False,1,2.83184154500765e-05,2.236203859925016e-05,5.956376850826341e-06
zp,1,2,63,2,2,63,xp,0,2,1,0,2,2,False,1,6.391672441721183e-05,6.515587824881232e-05,1.239153831600486e-06
zp,2,2,63,3,2,63,xp,0,2,2,0,2,3,False,1,8.215831070865288e-05,8.318413595885409e-05,1.025825250201208e-06
zp,3,2,63,4,2,63,xp,0,2,3,0,2,4,False,1,4.039569528469917e-05,4.140577955032574e-05,1.010084265626573e-06
zp,4,2,63,5,2,63,xp,0,2,4,0,2,5,False,1,-4.004545930676457e-05,-4.470410763819076e-05,4.658648331426185e-06
zp,5,2,63,6,2,63,xp,0,2,5,0,2,6,False,1,-8.576220712214391e-05,-8.328429151007225e-05,2.477915612071659e-06
zp,6,2,63,7,2,63,xp,0,2,6,0,2,7,False,1,-6.83753341749706e-05,-6.763905402618804e-05,7.362801487825505e-07
zp,7,2,63,8,2,63,xp,0,2,7,0,2,8,False,1,-2.616602831063529e-05,-2.5262308823308014e-05,9.037194873272753e-07
zp,0,3,63,1,3,63,xp,0,3,0,0,3,1,False,1,2.411576776916727e-05,2.118803697677583e-05,2.927730792391439e-06
zp,1,3,63,2,3,63,xp,0,3,1,0,3,2,False,1,5.997929643346818e-05,5.9359609659738924e-05,6.196867737292576e-07
zp,2,3,63,3,3,63,xp,0,3,2,0,3,3,False,1,7.45214648338487e-05,6.97674718640121e-05,4.753992969836604e-06
zp,3,3,63,4,3,63,xp,0,3,3,0,3,4,False,1,3.5796314076522894e-05,3.183677570444461e-05,3.959538372078283e-06
zp,4,3,63,5,3,63,xp,0,3,4,0,3,5,False,1,-3.76745075050021e-05,-4.031008919481893e-05,2.6355816898168292e-06
zp,5,3,63,6,3,63,xp,0,3,5,0,3,6,False,1,-7.515928957104481e-05,-7.232163485895526e-05,2.837654712089556e-06
zp,6,3,63,7,3,63,xp,0,3,6,0,3,7,False,1,-6.101252847853275e-05,-5.762068049561373e-05,3.39184798291902e-06
zp,7,3,63,8,3,63,xp,0,3,7,0,3,8,False,1,-2.361862053292259e-05,-2.040317127001451e-05,3.2154492629080802e-06
zp,0,4,63,1,4,63,xp,0,4,0,0,4,1,False,1,1.805992336176152e-05,2.0352024056907102e-05,2.2921006951455822e-06
zp,1,4,63,2,4,63,xp,0,4,1,0,4,2,False,1,5.1265507131421795e-05,4.9190841440270334e-05,2.0746656911514613e-06
zp,2,4,63,3,4,63,xp,0,4,2,0,4,3,False,1,6.762887583787095e-05,6.386025831115242e-05,3.7686175267185305e-06
zp,3,4,63,4,4,63,xp,0,4,3,0,4,4,False,1,3.0172414032965703e-05,2.841639518318791e-05,1.7560188497777921e-06
zp,4,4,63,5,4,63,xp,0,4,4,0,4,5,False,1,-3.081829837583379e-05,-3.217296638306075e-05,1.3546680072269612e-06
zp,5,4,63,6,4,63,xp,0,4,5,0,4,6,False,1,-6.519716579003477e-05,-6.63176102924444e-05,1.1204445024096279e-06
zp,6,4,63,7,4,63,xp,0,4,6,0,4,7,False,1,-5.302038288826412e-05,-5.104724386459123e-05,1.9731390236728936e-06
zp,7,4,63,8,4,63,xp,0,4,7,0,4,8,False,1,-2.0564384183711497e-05,-1.7716314770987278e-05,2.8480694127242194e-06
zp,0,5,63,1,5,63,xp,0,5,0,0,5,1,False,1,1.6227369369118258e-05,1.5215357865665792e-05,1.0120115034524652e-06
zp,1,5,63,2,5,63,xp,0,5,1,0,5,2,False,1,4.45378360369029e-05,4.129911740021285e-05,3.238718636690051e-06
zp,2,5,63,3,5,63,xp,0,5,2,0,5,3,False,1,5.4323023958812725e-05,5.523827588974983e-05,9.152519309371042e-07
zp,3,5,63,4,5,63,xp,0,5,3,0,5,4,False,1,2.325928882875316e-05,2.6759181672445014e-05,3.4998928436918545e-06
zp,4,5,63,5,5,63,xp,0,5,4,0,5,5,False,1,-2.2270381834271994e-05,-2.6726685657057232e-05,4.456303822785238e-06
zp,5,5,63,6,5,63,xp,0,5,5,0,5,6,False,1,-5.593949890690147e-05,-5.558275944674144e-05,3.5673946016002983e-07
zp,6,5,63,7,5,63,xp,0,5,6,0,5,7,False,1,-4.254099898317534e-05,-4.399268793613322e-05,1.4516889529578788e-06
zp,7,5,63,8,5,63,xp,0,5,7,0,5,8,False,1,-1.45695423969937e-05,-1.3701680812036126e-05,8.678615849575743e-07
zp,0,6,63,1,6,63,xp,0,6,0,0,6,1,False,1,1.107454963077114e-05,6.3218381969809466e-06,4.752711433790194e-06
zp,1,6,63,2,6,63,xp,0,6,1,0,6,2,False,1,2.4652490687961265e-05,2.2470951208741876e-05,2.181539479219389e-06
zp,2,6,63,3,6,63,xp,0,6,2,0,6,3,False,1,2.638396507091187e-05,3.284558045362184e-05,6.4616153827099705e-06
zp,3,6,63,4,6,63,xp,0,6,3,0,6,4,False,1,1.2228556693841133e-05,1.3956159714345946e-05,1.7276030205048127e-06
zp,4,6,63,5,6,63,xp,0,6,4,0,6,5,False,1,-1.5126544525422252e-05,-1.4703221409879188e-05,4.233231155430641e-07
zp,5,6,63,6,6,63,xp,0,6,5,0,6,6,False,1,-3.058954835441526e-05,-2.9257290819584534e-05,1.3322575348307278e-06
zp,6,6,63,7,6,63,xp,0,6,6,0,6,7,False,1,-1.875764417135267e-05,-2.517902677755632e-05,6.421382606203649e-06
zp,7,6,63,8,6,63,xp,0,6,7,0,6,8,False,1,-8.458835133331263e-06,-7.381977464219702e-06,1.0768576691115613e-06
zp,0,7,63,1,7,63,xp,0,7,0,0,7,1,False,1,3.6300101370912235e-06,1.050380660687783e-06,2.5796294764034406e-06
zp,1,7,63,2,7,63,xp,0,7,1,0,7,2,False,1,4.904414053118082e-06,3.5153292220991494e-06,1.389084831018933e-06
zp,2,7,63,3,7,63,xp,0,7,2,0,7,3,False,1,6.846588756246123e-06,7.46404117684873e-06,6.174524206026066e-07
zp,3,7,63,4,7,63,xp,0,7,3,0,7,4,False,1,5.208093778064941e-06,-6.482500715719205e-07,5.8563438496368615e-06
zp,4,7,63,5,7,63,xp,0,7,4,0,7,5,False,1,-8.848887540148755e-06,-3.541743600869493e-06,5.307143939279262e-06
zp,5,7,63,6,7,63,xp,0,7,5,0,7,6,False,1,-9.403222145078462e-06,-5.838355603034364e-06,3.5648665420440977e-06
zp,6,7,63,7,7,63,xp,0,7,6,0,7,7,False,1,1.3285999735549286e-06,-4.040135797937785e-06,5.368735771492713e-06
