native_axis,native_source_z,native_source_y,native_source_x,native_dest_z,native_dest_y,native_dest_x,mapped_axis,mapped_source_z,mapped_source_y,mapped_source_x,mapped_dest_z,mapped_dest_y,mapped_dest_x,endpoint_swap,expected_sign,A_native,A_transformed_back,absolute_difference
zp,0,0,0,1,0,0,xp,0,0,0,0,0,1,False,1,1.529647856620067e-05,1.6418070722681093e-05,1.1215921564804239e-06
zp,1,0,0,2,0,0,xp,0,0,1,0,0,2,False,1,4.347176458728437e-05,4.0290886867601014e-05,3.1808777196833587e-06
zp,2,0,0,3,0,0,xp,0,0,2,0,0,3,False,1,5.1942664172903394e-05,5.4740869130227e-05,2.7982049573236037e-06
zp,3,0,0,4,0,0,xp,0,0,3,0,0,4,False,1,2.8224159487518955e-05,3.1849347328728725e-05,3.62518784120977e-06
zp,4,0,0,5,0,0,xp,0,0,4,0,0,5,False,1,-2.2045127680347343e-05,-2.3699303817358673e-05,1.6541761370113294e-06
zp,5,0,0,6,0,0,xp,0,0,5,0,0,6,False,1,-5.3319283894500365e-05,-5.734085096232765e-05,4.021567067827287e-06
zp,6,0,0,7,0,0,xp,0,0,6,0,0,7,False,1,-3.8466861244425095e-05,-4.692270619722713e-05,8.455844952802034e-06
zp,7,0,0,8,0,0,xp,0,0,7,0,0,8,False,1,-1.1935111154466757e-05,-1.7428448163034627e-05,5.49333700856787e-06
zp,0,1,0,1,1,0,xp,0,1,0,0,1,1,False,1,1.3453604274265782e-05,1.2558435993726264e-05,8.951682805395181e-07
zp,1,1,0,2,1,0,xp,0,1,1,0,1,2,False,1,3.71644209543434e-05,3.325081770526973e-05,3.9136032490736744e-06
zp,2,1,0,3,1,0,xp,0,1,2,0,1,3,False,1,4.345930771849648e-05,4.7384988733431316e-05,3.925681014934834e-06
zp,3,1,0,4,1,0,xp,0,1,3,0,1,4,False,1,2.319871315226995e-05,2.6387709582042674e-05,3.1889964297727252e-06
zp,4,1,0,5,1,0,xp,0,1,4,0,1,5,False,1,-1.9386988596300583e-05,-2.060624696279574e-05,1.2192583664951563e-06
zp,5,1,0,6,1,0,xp,0,1,5,0,1,6,False,1,-4.538007121018803e-05,-4.92015136851023e-05,3.821442474914269e-06
zp,6,1,0,7,1,0,xp,0,1,6,0,1,7,False,1,-3.3755331947413856e-05,-4.301518946092256e-05,9.259857513508701e-06
zp,7,1,0,8,1,0,xp,0,1,7,0,1,8,False,1,-8.924244082423579e-06,-1.4821481707007166e-05,5.897237624583587e-06
zp,0,2,0,1,2,0,xp,0,2,0,0,2,1,False,1,1.3697823040128243e-05,9.86752902307462e-06,3.8302940170536225e-06
zp,1,2,0,2,2,0,xp,0,2,1,0,2,2,False,1,3.2253062713259686e-05,3.240298797041802e-05,1.4992525715833382e-07
zp,2,2,0,3,2,0,xp,0,2,2,0,2,3,False,1,3.706371699470323e-05,4.221724715074311e-05,5.15353015603988e-06
zp,3,2,0,4,2,0,xp,0,2,3,0,2,4,False,1,2.2566542361554675e-05,2.1720933021340468e-05,8.456093402142074e-07
zp,4,2,0,5,2,0,xp,0,2,4,0,2,5,False,1,-2.0297212138421872e-05,-2.5019261109205613e-05,4.72204897078374e-06
zp,5,2,0,6,2,0,xp,0,2,5,0,2,6,False,1,-4.3406338227027024e-05,-4.2317402701961155e-05,1.0889355250658694e-06
zp,6,2,0,7,2,0,xp,0,2,6,0,2,7,False,1,-3.269585272157903e-05,-3.488616374779376e-05,2.1903110262147296e-06
zp,7,2,0,8,2,0,xp,0,2,7,0,2,8,False,1,-9.01632257067421e-06,-1.2767799247132468e-05,3.7514766764582576e-06
zp,0,3,0,1,3,0,xp,0,3,0,0,3,1,False,1,1.2955745115832174e-05,1.2236570983202688e-05,7.191741326294865e-07
zp,1,3,0,2,3,0,xp,0,3,1,0,3,2,False,1,3.296025830957232e-05,3.589185352385051e-05,2.931595214278184e-06
zp,2,3,0,3,3,0,xp,0,3,2,0,3,3,False,1,4.106571409177786e-05,4.034882514593349e-05,7.168889458443689e-07
zp,3,3,0,4,3,0,xp,0,3,3,0,3,4,False,1,2.339893975433012e-05,1.7683072150536637e-05,5.7158676037934845e-06
zp,4,3,0,5,3,0,xp,0,3,4,0,3,5,False,1,-1.9658386111165698e-05,-2.6156385640910883e-05,6.497999529745185e-06
zp,5,3,0,6,3,0,xp,0,3,5,0,3,6,False,1,-4.4798579391066605e-05,-4.2902988140876676e-05,1.8955912501899289e-06
zp,6,3,0,7,3,0,xp,0,3,6,0,3,7,False,1,-3.749753648669509e-05,-3.415292435972533e-05,3.344612126969759e-06
zp,7,3,0,8,3,0,xp,0,3,7,0,3,8,False,1,-1.2373381671432364e-05,-1.145170527644138e-05,9.216763949909834e-07
zp,0,4,0,1,4,0,xp,0,4,0,0,4,1,False,1,1.5404092231097007e-05,1.6240103232174894e-05,8.360110010778869e-07
zp,1,4,0,2,4,0,xp,0,4,1,0,4,2,False,1,4.097957334501744e-05,3.841899079096544e-05,2.5605825540519974e-06
zp,2,4,0,3,4,0,xp,0,4,2,0,4,3,False,1,4.7591649273175804e-05,5.0494151744227956e-05,2.9025024710521526e-06
zp,3,4,0,4,4,0,xp,0,4,3,0,4,4,False,1,2.469136195620892e-05,2.202315054461712e-05,2.668211411591801e-06
zp,4,4,0,5,4,0,xp,0,4,4,0,4,5,False,1,-2.299867957539554e-05,-2.577972174448984e-05,2.781042169094303e-06
zp,5,4,0,6,4,0,xp,0,4,5,0,4,6,False,1,-4.8737493920482806e-05,-5.295150372552005e-05,4.214009805037245e-06
zp,6,4,0,7,4,0,xp,0,4,6,0,4,7,False,1,-4.1455636850857574e-05,-4.027539321528636e-05,1.1802436355712163e-06
zp,7,4,0,8,4,0,xp,0,4,7,0,4,8,False,1,-1.828781009774955e-05,-1.3604393946255046e-05,4.683416151494503e-06
zp,0,5,0,1,5,0,xp,0,5,0,0,5,1,False,1,1.5946824521878114e-05,1.6397943885168504e-05,4.5111936329038984e-07
zp,1,5,0,2,5,0,xp,0,5,1,0,5,2,False,1,4.601932187501458e-05,4.441497700333577e-05,1.6043448716788087e-06
zp,2,5,0,3,5,0,xp,0,5,2,0,5,3,False,1,5.4432872849466326e-05,5.941532103934782e-05,4.982448189881496e-06
zp,3,5,0,4,5,0,xp,0,5,3,0,5,4,False,1,2.499738101731787e-05,2.8842612959034735e-05,3.845231941716865e-06
zp,4,5,0,5,5,0,xp,0,5,4,0,5,5,False,1,-2.6188972419883488e-05,-2.881011694364689e-05,2.6211445237634037e-06
zp,5,5,0,6,5,0,xp,0,5,5,0,5,6,False,1,-5.372056348368622e-05,-5.975980459633953e-05,6.039241112653309e-06
zp,6,5,0,7,5,0,xp,0,5,6,0,5,7,False,1,-4.456131363512998e-05,-4.710854753925612e-05,2.5472339041261377e-06
zp,7,5,0,8,5,0,xp,0,5,7,0,5,8,False,1,-1.857226898978592e-05,-1.488426683153882e-05,3.688002158247101e-06
zp,0,6,0,1,6,0,xp,0,6,0,0,6,1,False,1,1.2744033409301123e-05,1.2238758487011966e-05,5.052749222891571e-07
zp,1,6,0,2,6,0,xp,0,6,1,0,6,2,False,1,3.6540015923157465e-05,3.800107375612796e-05,1.4610578329704937e-06
zp,2,6,0,3,6,0,xp,0,6,2,0,6,3,False,1,4.8203100454064255e-05,5.258087461636571e-05,4.377774162301453e-06
zp,3,6,0,4,6,0,xp,0,6,3,0,6,4,False,1,2.1737780828553364e-05,2.352380391621544e-05,1.7860230876620748e-06
