native_axis,native_source_z,native_source_y,native_source_x,native_dest_z,native_dest_y,native_dest_x,mapped_axis,mapped_source_z,mapped_source_y,mapped_source_x,mapped_dest_z,mapped_dest_y,mapped_dest_x,endpoint_swap,expected_sign,A_native,A_transformed_back,absolute_difference
xp,0,0,0,0,0,1,xp,0,0,0,0,0,1,False,1,-4.0359768830180924e-07,-4.0359768830180924e-07,0.0
xp,0,0,1,0,0,2,xp,0,0,1,0,0,2,False,1,-2.25532300188903e-06,-2.25532300188903e-06,0.0
xp,0,0,2,0,0,3,xp,0,0,2,0,0,3,False,1,-2.4964061019065107e-06,-2.4964061019065107e-06,0.0
xp,0,0,3,0,0,4,xp,0,0,3,0,0,4,False,1,1.4876665905586016e-06,1.4876665905586016e-06,0.0
xp,0,0,4,0,0,5,xp,0,0,4,0,0,5,False,1,-2.8299638999118628e-06,-2.8299638999118628e-06,0.0
xp,0,0,5,0,0,6,xp,0,0,5,0,0,6,False,1,-4.118515906352284e-06,-4.118515906352284e-06,0.0
xp,0,0,6,0,0,7,xp,0,0,6,0,0,7,False,1,1.3414656233174806e-06,1.3414656233174806e-06,0.0
xp,0,0,7,0,0,8,xp,0,0,7,0,0,8,False,1,1.9350684924936664e-06,1.9350684924936664e-06,0.0
xp,0,0,8,0,0,9,xp,0,0,8,0,0,9,False,1,3.6218324173252983e-06,3.6218324173252983e-06,0.0
xp,0,0,9,0,0,10,xp,0,0,9,0,0,10,False,1,-8.541635613093268e-07,-8.541635613093268e-07,0.0
xp,0,0,10,0,0,11,xp,0,0,10,0,0,11,False,1,-8.254144774718399e-06,-8.254144774718399e-06,0.0
xp,0,0,11,0,0,12,xp,0,0,11,0,0,12,False,1,-3.054633911781578e-06,-3.054633911781578e-06,0.0
xp,0,0,12,0,0,13,xp,0,0,12,0,0,13,False,1,1.5658572246172521e-06,1.5658572246172521e-06,0.0
xp,0,0,13,0,0,14,xp,0,0,13,0,0,14,False,1,6.066314412150902e-06,6.066314412150902e-06,0.0
xp,0,0,14,0,0,15,xp,0,0,14,0,0,15,False,1,-8.974436853873537e-07,-8.974436853873537e-07,0.0
xp,0,0,15,0,0,16,xp,0,0,15,0,0,16,False,1,-4.324039097530892e-06,-4.324039097530892e-06,0.0
xp,0,0,16,0,0,17,xp,0,0,16,0,0,17,False,1,1.2619316098309621e-06,1.2619316098309621e-06,0.0
xp,0,0,17,0,0,18,xp,0,0,17,0,0,18,False,1,5.512146256839375e-06,5.512146256839375e-06,0.0
xp,0,0,18,0,0,19,xp,0,0,18,0,0,19,False,1,4.525637050874539e-06,4.525637050874539e-06,0.0
xp,0,0,19,0,0,20,xp,0,0,19,0,0,20,False,1,3.969483080551252e-06,3.969483080551252e-06,0.0
xp,0,0,20,0,0,21,xp,0,0,20,0,0,21,False,1,3.3918302323979253e-06,3.3918302323979253e-06,0.0
xp,0,0,21,0,0,22,xp,0,0,21,0,0,22,False,1,5.430307468844368e-06,5.430307468844368e-06,0.0
xp,0,0,22,0,0,23,xp,0,0,22,0,0,23,False,1,2.9735309571535484e-06,2.9735309571535484e-06,0.0
xp,0,0,23,0,0,24,xp,0,0,23,0,0,24,False,1,4.8551344925032024e-06,4.8551344925032024e-06,0.0
xp,0,0,24,0,0,25,xp,0,0,24,0,0,25,False,1,5.144511573285689e-06,5.144511573285689e-06,0.0
xp,0,0,25,0,0,26,xp,0,0,25,0,0,26,False,1,1.073031730977755e-06,1.073031730977755e-06,0.0
xp,0,0,26,0,0,27,xp,0,0,26,0,0,27,False,1,-7.646037318364603e-06,-7.646037318364603e-06,0.0
xp,0,0,27,0,0,28,xp,0,0,27,0,0,28,False,1,-7.995728593447077e-06,-7.995728593447077e-06,0.0
xp,0,0,28,0,0,29,xp,0,0,28,0,0,29,False,1,-4.6494286170359314e-08,-4.6494286170359314e-08,0.0
xp,0,0,29,0,0,30,xp,0,0,29,0,0,30,False,1,-1.246563721429317e-05,-1.246563721429317e-05,0.0
xp,0,0,30,0,0,31,xp,0,0,30,0,0,31,False,1,-7.740931819922283e-06,-7.740931819922283e-06,0.0
xp,0,0,31,0,0,32,xp,0,0,31,0,0,32,False,1,-1.5326332023739148e-06,-1.5326332023739148e-06,0.0
xp,0,0,32,0,0,33,xp,0,0,32,0,0,33,False,1,2.2404389893804373e-06,2.2404389893804373e-06,0.0
xp,0,0,33,0,0,34,xp,0,0,33,0,0,34,False,1,3.0323720367594876e-06,3.0323720367594876e-06,0.0
xp,0,0,34,0,0,35,xp,0,0,34,0,0,35,False,1,7.320535591664174e-06,7.320535591664174e-06,0.0
xp,0,0,35,0,0,36,xp,0,0,35,0,0,36,False,1,-1.6782424237725484e-06,-1.6782424237725484e-06,0.0
xp,0,0,36,0,0,37,xp,0,0,36,0,0,37,False,1,3.4959397375852823e-06,3.4959397375852823e-06,0.0
xp,0,0,37,0,0,38,xp,0,0,37,0,0,38,False,1,-1.6163334949923667e-06,-1.6163334949923667e-06,0.0
xp,0,0,38,0,0,39,xp,0,0,38,0,0,39,False,1,-5.531798887043865e-07,-5.531798887043865e-07,0.0
xp,0,0,39,0,0,40,xp,0,0,39,0,0,40,False,1,-3.316849763908999e-06,-3.316849763908999e-06,0.0
xp,0,0,40,0,0,41,xp,0,0,40,0,0,41,False,1,9.238117698607959e-08,9.238117698607959e-08,0.0
xp,0,0,41,0,0,42,xp,0,0,41,0,0,42,False,1,-3.113380200663509e-06,-3.113380200663509e-06,0.0
xp,0,0,42,0,0,43,xp,0,0,42,0,0,43,False,1,-2.3180100982588076e-06,-2.3180100982588076e-06,0.0
xp,0,0,43,0,0,44,xp,0,0,43,0,0,44,False,1,-3.9797394860448085e-06,-3.9797394860448085e-06,0.0
xp,0,0,44,0,0,45,xp,0,0,44,0,0,45,False,1,1.694892220468735e-06,1.694892220468735e-06,0.0
xp,0,0,45,0,0,46,xp,0,0,45,0,0,46,False,1,2.6019850464326267e-06,2.6019850464326267e-06,0.0
xp,0,0,46,0,0,47,xp,0,0,46,0,0,47,False,1,-2.036350399617911e-06,-2.036350399617911e-06,0.0
xp,0,0,47,0,0,48,xp,0,0,47,0,0,48,False,1,-2.770034166147878e-06,-2.770034166147878e-06,0.0
xp,0,0,48,0,0,49,xp,0,0,48,0,0,49,False,1,-7.724559149999893e-07,-7.724559149999893e-07,0.0
xp,0,0,49,0,0,50,xp,0,0,49,0,0,50,False,1,-2.7341739585761127e-07,-2.7341739585761127e-07,0.0
xp,0,0,50,0,0,51,xp,0,0,50,0,0,51,False,1,1.9193530786011427e-06,1.9193530786011427e-06,0.0
xp,0,0,51,0,0,52,xp,0,0,51,0,0,52,False,1,3.886214431581057e-06,3.886214431581057e-06,0.0
xp,0,0,52,0,0,53,xp,0,0,52,0,0,53,False,1,4.011789409334306e-06,4.011789409334306e-06,0.0
xp,0,0,53,0,0,54,xp,0,0,53,0,0,54,False,1,-8.21975752499535e-07,-8.21975752499535e-07,0.0
xp,0,0,54,0,0,55,xp,0,0,54,0,0,55,False,1,-7.67278721560063e-06,-7.67278721560063e-06,0.0
xp,0,0,55,0,0,56,xp,0,0,55,0,0,56,False,1,-9.978937064895794e-07,-9.978937064895794e-07,0.0
xp,0,0,56,0,0,57,xp,0,0,56,0,0,57,False,1,4.925215995058732e-06,4.925215995058732e-06,0.0
xp,0,0,57,0,0,58,xp,0,0,57,0,0,58,False,1,8.10740486476743e-06,8.10740486476743e-06,0.0
xp,0,0,58,0,0,59,xp,0,0,58,0,0,59,False,1,6.2918771196944285e-06,6.2918771196944285e-06,0.0
xp,0,0,59,0,0,60,xp,0,0,59,0,0,60,False,1,7.016934722435747e-06,7.016934722435747e-06,0.0
xp,0,0,60,0,0,61,xp,0,0,60,0,0,61,False,1,6.958610748975782e-06,6.958610748975782e-06,0.0
xp,0,0,61,0,0,62,xp,0,0,61,0,0,62,False,1,7.104709755780214e-06,7.104709755780214e-06,0.0
xp,0,0,62,0,0,63,xp,0,0,62,0,0,63,False,1,2.3425876640421106e-06,2.3425876640421106e-06,0.0
xp,0,1,0,0,1,1,xp,0,1,0,0,1,1,False,1,-3.5618673648522027e-06,-3.5618673648522027e-06,0.0
xp,0,1,1,0,1,2,xp,0,1,1,0,1,2,False,1,-1.7133440853664668e-06,-1.7133440853664668e-06,0.0
xp,0,1,2,0,1,3,xp,0,1,2,0,1,3,False,1,-1.5439606990851575e-06,-1.5439606990851575e-06,0.0
