run_id,equation_version,stage,status
20260804T131920Z,B,1:load_lens,PASS
20260804T131920Z,B,2:mass_map,PASS
20260804T131920Z,B,3:deformation,PASS
20260804T131920Z,B,4:gradient,PASS
20260804T131920Z,B,5:photon_propagation,PASS
20260804T131920Z,B,6:reconstruction,PASS
20260804T131920Z,B,7:baryonic_gr,PASS
20260804T131920Z,B,8:lcdm_benchmark,PASS
20260804T131920Z,B,9:comparison,PASS
