launch,launch_label,nphotons,method,method_label,runtime_seconds,kappa_min,kappa_max,kappa_mean,kappa_std,kappa_dynamic_range,kappa_n_finite,gamma_min,gamma_max,gamma_mean,gamma_std,gamma_dynamic_range,gamma_n_finite,deflection_x_max,deflection_y_max,max_conservation_error,method_metadata_json
B,Uniform Cartesian 2D grid,20000,area,Finite area distortion (initial vs final spread),0.0849162070080638,-0.4547997986547778,0.3385504130483238,-0.019113583737702302,0.13108898133741553,0.7933502117031016,288,3.6213552334463106e-05,0.22743849311149522,0.050819253067850796,0.04363929118236468,0.22740227955916076,288,4.739964779304769,0.09628555907518732,2.220446049250313e-16,"{""formula"": ""kappa = 1 - sqrt(det(C_f)/det(C_i))""}"
B,Uniform Cartesian 2D grid,20000,divergence,Displacement divergence (∇·d),0.0015356680378317833,-4.813515620188361,0.12780560650747524,-0.39426070627356613,1.309962859650585,4.941321226695836,288,0.0024302044610869686,6.712409931626338,0.809558495143588,1.7590871286098748,6.709979727165251,288,4.739964779304771,0.09628555907518734,2.220446049250313e-16,"{""formula"": ""kappa = 0.5 * div(x_final - x_initial)""}"
B,Uniform Cartesian 2D grid,20000,knn,Adaptive k-nearest-neighbour density,0.04736190300900489,-0.5278183993801766,0.21072393635805386,-0.057853926403499796,0.10906582040394627,0.7385423357382305,288,0.0,6.712409931626338,0.11246694625667314,0.7171333159429278,6.712409931626338,4096,4.739964779304771,0.09628555907518734,2.220446049250313e-16,"{""k_neighbours"": 8}"
B,Uniform Cartesian 2D grid,20000,voronoi,Voronoi area method,0.7046702230582014,-142.3533825686986,-1.1607335971511787,-16.970552844371372,31.41397417760435,141.19264897154744,288,0.0,6.712409931626338,0.11246694625667314,0.7171333159429278,6.712409931626338,4096,4.739964779304771,0.09628555907518734,2.220446049250313e-16,"{""method"": ""Voronoi (final positions) vs uniform initial 1D spacing"", ""A_init_uniform"": 0.00029967036260113877, ""A_fin_mean"": 0.005486764794901727, ""A_fin_std"": 0.04302153607616062}"
B,Uniform Cartesian 2D grid,20000,triangulation,Delaunay triangulation area method,0.10367392108310014,-0.47428075810820114,0.25702503675107513,-0.011624674166255887,0.10820244734290094,0.7313057948592763,288,0.0,6.712409931626338,0.11246694625667314,0.7171333159429278,6.712409931626338,4096,4.739964779304771,0.09628555907518734,2.220446049250313e-16,"{""n_triangles"": 39200, ""formula"": ""kappa = 1 - A_final / A_initial per triangle""}"
C,Hexagonal packing,2000,histogram,Histogram occupancy (current control),0.0005500969709828496,-0.5,-0.5,-0.5,0.0,0.0,311,0.0,6.74206831499409,0.1714636842516607,0.8969204908638677,6.74206831499409,4096,4.739959747721688,0.08912567615377846,2.220446049250313e-16,"{""bins"": 64, ""edges_extent"": 8.0}"
C,Hexagonal packing,2000,kernel,Gaussian KDE (Scott bandwidth),0.12309547595214099,-0.5,9684080486.97646,226018800.67423722,1244592371.0853097,9684080487.47646,931,0.0,6.748635263355927,0.11594155210538548,0.7316933231105949,6.748635263355927,4096,4.739961654538635,0.10383390471591247,2.220446049250313e-16,"{""h_init"": [0.24404896567937637, 0.48808537335244856], ""h_final"": [0.24403262241567064, 0.49006621454597354], ""n_photons"": 2000}"
C,Hexagonal packing,2000,jacobian,Ray-bundle Jacobian (linear fit per bin),0.0357109010219574,-0.4784986764433521,0.4280001276394232,-0.007376887179666271,0.15234570811848885,0.9064988040827753,272,0.0038086746363297733,0.2520678358227109,0.08069343336768021,0.05137916321228046,0.24825916118638114,272,4.739953774706423,0.10383840612991846,2.220446049250313e-16,"{""fit_per_bin"": [{""bin"": [20, 0], ""n_photons"": 6, ""det_J"": 0.8433706592495365}, {""bin"": [20, 1], ""n_photons"": 6, ""det_J"": 0.7628512861797812}, {""bin"": [20, 2], ""n_photons"": 7, ""det_J"": 0.7611818738524115}, {""bin"": [20, 3], ""n_photons"": 6, ""det_J"": 0.8588910716773527}, {""bin"": [20, 4], ""n_photons"": 7, ""det_J"": 1.0649820188367125}, {""bin"": [20, 5], ""n_photons"": 6, ""det_J"": 0.7950799527705118}, {""bin"": [20, 6], ""n_photons"": 7, ""det_J"": 0.8289412724617844}, {""bin"": [20, 7], ""n_photons"": 6, ""det_J"": 0.8759104266460003}, {""bin"": [20, 8], ""n_photons"": 6, ""det_J"": 0.913877987655474}, {""bin"": [20, 9], ""n_photons"": 7, ""det_J"": 1.1042390022372315}, {""bin"": [20, 10], ""n_photons"": 6, ""det_J"": 1.0508345513967905}, {""bin"": [20, 11], ""n_photons"": 7, ""det_J"": 1.1862097390224935}, {""bin"": [21, 0], ""n_photons"": 8, ""det_J"": 1.2268145522467733}, {""bin"": [21, 1], ""n_photons"": 7, ""det_J"": 1.2991613729003448}, {""bin"": [21, 2], ""n_photons"": 9, ""det_J"": 1.1412941198243471}, {""bin"": [21, 3], ""n_photons"": 8, ""det_J"": 1.057998590600601}, {""bin"": [21, 4], ""n_photons"": 8, ""det_J"": 0.9839937335242114}, {""bin"": [21, 5], ""n_photons"": 7, ""det_J"": 0.8009803341609824}, {""bin"": [21, 6], ""n_photons"": 9, ""det_J"": 0.5986887943621897}, {""bin"": [21, 7], ""n_photons"": 7, ""det_J"": 0.8660646150609174}, {""bin"": [21, 8], ""n_photons"": 9, ""det_J"": 0.9887586742193839}, {""bin"": [21, 9], ""n_photons"": 7, ""det_J"": 1.0678102610740492}, {""bin"": [21, 10], ""n_photons"": 9, ""det_J"": 1.0510282401439761}, {""bin"": [21, 11], ""n_photons"": 8, ""det_J"": 1.0511887159051392}, {""bin"": [22, 1], ""n_photons"": 7, ""det_J"": 1.0072350042290703}, {""bin"": [22, 2], ""n_photons"": 6, ""det_J"": 0.776860487447581}, {""bin"": [22, 3], ""n_photons"": 7, ""det_J"": 1.065811357898696}, {""bin"": [22, 4], ""n_photons"": 6, ""det_J"": 1.1596211855292777}, {""bin"": [22, 5], ""n_photons"": 6, ""det_J"": 1.1531875308775457}, {""bin"": [22, 6], ""n_photons"": 7, ""det_J"": 1.0388272760890964}, {""bin"": [22, 7], ""n_photons"": 6, ""det_J"": 1.2350858884352605}, {""bin"": [22, 8], ""n_photons"": 7, ""det_J"": 1.127355281044273}, {""bin"": [22, 9], ""n_photons"": 6, ""det_J"": 1.0979643775674677}, {""bin"": [22, 10], ""n_photons"": 6, ""det_J"": 1.2458920503412347}, {""bin"": [22, 11], ""n_photons"": 6, ""det_J"": 1.0273513767941485}, {""bin"": [23, 0], ""n_photons"": 6, ""det_J"": 0.943731832953538}, {""bin"": [23, 1], ""n_photons"": 6, ""det_J"": 1.0940429736416064}, {""bin"": [23, 2], ""n_photons"": 7, ""det_J"": 0.8392243062421886}, {""bin"": [23, 3], ""n_photons"": 6, ""det_J"": 0.9063779032326376}, {""bin"": [23, 4], ""n_photons"": 7, ""det_J"": 1.01336749354268}, {""bin"": [23, 5], ""n_photons"": 6, ""det_J"": 1.0619199784393822}, {""bin"": [23, 6], ""n_photons"": 7, ""det_J"": 1.0766022391311325}, {""bin"": [23, 8], ""n_photons"": 8, ""det_J"": 1.0466263972836019}, {""bin"": [23, 10], ""n_photons"": 7, ""det_J"": 1.0761252198400253}, {""bin"": [23, 11], ""n_photons"": 6, ""det_J"": 0.7663061856871304}, {""bin"": [24, 0], ""n_photons"": 8, ""det_J"": 1.1010206553504633}, {""bin"": [24, 1], ""n_photons"": 7, ""det_J"": 1.1291649084673627}, {""bin"": [24, 2], ""n_photons"": 8, ""det_J"": 1.0560058184629268}, {""bin"": [24, 3], ""n_photons"": 7, ""det_J"": 0.9827412193324905}, {""bin"": [24, 4], ""n_photons"": 9, ""det_J"": 1.0568623949730294}, {""bin"": [24, 5], ""n_photons"": 8, ""det_J"": 1.01038661426422}, {""bin"": [24, 6], ""n_photons"": 8, ""det_J"": 0.9547118897595831}, {""bin"": [24, 7], ""n_photons"": 8, ""det_J"": 0.7018321282287106}, {""bin"": [24, 8], ""n_photons"": 8, ""det_J"": 0.7966469180689545}, {""bin"": [24, 9], ""n_photons"": 8, ""det_J"": 0.8385787711342441}, {""bin"": [24, 10], ""n_photons"": 9, ""det_J"": 0.8844200369301175}, {""bin"": [24, 11], ""n_photons"": 7, ""det_J"": 1.078766454488662}, {""bin"": [25, 0], ""n_photons"": 6, ""det_J"": 1.1171113164654658}, {""bin"": [25, 1], ""n_photons"": 6, ""det_J"": 0.8209698304229501}, {""bin"": [25, 2], ""n_photons"": 7, ""det_J"": 0.9020106669520178}, {""bin"": [25, 3], ""n_photons"": 6, ""det_J"": 0.9640949326630932}, {""bin"": [25, 4], ""n_photons"": 7, ""det_J"": 0.9499329294350768}, {""bin"": [25, 5], ""n_photons"": 6, ""det_J"": 0.8123622257232895}, {""bin"": [25, 6], ""n_photons"": 7, ""det_J"": 0.8603035449951093}, {""bin"": [25, 7], ""n_photons"": 6, ""det_J"": 0.6915027493142808}, {""bin"": [25, 8], ""n_photons"": 6, ""det_J"": 0.6634060084241877}, {""bin"": [25, 9], ""n_photons"": 6, ""det_J"": 0.6843215808824276}, {""bin"": [25, 10], ""n_photons"": 7, ""det_J"": 0.9645590669413897}, {""bin"": [25, 11], ""n_photons"": 6, ""det_J"": 0.9437652959731501}, {""bin"": [26, 0], ""n_photons"": 6, ""det_J"": 1.0946426693940583}, {""bin"": [26, 1], ""n_photons"": 6, ""det_J"": 0.8938706354858937}, {""bin"": [26, 2], ""n_photons"": 7, ""det_J"": 0.9849445903787735}, {""bin"": [26, 3], ""n_photons"": 6, ""det_J"": 0.9473030108218521}, {""bin"": [26, 4], ""n_photons"": 6, ""det_J"": 0.8837070586586437}, {""bin"": [26, 5], ""n_photons"": 6, ""det_J"": 1.0153323444837394}, {""bin"": [26, 6], ""n_photons"": 7, ""det_J"": 1.095857475207594}, {""bin"": [26, 7], ""n_photons"": 6, ""det_J"": 1.1588763666612727}, {""bin"": [26, 8], ""n_photons"": 7, ""det_J"": 1.2077051640383611}, {""bin"": [26, 9], ""n_photons"": 6, ""det_J"": 1.095227488514593}, {""bin"": [26, 10], ""n_photons"": 7, ""det_J"": 0.9742870880500685}, {""bin"": [26, 11], ""n_photons"": 6, ""det_J"": 0.8546377596275921}, {""bin"": [27, 0], ""n_photons"": 8, ""det_J"": 0.9997661103948415}, {""bin"": [27, 1], ""n_photons"": 7, ""det_J"": 1.1102338168575816}, {""bin"": [27, 2], ""n_photons"": 9, ""det_J"": 1.181650498768565}, {""bin"": [27, 3], ""n_photons"": 8, ""det_J"": 1.0659383081130644}, {""bin"": [27, 4], ""n_photons"": 8, ""det_J"": 1.0410346754854942}, {""bin"": [27, 5], ""n_photons"": 8, ""det_J"": 1.1239140531260754}, {""bin"": [27, 6], ""n_photons"": 8, ""det_J"": 1.226322953080003}, {""bin"": [27, 7], ""n_photons"": 8, ""det_J"": 1.297357600067318}, {""bin"": [27, 8], ""n_photons"": 9, ""det_J"": 1.2586433004738964}, {""bin"": [27, 9], ""n_photons"": 7, ""det_J"": 1.2313066017006362}, {""bin"": [27, 10], ""n_photons"": 8, ""det_J"": 1.1111018684948446}, {""bin"": [27, 11], ""n_photons"": 7, ""det_J"": 1.1999735106839238}, {""bin"": [28, 0], ""n_photons"": 6, ""det_J"": 1.0052666034569124}, {""bin"": [28, 1], ""n_photons"": 6, ""det_J"": 1.1279831820715083}, {""bin"": [28, 2], ""n_photons"": 7, ""det_J"": 1.2107695683084536}, {""bin"": [28, 4], ""n_photons"": 8, ""det_J"": 1.0294082719328037}, {""bin"": [28, 6], ""n_photons"": 7, ""det_J"": 1.1564936485288206}, {""bin"": [28, 7], ""n_photons"": 6, ""det_J"": 1.289917698392716}, {""bin"": [28, 8], ""n_photons"": 7, ""det_J"": 1.1973956173321134}, {""bin"": [28, 9], ""n_photons"": 6, ""det_J"": 1.4594213192856273}, {""bin"": [28, 10], ""n_photons"": 7, ""det_J"": 1.228440564582325}, {""bin"": [28, 11], ""n_photons"": 6, ""det_J"": 1.381980180393286}, {""bin"": [29, 0], ""n_photons"": 6, ""det_J"": 1.0407175345889201}, {""bin"": [29, 1], ""n_photons"": 6, ""det_J"": 0.9737101401265728}, {""bin"": [29, 2], ""n_photons"": 6, ""det_J"": 1.0368209166187383}, {""bin"": [29, 3], ""n_photons"": 6, ""det_J"": 0.9297505075543634}, {""bin"": [29, 4], ""n_photons"": 7, ""det_J"": 0.9846468231967487}, {""bin"": [29, 5], ""n_photons"": 6, ""det_J"": 1.0079019588827938}, {""bin"": [29, 6], ""n_photons"": 7, ""det_J"": 0.9476125295936989}, {""bin"": [29, 7], ""n_photons"": 6, ""det_J"": 0.9432974864785529}, {""bin"": [29, 8], ""n_photons"": 6, ""det_J"": 0.9259940736664496}, {""bin"": [29, 9], ""n_photons"": 7, ""det_J"": 1.0241502369540612}, {""bin"": [29, 10], ""n_photons"": 6, ""det_J"": 0.9019921505244825}, {""bin"": [29, 11], ""n_photons"": 7, ""det_J"": 1.079313237004991}, {""bin"": [30, 0], ""n_photons"": 7, ""det_J"": 0.9382141908538971}, {""bin"": [30, 1], ""n_photons"": 8, ""det_J"": 0.8940299128116662}, {""bin"": [30, 2], ""n_photons"": 9, ""det_J"": 0.9562043920260683}, {""bin"": [30, 3], ""n_photons"": 7, ""det_J"": 1.01150911494826}, {""bin"": [30, 4], ""n_photons"": 9, ""det_J"": 1.040654901032442}, {""bin"": [30, 5], ""n_photons"": 7, ""det_J"": 0.9522684928742977}, {""bin"": [30, 6], ""n_photons"": 9, ""det_J"": 0.9266654389276064}, {""bin"": [30, 7], ""n_photons"": 7, ""det_J"": 0.84788637784453}, {""bin"": [30, 8], ""n_photons"": 8, ""det_J"": 0.9023906044536271}, {""bin"": [30, 9], ""n_photons"": 8, ""det_J"": 0.920430369806951}, {""bin"": [30, 10], ""n_photons"": 9, ""det_J"": 0.874381076725971}, {""bin"": [30, 11], ""n_photons"": 7, ""det_J"": 0.9717557053512006}, {""bin"": [31, 1], ""n_photons"": 7, ""det_J"": 0.8257110519357519}, {""bin"": [31, 2], ""n_photons"": 6, ""det_J"": 0.8882981779744937}, {""bin"": [31, 3], ""n_photons"": 7, ""det_J"": 0.9457967015813735}, {""bin"": [31, 4], ""n_photons"": 6, ""det_J"": 0.9998038836195394}, {""bin"": [31, 5], ""n_photons"": 6, ""det_J"": 0.995774690436093}, {""bin"": [31, 6], ""n_photons"": 7, ""det_J"": 0.887473236976255}, {""bin"": [31, 7], ""n_photons"": 6, ""det_J"": 0.8434195859543783}, {""bin"": [31, 8], ""n_photons"": 7, ""det_J"": 0.7962827081083583}, {""bin"": [31, 9], ""n_photons"": 6, ""det_J"": 0.7666902005931958}, {""bin"": [31, 10], ""n_photons"": 7, ""det_J"": 0.8228186911171459}, {""bin"": [31, 11], ""n_photons"": 6, ""det_J"": 0.8321080806889636}, {""bin"": [32, 0], ""n_photons"": 6, ""det_J"": 1.1799759247161035}, {""bin"": [32, 1], ""n_photons"": 6, ""det_J"": 1.064286393548157}, {""bin"": [32, 2], ""n_photons"": 7, ""det_J"": 0.8960675773751525}, {""bin"": [32, 3], ""n_photons"": 6, ""det_J"": 0.7101884297073683}, {""bin"": [32, 4], ""n_photons"": 7, ""det_J"": 0.8384837340703459}, {""bin"": [32, 5], ""n_photons"": 6, ""det_J"": 0.891180819701019}, {""bin"": [32, 6], ""n_photons"": 7, ""det_J"": 1.0207591292526772}, {""bin"": [32, 8], ""n_photons"": 8, ""det_J"": 0.9828256296585838}, {""bin"": [32, 10], ""n_photons"": 7, ""det_J"": 0.6392488414422871}, {""bin"": [32, 11], ""n_photons"": 6, ""det_J"": 0.5719998723605768}, {""bin"": [33, 0], ""n_photons"": 8, ""det_J"": 1.0577912985884514}, {""bin"": [33, 1], ""n_photons"": 7, ""det_J"": 1.0851297595233975}, {""bin"": [33, 2], ""n_photons"": 8, ""det_J"": 1.1075116292761056}, {""bin"": [33, 3], ""n_photons"": 8, ""det_J"": 1.1231945984666254}, {""bin"": [33, 4], ""n_photons"": 8, ""det_J"": 1.0026262687788947}, {""bin"": [33, 5], ""n_photons"": 8, ""det_J"": 0.9334101716118333}, {""bin"": [33, 6], ""n_photons"": 8, ""det_J"": 0.9776904294547576}, {""bin"": [33, 7], ""n_photons"": 8, ""det_J"": 0.8916231316668116}, {""bin"": [33, 8], ""n_photons"": 9, ""det_J"": 0.9751581645006381}, {""bin"": [33, 9], ""n_photons"": 7, ""det_J"": 1.1342451665617221}, {""bin"": [33, 10], ""n_photons"": 9, ""det_J"": 1.1179940913593984}, {""bin"": [33, 11], ""n_photons"": 7, ""det_J"": 1.1060005397855932}, {""bin"": [34, 0], ""n_photons"": 7, ""det_J"": 0.7348086779633553}, {""bin"": [34, 2], ""n_photons"": 7, ""det_J"": 1.2167837669922152}, {""bin"": [34, 3], ""n_photons"": 6, ""det_J"": 1.2877420957115961}, {""bin"": [34, 4], ""n_photons"": 7, ""det_J"": 1.1763334826250302}, {""bin"": [34, 5], ""n_photons"": 6, ""det_J"": 0.7866851800691679}, {""bin"": [34, 6], ""n_photons"": 7, ""det_J"": 0.8632012383337497}, {""bin"": [34, 7], ""n_photons"": 6, ""det_J"": 0.8140568205921535}, {""bin"": [34, 8], ""n_photons"": 6, ""det_J"": 1.0241306555132894}, {""bin"": [34, 9], ""n_photons"": 6, ""det_J"": 1.034700400161766}, {""bin"": [34, 10], ""n_photons"": 7, ""det_J"": 1.1502624504349477}, {""bin"": [34, 11], ""n_photons"": 6, ""det_J"": 0.9934153113242097}, {""bin"": [35, 0], ""n_photons"": 6, ""det_J"": 1.1175385614668316}, {""bin"": [35, 1], ""n_photons"": 6, ""det_J"": 0.9273077140075631}, {""bin"": [35, 2], ""n_photons"": 7, ""det_J"": 0.9935640579909589}, {""bin"": [35, 3], ""n_photons"": 6, ""det_J"": 0.9302292291787083}, {""bin"": [35, 4], ""n_photons"": 6, ""det_J"": 0.9453274935454374}, {""bin"": [35, 5], ""n_photons"": 7, ""det_J"": 1.1797738694202933}, {""bin"": [35, 6], ""n_photons"": 6, ""det_J"": 1.2887347997375278}, {""bin"": [35, 7], ""n_photons"": 7, ""det_J"": 1.3983544698858497}, {""bin"": [35, 8], ""n_photons"": 6, ""det_J"": 1.0082451815652733}, {""bin"": [35, 9], ""n_photons"": 6, ""det_J"": 0.7595752746194029}, {""bin"": [35, 10], ""n_photons"": 7, ""det_J"": 0.6935503467594024}, {""bin"": [35, 11], ""n_photons"": 6, ""det_J"": 0.7345460733147984}, {""bin"": [36, 0], ""n_photons"": 7, ""det_J"": 1.1237664821053646}, {""bin"": [36, 1], ""n_photons"": 8, ""det_J"": 0.9234214565159343}, {""bin"": [36, 2], ""n_photons"": 9, ""det_J"": 0.810049175721632}, {""bin"": [36, 3], ""n_photons"": 7, ""det_J"": 0.7891043426182618}, {""bin"": [36, 4], ""n_photons"": 9, ""det_J"": 0.8936314875591125}, {""bin"": [36, 5], ""n_photons"": 7, ""det_J"": 0.9903092805142859}, {""bin"": [36, 6], ""n_photons"": 9, ""det_J"": 1.0652632281075833}, {""bin"": [36, 7], ""n_photons"": 7, ""det_J"": 1.1169067611773764}, {""bin"": [36, 8], ""n_photons"": 9, ""det_J"": 1.1219013681950358}, {""bin"": [36, 9], ""n_photons"": 8, ""det_J"": 1.103981684097015}, {""bin"": [36, 10], ""n_photons"": 8, ""det_J"": 0.9712210295642675}, {""bin"": [36, 11], ""n_photons"": 7, ""det_J"": 1.1603781469035486}, {""bin"": [37, 0], ""n_photons"": 6, ""det_J"": 1.4653644102674057}, {""bin"": [37, 1], ""n_photons"": 6, ""det_J"": 1.3550426851725785}, {""bin"": [37, 2], ""n_photons"": 7, ""det_J"": 1.0875777479284952}, {""bin"": [37, 3], ""n_photons"": 6, ""det_J"": 1.0120323803799756}, {""bin"": [37, 4], ""n_photons"": 7, ""det_J"": 1.1073028972673984}, {""bin"": [37, 5], ""n_photons"": 6, ""det_J"": 0.8574699971026334}, {""bin"": [37, 6], ""n_photons"": 7, ""det_J"": 0.8632251017842184}, {""bin"": [37, 8], ""n_photons"": 7, ""det_J"": 1.13573062874527}, {""bin"": [37, 9], ""n_photons"": 6, ""det_J"": 1.478498676443352}, {""bin"": [37, 10], ""n_photons"": 7, ""det_J"": 1.2252444935484592}, {""bin"": [37, 11], ""n_photons"": 6, ""det_J"": 1.1839000391113383}, {""bin"": [38, 0], ""n_photons"": 6, ""det_J"": 0.8637553723025168}, {""bin"": [38, 1], ""n_photons"": 6, ""det_J"": 0.891792755533993}, {""bin"": [38, 2], ""n_photons"": 6, ""det_J"": 1.12782048132276}, {""bin"": [38, 3], ""n_photons"": 6, ""det_J"": 1.1704600970145427}, {""bin"": [38, 4], ""n_photons"": 7, ""det_J"": 1.259118702608952}, {""bin"": [38, 5], ""n_photons"": 6, ""det_J"": 1.2930069722379816}, {""bin"": [38, 6], ""n_photons"": 7, ""det_J"": 0.9948540169799385}, {""bin"": [38, 7], ""n_photons"": 6, ""det_J"": 0.9851292825202455}, {""bin"": [38, 8], ""n_photons"": 7, ""det_J"": 0.8957057191030728}, {""bin"": [38, 9], ""n_photons"": 6, ""det_J"": 1.1328180878560585}, {""bin"": [38, 10], ""n_photons"": 7, ""det_J"": 1.173425878860373}, {""bin"": [38, 11], ""n_photons"": 6, ""det_J"": 1.1823974662935646}, {""bin"": [39, 0], ""n_photons"": 8, ""det_J"": 0.9766006298732783}, {""bin"": [39, 1], ""n_photons"": 7, ""det_J"": 0.8819494776495441}, {""bin"": [39, 2], ""n_photons"": 9, ""det_J"": 0.944223014208802}, {""bin"": [39, 3], ""n_photons"": 7, ""det_J"": 0.9947763677880797}, {""bin"": [39, 4], ""n_photons"": 9, ""det_J"": 1.0085810394234365}, {""bin"": [39, 5], ""n_photons"": 7, ""det_J"": 1.0806415284660273}, {""bin"": [39, 6], ""n_photons"": 9, ""det_J"": 1.1011744566406005}, {""bin"": [39, 7], ""n_photons"": 8, ""det_J"": 1.0566802573570118}, {""bin"": [39, 8], ""n_photons"": 7, ""det_J"": 0.9278398534078592}, {""bin"": [39, 9], ""n_photons"": 8, ""det_J"": 0.9801147095393262}, {""bin"": [39, 10], ""n_photons"": 8, ""det_J"": 1.0084753003752314}, {""bin"": [39, 11], ""n_photons"": 8, ""det_J"": 0.9816757431914064}, {""bin"": [40, 1], ""n_photons"": 7, ""det_J"": 1.1931927727056792}, {""bin"": [40, 2], ""n_photons"": 6, ""det_J"": 1.0864717642313855}, {""bin"": [40, 3], ""n_photons"": 7, ""det_J"": 0.9429864242652423}, {""bin"": [40, 4], ""n_photons"": 6, ""det_J"": 0.9020969490764956}, {""bin"": [40, 5], ""n_photons"": 6, ""det_J"": 0.911251589059358}, {""bin"": [40, 6], ""n_photons"": 7, ""det_J"": 1.1018547985217637}, {""bin"": [40, 7], ""n_photons"": 6, ""det_J"": 0.8681826893647684}, {""bin"": [40, 8], ""n_photons"": 7, ""det_J"": 1.066720880017262}, {""bin"": [40, 9], ""n_photons"": 6, ""det_J"": 0.9444771319560721}, {""bin"": [40, 10], ""n_photons"": 7, ""det_J"": 0.9948584408026874}, {""bin"": [40, 11], ""n_photons"": 6, ""det_J"": 0.7221377129146553}, {""bin"": [41, 0], ""n_photons"": 6, ""det_J"": 0.9161918951141236}, {""bin"": [41, 1], ""n_photons"": 6, ""det_J"": 1.0138219256116663}, {""bin"": [41, 2], ""n_photons"": 7, ""det_J"": 0.9778063290262093}, {""bin"": [41, 3], ""n_photons"": 6, ""det_J"": 1.0840469992552833}, {""bin"": [41, 4], ""n_photons"": 7, ""det_J"": 1.042428995924729}, {""bin"": [41, 5], ""n_photons"": 6, ""det_J"": 0.9843433570940495}, {""bin"": [41, 6], ""n_photons"": 7, ""det_J"": 1.0237026869683492}, {""bin"": [41, 8], ""n_photons"": 8, ""det_J"": 1.1014657893566184}, {""bin"": [41, 10], ""n_photons"": 8, ""det_J"": 1.116836572612205}, {""bin"": [42, 0], ""n_photons"": 7, ""det_J"": 0.8182212380659212}, {""bin"": [42, 1], ""n_photons"": 8, ""det_J"": 0.9054740831608584}, {""bin"": [42, 2], ""n_photons"": 9, ""det_J"": 0.9653009654537504}, {""bin"": [42, 3], ""n_photons"": 7, ""det_J"": 1.0155319646291772}, {""bin"": [42, 4], ""n_photons"": 8, ""det_J"": 1.0359050663050835}, {""bin"": [42, 5], ""n_photons"": 8, ""det_J"": 1.0422825541005063}, {""bin"": [42, 6], ""n_photons"": 8, ""det_J"": 1.045384885125778}, {""bin"": [42, 7], ""n_photons"": 7, ""det_J"": 1.0640632591504848}, {""bin"": [42, 8], ""n_photons"": 9, ""det_J"": 1.1211107750831224}, {""bin"": [42, 9], ""n_photons"": 8, ""det_J"": 1.0063956327873473}, {""bin"": [42, 10], ""n_photons"": 8, ""det_J"": 1.0407525013010501}, {""bin"": [42, 11], ""n_photons"": 8, ""det_J"": 1.1089803291620897}, {""bin"": [43, 0], ""n_photons"": 7, ""det_J"": 0.7711220657545915}, {""bin"": [43, 2], ""n_photons"": 7, ""det_J"": 1.0780305348122232}, {""bin"": [43, 3], ""n_photons"": 6, ""det_J"": 1.0242802486753086}, {""bin"": [43, 4], ""n_photons"": 7, ""det_J"": 1.065113161337316}, {""bin"": [43, 5], ""n_photons"": 6, ""det_J"": 1.0166344567344678}, {""bin"": [43, 6], ""n_photons"": 7, ""det_J"": 0.9089657005815083}, {""bin"": [43, 7], ""n_photons"": 6, ""det_J"": 1.0581133094807773}, {""bin"": [43, 8], ""n_photons"": 7, ""det_J"": 1.0660609283613425}, {""bin"": [43, 9], ""n_photons"": 6, ""det_J"": 1.0779477251731153}, {""bin"": [43, 10], ""n_photons"": 7, ""det_J"": 0.9730338251541645}]}"
C,Hexagonal packing,2000,area,Finite area distortion (initial vs final spread),0.03250877291429788,-0.5153495717802861,0.3309425012718604,-0.021270484620086193,0.14847109643515458,0.8462920730521465,272,3.2514827333129936e-05,0.2440859255372319,0.059435266030787984,0.046766435048457164,0.24405341070989878,272,4.739953774706423,0.10383840612991846,2.220446049250313e-16,"{""formula"": ""kappa = 1 - sqrt(det(C_f)/det(C_i))""}"
C,Hexagonal packing,2000,divergence,Displacement divergence (∇·d),0.0005874569760635495,-4.857250646832213,0.1366842318275617,-0.36514587139286625,1.265679743644781,4.993934878659775,311,0.0009700428860997959,6.726177473195997,0.7737384025481567,1.7365242883390046,6.725207430309897,311,4.739960611570153,0.10383840612991824,2.220446049250313e-16,"{""formula"": ""kappa = 0.5 * div(x_final - x_initial)""}"
C,Hexagonal packing,2000,knn,Adaptive k-nearest-neighbour density,0.0047968580620363355,-0.8259333073596704,0.4198987236116696,-0.016840078737381314,0.15332594208859782,1.24583203097134,311,0.0,6.749378812245862,0.11594061370270795,0.7316879161212986,6.749378812245862,4096,4.739960611570153,0.10383840612991824,2.220446049250313e-16,"{""k_neighbours"": 8}"
C,Hexagonal packing,2000,voronoi,Voronoi area method,0.07294431095942855,-902.6485575623191,1.0,-49.51779216110815,168.17552504487594,903.6485575623191,311,0.0,6.749378812245862,0.11594061370270795,0.7316879161212986,6.749378812245862,4096,4.739960611570153,0.10383840612991824,2.220446049250313e-16,"{""method"": ""Voronoi (final positions) vs uniform initial 1D spacing"", ""A_init_uniform"": 0.0029726401662369646, ""A_fin_mean"": 0.04721595128499894, ""A_fin_std"": 0.25675897734757297}"
C,Hexagonal packing,2000,triangulation,Delaunay triangulation area method,0.006551699014380574,-0.43249319142790843,0.31378824946499795,-0.001288348308434195,0.11148446968939474,0.7462814408929064,311,0.0,6.749378812245862,0.11594061370270795,0.7316879161212986,6.749378812245862,4096,4.739960611570153,0.10383840612991824,2.220446049250313e-16,"{""n_triangles"": 3916, ""formula"": ""kappa = 1 - A_final / A_initial per triangle""}"
