launch,launch_label,nphotons,method,method_label,runtime_seconds,rms_kappa,rms_gamma1,rms_gamma2,rms_gamma,pearson_kappa,pearson_gamma,ssim_kappa,ssim_gamma,predicted_kappa_min,predicted_kappa_max,predicted_kappa_mean,predicted_kappa_std,predicted_gamma_min,predicted_gamma_max,predicted_gamma_mean,predicted_gamma_std,predicted_kappa_finite_pixels,predicted_gamma_finite_pixels
A,1D edge launch (control),2000,histogram,Histogram occupancy (current control),0.0008104799780994654,0.5567551329841356,0.5270141220258556,0.16043218136812565,0.5430825291500557,nan,-0.019306212786932897,-0.007204360225312317,0.06075954499435419,-0.5,-0.5,-0.5,0.0,0.0,4.739951813794019,0.06265066458052246,0.5406248736671552,25,4096
A,1D edge launch (control),2000,kernel,Gaussian KDE (Scott bandwidth),0.13623382709920406,0.552018321061391,0.829188522608233,0.15877548617694057,0.8347422816524207,nan,0.06825940787240616,-0.012680533504114333,0.131006697350441,-0.5,-0.5,-0.5,0.0,0.0,10.60937247281314,0.08965390238457568,0.8364161882939762,660,4096
A,1D edge launch (control),2000,jacobian,Ray-bundle Jacobian (linear fit per bin),0.02610584907233715,0.9545764365321707,0.5118295484705266,0.07747555948132943,0.4024133431439674,nan,-0.11994119445503498,0.01232966266723418,-0.013385199627258667,1.0,1.0,1.0,0.0,0.35915175941573113,0.7374304218488781,0.5005712490308153,0.0743018815685965,24,24
A,1D edge launch (control),2000,area,Finite area distortion (initial vs final spread),0.025672824936918914,7312883225.475426,58251869406.07106,0.07765606696889632,58251869406.00917,-0.3913508409760527,0.28255175856821885,2.745406328786257e-05,3.768099351645713e-05,-21705464140.378975,-741823765.5430365,-5192867832.998391,5149017842.038199,5084372526.809569,187041287058.71506,42813476266.258644,39500462520.12054,24,24
A,1D edge launch (control),2000,divergence,Displacement divergence (∇·d),0.0007781690219417214,9.531041715909373,9.470781341697469,1.35690660039378,9.463218670098554,-0.22664994452095721,0.02935002012294304,-0.009598689302564396,0.012189739340857396,-9.545722759762802,-9.357551218808334,-9.479309055768127,0.04163935055098578,9.414083848378112,10.607714807229147,9.569744472391179,0.30475237853026266,25,25
A,1D edge launch (control),2000,knn,Adaptive k-nearest-neighbour density,0.003032376989722252,0.5243947637703601,0.8291862554381081,0.15876286187395985,0.8347377823419262,-0.46982920583465015,0.06826068852578449,0.06819546504065799,0.13097391910797554,-1.5420683459588391,0.15398884410074756,-0.22693426150523027,0.402430996475638,0.0,10.607714807229147,0.08965352965832982,0.8364117412487192,25,4096
A,1D edge launch (control),2000,voronoi,Voronoi area method,0.08785864501260221,14.088719999376012,0.8291862554381081,0.15876286187395985,0.8347377823419262,0.17095288500938732,0.06826068852578449,-0.0002016121057310407,0.13097391910797554,-20.691935102004408,1.0,-13.389738621359289,4.2354542834398075,0.0,10.607714807229147,0.08965352965832982,0.8364117412487192,25,4096
A,1D edge launch (control),2000,triangulation,Delaunay triangulation area method,0.025711514987051487,7312883225.475426,58251869406.07106,0.07765606696889632,58251869406.00917,-0.3913508409760527,0.28255175856821885,2.745406328786257e-05,3.768099351645713e-05,-21705464140.378975,-741823765.5430365,-5192867832.998391,5149017842.038199,5084372526.809569,187041287058.71506,42813476266.258644,39500462520.12054,24,24
A,1D edge launch (control),5000,histogram,Histogram occupancy (current control),0.0008147599874064326,0.5567551329841356,0.5270141471409666,0.16043207083199776,0.5430825803920851,nan,-0.01930587440501888,-0.007204360225312317,0.06075953438037617,-0.5,-0.5,-0.5,0.0,0.0,4.739952776176189,0.06265019012508674,0.5406249270700602,25,4096
A,1D edge launch (control),5000,kernel,Gaussian KDE (Scott bandwidth),0.3959128519054502,0.5525030345772712,0.82918888986486,0.15877725696484737,0.834742962246302,nan,0.06825907435295407,-0.013121509426172571,0.1310110791209107,-0.5,-0.5,-0.5,0.0,0.0,10.60959573322592,0.08965396348578944,0.8364168552238033,512,4096
A,1D edge launch (control),5000,jacobian,Ray-bundle Jacobian (linear fit per bin),0.03515918995253742,0.9545764365321707,0.5119499099560193,0.07747443793562667,0.4025298833042908,nan,-0.11724421167037916,0.01232966266723418,-0.012433794450621889,1.0,1.0,1.0,0.0,0.35796789828390313,0.7398730519924842,0.5006272837844405,0.07472058198881153,24,24
A,1D edge launch (control),5000,area,Finite area distortion (initial vs final spread),0.03440542006865144,7239072587.812539,57995089711.37438,0.07765606696889632,57995089711.312126,-0.3924700674538984,0.282706998624237,2.612935384784337e-05,3.683335529260048e-05,-21218388737.211826,-1015620748.0723149,-5182129288.913703,5054671894.770707,6943878195.958358,185065074150.81976,42854418759.35152,39075941747.211586,24,24
A,1D edge launch (control),5000,divergence,Displacement divergence (∇·d),0.0008731409907341003,9.531039679036247,9.47078308652911,1.3569159698588664,9.463221845315688,-0.22593592007543378,0.02925212140501758,-0.009599993191264264,0.012189941477019297,-9.54555169154484,-9.357541199452212,-9.479307633586743,0.04157968568611443,9.41425687794828,10.60785669608261,9.569747819772466,0.3047427629367327,25,25
A,1D edge launch (control),5000,knn,Adaptive k-nearest-neighbour density,0.006603630026802421,0.7494084277202764,0.8291863851852384,0.15876331001603047,0.8347379959641376,-0.5628425100008967,0.06826045673383495,0.035630415642361794,0.1309767631550588,-1.8023327023383224,0.03536271450098872,-0.4191083800722911,0.5358536416308072,0.0,10.60785669608261,0.08965354900659872,0.8364119454143877,25,4096
A,1D edge launch (control),5000,voronoi,Voronoi area method,0.20081636391114444,14.236441771191858,0.8291863851852384,0.15876331001603047,0.8347379959641376,0.12884853383940814,0.06826045673383495,-0.00020954043483743928,0.1309767631550588,-20.718266531401024,1.0,-13.620292697437785,3.9798739716873426,0.0,10.60785669608261,0.08965354900659872,0.8364119454143877,25,4096
A,1D edge launch (control),5000,triangulation,Delaunay triangulation area method,0.034955917042680085,7239072587.812539,57995089711.37438,0.07765606696889632,57995089711.312126,-0.3924700674538984,0.282706998624237,2.612935384784337e-05,3.683335529260048e-05,-21218388737.211826,-1015620748.0723149,-5182129288.913703,5054671894.770707,6943878195.958358,185065074150.81976,42854418759.35152,39075941747.211586,24,24
A,1D edge launch (control),10000,histogram,Histogram occupancy (current control),0.0011419740039855242,0.5567551329841356,0.5270141623279984,0.16043206920567357,0.5430825720152413,nan,-0.01930593456047944,-0.007204360225312317,0.06075952306373866,-0.5,-0.5,-0.5,0.0,0.0,4.739952670827663,0.06265017095648824,0.5406249157625239,25,4096
A,1D edge launch (control),10000,kernel,Gaussian KDE (Scott bandwidth),0.9395426569972187,0.5507226518702644,0.8291890627492935,0.1587779552124351,0.8347432997386685,nan,0.06825883922512228,-0.01348986428420622,0.1310135425047142,-0.5,-0.5,-0.5,0.0,0.0,10.609720786345997,0.08965399085236497,0.836417183154608,440,4096
A,1D edge launch (control),10000,jacobian,Ray-bundle Jacobian (linear fit per bin),0.04801125603262335,0.9545764365321707,0.5119378584088934,0.07747424405308474,0.40250957364164613,nan,-0.11673195529107581,0.01232966266723418,-0.012255354692835112,1.0,1.0,1.0,0.0,0.3582033903722239,0.7405090679015828,0.5005848714795276,0.07484687528667636,24,24
A,1D edge launch (control),10000,area,Finite area distortion (initial vs final spread),0.047926914994604886,7207421619.726868,57822485607.73394,0.07765606696889632,57822485607.67153,-0.39152181362752647,0.2827415025193605,2.5989209199358243e-05,3.6777984073906514e-05,-21096613676.91682,-978845048.1299767,-5164187483.310337,5027732494.963759,6700168901.763391,184445244251.56335,42724084238.850044,38962706115.094055,24,24
A,1D edge launch (control),10000,divergence,Displacement divergence (∇·d),0.0010443429928272963,9.531040560681355,9.470782405849063,1.356907548614463,9.463220624279133,-0.22558233303933448,0.02918869257531606,-0.009600448133847004,0.012189193379960835,-9.545509792709376,-9.357564765220898,-9.479308726110013,0.04156515040471011,9.414298460509409,10.607930750982828,9.569745970672072,0.3047595306301947,25,25
A,1D edge launch (control),10000,knn,Adaptive k-nearest-neighbour density,0.01306873990688473,0.9613028615254561,0.8291863439538625,0.15876282140037007,0.8347379142432149,-0.6129860961971423,0.06826030374262683,0.02203183654961392,0.13097829946393472,-2.4103437090681843,0.01701544965617542,-0.5837307368719696,0.6711948631399788,0.0,10.607930750982828,0.08965353821737658,0.836411857546825,25,4096
A,1D edge launch (control),10000,voronoi,Voronoi area method,0.3972392389550805,14.28652232167376,0.8291863439538625,0.15876282140037007,0.8347379142432149,0.1540634343559969,0.06826030374262683,-0.00020945054699345863,0.13097829946393472,-20.741902707251974,1.0,-13.650889864544315,4.055587813838657,0.0,10.607930750982828,0.08965353821737658,0.836411857546825,25,4096
A,1D edge launch (control),10000,triangulation,Delaunay triangulation area method,0.0484242009697482,7207421619.726868,57822485607.73394,0.07765606696889632,57822485607.67153,-0.39152181362752647,0.2827415025193605,2.5989209199358243e-05,3.6777984073906514e-05,-21096613676.91682,-978845048.1299767,-5164187483.310337,5027732494.963759,6700168901.763391,184445244251.56335,42724084238.850044,38962706115.094055,24,24
A,1D edge launch (control),20000,histogram,Histogram occupancy (current control),0.0019905950175598264,0.5567551329841356,0.527014153103323,0.16043204811954062,0.543082583823002,nan,-0.019306113015331517,-0.007204360225312317,0.060759492560598205,-0.5,-0.5,-0.5,0.0,0.0,4.739952540105249,0.06265015888220193,0.5406249200925549,25,4096
A,1D edge launch (control),20000,kernel,Gaussian KDE (Scott bandwidth),2.50217219395563,0.5502117768726809,0.8291893679974202,0.1587796772976351,0.8347438953159031,nan,0.06825882278059786,-0.01392318758964765,0.1310146115676434,-0.5,-0.5,-0.5,0.0,0.0,10.609780834285504,0.08965404374394771,0.8364177779753017,382,4096
A,1D edge launch (control),20000,jacobian,Ray-bundle Jacobian (linear fit per bin),0.07558320998214185,0.9545764365321707,0.5119428412839644,0.07747428988017514,0.40251522183800803,nan,-0.1172645477777169,0.01232966266723418,-0.012450488031852707,1.0,1.0,1.0,0.0,0.35844061175582764,0.7399138406064726,0.5006029877485642,0.07476541696853972,24,24
A,1D edge launch (control),20000,area,Finite area distortion (initial vs final spread),0.07473092898726463,7193596088.010238,57785320181.51721,0.07765606696889632,57785320181.45481,-0.3907144882889711,0.28441438174043765,2.5752826338387775e-05,3.6580826206672493e-05,-21007745590.03845,-894064272.3806188,-5153552732.549861,5018836409.911531,6118645990.811823,184078045536.30576,42692588708.436485,38942086459.96885,24,24
A,1D edge launch (control),20000,divergence,Displacement divergence (∇·d),0.0015181290218606591,9.53103925443811,9.470783779262268,1.3569179953387178,9.463223303255234,-0.22584263962393586,0.029209960129937287,-0.00960013381979983,0.012188906032572533,-9.545522681242344,-9.35756455081705,-9.479307275704903,0.041574063624066314,9.414284998059362,10.607970635891574,9.569748342864143,0.30477006997088507,25,25
A,1D edge launch (control),20000,knn,Adaptive k-nearest-neighbour density,0.02610296697821468,1.0296301629931375,0.8291864384489818,0.15876338470714976,0.8347380998134528,-0.5820452245371441,0.06826035684312017,0.01815350216481612,0.13097907290173416,-2.203122707798058,0.0,-0.6802167291483212,0.6763660287741083,0.0,10.607970635891574,0.08965355273000788,0.8364120452795132,25,4096
A,1D edge launch (control),20000,voronoi,Voronoi area method,0.7929483118932694,14.50303666179239,0.8291864384489818,0.15876338470714976,0.8347380998134528,0.1928087628100532,0.06826035684312017,-0.00025176464410173427,0.13097907290173416,-20.746794267412596,1.0,-13.975315088554252,3.701234617130526,0.0,10.607970635891574,0.08965355273000788,0.8364120452795132,25,4096
A,1D edge launch (control),20000,triangulation,Delaunay triangulation area method,0.07504325197078288,7193596088.010238,57785320181.51721,0.07765606696889632,57785320181.45481,-0.3907144882889711,0.28441438174043765,2.5752826338387775e-05,3.6580826206672493e-05,-21007745590.03845,-894064272.3806188,-5153552732.549861,5018836409.911531,6118645990.811823,184078045536.30576,42692588708.436485,38942086459.96885,24,24
B,Uniform Cartesian 2D grid,2000,histogram,Histogram occupancy (current control),0.0005762969376519322,0.5505492985012602,0.7427806388095846,0.5204450410877609,0.8840515072167456,nan,0.017022219680756855,-0.011968768960794716,0.040156976067598354,-0.5,-0.5,-0.5,0.0,0.0,6.7367527864160195,0.16873288440368844,0.8789288009772782,288,4096
B,Uniform Cartesian 2D grid,2000,kernel,Gaussian KDE (Scott bandwidth),0.12215720501262695,2676459427.980506,0.5151628712856438,0.5185414672763008,0.7195956004411433,-0.03341416761560906,-0.009109039320201857,0.0030944115471506555,0.06784179975640739,-0.5,15852812325.225985,481132754.95426947,2632858967.316265,0.0,6.717711699967724,0.1124687184534556,0.7171590569590381,928,4096
B,Uniform Cartesian 2D grid,2000,jacobian,Ray-bundle Jacobian (linear fit per bin),0.03463832102715969,0.1767612815530255,0.09973849185644372,0.082058820265822,0.06783384288556926,0.06288299178919024,0.07410125274447132,-0.04126208726760157,0.07970794002544697,-0.5214150961257247,0.5083001320917262,-0.027075563151419478,0.152356974832233,0.0014221949204454175,0.27894335142066673,0.0774523347071689,0.059249804673344904,247,247
B,Uniform Cartesian 2D grid,2000,area,Finite area distortion (initial vs final spread),0.032003508997149765,0.17777539462394323,0.09795679956590049,0.04868326463877061,0.07319009020690496,0.054343783311834946,0.024505068814544922,-0.03881335096992949,0.03165683446668713,-0.5221307849911843,0.4970030627906993,-0.02987841376884477,0.1515966601099603,1.4942407816631587e-05,0.26108345523731424,0.048937509838168164,0.059595861057409265,247,247
B,Uniform Cartesian 2D grid,2000,divergence,Displacement divergence (∇·d),0.0005482370033860207,1.3887915387986804,1.370808404615533,1.377565716560096,1.9075081996007168,-0.09190235371186249,0.022906820744101095,-0.0009055362557789374,0.0025011289610564974,-4.835285870665039,0.15578768541602872,-0.39413641934124954,1.3101498705987058,0.002934617316273091,6.718153962094527,0.8096678101835422,1.7591760849806495,288,288
B,Uniform Cartesian 2D grid,2000,knn,Adaptive k-nearest-neighbour density,0.0046042760368436575,0.1596240607549514,0.515165897046224,0.5185373718547753,0.7195939326718688,0.05918241674035691,-0.009103520476714493,-0.02059784737340382,0.06785001247229677,-0.23925214259181798,0.42190556071094565,-0.010966858802517597,0.14035500527901965,0.0,6.718153962094527,0.11247481339369747,0.7171572978180807,288,4096
B,Uniform Cartesian 2D grid,2000,voronoi,Voronoi area method,0.07409557001665235,34.56885993113064,0.515165897046224,0.5185373718547753,0.7195939326718688,-0.03841827058643476,-0.009103520476714493,1.5833923507132436e-05,0.06785001247229677,-133.75368576782884,-1.2027194468126872,-16.207379599376182,30.506486245414898,0.0,6.718153962094527,0.11247481339369747,0.7171572978180807,288,4096
B,Uniform Cartesian 2D grid,2000,triangulation,Delaunay triangulation area method,0.009937440976500511,0.14233432819742975,0.515165897046224,0.5185373718547753,0.7195939326718688,0.04575276521528107,-0.009103520476714493,-0.008481637404529632,0.06785001247229677,-0.4584116420575133,0.34525402266586025,-0.00475856687605415,0.121869206049225,0.0,6.718153962094527,0.11247481339369747,0.7171572978180807,288,4096
B,Uniform Cartesian 2D grid,5000,histogram,Histogram occupancy (current control),0.0007895099697634578,0.5505492985012602,0.7647293532830337,0.5197100609705654,0.9022798902166637,nan,0.012403395322616188,-0.011968768960794716,0.03782258427511534,-0.5,-0.5,-0.5,0.0,0.0,6.7402941162979735,0.17299315626915462,0.8966372116017387,288,4096
B,Uniform Cartesian 2D grid,5000,kernel,Gaussian KDE (Scott bandwidth),0.3536149439169094,164722484.60051066,0.5151731826008623,0.5185294883482469,0.7195691098260378,0.0008675592249823383,-0.008919426148773573,0.002960253604721769,0.06780639487485264,-0.5,990799926.2336936,31396429.033994105,161702693.79396588,0.0,6.7155016132917265,0.11255164569544783,0.7171359434794184,822,4096
B,Uniform Cartesian 2D grid,5000,jacobian,Ray-bundle Jacobian (linear fit per bin),0.04559464298654348,0.14431926023612707,0.08520788632233126,0.07604123379016124,0.05974011778791616,0.05442663013817311,0.0348379098133473,-0.012742525625976721,0.04968267679401308,-0.37657219241543216,0.5204594050903342,-0.006067170331535466,0.12417198430867617,0.002034998563946063,0.26222167377352823,0.06569585280940017,0.047731038746327996,288,288
B,Uniform Cartesian 2D grid,5000,area,Finite area distortion (initial vs final spread),0.04277860000729561,0.1464176252402069,0.08185641882408623,0.048839634277724295,0.06159660080676828,0.029803609690019658,0.012179200121810183,-0.020245163534574215,0.02065058149854561,-0.39382183277438276,0.39107992165585004,-0.017995149243525972,0.11932795014799105,7.693960256677235e-05,0.1964588344846956,0.04428151929564577,0.04156850435017737,288,288
B,Uniform Cartesian 2D grid,5000,divergence,Displacement divergence (∇·d),0.000899131060577929,1.3887313912347257,1.370869535117911,1.3774942182452596,1.9073613731221488,-0.09347588380356753,0.02421400874499832,-0.000849244809298459,0.0025080359393785732,-4.810134644904604,0.13313633056668206,-0.39415692356558824,1.309989255794503,0.002131486111425885,6.717080829179405,0.810902539337608,1.7585462750649292,288,288
B,Uniform Cartesian 2D grid,5000,knn,Adaptive k-nearest-neighbour density,0.011371608008630574,0.1448573163233382,0.5151784062708519,0.5185218564698485,0.7195655682133233,0.07044902748619038,-0.008912563330335162,-0.04056961672027891,0.06783624956799145,-0.2749755837966821,0.3067582651110373,-0.01886000636695009,0.11928423812947567,0.0,6.717080829179405,0.11256147664725139,0.7171321682966135,288,4096
B,Uniform Cartesian 2D grid,5000,voronoi,Voronoi area method,0.17949427908752114,36.120766418359544,0.5151784062708519,0.5185218564698485,0.7195655682133233,-0.042538645548582686,-0.008912563330335162,2.64517809911014e-07,0.06783624956799145,-128.35829007217282,-1.09039432569244,-17.273866853176514,31.694169764076847,0.0,6.717080829179405,0.11256147664725139,0.7171321682966135,288,4096
B,Uniform Cartesian 2D grid,5000,triangulation,Delaunay triangulation area method,0.024807721027173102,0.13252537468281872,0.5151784062708519,0.5185218564698485,0.7195655682133233,0.0655811454085071,-0.008912563330335162,-0.009239305186021647,0.06783624956799145,-0.41925815947491674,0.28439601937112563,-0.0037284638812100585,0.1116409332920666,0.0,6.717080829179405,0.11256147664725139,0.7171321682966135,288,4096
B,Uniform Cartesian 2D grid,10000,histogram,Histogram occupancy (current control),0.001150142983533442,0.5505492985012602,0.7715473503310467,0.5199628197597042,0.9083593146045742,nan,0.01265400592557616,-0.011968768960794716,0.03738535292038583,-0.5,-0.5,-0.5,0.0,0.0,6.737840967978015,0.17257586452602866,0.9028129678400327,288,4096
B,Uniform Cartesian 2D grid,10000,kernel,Gaussian KDE (Scott bandwidth),0.8681511740433052,69402.86471868296,0.5151946049838317,0.5184835894576229,0.7195491566947417,0.05102276986863018,-0.009011569121219717,0.002734122736957798,0.06773706699154576,-0.5,431897.6098803628,14894.646762018778,67785.7583224883,0.0,6.712226661428644,0.11255993568847587,0.7171117802381891,730,4096
