launch,launch_label,nphotons,method,method_label,runtime_seconds,rms_kappa,rms_gamma1,rms_gamma2,rms_gamma,pearson_kappa,pearson_gamma,ssim_kappa,ssim_gamma,predicted_kappa_min,predicted_kappa_max,predicted_kappa_mean,predicted_kappa_std,predicted_gamma_min,predicted_gamma_max,predicted_gamma_mean,predicted_gamma_std,predicted_kappa_finite_pixels,predicted_gamma_finite_pixels
B,Uniform Cartesian 2D grid,10000,jacobian,Ray-bundle Jacobian (linear fit per bin),0.060559015022590756,0.16287700858391796,0.09517280708950349,0.07950957194752006,0.05503332958602486,0.011105524823589574,0.18908182296585538,0.003430392550812258,0.19727402511339948,-0.5406462114987476,0.3973314964983484,0.004331292821167814,0.14674993329095876,0.003988715573081911,0.2719365474233478,0.07798031484252223,0.04760037803070827,288,288
B,Uniform Cartesian 2D grid,10000,area,Finite area distortion (initial vs final spread),0.0570944620994851,0.16337462006666525,0.09033090472362679,0.048839634277724295,0.05478677113290654,-0.02332087551379287,0.14538984910710137,0.0013200308499972976,0.15860993765928874,-0.5761211154609154,0.33717260496218127,-0.010318222483749397,0.1401907801796354,0.0004901308467585852,0.28811564144152857,0.05595746393865418,0.04304946211695841,288,288
B,Uniform Cartesian 2D grid,10000,divergence,Displacement divergence (∇·d),0.0009903820464387536,1.388720998430647,1.3709823955275888,1.3772127666663707,1.9072313509411902,-0.0936263342716865,0.02362192588413563,-0.0008638545923523715,0.002501347566827983,-4.826678235504517,0.13054070397587142,-0.39430345348973833,1.3099204440043646,0.0020058452199269903,6.713513934976523,0.8109895104922706,1.7583465153428863,288,288
B,Uniform Cartesian 2D grid,10000,knn,Adaptive k-nearest-neighbour density,0.02299314900301397,0.18457788811985074,0.5151977120919252,0.5184707640946866,0.7195410399450458,0.021335568202837673,-0.009008331608627724,-0.019805827993067848,0.06776217513700522,-0.32910909994167126,0.38565452534545186,-0.05310310898293073,0.14485468556970552,0.0,6.713513934976523,0.11256754541577915,0.7171033830893899,288,4096
B,Uniform Cartesian 2D grid,10000,voronoi,Voronoi area method,0.35850132803898305,37.292897658594335,0.5151977120919252,0.5184707640946866,0.7195410399450458,-0.056709789916571114,-0.009008331608627724,3.907139328488554e-05,0.06776217513700522,-152.80258842708406,-1.0892087268131756,-17.714458781417047,32.78802414757942,0.0,6.713513934976523,0.11256754541577915,0.7171033830893899,288,4096
B,Uniform Cartesian 2D grid,10000,triangulation,Delaunay triangulation area method,0.05129999096971005,0.13779290763918758,0.5151977120919252,0.5184707640946866,0.7195410399450458,0.030009007792984713,-0.009008331608627724,-0.006420765177425727,0.06776217513700522,-0.4299881096938525,0.30767933675718595,-0.004815704874034505,0.11545936184312983,0.0,6.713513934976523,0.11256754541577915,0.7171033830893899,288,4096
B,Uniform Cartesian 2D grid,20000,histogram,Histogram occupancy (current control),0.001960874069482088,0.5505492985012602,0.7719572595580391,0.5406330621310792,0.9198905325814893,nan,0.014491972829978661,-0.011968768960794716,0.036184901090352495,-0.5,-0.5,-0.5,0.0,0.0,6.753189985603123,0.1772495341941458,0.9139890495134356,288,4096
B,Uniform Cartesian 2D grid,20000,kernel,Gaussian KDE (Scott bandwidth),2.3888223340036348,1613292.29536908,0.5151668783579231,0.5185285123801102,0.7195716591616681,0.050356330658536584,-0.008922318361929093,0.0022106195580055797,0.06776526291196819,-0.5,9062008.793541493,313484.54566455976,1582542.1035713132,0.0,6.712544829942828,0.11245995046525746,0.7171430508504762,686,4096
B,Uniform Cartesian 2D grid,20000,jacobian,Ray-bundle Jacobian (linear fit per bin),0.08796606305986643,0.15226607252702745,0.09068259111150523,0.0780971989779318,0.05761258907964663,0.06836065923691931,0.1042009183713782,-0.00926054932562564,0.11621555411491113,-0.424708933756645,0.45194530817333756,-0.004117441944991498,0.13515349565760768,0.0013913280170581336,0.26656605074398015,0.0714435047874024,0.048023351787998936,288,288
B,Uniform Cartesian 2D grid,20000,area,Finite area distortion (initial vs final spread),0.0849162070080638,0.15563906495384408,0.08836712147305327,0.048839634277724295,0.05926195848101585,0.0475066176466308,0.05803912112133879,-0.029653229874551882,0.06667840807558964,-0.4547997986547778,0.3385504130483238,-0.019113583737702302,0.13108898133741553,3.6213552334463106e-05,0.22743849311149522,0.050819253067850796,0.04363929118236468,288,288
B,Uniform Cartesian 2D grid,20000,divergence,Displacement divergence (∇·d),0.0015356680378317833,1.388751406590903,1.370833287864775,1.3774435981417203,1.9073440402897084,-0.09369693144328162,0.02406728175423927,-0.000848495626593371,0.002506366746513463,-4.813515620188361,0.12780560650747524,-0.39426070627356613,1.309962859650585,0.0024302044610869686,6.712409931626338,0.809558495143588,1.7590871286098748,288,288
B,Uniform Cartesian 2D grid,20000,knn,Adaptive k-nearest-neighbour density,0.04736190300900489,0.16427902435313224,0.5151708825591015,0.5185127286759204,0.7195621633497122,-0.05346776901558138,-0.00891876161057839,0.026430671938776795,0.06776341631913714,-0.5278183993801766,0.21072393635805386,-0.057853926403499796,0.10906582040394627,0.0,6.712409931626338,0.11246694625667314,0.7171333159429278,288,4096
B,Uniform Cartesian 2D grid,20000,voronoi,Voronoi area method,0.7046702230582014,35.73034689391457,0.5151708825591015,0.5185127286759204,0.7195621633497122,-0.05568762295479986,-0.00891876161057839,2.5567315299807426e-05,0.06776341631913714,-142.3533825686986,-1.1607335971511787,-16.970552844371372,31.41397417760435,0.0,6.712409931626338,0.11246694625667314,0.7171333159429278,288,4096
B,Uniform Cartesian 2D grid,20000,triangulation,Delaunay triangulation area method,0.10367392108310014,0.1364913419109887,0.5151708825591015,0.5185127286759204,0.7195621633497122,-0.00866108150315819,-0.00891876161057839,-0.002781311876317044,0.06776341631913714,-0.47428075810820114,0.25702503675107513,-0.011624674166255887,0.10820244734290094,0.0,6.712409931626338,0.11246694625667314,0.7171333159429278,288,4096
C,Hexagonal packing,2000,histogram,Histogram occupancy (current control),0.0005500969709828496,0.5493105566700155,0.7645731653655649,0.5197537514310885,0.902425268559397,nan,0.011729119596451428,-0.01184336529908889,0.037987580582611556,-0.5,-0.5,-0.5,0.0,0.0,6.74206831499409,0.1714636842516607,0.8969204908638677,311,4096
C,Hexagonal packing,2000,kernel,Gaussian KDE (Scott bandwidth),0.12309547595214099,1264948484.4853594,0.513054055419705,0.5394753562736841,0.7343179244833075,-0.030388334397768942,-0.010303063179384142,0.008014802814388433,0.06516631712186996,-0.5,9684080486.97646,226018800.67423722,1244592371.0853097,0.0,6.748635263355927,0.11594155210538548,0.7316933231105949,931,4096
C,Hexagonal packing,2000,jacobian,Ray-bundle Jacobian (linear fit per bin),0.0357109010219574,0.16946619871932397,0.09676000418354477,0.08109096235108548,0.06202178040499731,0.05108052673342087,0.06721049397192064,-0.0119070068130357,0.07629401713035973,-0.4784986764433521,0.4280001276394232,-0.007376887179666271,0.15234570811848885,0.0038086746363297733,0.2520678358227109,0.08069343336768021,0.05137916321228046,272,272
C,Hexagonal packing,2000,area,Finite area distortion (initial vs final spread),0.03250877291429788,0.17243249124136778,0.09340852389803642,0.049078411873447934,0.059084718591188336,0.026281997755761982,0.05786020450913502,-0.01952185171232269,0.06922239453520787,-0.5153495717802861,0.3309425012718604,-0.021270484620086193,0.14847109643515458,3.2514827333129936e-05,0.2440859255372319,0.059435266030787984,0.046766435048457164,272,272
C,Hexagonal packing,2000,divergence,Displacement divergence (∇·d),0.0005874569760635495,1.3288819609336258,1.3091580240850553,1.379259290919497,1.8717702955180464,0.05943807758594711,0.048908289611503064,-0.00418812405666715,0.0029160225473413813,-4.857250646832213,0.1366842318275617,-0.36514587139286625,1.265679743644781,0.0009700428860997959,6.726177473195997,0.7737384025481567,1.7365242883390046,311,311
C,Hexagonal packing,2000,knn,Adaptive k-nearest-neighbour density,0.0047968580620363355,0.17773853739442655,0.5130563080214673,0.5394658087958039,0.7343125150870619,-0.04725386149278793,-0.010303866191060579,0.004664228155794581,0.06518107464167236,-0.8259333073596704,0.4198987236116696,-0.016840078737381314,0.15332594208859782,0.0,6.749378812245862,0.11594061370270795,0.7316879161212986,311,4096
C,Hexagonal packing,2000,voronoi,Voronoi area method,0.07294431095942855,175.3220908882542,0.5130563080214673,0.5394658087958039,0.7343125150870619,0.09249572615731738,-0.010303866191060579,0.0007688357425508315,0.06518107464167236,-902.6485575623191,1.0,-49.51779216110815,168.17552504487594,0.0,6.749378812245862,0.11594061370270795,0.7316879161212986,311,4096
C,Hexagonal packing,2000,triangulation,Delaunay triangulation area method,0.006551699014380574,0.1307825337707247,0.5130563080214673,0.5394658087958039,0.7343125150870619,0.06720411406596308,-0.010303866191060579,-0.0030006269552386423,0.06518107464167236,-0.43249319142790843,0.31378824946499795,-0.001288348308434195,0.11148446968939474,0.0,6.749378812245862,0.11594061370270795,0.7316879161212986,311,4096
C,Hexagonal packing,5000,histogram,Histogram occupancy (current control),0.0007894899463281035,0.5503632444778004,0.7717875549045077,0.5199979749334839,0.9081502462585015,nan,0.01220739421234154,-0.01195598332367351,0.03701690549238336,-0.5,-0.5,-0.5,0.0,0.0,6.736223004635274,0.175229163231847,0.902296337911717,298,4096
