transform,WC_response_odd_parity,WC_endpoint_production_orientation_dependence,WC_interface_endpoint_swap_invariance_proxy
RC0,2.0,0.0,0.0
RC1,2.0000000000000004,8.577647602870153e-16,8.99265912922513e-16
RC2,2.0000000000000004,1.2399814533828713e-15,1.3948670028773022e-15
RC3,2.0000000000000004,1.0655642628092297e-15,1.2054063129473219e-15
RC4,2.0000000000000004,1.2157923426804176,1.330345244221303e-15
RC5,2.0000000000000004,1.1469657701352303,1.3738822090496204e-15
RC6,2.0000000000000004,1.14948675361989,8.99265912922513e-16
