cluster_id,family,scale,m10_los_mag_rms,final_angular_centroid_mag_rms,final_angular_spread_rms_rms,final_angular_rms_angle_mag_rms,final_transverse_velocity_rms,final_transverse_displacement_rms,g3d_unit_speed_max_error,g3d_unit_speed_pass,first_step_exact_max_vector_error,first_step_exact_pass,angular_identity_error,angular_covariance_psd_pass,angular_direction_mean_bound_pass,m10_los_mag_vs_observed_pearson,m10_los_mag_vs_observed_spearman,m10_los_mag_vs_observed_count,final_angular_centroid_mag_vs_observed_pearson,final_angular_centroid_mag_vs_observed_spearman,final_angular_centroid_mag_vs_observed_count,final_angular_spread_rms_vs_observed_pearson,final_angular_spread_rms_vs_observed_spearman,final_angular_spread_rms_vs_observed_count,final_angular_rms_angle_mag_vs_observed_pearson,final_angular_rms_angle_mag_vs_observed_spearman,final_angular_rms_angle_mag_vs_observed_count
AbellS1063,SOURCE,0.25,9.716261284360574e-06,5.03665270889174e-05,5.760383414980346e-05,7.651789829678225e-05,7.624401856308634e-05,0.0001835702713992492,2.220446049250313e-16,True,4.93023037481907e-16,True,2.1538968716895271e-16,True,True,0.17175625231780242,0.10759858329665545,4096,0.11895460570406804,0.07220863949799301,1024,0.1669639881570419,0.29089115663459375,1024,0.15143379297957454,0.1812282560817615,1024
AbellS1063,SOURCE,0.5,1.666290934485594e-05,9.037091142548218e-05,0.00010857026023179286,0.0001412600546462855,0.0001406538689104156,0.00033934529048078896,2.220446049250313e-16,True,4.930230946066615e-16,True,1.895758085310254e-16,True,True,0.1985877062384994,0.15402865231241145,4096,0.14457606325494982,0.1461876482929552,1024,0.18208086348439156,0.3559904001276292,1024,0.17302547188219491,0.26987925707607785,1024
AbellS1063,SOURCE,1.0,3.1831269380000125e-05,0.00017421536806034422,0.0002144616518446812,0.00027630561807598207,0.0002749914932065454,0.0006624388772119987,2.220446049250313e-16,True,4.930232091990691e-16,True,1.6114615959438652e-16,True,True,0.21184393055849068,0.21921187931059702,4096,0.15249867768364228,0.22861172484319,1024,0.18916415699607114,0.4554738797963714,1024,0.18067316086736668,0.36749818335195805,1024
AbellS1063,SOURCE,2.0,6.521540908761973e-05,0.00036204257608054967,0.000446334889426069,0.0005747083263830634,0.0005718248363940823,0.0013712302833442877,2.220446049250313e-16,True,4.930234388691719e-16,True,1.9548432483268313e-16,True,True,0.21372122744779992,0.30817758670143974,4096,0.14779173328258072,0.3343239283673628,1024,0.18522494930024586,0.5611665356780003,1024,0.17626028085436526,0.4843233669563557,1024
AbellS1063,SOURCE,4.0,0.00013168301897170854,0.0007380396742674312,0.0008886787180060962,0.0011551850174884258,0.0011497633805204752,0.0027653771172755246,2.220446049250313e-16,True,4.930238988053169e-16,True,1.863685996234445e-16,True,True,0.21969452961963792,0.39960798020026267,4096,0.14774661071420675,0.4585231835038195,1024,0.19047328474923292,0.616934316914617,1024,0.17925653712355072,0.5722668584082076,1024
AbellS1063,RESPONSE,0.25,7.957817345000031e-06,4.379316147365372e-05,5.417323314095188e-05,6.966046354139079e-05,6.93417167215139e-05,0.00016694926735325494,2.220446049250313e-16,True,4.826257896170579e-16,True,2.8522087194951335e-16,True,True,0.21184393055849068,0.21921187931059702,4096,0.15131159430743055,0.22857635132194867,1024,0.18663300009636005,0.4554738797963714,1024,0.1786449556945343,0.3675017709981882,1024
AbellS1063,RESPONSE,0.5,1.5915634690000063e-05,8.730814604099661e-05,0.00010753154392163333,0.00013851261784864999,0.0001378663983279077,0.0003326267542643585,2.220446049250313e-16,True,4.812437840598572e-16,True,2.522360421591304e-16,True,True,0.21184393055849068,0.21921187931059702,4096,0.15204903100876913,0.22861361366628313,1024,0.18847793007508457,0.4554738797963714,1024,0.18004628079048046,0.3675017709981882,1024
AbellS1063,RESPONSE,1.0,3.1831269380000125e-05,0.00017421536806034422,0.0002144616518446812,0.00027630561807598207,0.0002749914932065454,0.0006624388772119987,2.220446049250313e-16,True,4.930232091990691e-16,True,1.6114615959438652e-16,True,True,0.21184393055849068,0.21921187931059702,4096,0.15249867768364228,0.22861172484319,1024,0.18916415699607114,0.4554738797963714,1024,0.18067316086736668,0.36749818335195805,1024
AbellS1063,RESPONSE,2.0,6.366253876000025e-05,0.00035119894056800976,0.00042610944352306916,0.0005521865207659747,0.0005494844357051477,0.0013213727243484592,2.220446049250313e-16,True,4.847606319395987e-16,True,2.6370319377802033e-16,True,True,0.21184393055849068,0.21921187931059702,4096,0.1508812381391903,0.2285166578063247,1024,0.190927610855324,0.455474863325556,1024,0.18097275458209916,0.3675027433509048,1024
AbellS1063,RESPONSE,4.0,0.0001273250775200005,0.0007081255102132144,0.0008423145962375561,0.0011004251983890419,0.0010950766234236217,0.002634182749369339,2.220446049250313e-16,True,4.892308535502765e-16,True,2.6915374111389567e-16,True,True,0.21184393055849068,0.21921187931059702,4096,0.14935456065332803,0.2283675134290088,1024,0.1928029687146688,0.45550471567160195,1024,0.18110109230714627,0.36753583687267277,1024
