architecture_family,attenuation_log,attenuation_score,closest_ratio_value,closest_stable_ratio,cluster,cluster_id,coherence_length,dispersion_class,energy_final,energy_initial,group_velocity_normalized,helicity,laboratory_id,longitudinal_energy_fraction,longitudinal_score,mode_conversion_fraction,mode_stability,model,number_of_wave_modes,perturbation,phase_velocity_normalized,polarization_axis,polarization_like,propagating_score,relative_distance_to_3alpha,relative_distance_to_alpha,spatial_dimension,standing_score,transverse_1_energy_fraction,transverse_2_energy_fraction,transverse_score
T1 (scalar),,0.0,0.014594705138567603,2*alpha_fs,Abell2744,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.49739832006263723,,0.9963426112983473,,20,,0.0,,0.010209502942145843,0.0,inf,inf,,0.0,,,0.629968716201571
T1 (scalar),,0.0,0.021892057707851405,3*alpha_fs,MACS0416,,7.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.49646362631782104,,0.9980887922650928,,20,,0.0,,0.01628914385961644,0.0,inf,inf,,0.0,,,0.6924864560809377
T1 (scalar),,0.0,0.014594705138567603,2*alpha_fs,MACS1149,,4.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4944143178653349,,0.9950458777992539,,20,,0.0,,0.02790992524963698,0.0,inf,inf,,0.0,,,0.7632579447931696
T1 (scalar),,0.0,0.014594705138567603,2*alpha_fs,AbellS1063,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.49709227440621784,,0.9951585495508779,,20,,0.0,,0.014816175347728278,0.0,inf,inf,,0.0,,,0.7559740997485407
T1 (scalar),,0.0,0.014594705138567603,2*alpha_fs,Abell370,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.49800549405210726,,0.9928624928457311,,20,,0.0,,0.008265516222426994,0.0,inf,inf,,0.0,,,0.5551846791092163
T2 (phase),,0.0,0.014594705138567603,2*alpha_fs,Abell2744,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.49504126021138417,,0.965184471067668,,20,,0.0,,0.01958907595968129,0.0,inf,inf,,0.0,,,0.7052793481740589
T2 (phase),,0.0,0.021892057707851405,3*alpha_fs,MACS0416,,7.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.49336092762203815,,0.9645997497900244,,20,,0.0,,0.03077319172192261,0.0,inf,inf,,0.0,,,0.6334286326592775
T2 (phase),,0.0,0.014594705138567603,2*alpha_fs,MACS1149,,4.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4896016174709373,,0.9640512057056618,,20,,0.0,,0.052291626972603145,0.0,inf,inf,,0.0,,,0.550112720228997
T2 (phase),,0.0,0.014594705138567603,2*alpha_fs,AbellS1063,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.49463658219475737,,0.9636397343587549,,20,,0.0,,0.02745543658166394,0.0,inf,inf,,0.0,,,0.5921986452472137
T2 (phase),,0.0,0.014594705138567603,2*alpha_fs,Abell370,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4962123653028667,,0.9661207024968231,,20,,0.0,,0.015796875227962248,0.0,inf,inf,,0.0,,,0.7127301036012064
T3 (orientation),,0.0,0.014594705138567603,2*alpha_fs,Abell2744,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.49482074695937733,,0.7970432392317403,,20,,0.0,,0.02055548811445762,0.0,inf,inf,,0.0,,,0.7167081718185034
T3 (orientation),,0.0,0.021892057707851405,3*alpha_fs,MACS0416,,7.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4932397018099545,,0.7806832150801628,,20,,0.0,,0.03223598279325557,0.0,inf,inf,,0.0,,,0.6283500784259268
T3 (orientation),,0.0,0.014594705138567603,2*alpha_fs,MACS1149,,4.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4905742836942157,,0.7601441111377185,,20,,0.0,,0.04908853603473362,0.0,inf,inf,,0.0,,,0.5505768250386578
T3 (orientation),,0.0,0.014594705138567603,2*alpha_fs,AbellS1063,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.49504465463719455,,0.7802704040777549,,20,,0.0,,0.026959098400723636,0.0,inf,inf,,0.0,,,0.5823836162834387
T3 (orientation),,0.0,0.014594705138567603,2*alpha_fs,Abell370,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.49602523876479815,,0.7885144949492944,,20,,0.0,,0.01700088644048081,0.0,inf,inf,,0.0,,,0.7240243870495763
T4 (action),,0.0,0.014594705138567603,2*alpha_fs,Abell2744,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4974139553654215,,0.9867896799795336,,20,,0.0,,0.010147779985033134,0.0,inf,inf,,0.0,,,0.5769144109947638
T4 (action),,0.0,0.021892057707851405,3*alpha_fs,MACS0416,,7.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.49649393733554215,,0.9817301567500701,,20,,0.0,,0.016148846112312376,0.0,inf,inf,,0.0,,,0.6000094854549181
T4 (action),,0.0,0.014594705138567603,2*alpha_fs,MACS1149,,4.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4944864433554697,,0.9715008169293154,,20,,0.0,,0.027548043967562275,0.0,inf,inf,,0.0,,,0.5974907131735138
T4 (action),,0.0,0.014594705138567603,2*alpha_fs,AbellS1063,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4971136620331168,,0.9827897689584507,,20,,0.0,,0.014706936079008748,0.0,inf,inf,,0.0,,,0.664714337845563
T4 (action),,0.0,0.014594705138567603,2*alpha_fs,Abell370,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4980157208668717,,0.9867314249992487,,20,,0.0,,0.0082229329999437,0.0,inf,inf,,0.0,,,0.5156015897223115
T5 (energy),,0.0,0.014594705138567603,2*alpha_fs,Abell2744,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.49663657778507625,,0.976760322263797,,20,,0.0,,0.013151809137137427,0.0,inf,inf,,0.0,,,0.26285925358749185
T5 (energy),,0.0,0.021892057707851405,3*alpha_fs,MACS0416,,7.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4954228331297086,,0.9757880839417741,,20,,0.0,,0.02099454810262469,0.0,inf,inf,,0.0,,,0.35100765053158794
T5 (energy),,0.0,0.014594705138567603,2*alpha_fs,MACS1149,,4.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4927453682822453,,0.9743529579928888,,20,,0.0,,0.036022997672959134,0.0,inf,inf,,0.0,,,0.45961592498771686
T5 (energy),,0.0,0.014594705138567603,2*alpha_fs,AbellS1063,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.49623917915553944,,0.9746847590613908,,20,,0.0,,0.019103386002464418,0.0,inf,inf,,0.0,,,0.49321826924882056
T5 (energy),,0.0,0.014594705138567603,2*alpha_fs,Abell370,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.497424475329561,,0.976986215472763,,20,,0.0,,0.010646017522593088,0.0,inf,inf,,0.0,,,0.15376627363064188
T6 (information),,0.0,0.014594705138567603,2*alpha_fs,Abell2744,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4967596659314825,,0.9682700853319531,,20,,0.0,,0.012625144733140026,0.0,inf,inf,,0.0,,,0.18555776783850594
T6 (information),,0.0,0.021892057707851405,3*alpha_fs,MACS0416,,7.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.49559334907852315,,0.9664170847830755,,20,,0.0,,0.020150809865294383,0.0,inf,inf,,0.0,,,0.31100722295471317
T6 (information),,0.0,0.014594705138567603,2*alpha_fs,MACS1149,,4.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.49300411985902765,,0.9643958436876557,,20,,0.0,,0.03464078131219572,0.0,inf,inf,,0.0,,,0.4959172671125347
T6 (information),,0.0,0.014594705138567603,2*alpha_fs,AbellS1063,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4963948579457461,,0.9684540898032851,,20,,0.0,,0.018282043518134672,0.0,inf,inf,,0.0,,,0.46871522047395203
T6 (information),,0.0,0.014594705138567603,2*alpha_fs,Abell370,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4975242681890471,,0.9688502053128408,,20,,0.0,,0.010204314576699569,0.0,inf,inf,,0.0,,,0.06896951928959703
T7 (circulation),,0.0,0.014594705138567603,2*alpha_fs,Abell2744,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4940201550706161,,0.9867629574146509,,20,,0.0,,0.023809333828159085,0.0,inf,inf,,0.0,,,0.4443870394969429
T7 (circulation),,0.0,0.021892057707851405,3*alpha_fs,MACS0416,,7.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.49278381099813906,,0.9880310247103561,,20,,0.0,,0.033765634801073086,0.0,inf,inf,,0.0,,,0.3776807866743211
T7 (circulation),,0.0,0.014594705138567603,2*alpha_fs,MACS1149,,4.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4898878713852286,,0.989443092719907,,20,,0.0,,0.051603187122227334,0.0,inf,inf,,0.0,,,0.30041850251672714
T7 (circulation),,0.0,0.014594705138567603,2*alpha_fs,AbellS1063,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4941799446013935,,0.9883918967351213,,20,,0.0,,0.029960278955312503,0.0,inf,inf,,0.0,,,0.35538024463002754
T7 (circulation),,0.0,0.014594705138567603,2*alpha_fs,Abell370,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.49524554804620646,,0.986583835179229,,20,,0.0,,0.019917216238149127,0.0,inf,inf,,0.0,,,0.45920091255683143
T8 (flux),,0.0,0.014594705138567603,2*alpha_fs,Abell2744,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4976114230146405,,0.9963676317209987,,20,,0.0,,0.009334031272619003,0.0,inf,inf,,0.0,,,0.4254468493672667
T8 (flux),,0.0,0.021892057707851405,3*alpha_fs,MACS0416,,7.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.49674996512020414,,0.99615552534953,,20,,0.0,,0.014907774770943183,0.0,inf,inf,,0.0,,,0.22829990036489356
T8 (flux),,0.0,0.014594705138567603,2*alpha_fs,MACS1149,,4.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.49485374228893303,,0.9953042510907566,,20,,0.0,,0.025588373755697114,0.0,inf,inf,,0.0,,,0.019744945213345
T8 (flux),,0.0,0.014594705138567603,2*alpha_fs,AbellS1063,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4973353199358809,,0.9954268309779849,,20,,0.0,,0.013543310478786208,0.0,inf,inf,,0.0,,,0.2647688542205824
T8 (flux),,0.0,0.014594705138567603,2*alpha_fs,Abell370,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4981709098169963,,0.9968892979138055,,20,,0.0,,0.007556145020492289,0.0,inf,inf,,0.0,,,0.5143567091808837
T9 (energy_phase),,0.0,0.014594705138567603,2*alpha_fs,Abell2744,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4973389247565152,,0.9941383952028852,,20,,0.0,,0.010450312882860024,0.0,inf,inf,,0.0,,,0.6021630193231371
T9 (energy_phase),,0.0,0.021892057707851405,3*alpha_fs,MACS0416,,7.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4963895558235998,,0.9948351846009831,,20,,0.0,,0.016643996305528486,0.0,inf,inf,,0.0,,,0.6535524276274298
T9 (energy_phase),,0.0,0.014594705138567603,2*alpha_fs,MACS1149,,4.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4943157128285569,,0.993703437412023,,20,,0.0,,0.028435662693042096,0.0,inf,inf,,0.0,,,0.7023599672648214
T9 (energy_phase),,0.0,0.014594705138567603,2*alpha_fs,AbellS1063,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4970276514133691,,0.9975740182249215,,20,,0.0,,0.015154403068923017,0.0,inf,inf,,0.0,,,0.7173759541852405
T9 (energy_phase),,0.0,0.014594705138567603,2*alpha_fs,Abell370,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4979582279302269,,0.9913433291459725,,20,,0.0,,0.00846584874594336,0.0,inf,inf,,0.0,,,0.5296751315733463
T10 (unified),,0.0,0.014594705138567603,2*alpha_fs,Abell2744,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4983331532005186,,0.9789604818468224,,20,,0.0,,0.006468432493231591,0.0,inf,inf,,0.0,,,0.5036263925553756
T10 (unified),,0.0,0.021892057707851405,3*alpha_fs,MACS0416,,7.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.49773332267284104,,0.9789893341887373,,20,,0.0,,0.010330079367527611,0.0,inf,inf,,0.0,,,0.5635111292296551
T10 (unified),,0.0,0.014594705138567603,2*alpha_fs,MACS1149,,4.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4964057334781875,,0.9780029498213624,,20,,0.0,,0.017739865025356627,0.0,inf,inf,,0.0,,,0.6226479861998991
T10 (unified),,0.0,0.014594705138567603,2*alpha_fs,AbellS1063,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4981431203776457,,0.9802872505497857,,20,,0.0,,0.009398692692369703,0.0,inf,inf,,0.0,,,0.6387752830556179
T10 (unified),,0.0,0.014594705138567603,2*alpha_fs,Abell370,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4987263005268184,,0.9767491424039599,,20,,0.0,,0.005233760803504017,0.0,inf,inf,,0.0,,,0.4251360871142935
WR1 (wrong),,0.0,0.3183098861837907,1/pi,Abell2744,,86.33333333333333,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.35366990837367807,,0.9872582268306508,,10,,0.0,,0.9993338238075108,0.0,inf,inf,,0.0,,,0.0012651967170262887
WR1 (wrong),,0.0,0.36787944117144233,1/e,MACS0416,,87.66666666666667,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.35364229116310864,,0.987156826679324,,10,,0.0,,0.9994941323173472,0.0,inf,inf,,0.0,,,0.0009245069792876159
WR1 (wrong),,0.0,0.3183098861837907,1/pi,MACS1149,,86.66666666666667,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.3536227595523351,,0.9870754097874836,,10,,0.0,,0.9996065863699343,0.0,inf,inf,,0.0,,,0.0006787183065768948
WR1 (wrong),,0.0,0.3183098861837907,1/pi,AbellS1063,,86.33333333333333,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.3536469099211804,,0.9871546620409246,,11,,0.0,,0.9994682476864293,0.0,inf,inf,,0.0,,,0.0009301587588710885
WR1 (wrong),,0.0,0.3183098861837907,1/pi,Abell370,,86.33333333333333,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.35368752428882944,,0.9873030040573999,,11,,0.0,,0.9992326579702657,0.0,inf,inf,,0.0,,,0.0014203336925726223
WR2 (wrong),,0.0,0.014594705138567603,2*alpha_fs,Abell2744,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4973222788668219,,0.9934646027227049,,20,,0.0,,0.010521414394416229,0.0,inf,inf,,0.0,,,0.31192870037570375
WR2 (wrong),,0.0,0.021892057707851405,3*alpha_fs,MACS0416,,7.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4963597011641597,,0.9940237448100965,,20,,0.0,,0.016784217369611554,0.0,inf,inf,,0.0,,,0.1080474071082111
WR2 (wrong),,0.0,0.014594705138567603,2*alpha_fs,MACS1149,,4.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.49425078528353816,,0.995460228257412,,20,,0.0,,0.028751923936231605,0.0,inf,inf,,0.0,,,0.1516057318909691
WR2 (wrong),,0.0,0.014594705138567603,2*alpha_fs,AbellS1063,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4970056524887413,,0.9949200893903907,,20,,0.0,,0.01526818603741753,0.0,inf,inf,,0.0,,,0.11969470233460162
WR2 (wrong),,0.0,0.014594705138567603,2*alpha_fs,Abell370,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.49794676758765805,,0.9928752436987675,,20,,0.0,,0.008518365432230723,0.0,inf,inf,,0.0,,,0.40116779520205764
WR3 (wrong),,0.0,0.014594705138567603,2*alpha_fs,Abell2744,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4961448930793554,,0.9983409105966293,,20,,0.0,,0.015023229626784373,0.0,inf,inf,,0.0,,,0.7948645714044518
WR3 (wrong),,0.0,0.021892057707851405,3*alpha_fs,MACS0416,,7.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4947474222439617,,0.9989548517504467,,20,,0.0,,0.024010011299715917,0.0,inf,inf,,0.0,,,0.7172698194825663
WR3 (wrong),,0.0,0.014594705138567603,2*alpha_fs,MACS1149,,4.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.49165594181454675,,0.9964280162512508,,20,,0.0,,0.041266870010916,0.0,inf,inf,,0.0,,,0.6113862693754226
WR3 (wrong),,0.0,0.014594705138567603,2*alpha_fs,AbellS1063,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4956973231930803,,0.9989307355823713,,20,,0.0,,0.02180966176234489,0.0,inf,inf,,0.0,,,0.7312813474198494
WR3 (wrong),,0.0,0.014594705138567603,2*alpha_fs,Abell370,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4970507464717056,,0.9980772838174208,,20,,0.0,,0.012159146431737544,0.0,inf,inf,,0.0,,,0.8287410761770833
WR4 (wrong),,0.0,0.014594705138567603,2*alpha_fs,Abell2744,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4941830346902953,,0.0,,20,,0.0,,0.023087868035380765,0.0,inf,inf,,0.0,,,0.0
WR4 (wrong),,0.0,0.021892057707851405,3*alpha_fs,MACS0416,,7.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4921287422479656,,0.0,,20,,0.0,,0.0366274171599873,0.0,inf,inf,,0.0,,,0.0
WR4 (wrong),,0.0,0.014594705138567603,2*alpha_fs,MACS1149,,4.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.4876771065000879,,0.0,,20,,0.0,,0.06222754911651451,0.0,inf,inf,,0.0,,,0.0
WR4 (wrong),,0.0,0.014594705138567603,2*alpha_fs,AbellS1063,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.49347681813798694,,0.0,,20,,0.0,,0.03343462126793206,0.0,inf,inf,,0.0,,,0.0
WR4 (wrong),,0.0,0.014594705138567603,2*alpha_fs,Abell370,,3.0,broad,,,0.0,,PBUF MICROSCOPIC-INVARIANTS-LAB-001,,0.49552193139412154,,0.0,,20,,0.0,,0.018723122307835793,0.0,inf,inf,,0.0,,,0.0
,-0.262144361155597,,,,,Abell2744,,,0.20254842007610663,0.26325504907613373,,0.6072350964274692,PBUF A8 THREE-DIMENSIONAL PROJECTION-LAB-001,0.22821585047074483,,-0.01693406634709263,,A8,,L,,L,,,,,3,,nan,nan,
,-0.2621443611479948,,,,,Abell2744,,,0.20254842010770374,0.2632550491151996,,0.6072350972155334,PBUF A8 THREE-DIMENSIONAL PROJECTION-LAB-001,nan,,-0.016934066355355548,,A8,,T1,,T1,,,,,3,,0.8081240633358597,nan,
,-0.26214436109601164,,,,,Abell2744,,,0.20254842011864516,0.2632550491157355,,0.607235095309691,PBUF A8 THREE-DIMENSIONAL PROJECTION-LAB-001,nan,,-0.016934066348199495,,A8,,T2,,T2,,,,,3,,nan,0.8081240631578718,
,-0.2551362627186757,,,,,MACS0416,,,0.1842105277817384,0.23774901038248433,,0.5164195357728291,PBUF A8 THREE-DIMENSIONAL PROJECTION-LAB-001,0.21977294455304025,,-0.016637265434347154,,A8,,L,,L,,,,,3,,nan,nan,
,-0.25513626269483314,,,,,MACS0416,,,0.18421052781515412,0.23774901041994334,,0.5164195368880008,PBUF A8 THREE-DIMENSIONAL PROJECTION-LAB-001,nan,,-0.0166372654469929,,A8,,T1,,T1,,,,,3,,0.8145501577218155,nan,
,-0.2551362626699595,,,,,MACS0416,,,0.1842105278198514,0.23774901042009214,,0.5164195342243405,PBUF A8 THREE-DIMENSIONAL PROJECTION-LAB-001,nan,,-0.016637265452168676,,A8,,T2,,T2,,,,,3,,nan,0.8145501574841099,
,-0.24523049412161665,,,,,MACS1149,,,0.15103085725559642,0.19300472350902875,,0.4060112943577655,PBUF A8 THREE-DIMENSIONAL PROJECTION-LAB-001,0.20796784869917034,,-0.018989021589941785,,A8,,L,,L,,,,,3,,nan,nan,
,-0.24523049416563758,,,,,MACS1149,,,0.15103085726780752,0.19300472353312975,,0.40601129442147665,PBUF A8 THREE-DIMENSIONAL PROJECTION-LAB-001,nan,,-0.018989021586743593,,A8,,T1,,T1,,,,,3,,0.8172078020275564,nan,
,-0.24523049413249537,,,,,MACS1149,,,0.15103085727299595,0.19300472353336354,,0.40601129426039484,PBUF A8 THREE-DIMENSIONAL PROJECTION-LAB-001,nan,,-0.018989021564489755,,A8,,T2,,T2,,,,,3,,nan,0.8172078019493508,
,-0.2373675751569842,,,,,AbellS1063,,,0.15797333630234867,0.2002955120665753,,0.41172559383468876,PBUF A8 THREE-DIMENSIONAL PROJECTION-LAB-001,0.21817155471313732,,-0.017170211640920946,,A8,,L,,L,,,,,3,,nan,nan,
,-0.23736757514642268,,,,,AbellS1063,,,0.15797333632065744,0.20029551208767368,,0.4117255946099979,PBUF A8 THREE-DIMENSIONAL PROJECTION-LAB-001,nan,,-0.017170211654247258,,A8,,T1,,T1,,,,,3,,0.8152884431248676,nan,
,-0.23736757513427276,,,,,AbellS1063,,,0.15797333632246907,0.2002955120875371,,0.4117255931541285,PBUF A8 THREE-DIMENSIONAL PROJECTION-LAB-001,nan,,-0.017170211614182918,,A8,,T2,,T2,,,,,3,,nan,0.815288442995073,
,-0.2530699288142815,,,,,Abell370,,,0.216839540670967,0.27928354747112627,,0.6300494704935099,PBUF A8 THREE-DIMENSIONAL PROJECTION-LAB-001,0.22838639797195642,,-0.016394634107324585,,A8,,L,,L,,,,,3,,nan,nan,
,-0.2530699288688566,,,,,Abell370,,,0.21683954067707206,0.27928354749423134,,0.6300494711990554,PBUF A8 THREE-DIMENSIONAL PROJECTION-LAB-001,nan,,-0.01639463410737732,,A8,,T1,,T1,,,,,3,,0.8074893645022179,nan,
,-0.2530699287940633,,,,,Abell370,,,0.21683954069433822,0.27928354749558115,,0.6300494690736397,PBUF A8 THREE-DIMENSIONAL PROJECTION-LAB-001,nan,,-0.016394634135143082,,A8,,T2,,T2,,,,,3,,nan,0.8074893642042416,
,-0.262144361155597,,,,,Abell2744,,,0.20254842007610663,0.26325504907613373,,0.6072350964274692,PBUF A8 THREE-DIMENSIONAL PROJECTION-LAB-001,0.22821585047074483,,-0.01693406634709263,,A8,,L,,L,,,,,3,,nan,nan,
,-0.2621443611479948,,,,,Abell2744,,,0.20254842010770374,0.2632550491151996,,0.6072350972155334,PBUF A8 THREE-DIMENSIONAL PROJECTION-LAB-001,nan,,-0.016934066355355548,,A8,,T1,,T1,,,,,3,,0.8081240633358597,nan,
,-0.26214436109601164,,,,,Abell2744,,,0.20254842011864516,0.2632550491157355,,0.607235095309691,PBUF A8 THREE-DIMENSIONAL PROJECTION-LAB-001,nan,,-0.016934066348199495,,A8,,T2,,T2,,,,,3,,nan,0.8081240631578718,
,-0.2551362627186757,,,,,MACS0416,,,0.1842105277817384,0.23774901038248433,,0.5164195357728291,PBUF A8 THREE-DIMENSIONAL PROJECTION-LAB-001,0.21977294455304025,,-0.016637265434347154,,A8,,L,,L,,,,,3,,nan,nan,
,-0.25513626269483314,,,,,MACS0416,,,0.18421052781515412,0.23774901041994334,,0.5164195368880008,PBUF A8 THREE-DIMENSIONAL PROJECTION-LAB-001,nan,,-0.0166372654469929,,A8,,T1,,T1,,,,,3,,0.8145501577218155,nan,
,-0.2551362626699595,,,,,MACS0416,,,0.1842105278198514,0.23774901042009214,,0.5164195342243405,PBUF A8 THREE-DIMENSIONAL PROJECTION-LAB-001,nan,,-0.016637265452168676,,A8,,T2,,T2,,,,,3,,nan,0.8145501574841099,
,-0.24523049412161665,,,,,MACS1149,,,0.15103085725559642,0.19300472350902875,,0.4060112943577655,PBUF A8 THREE-DIMENSIONAL PROJECTION-LAB-001,0.20796784869917034,,-0.018989021589941785,,A8,,L,,L,,,,,3,,nan,nan,
,-0.24523049416563758,,,,,MACS1149,,,0.15103085726780752,0.19300472353312975,,0.40601129442147665,PBUF A8 THREE-DIMENSIONAL PROJECTION-LAB-001,nan,,-0.018989021586743593,,A8,,T1,,T1,,,,,3,,0.8172078020275564,nan,
,-0.24523049413249537,,,,,MACS1149,,,0.15103085727299595,0.19300472353336354,,0.40601129426039484,PBUF A8 THREE-DIMENSIONAL PROJECTION-LAB-001,nan,,-0.018989021564489755,,A8,,T2,,T2,,,,,3,,nan,0.8172078019493508,
,-0.2373675751569842,,,,,AbellS1063,,,0.15797333630234867,0.2002955120665753,,0.41172559383468876,PBUF A8 THREE-DIMENSIONAL PROJECTION-LAB-001,0.21817155471313732,,-0.017170211640920946,,A8,,L,,L,,,,,3,,nan,nan,
,-0.23736757514642268,,,,,AbellS1063,,,0.15797333632065744,0.20029551208767368,,0.4117255946099979,PBUF A8 THREE-DIMENSIONAL PROJECTION-LAB-001,nan,,-0.017170211654247258,,A8,,T1,,T1,,,,,3,,0.8152884431248676,nan,
,-0.23736757513427276,,,,,AbellS1063,,,0.15797333632246907,0.2002955120875371,,0.4117255931541285,PBUF A8 THREE-DIMENSIONAL PROJECTION-LAB-001,nan,,-0.017170211614182918,,A8,,T2,,T2,,,,,3,,nan,0.815288442995073,
,-0.2530699288142815,,,,,Abell370,,,0.216839540670967,0.27928354747112627,,0.6300494704935099,PBUF A8 THREE-DIMENSIONAL PROJECTION-LAB-001,0.22838639797195642,,-0.016394634107324585,,A8,,L,,L,,,,,3,,nan,nan,
