alpha_input_dependency,boundary_condition,cluster,curl_rms,depth,depth_divergence_fraction,depth_profile,divergence_rms,helicity,irrotational_fraction_3d,laboratory_id,lane,midpoint_centered,multipole_distance,nearest_alpha_multiple,neighbour_stencil,normalized_rmse_kappa,orientation_rule,out_of_plane_energy_fraction,pearson_gamma_vs_gr,pearson_kappa_vs_gr,power_spectrum_distance,projected_irrotational_fraction,projected_solenoidal_fraction,projection_axis,projection_noncommutation,radial_difference,response_energy,solenoidal_fraction_3d,ssim_kappa_vs_gr
True,reflective,Abell2744,0.002396441466761563,9,0.20720789477246165,gaussian,0.0014579617116281906,0.03628183103125564,0.23783603881976711,PBUF A8 THREE-DIMENSIONAL PROJECTION-LAB-001,L4,True,nan,6alpha,N6,0.5689885782562027,O3,0.24281628981901315,-0.019585369583577223,-0.05110701651438619,nan,0.12206351767138768,0.8597594150858732,z,0.033972376535603116,nan,0.26761504152558147,0.7911825931042362,0.003662197170427346
True,reflective,MACS0416,0.0022579329349869015,9,0.21518365742639176,gaussian,0.0013517943755454605,0.03079912407631517,0.22930657313354022,PBUF A8 THREE-DIMENSIONAL PROJECTION-LAB-001,L4,True,nan,6alpha,N6,0.675214028340472,O3,0.24939293673612845,0.033849959210756994,0.07124714759037626,nan,0.12973678683011405,0.8538212863055378,z,0.03696017788256556,nan,0.24159709569841817,0.7978919159899817,-0.013629404706636936
True,reflective,MACS1149,0.001983974488218887,9,0.22538270300511049,gaussian,0.0012063399138203838,0.023594801306329856,0.2188814453654829,PBUF A8 THREE-DIMENSIONAL PROJECTION-LAB-001,L4,True,nan,6alpha,N6,0.94748936968373,O3,0.22702065279428188,-0.023204628395981825,-0.019812998725120157,nan,0.1355357940403945,0.8455669578562367,z,0.040005535102027076,nan,0.19604674497238656,0.8004284146305921,-0.0024793046094129796
True,reflective,AbellS1063,0.002005491703579417,9,0.21230221959365206,gaussian,0.0012315741369933956,0.02392220667952951,0.22801580725975182,PBUF A8 THREE-DIMENSIONAL PROJECTION-LAB-001,L4,True,nan,6alpha,N6,0.7048082099999188,O3,0.23597000926410028,0.035135380949781185,0.025472220077588113,nan,0.13618214110780172,0.8566744482627247,z,0.03903894376525828,nan,0.20334510154570334,0.7991179366466564,-0.007872613051366297
True,reflective,Abell370,0.0024319138056630076,9,0.20632025649203292,gaussian,0.0014850832653387402,0.03734354917178123,0.23772100986254185,PBUF A8 THREE-DIMENSIONAL PROJECTION-LAB-001,L4,True,nan,6alpha,N6,0.5612710659833888,O3,0.23860088189563858,0.20267205342307806,0.12012517679019598,nan,0.12762663239508365,0.8571293828111095,z,0.03397774652695527,nan,0.28376213170487685,0.7911371170131509,0.009296918019748504
