laboratory_id,candidate_a,candidate_b,cluster,normalization,representation_transform,trajectory_correlation,derivative_correlation,normalized_rms_distance,sign_agreement,turning_point_agreement,wave_mode_equivalence,exchange_cycle_difference,state_space_geometry_difference,equivalence_level,nearest_alpha_ratio,nearest_inverse_alpha_ratio
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N3,R4,0.999196565720373,0.9988747335257363,0.04008576504514042,0.9928385416666666,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N3,R5,-1.0,-1.0,1.9999999999999998,0.0011625744047619048,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N3,R6,-1.0,-1.0,1.9999999999999998,0.0011625744047619048,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N4,R1,0.9999153766181854,0.9988747335257365,0.04008576504514042,0.9928385416666666,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N4,R2,0.9999153766181854,0.9988747335257365,0.04008576504514042,0.9928385416666666,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N4,R3,0.9999999999997955,0.998874733525737,0.04008576504512736,0.9926525297619048,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N4,R4,0.9999153766181854,0.9988747335257365,0.04008576504514042,0.9928385416666666,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N4,R5,-1.0,-1.0,2.0000000000000004,0.0011625744047619048,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N4,R6,-1.0,-1.0,2.0000000000000004,0.0011625744047619048,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N0,R1,0.9998360401974091,0.9996149748135322,0.02914574105345794,0.9895833333333334,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N0,R2,0.9998360401974091,0.9996149748135322,0.02914574105345794,0.9895833333333334,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N0,R3,0.9999999966925219,0.9996149748135319,0.029145741053457876,0.9895833333333334,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N0,R4,0.9998360401974091,0.9996149748135322,0.02914574105345794,0.9895833333333334,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N0,R5,-1.0,-1.0,2.0,0.047572544642857144,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N0,R6,-1.0,-1.0,2.0,0.047572544642857144,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N1,R1,0.9998360401974093,0.9996149748135323,0.029145741053457935,0.9895833333333334,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N1,R2,0.9998360401974093,0.9996149748135323,0.029145741053457935,0.9895833333333334,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N1,R3,0.9999937492113716,0.9996149748135323,0.02914574105345794,0.9895833333333334,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N1,R4,0.9998360401974093,0.9996149748135323,0.029145741053457935,0.9895833333333334,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N1,R5,-1.0,-1.0,2.0,0.047572544642857144,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N1,R6,-1.0,-1.0,2.0,0.047572544642857144,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N2,R1,0.9998299814953828,0.9996149748135319,0.029145741053457942,0.9895833333333334,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N2,R2,0.9998299814953828,0.9996149748135319,0.029145741053457942,0.9895833333333334,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N2,R3,0.9999937492113713,0.9996149748135319,0.029145741053457942,0.9895833333333334,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N2,R4,0.9998299814953828,0.9996149748135319,0.029145741053457942,0.9895833333333334,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N2,R5,-1.0,-1.0,2.0,0.0,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N2,R6,-1.0,-1.0,2.0,0.0,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N3,R1,0.9995752628892224,0.9996149748135321,0.02914574105345794,0.9895833333333334,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N3,R2,0.9995752628892224,0.9996149748135321,0.02914574105345794,0.9895833333333334,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N3,R3,0.9997876314446114,0.9996149748135323,0.02914574105345794,0.9895833333333334,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N3,R4,0.9995752628892224,0.9996149748135321,0.02914574105345794,0.9895833333333334,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N3,R5,-1.0,-1.0,1.9999999999999998,0.0,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N3,R6,-1.0,-1.0,1.9999999999999998,0.0,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N4,R1,0.9998360401974095,0.9996149748135319,0.029145741053457942,0.9895833333333334,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N4,R2,0.9998360401974095,0.9996149748135319,0.029145741053457942,0.9895833333333334,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N4,R3,0.9999999999994226,0.9996149748135323,0.02914574105345575,0.9895833333333334,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N4,R4,0.9998360401974095,0.9996149748135319,0.029145741053457942,0.9895833333333334,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N4,R5,-1.0,-1.0,2.0,0.0,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N4,R6,-1.0,-1.0,2.0,0.0,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N0,R1,0.9986509872685366,0.9975324211409207,0.08004185411829945,0.9754464285714286,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N0,R2,0.9986509872685366,0.9975324211409207,0.08004185411829945,0.9754464285714286,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N0,R3,0.9999999021164916,0.9975324211409207,0.08004185411829945,0.9754464285714286,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N0,R4,0.9986509872685366,0.9975324211409207,0.08004185411829945,0.9754464285714286,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N0,R5,-1.0,-1.0,2.0,0.047572544642857144,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N0,R6,-1.0,-1.0,2.0,0.047572544642857144,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N1,R1,0.9986509872685367,0.9975324211409207,0.08004185411829944,0.9754464285714286,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N1,R2,0.9986509872685367,0.9975324211409207,0.08004185411829944,0.9754464285714286,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N1,R3,0.9998851073315793,0.997532421140921,0.08004185411829944,0.9754464285714286,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N1,R4,0.9986509872685367,0.9975324211409207,0.08004185411829944,0.9754464285714286,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N1,R5,-1.0,-1.0,1.9999999999999998,0.047572544642857144,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N1,R6,-1.0,-1.0,1.9999999999999998,0.047572544642857144,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N2,R1,0.9986509044365783,0.9975324211409206,0.08004185411829944,0.9754464285714286,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N2,R2,0.9986509044365783,0.9975324211409206,0.08004185411829944,0.9754464285714286,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N2,R3,0.9998851073315794,0.9975324211409208,0.08004185411829945,0.9754464285714286,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N2,R4,0.9986509044365783,0.9975324211409206,0.08004185411829944,0.9754464285714286,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N2,R5,-1.0,-1.0,2.0,0.0,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N2,R6,-1.0,-1.0,2.0,0.0,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N3,R1,0.9967966507946523,0.997532421140921,0.08004185411829945,0.9754464285714286,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N3,R2,0.9967966507946523,0.997532421140921,0.08004185411829945,0.9754464285714286,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N3,R3,0.9983983253973262,0.9975324211409209,0.08004185411829945,0.9754464285714286,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N3,R4,0.9967966507946523,0.997532421140921,0.08004185411829945,0.9754464285714286,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N3,R5,-1.0,-1.0,2.0,0.0,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N3,R6,-1.0,-1.0,2.0,0.0,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N4,R1,0.9986509872685368,0.9975324211409211,0.08004185411829944,0.9754464285714286,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N4,R2,0.9986509872685368,0.9975324211409211,0.08004185411829944,0.9754464285714286,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N4,R3,0.9999999999949629,0.9975324211409204,0.08004185411830222,0.9754464285714286,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N4,R4,0.9986509872685368,0.9975324211409211,0.08004185411829944,0.9754464285714286,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N4,R5,-1.0,-1.0,2.0,0.0,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,Abell2744,N4,R6,-1.0,-1.0,2.0,0.0,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,MACS0416,N0,R1,0.9999170399229991,0.999776939025893,0.016350718877658092,0.9888857886904762,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,MACS0416,N0,R2,0.9999170399229991,0.999776939025893,0.016350718877658092,0.9888857886904762,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,MACS0416,N0,R3,0.999999977706291,0.9997769390258929,0.016350718877658155,0.9888857886904762,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,MACS0416,N0,R4,0.9999170399229991,0.999776939025893,0.016350718877658092,0.9888857886904762,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,MACS0416,N0,R5,-1.0,-1.0,2.0,0.047572544642857144,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,MACS0416,N0,R6,-1.0,-1.0,2.0,0.047572544642857144,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,MACS0416,N1,R1,0.9999170399229991,0.9997769390258933,0.0163507188776581,0.9888857886904762,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,MACS0416,N1,R2,0.9999170399229991,0.9997769390258933,0.0163507188776581,0.9888857886904762,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,MACS0416,N1,R3,0.9999976030656023,0.9997769390258933,0.016350718877658092,0.9888857886904762,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,MACS0416,N1,R4,0.9999170399229991,0.9997769390258933,0.0163507188776581,0.9888857886904762,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,MACS0416,N1,R5,-1.0,-1.0,2.0,0.047572544642857144,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,MACS0416,N1,R6,-1.0,-1.0,2.0,0.047572544642857144,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,MACS0416,N2,R1,0.9999585794464176,0.9997769390258928,0.016350718877658092,0.9888857886904762,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,MACS0416,N2,R2,0.9999585794464176,0.9997769390258928,0.016350718877658092,0.9888857886904762,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,MACS0416,N2,R3,0.9999971817151797,0.9997769390258929,0.0163507188776581,0.9888857886904762,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,MACS0416,N2,R4,0.9999585794464176,0.9997769390258928,0.016350718877658092,0.9888857886904762,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,MACS0416,N2,R5,-1.0,-1.0,2.0,0.0,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,MACS0416,N2,R6,-1.0,-1.0,2.0,0.0,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,MACS0416,N3,R1,0.999866326996092,0.999776939025893,0.01635071887765809,0.9888857886904762,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,MACS0416,N3,R2,0.999866326996092,0.999776939025893,0.01635071887765809,0.9888857886904762,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,MACS0416,N3,R3,0.9999331634980457,0.999776939025893,0.01635071887765809,0.9888857886904762,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,MACS0416,N3,R4,0.999866326996092,0.999776939025893,0.01635071887765809,0.9888857886904762,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,MACS0416,N3,R5,-1.0,-1.0,1.9999999999999998,0.0,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,MACS0416,N3,R6,-1.0,-1.0,1.9999999999999998,0.0,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,MACS0416,N4,R1,0.9999170399229992,0.999776939025893,0.01635071887765809,0.9888857886904762,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,MACS0416,N4,R2,0.9999170399229992,0.999776939025893,0.01635071887765809,0.9888857886904762,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,MACS0416,N4,R3,0.9999999999996118,0.9997769390258928,0.01635071887766374,0.9888857886904762,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,MACS0416,N4,R4,0.9999170399229992,0.999776939025893,0.01635071887765809,0.9888857886904762,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,MACS0416,N4,R5,-1.0,-1.0,2.0,0.0,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,MACS0416,N4,R6,-1.0,-1.0,2.0,0.0,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T5,T6,MACS0416,N0,R1,0.9999864158284746,0.9999858595599104,0.006803160112853104,0.9988374255952381,0.0,True,0.0,0.00011020128607474599,Level 3 (dynamical equivalence),0.0072973525692838015,137.035999084
