cluster_id,step_index,propagation_distance,sampled_response_mag_vs_observed_pearson,sampled_response_mag_vs_observed_spearman,sampled_response_mag_vs_observed_count,sampled_response_mag_vs_los_mag_pearson,sampled_response_mag_vs_los_mag_spearman,sampled_response_mag_vs_los_mag_count,sampled_response_mag_rms,velocity_change_mag_vs_observed_pearson,velocity_change_mag_vs_observed_spearman,velocity_change_mag_vs_observed_count,velocity_change_mag_vs_los_mag_pearson,velocity_change_mag_vs_los_mag_spearman,velocity_change_mag_vs_los_mag_count,velocity_change_mag_rms,displacement_mag_vs_observed_pearson,displacement_mag_vs_observed_spearman,displacement_mag_vs_observed_count,displacement_mag_vs_los_mag_pearson,displacement_mag_vs_los_mag_spearman,displacement_mag_vs_los_mag_count,displacement_mag_rms,linear_kappa_vs_observed_pearson,linear_kappa_vs_observed_spearman,linear_kappa_vs_observed_count,linear_kappa_vs_los_mag_pearson,linear_kappa_vs_los_mag_spearman,linear_kappa_vs_los_mag_count,linear_kappa_rms
MACS0416,1,0.03,0.754984358651476,0.6627207730659891,1024,0.8949647231361284,0.8425194795615478,1024,0.00010878200416979808,0.7174668533364843,0.613429720334023,1024,0.82770676930412,0.7378461282275945,1024,2.1526660604574764e-06,nan,0.08187524327153196,1024,nan,0.08512569391895752,1024,0.029999999999999992,-0.04161838962160255,0.11554250158429902,1024,-0.08203289386984884,0.08664761551391174,1024,5.355882618760372e-07
MACS0416,5,0.15,0.7764159643532553,0.6706923512547218,1024,0.8944301911043497,0.8029054051033545,1024,0.00011727445104184081,0.7326901940037416,0.601177690385,1024,0.8506315981452874,0.7473935609040842,1024,1.0892948847577367e-05,nan,-0.6122484401144198,1024,nan,-0.7488682687412443,1024,0.1499999999991035,-0.03913459173724748,0.11565260122290455,1024,-0.0933245641954213,0.0861105138223303,1024,8.310105751474909e-06
MACS0416,10,0.3,0.7769084820858616,0.5991704033081636,1024,0.7900110738066727,0.5702162868357056,1024,0.00012595609611360214,0.7537249181374455,0.59594028488837,1024,0.853255219633562,0.7175495538588084,1024,2.1775560504170594e-05,nan,-0.6227699372966863,1024,nan,-0.7261582698601688,1024,0.2999999999924018,-0.035156766813282087,0.11810675804396646,1024,-0.10171001686939689,0.09096737313139261,1024,3.060393587493196e-05
MACS0416,20,0.6,0.6465425202053996,0.36118939181391313,1024,0.5357542950950528,0.2892697120198841,1024,0.0001334813432529562,0.7442990791597464,0.5211971708934043,1024,0.7845023927670609,0.5707740639081611,1024,4.290961899395854e-05,nan,-0.5667151399692459,1024,nan,-0.5924776370610114,1024,0.5999999999366261,-0.023463679527789383,0.11560280994384783,1024,-0.10915542661003663,0.08964914437450826,1024,0.00011611868062299175
MACS0416,40,1.2,0.34055786914007397,0.16270664522826278,1024,0.21679587240832252,0.05801158715399471,1024,0.000133386191047917,0.6313704487780882,0.3457284117240043,1024,0.5630964005214293,0.32949360963092766,1024,7.430835118685535e-05,nan,-0.41329835268289206,1024,nan,-0.3570909860846053,1024,1.1999999995536026,-0.005388481962423965,0.09358867164643328,1024,-0.10761559774375438,0.07523891799585151,1024,0.00041690743491127973
MACS0416,80,2.4,0.0004999647987040415,0.07881009472720135,1024,-0.05630792572100694,-0.03245563175023246,1024,0.00013664286662277397,0.4869508711970962,0.30655873572769765,1024,0.4021841998194306,0.23226048968242616,1024,0.00012020303236680348,nan,-0.30448685969425765,1024,nan,-0.20554836698018739,1024,2.39999999733765,-0.004671756040145917,0.06697377445820413,1024,-0.08314332728612779,0.06792351003147128,1024,0.001407619754567575
MACS0416,120,3.5999999999999996,-0.04935623238640964,-0.12080408183661916,1024,-0.07347981622006722,-0.16923697786281383,1024,0.0001334342521513465,0.3624729630138336,0.21855485735244892,1024,0.27873727529432085,0.12210225037550962,1024,0.00015441219267188063,nan,-0.2110392130442638,1024,nan,-0.08805746414777198,1024,3.5999999929174593,-0.00767568279726371,0.04567887705442292,1024,-0.07159080530854833,0.047265630587940775,1024,0.002774577744494235
MACS0416,159,4.77,-0.044933025564465254,-0.028404421463462694,1024,-0.04555418192358158,-0.019954536513840212,1024,0.00013057998216301923,0.3504081091675279,0.2229572670110706,1024,0.26586118843725853,0.11002363698948574,1024,0.00018376467366882425,-0.15542930688533074,-0.12282286952538586,1024,-0.07763150014209612,0.01039740317216222,1024,4.769999986382635,-0.0046217243517842335,0.03917152011775321,1024,-0.06220127957681865,0.03490435680566483,1024,0.004408865048135948
MACS1149,0,0.0,0.8408711544222794,0.8497158438286796,1024,0.9129308647864849,0.9187967040090123,1024,7.669578788760765e-05,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,-0.022821162603150317,1024,nan,-0.02933526382804484,1024,5.795326635978589e-16
MACS1149,1,0.03,0.8402787384931579,0.8428415194125204,1024,0.9257630789920523,0.9268263960911237,1024,7.820570155802813e-05,0.7723175116518283,0.8163948552819781,1024,0.8142328782607937,0.867820636041771,1024,1.602141781336396e-06,nan,-0.03272550247735447,1024,nan,-0.06805930901689722,1024,0.030000000000000023,-0.0596127152050983,0.1951391164209312,1024,-0.21209189349451832,0.11107269463915313,1024,3.074611993910067e-07
MACS1149,5,0.15,0.8410305103700728,0.838563134561894,1024,0.923908612441116,0.9060923194871612,1024,8.346372695538724e-05,0.76470377242545,0.7982605834188974,1024,0.8208599770480693,0.8726785682354624,1024,8.040901284073328e-06,nan,-0.802163500951594,1024,nan,-0.8797692280590959,1024,0.14999999999954625,-0.057976571902871046,0.1847303744735631,1024,-0.22147003063026138,0.10024496414777198,1024,4.736742668321225e-06
MACS1149,10,0.3,0.7983362763194981,0.7718644510408936,1024,0.7767527910566518,0.7739209462842429,1024,9.299336898970874e-05,0.776273559280796,0.7900102620026133,1024,0.8292107416331199,0.8637207527179744,1024,1.6021643022502647e-05,nan,-0.7985382582074557,1024,nan,-0.8694161517753864,1024,0.29999999999606614,-0.06278599128829801,0.18829082622296048,1024,-0.2238834676621108,0.11048758136041771,1024,1.7076036367387285e-05
MACS1149,20,0.6,0.6569267875940159,0.6178862494152275,1024,0.6194264210664298,0.5912092639117373,1024,0.00010279424038946611,0.7455955391656099,0.7260026862742258,1024,0.7758429327687418,0.7769389036907232,1024,3.2163640622568194e-05,nan,-0.7536542831125899,1024,nan,-0.7930021657880865,1024,0.599999999963163,-0.07031129721140345,0.17778997265236476,1024,-0.18958629859397647,0.11221982064945282,1024,6.590510695774351e-05
MACS1149,40,1.2,0.2613462530174485,0.39832742190153075,1024,0.29830028316018997,0.3687212779844074,1024,0.00010487548174052521,0.6126174194778167,0.5857865277760052,1024,0.6621429499329898,0.6334505310778914,1024,5.8795464886877524e-05,nan,-0.6314616441297242,1024,nan,-0.6518965582755167,1024,1.199999999723764,-0.051377522107482775,0.14430104970789212,1024,-0.15759673383440004,0.08144503030899078,1024,0.000251310071977404
MACS1149,80,2.4,0.13700591887823504,0.2561513544844051,1024,0.09562530119053049,0.2318946807274158,1024,0.00011067701756665374,0.4224324578702745,0.44343585395928037,1024,0.4492306851493722,0.43971149461769543,1024,9.239517976101816e-05,nan,-0.47766493324725195,1024,nan,-0.4664331168192547,1024,2.399999998299496,-0.01825814958125446,0.1103727581204238,1024,-0.10687870218190541,0.06798444093770116,1024,0.0008677799735777248
MACS1149,120,3.5999999999999996,0.00469945059328513,-0.017266447826310618,1024,-0.00871764643833979,-0.03193443333810171,1024,0.00011262964185518416,0.37144659681476555,0.373130908746683,1024,0.3498091008868525,0.33274861866104,1024,0.00011441801233145231,nan,-0.36126701661167365,1024,nan,-0.33368611866104,1024,3.5999999955375053,-0.002084646675831797,0.07823407176700795,1024,-0.07553288392915448,0.06432461912595666,1024,0.0016564439590268508
MACS1149,159,4.77,-0.10498484701287644,-0.21061918325527884,1024,-0.1326373431200721,-0.19570237062799514,1024,0.00011025899049837629,0.28579811034535335,0.24409506394492175,1024,0.2644279183509064,0.21163864128102425,1024,0.00013106610543009483,nan,-0.22517412730348876,1024,nan,-0.19426295061154425,1024,4.769999991661409,0.0017341527022655854,0.05712972532131247,1024,-0.061417452155180186,0.041468454956726984,1024,0.0025574287649758097
AbellS1063,0,0.0,0.8461735499429434,0.8210119425470281,1024,0.9076431973289312,0.9147644012409699,1024,0.00011029983683422088,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,-0.08289290449879265,1024,nan,-0.11004630812976958,1024,5.795326635978589e-16
AbellS1063,1,0.03,0.8539299777095947,0.8182438555003219,1024,0.9224829639155712,0.9217473043773693,1024,0.00011308792090823432,0.8035641534769578,0.7856873502431871,1024,0.8533563152713691,0.8663948953043417,1024,2.2020203146046765e-06,nan,-0.02894146866174547,1024,nan,-0.03293200155827905,1024,0.030000000000000023,-0.10299792170599502,0.12457827810957728,1024,-0.18451157494438286,0.039261397164008296,1024,4.4479341385861543e-07
AbellS1063,5,0.15,0.8701311380999075,0.8107732704205708,1024,0.9338138595773123,0.9063119479114513,1024,0.00012222538490182455,0.8059618164204354,0.7752222547564552,1024,0.8730381161886844,0.8675169202846721,1024,1.1347390008585651e-05,nan,-0.7753756477011203,1024,nan,-0.8708019945733148,1024,0.14999999999902988,-0.10888052199109127,0.1252421478256205,1024,-0.1839680183951976,0.03667130838280524,1024,7.215530802909326e-06
AbellS1063,10,0.3,0.8655065865091314,0.7639747246262785,1024,0.852704399786442,0.7956570971318218,1024,0.00012798779817723755,0.8246271377943624,0.7653548007116802,1024,0.8815581357493691,0.8533016124561905,1024,2.203826648071339e-05,nan,-0.7705573236266332,1024,nan,-0.8577709720382511,1024,0.29999999999206656,-0.11068613431576085,0.12048031703740791,1024,-0.18904030632654595,0.033312810689507186,1024,2.669873132698825e-05
AbellS1063,20,0.6,0.7323142183007051,0.6105496745583292,1024,0.641519320374045,0.6584927535584006,1024,0.00013765640315703567,0.8074586525335075,0.6926188666762034,1024,0.8120145754947068,0.7612816948000858,1024,4.108103621244364e-05,nan,-0.719639384696635,1024,nan,-0.7857044804746675,1024,0.5999999999379755,-0.10049287492703658,0.11843234791860383,1024,-0.2019003920112505,0.03729234094485373,1024,9.425629768349671e-05
AbellS1063,40,1.2,0.4641697428625056,0.4059889314069094,1024,0.4806836990377822,0.4675747107681854,1024,0.00014097777600754444,0.7213888858092601,0.5445795186324297,1024,0.6851065307805301,0.596300313818754,1024,7.534606050393115e-05,nan,-0.5827467483290569,1024,nan,-0.6439376672021898,1024,1.1999999995434474,-0.09492604640089128,0.09928103318789785,1024,-0.1958206812881896,0.03014402358558043,1024,0.0003403146708398721
AbellS1063,80,2.4,0.220812386776698,0.22071547993705742,1024,0.22287316243776015,0.2451704880730992,1024,0.00014912547739817322,0.5600922214885222,0.36698888223303056,1024,0.557267037957178,0.4297007992990487,1024,0.00013033490277751774,nan,-0.40026858996137615,1024,nan,-0.46591736106144055,1024,2.3999999970429036,-0.07917743901448014,0.0693939319433517,1024,-0.1591433263356156,0.018639649345540375,1024,0.0011643070153442893
AbellS1063,120,3.5999999999999996,0.057523086461397706,0.21371439364137043,1024,0.02080503788413857,0.1671631589299764,1024,0.00015242365363144712,0.4919837376393929,0.3411039088763322,1024,0.4703676270317826,0.3514958917459409,1024,0.00017576054831900076,nan,-0.32406334936699804,1024,nan,-0.36126370163078464,1024,3.5999999915712424,-0.08037355399130502,0.06431469494313712,1024,-0.1548098056089905,0.02521262114655604,1024,0.002314270458441092
AbellS1063,159,4.77,-0.014932570935061158,0.11201788364566197,1024,-0.051373747160872965,0.06450930056862886,1024,0.0001480428784309054,0.4451528459222788,0.35584177857449395,1024,0.41619806534554776,0.33297607020241754,1024,0.0002133711488805469,-0.3311869273922736,-0.3401288132107861,1024,-0.3063665597350162,-0.32788626081825334,1024,4.769999982890007,-0.08376731698080613,0.06348542218010157,1024,-0.1510086995776414,0.039712165170588655,1024,0.003700426943371915
Abell370,0,0.0,0.817299235235906,0.7478348964666333,1024,0.8980355012122706,0.841835347972248,1024,0.00013838638093659794,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,-0.06867639895728031,1024,nan,-0.06288080881467277,1024,5.795326635978589e-16
Abell370,1,0.03,0.822627696529373,0.7463905367105357,1024,0.9097028230119076,0.8537007031864674,1024,0.0001417123653279575,0.7362579452228392,0.6626700075101924,1024,0.8006942439545988,0.7623996070560046,1024,2.7077086797359727e-06,nan,0.017975630990206378,1024,nan,-0.0018091189073104526,1024,0.030000000000000006,-0.09617394783456569,0.0755050939668121,1024,-0.1828670508488271,0.006377595039696731,1024,6.044664139623508e-07
Abell370,5,0.15,0.8424806527280458,0.7601245775516773,1024,0.902662626349605,0.8286329326407267,1024,0.00015207845746939772,0.7512134621145208,0.6424583027859238,1024,0.8193030524764338,0.7562487818289106,1024,1.3593644169623633e-05,nan,-0.6508751679420725,1024,nan,-0.7627332954862096,1024,0.1499999999986062,-0.10430662543991327,0.0881346447857807,1024,-0.18965185780307722,0.021773958854874473,1024,9.42773386398265e-06
Abell370,10,0.3,0.8095357563870529,0.6765775762642158,1024,0.7857910171020092,0.6550675135004649,1024,0.00016589950499349486,0.7743301602864735,0.6383326702310278,1024,0.8154619925741802,0.7287686413704313,1024,2.701370926779156e-05,nan,-0.6662467925184747,1024,nan,-0.7471843267245307,1024,0.2999999999882094,-0.1152487338085806,0.07528523084900937,1024,-0.19553266214349257,0.01661532839210357,1024,3.426895645804611e-05
Abell370,20,0.6,0.6271073352708214,0.4282592670409842,1024,0.5309399594357384,0.43038687549173876,1024,0.00017959962913665625,0.7471649683944035,0.5515640981510621,1024,0.7346590996407228,0.6070118598455047,1024,5.3882860562322374e-05,nan,-0.604573204259352,1024,nan,-0.64752222882841,1024,0.5999999998990527,-0.1290233621073915,0.05085628486875045,1024,-0.1949696532740625,0.006829905317931479,1024,0.00012610886969348825
Abell370,40,1.2,0.2669605302551332,0.2110366971246692,1024,0.2005980762757396,0.1923800939668121,1024,0.00018747069387279453,0.6434501259344432,0.4103368634217867,1024,0.5908802231247895,0.42787208980044344,1024,0.00010070667757878489,nan,-0.45625024586939417,1024,nan,-0.4745323899399185,1024,1.199999999231683,-0.13224849664537383,0.0318372366962306,1024,-0.17807590577184754,0.0007292262713682855,1024,0.00045153484529264026
Abell370,80,2.4,0.054537550696724904,0.16091976387597454,1024,0.007600969024149196,0.11214431639367713,1024,0.00019738367574880712,0.5096391101793254,0.40881430602245905,1024,0.443944304691436,0.3499350457764108,1024,0.00016898332805331728,nan,-0.3931249776482369,1024,nan,-0.35711920418782633,1024,2.3999999949695803,-0.10681650627449522,0.052243591749517204,1024,-0.13274446422485733,0.02113277617838495,1024,0.0015396448190166069
Abell370,120,3.5999999999999996,-0.04870587741848789,-0.012057770366926544,1024,-0.081037441336597,-0.03736385541091481,1024,0.00019830855114946145,0.3993451951960601,0.3490928089907732,1024,0.3228443059845761,0.29780695676274943,1024,0.00021341279213080746,nan,-0.3878714080716687,1024,nan,-0.32848667387883557,1024,3.5999999866073984,-0.0893683123362878,0.05082808811959087,1024,-0.09965442688550157,0.029361913042700808,1024,0.0029602700005425518
Abell370,159,4.77,-0.12215942933759928,-0.11039150230670196,1024,-0.08970745757456385,-0.06447666699449253,1024,0.00019802355833055282,0.3323093987721856,0.30960299915957373,1024,0.25564536832582824,0.28468728765825047,1024,0.00024822515409306413,-0.18715139599622088,-0.32382225207424364,1024,-0.11140004639403385,-0.27769970182748016,1024,4.7699999747930475,-0.08411353379616798,0.028880076085401617,1024,-0.0793910679599817,0.027777150686646164,1024,0.004521387987630867
