candidate_a_code,candidate_b_code,cluster_id,derivative_correlation,field,normalization,transform
T1,T5,AbellS1063,0.9966551438318791,grad_mag,N4,R2
T1,T5,AbellS1063,0.9966551438318766,grad_mag,N4,R3
T1,T5,AbellS1063,0.9966551438318791,grad_mag,N4,R4
T1,T5,AbellS1063,-1.0,grad_mag,N4,R5
T1,T5,AbellS1063,-1.0,grad_mag,N4,R6
T1,T5,AbellS1063,0.9977657680166244,lap,N0,R1
T1,T5,AbellS1063,0.9977657680166244,lap,N0,R2
T1,T5,AbellS1063,0.9977657680166244,lap,N0,R3
T1,T5,AbellS1063,0.9977657680166244,lap,N0,R4
T1,T5,AbellS1063,-1.0,lap,N0,R5
T1,T5,AbellS1063,-1.0,lap,N0,R6
T1,T5,AbellS1063,0.9977657680166245,lap,N1,R1
T1,T5,AbellS1063,0.9977657680166245,lap,N1,R2
T1,T5,AbellS1063,0.9977657680166246,lap,N1,R3
T1,T5,AbellS1063,0.9977657680166245,lap,N1,R4
T1,T5,AbellS1063,-1.0,lap,N1,R5
T1,T5,AbellS1063,-1.0,lap,N1,R6
T1,T5,AbellS1063,0.9977657680166244,lap,N2,R1
T1,T5,AbellS1063,0.9977657680166244,lap,N2,R2
T1,T5,AbellS1063,0.9977657680166244,lap,N2,R3
T1,T5,AbellS1063,0.9977657680166244,lap,N2,R4
T1,T5,AbellS1063,-1.0,lap,N2,R5
T1,T5,AbellS1063,-1.0,lap,N2,R6
T1,T5,AbellS1063,0.9977657680166248,lap,N3,R1
T1,T5,AbellS1063,0.9977657680166248,lap,N3,R2
T1,T5,AbellS1063,0.9977657680166248,lap,N3,R3
T1,T5,AbellS1063,0.9977657680166248,lap,N3,R4
T1,T5,AbellS1063,-1.0,lap,N3,R5
T1,T5,AbellS1063,-1.0,lap,N3,R6
T1,T5,AbellS1063,0.9977657680166242,lap,N4,R1
T1,T5,AbellS1063,0.9977657680166242,lap,N4,R2
T1,T5,AbellS1063,0.9977657680166243,lap,N4,R3
T1,T5,AbellS1063,0.9977657680166242,lap,N4,R4
T1,T5,AbellS1063,-1.0,lap,N4,R5
T1,T5,AbellS1063,-1.0,lap,N4,R6
T1,T5,AbellS1063,1.0,memory,N0,R1
T1,T5,AbellS1063,1.0,memory,N0,R2
T1,T5,AbellS1063,1.0,memory,N0,R3
T1,T5,AbellS1063,1.0,memory,N0,R4
T1,T5,AbellS1063,0.0,memory,N0,R5
T1,T5,AbellS1063,0.0,memory,N0,R6
T1,T5,AbellS1063,1.0,memory,N1,R1
T1,T5,AbellS1063,1.0,memory,N1,R2
T1,T5,AbellS1063,1.0,memory,N1,R3
T1,T5,AbellS1063,1.0,memory,N1,R4
T1,T5,AbellS1063,0.0,memory,N1,R5
T1,T5,AbellS1063,0.0,memory,N1,R6
T1,T5,AbellS1063,1.0,memory,N2,R1
T1,T5,AbellS1063,1.0,memory,N2,R2
T1,T5,AbellS1063,1.0,memory,N2,R3
T1,T5,AbellS1063,1.0,memory,N2,R4
T1,T5,AbellS1063,0.0,memory,N2,R5
T1,T5,AbellS1063,0.0,memory,N2,R6
T1,T5,AbellS1063,1.0,memory,N3,R1
T1,T5,AbellS1063,1.0,memory,N3,R2
T1,T5,AbellS1063,1.0,memory,N3,R3
T1,T5,AbellS1063,1.0,memory,N3,R4
T1,T5,AbellS1063,0.0,memory,N3,R5
T1,T5,AbellS1063,0.0,memory,N3,R6
T1,T5,AbellS1063,1.0,memory,N4,R1
T1,T5,AbellS1063,1.0,memory,N4,R2
T1,T5,AbellS1063,1.0,memory,N4,R3
T1,T5,AbellS1063,1.0,memory,N4,R4
T1,T5,AbellS1063,0.0,memory,N4,R5
T1,T5,AbellS1063,0.0,memory,N4,R6
T1,T5,AbellS1063,0.9193622100353774,neighbour_coherence,N0,R1
T1,T5,AbellS1063,0.9193622100353774,neighbour_coherence,N0,R2
T1,T5,AbellS1063,0.9193622100353774,neighbour_coherence,N0,R3
T1,T5,AbellS1063,0.9193622100353774,neighbour_coherence,N0,R4
T1,T5,AbellS1063,-1.0,neighbour_coherence,N0,R5
T1,T5,AbellS1063,-1.0,neighbour_coherence,N0,R6
T1,T5,AbellS1063,0.9193622100353774,neighbour_coherence,N1,R1
T1,T5,AbellS1063,0.9193622100353774,neighbour_coherence,N1,R2
T1,T5,AbellS1063,0.9193622100353774,neighbour_coherence,N1,R3
T1,T5,AbellS1063,0.9193622100353774,neighbour_coherence,N1,R4
T1,T5,AbellS1063,-1.0,neighbour_coherence,N1,R5
T1,T5,AbellS1063,-1.0,neighbour_coherence,N1,R6
T1,T5,AbellS1063,0.9193622100353778,neighbour_coherence,N2,R1
T1,T5,AbellS1063,0.9193622100353778,neighbour_coherence,N2,R2
T1,T5,AbellS1063,0.9193622100353778,neighbour_coherence,N2,R3
T1,T5,AbellS1063,0.9193622100353778,neighbour_coherence,N2,R4
T1,T5,AbellS1063,-1.0,neighbour_coherence,N2,R5
T1,T5,AbellS1063,-1.0,neighbour_coherence,N2,R6
T1,T5,AbellS1063,0.9193622100353778,neighbour_coherence,N3,R1
T1,T5,AbellS1063,0.9193622100353778,neighbour_coherence,N3,R2
T1,T5,AbellS1063,0.9193622100353778,neighbour_coherence,N3,R3
T1,T5,AbellS1063,0.9193622100353778,neighbour_coherence,N3,R4
T1,T5,AbellS1063,-1.0,neighbour_coherence,N3,R5
T1,T5,AbellS1063,-1.0,neighbour_coherence,N3,R6
T1,T5,AbellS1063,0.9193622100353779,neighbour_coherence,N4,R1
T1,T5,AbellS1063,0.9193622100353779,neighbour_coherence,N4,R2
T1,T5,AbellS1063,0.9193622100353636,neighbour_coherence,N4,R3
T1,T5,AbellS1063,0.9193622100353779,neighbour_coherence,N4,R4
T1,T5,AbellS1063,-1.0,neighbour_coherence,N4,R5
T1,T5,AbellS1063,-1.0,neighbour_coherence,N4,R6
T1,T5,AbellS1063,0.9966551438318789,wave_longitudinal_amp,N0,R1
T1,T5,AbellS1063,0.9966551438318789,wave_longitudinal_amp,N0,R2
T1,T5,AbellS1063,0.9966551438318789,wave_longitudinal_amp,N0,R3
T1,T5,AbellS1063,0.9966551438318789,wave_longitudinal_amp,N0,R4
T1,T5,AbellS1063,-1.0,wave_longitudinal_amp,N0,R5
T1,T5,AbellS1063,-1.0,wave_longitudinal_amp,N0,R6
T1,T5,AbellS1063,0.996655143831879,wave_longitudinal_amp,N1,R1
T1,T5,AbellS1063,0.996655143831879,wave_longitudinal_amp,N1,R2
T1,T5,AbellS1063,0.996655143831879,wave_longitudinal_amp,N1,R3
T1,T5,AbellS1063,0.996655143831879,wave_longitudinal_amp,N1,R4
T1,T5,AbellS1063,-1.0,wave_longitudinal_amp,N1,R5
T1,T5,AbellS1063,-1.0,wave_longitudinal_amp,N1,R6
T1,T5,AbellS1063,0.9966551438318789,wave_longitudinal_amp,N2,R1
T1,T5,AbellS1063,0.9966551438318789,wave_longitudinal_amp,N2,R2
T1,T5,AbellS1063,0.9966551438318789,wave_longitudinal_amp,N2,R3
T1,T5,AbellS1063,0.9966551438318789,wave_longitudinal_amp,N2,R4
T1,T5,AbellS1063,-1.0,wave_longitudinal_amp,N2,R5
T1,T5,AbellS1063,-1.0,wave_longitudinal_amp,N2,R6
T1,T5,AbellS1063,0.9966551438318789,wave_longitudinal_amp,N3,R1
T1,T5,AbellS1063,0.9966551438318789,wave_longitudinal_amp,N3,R2
T1,T5,AbellS1063,0.9966551438318789,wave_longitudinal_amp,N3,R3
T1,T5,AbellS1063,0.9966551438318789,wave_longitudinal_amp,N3,R4
T1,T5,AbellS1063,-1.0,wave_longitudinal_amp,N3,R5
T1,T5,AbellS1063,-1.0,wave_longitudinal_amp,N3,R6
T1,T5,AbellS1063,0.9966551438318791,wave_longitudinal_amp,N4,R1
T1,T5,AbellS1063,0.9966551438318791,wave_longitudinal_amp,N4,R2
T1,T5,AbellS1063,0.9966551438318766,wave_longitudinal_amp,N4,R3
T1,T5,AbellS1063,0.9966551438318791,wave_longitudinal_amp,N4,R4
T1,T5,AbellS1063,-1.0,wave_longitudinal_amp,N4,R5
T1,T5,AbellS1063,-1.0,wave_longitudinal_amp,N4,R6
T1,T5,AbellS1063,0.996775956207801,wave_transverse_amp,N0,R1
T1,T5,AbellS1063,0.996775956207801,wave_transverse_amp,N0,R2
T1,T5,AbellS1063,0.996775956207801,wave_transverse_amp,N0,R3
T1,T5,AbellS1063,0.996775956207801,wave_transverse_amp,N0,R4
T1,T5,AbellS1063,-1.0,wave_transverse_amp,N0,R5
T1,T5,AbellS1063,-1.0,wave_transverse_amp,N0,R6
T1,T5,AbellS1063,0.9967759562078008,wave_transverse_amp,N1,R1
T1,T5,AbellS1063,0.9967759562078008,wave_transverse_amp,N1,R2
T1,T5,AbellS1063,0.9967759562078008,wave_transverse_amp,N1,R3
T1,T5,AbellS1063,0.9967759562078008,wave_transverse_amp,N1,R4
T1,T5,AbellS1063,-1.0,wave_transverse_amp,N1,R5
T1,T5,AbellS1063,-1.0,wave_transverse_amp,N1,R6
T1,T5,AbellS1063,0.996775956207801,wave_transverse_amp,N2,R1
T1,T5,AbellS1063,0.996775956207801,wave_transverse_amp,N2,R2
T1,T5,AbellS1063,0.996775956207801,wave_transverse_amp,N2,R3
T1,T5,AbellS1063,0.996775956207801,wave_transverse_amp,N2,R4
T1,T5,AbellS1063,-1.0,wave_transverse_amp,N2,R5
T1,T5,AbellS1063,-1.0,wave_transverse_amp,N2,R6
T1,T5,AbellS1063,0.996775956207801,wave_transverse_amp,N3,R1
T1,T5,AbellS1063,0.996775956207801,wave_transverse_amp,N3,R2
T1,T5,AbellS1063,0.9967759562078012,wave_transverse_amp,N3,R3
T1,T5,AbellS1063,0.996775956207801,wave_transverse_amp,N3,R4
T1,T5,AbellS1063,-1.0,wave_transverse_amp,N3,R5
T1,T5,AbellS1063,-1.0,wave_transverse_amp,N3,R6
T1,T5,AbellS1063,0.996775956207801,wave_transverse_amp,N4,R1
T1,T5,AbellS1063,0.996775956207801,wave_transverse_amp,N4,R2
T1,T5,AbellS1063,0.9967759562078011,wave_transverse_amp,N4,R3
T1,T5,AbellS1063,0.996775956207801,wave_transverse_amp,N4,R4
T1,T5,AbellS1063,-1.0,wave_transverse_amp,N4,R5
T1,T5,AbellS1063,-1.0,wave_transverse_amp,N4,R6
T1,T5,Abell370,0.9999932424517686,q_fast,N0,R1
T1,T5,Abell370,0.9999932424517686,q_fast,N0,R2
T1,T5,Abell370,0.9999932424517688,q_fast,N0,R3
T1,T5,Abell370,0.9999932424517686,q_fast,N0,R4
T1,T5,Abell370,-1.0,q_fast,N0,R5
T1,T5,Abell370,-1.0,q_fast,N0,R6
T1,T5,Abell370,0.9999932424517687,q_fast,N1,R1
T1,T5,Abell370,0.9999932424517687,q_fast,N1,R2
T1,T5,Abell370,0.9999932424517685,q_fast,N1,R3
T1,T5,Abell370,0.9999932424517687,q_fast,N1,R4
T1,T5,Abell370,-1.0,q_fast,N1,R5
T1,T5,Abell370,-1.0,q_fast,N1,R6
T1,T5,Abell370,0.9999932424517688,q_fast,N2,R1
T1,T5,Abell370,0.9999932424517688,q_fast,N2,R2
T1,T5,Abell370,0.9999932424517689,q_fast,N2,R3
T1,T5,Abell370,0.9999932424517688,q_fast,N2,R4
T1,T5,Abell370,-1.0,q_fast,N2,R5
T1,T5,Abell370,-1.0,q_fast,N2,R6
T1,T5,Abell370,0.9999932424517689,q_fast,N3,R1
T1,T5,Abell370,0.9999932424517689,q_fast,N3,R2
T1,T5,Abell370,0.9999932424517689,q_fast,N3,R3
T1,T5,Abell370,0.9999932424517689,q_fast,N3,R4
T1,T5,Abell370,-1.0,q_fast,N3,R5
T1,T5,Abell370,-1.0,q_fast,N3,R6
T1,T5,Abell370,0.999993242451769,q_fast,N4,R1
T1,T5,Abell370,0.999993242451769,q_fast,N4,R2
T1,T5,Abell370,0.999993242451769,q_fast,N4,R3
T1,T5,Abell370,0.999993242451769,q_fast,N4,R4
T1,T5,Abell370,-1.0,q_fast,N4,R5
T1,T5,Abell370,-1.0,q_fast,N4,R6
T1,T5,Abell370,0.9988499693904814,q_slow,N0,R1
T1,T5,Abell370,0.9988499693904814,q_slow,N0,R2
T1,T5,Abell370,0.9988499693904814,q_slow,N0,R3
T1,T5,Abell370,0.9988499693904814,q_slow,N0,R4
T1,T5,Abell370,-1.0,q_slow,N0,R5
T1,T5,Abell370,-1.0,q_slow,N0,R6
T1,T5,Abell370,0.9988499693904814,q_slow,N1,R1
T1,T5,Abell370,0.9988499693904814,q_slow,N1,R2
T1,T5,Abell370,0.9988499693904813,q_slow,N1,R3
T1,T5,Abell370,0.9988499693904814,q_slow,N1,R4
T1,T5,Abell370,-1.0,q_slow,N1,R5
T1,T5,Abell370,-1.0,q_slow,N1,R6
T1,T5,Abell370,0.9988499693904819,q_slow,N2,R1
T1,T5,Abell370,0.9988499693904819,q_slow,N2,R2
T1,T5,Abell370,0.9988499693904819,q_slow,N2,R3
T1,T5,Abell370,0.9988499693904819,q_slow,N2,R4
T1,T5,Abell370,-1.0,q_slow,N2,R5
T1,T5,Abell370,-1.0,q_slow,N2,R6
T1,T5,Abell370,0.9988499693904815,q_slow,N3,R1
T1,T5,Abell370,0.9988499693904815,q_slow,N3,R2
T1,T5,Abell370,0.9988499693904815,q_slow,N3,R3
T1,T5,Abell370,0.9988499693904815,q_slow,N3,R4
T1,T5,Abell370,-1.0,q_slow,N3,R5
T1,T5,Abell370,-1.0,q_slow,N3,R6
T1,T5,Abell370,0.9988499693904812,q_slow,N4,R1
T1,T5,Abell370,0.9988499693904812,q_slow,N4,R2
T1,T5,Abell370,0.9988499693904814,q_slow,N4,R3
T1,T5,Abell370,0.9988499693904812,q_slow,N4,R4
T1,T5,Abell370,-1.0,q_slow,N4,R5
T1,T5,Abell370,-1.0,q_slow,N4,R6
T1,T5,Abell370,0.9948354834089699,delta_q,N0,R1
T1,T5,Abell370,0.9948354834089699,delta_q,N0,R2
T1,T5,Abell370,0.9948354834089701,delta_q,N0,R3
T1,T5,Abell370,0.9948354834089699,delta_q,N0,R4
T1,T5,Abell370,-1.0,delta_q,N0,R5
T1,T5,Abell370,-1.0,delta_q,N0,R6
T1,T5,Abell370,0.9948354834089699,delta_q,N1,R1
T1,T5,Abell370,0.9948354834089699,delta_q,N1,R2
T1,T5,Abell370,0.9948354834089701,delta_q,N1,R3
T1,T5,Abell370,0.9948354834089699,delta_q,N1,R4
T1,T5,Abell370,-1.0,delta_q,N1,R5
T1,T5,Abell370,-1.0,delta_q,N1,R6
T1,T5,Abell370,0.9948354834089699,delta_q,N2,R1
T1,T5,Abell370,0.9948354834089699,delta_q,N2,R2
T1,T5,Abell370,0.9948354834089698,delta_q,N2,R3
T1,T5,Abell370,0.9948354834089699,delta_q,N2,R4
T1,T5,Abell370,-1.0,delta_q,N2,R5
T1,T5,Abell370,-1.0,delta_q,N2,R6
T1,T5,Abell370,0.9948354834089699,delta_q,N3,R1
T1,T5,Abell370,0.9948354834089699,delta_q,N3,R2
T1,T5,Abell370,0.9948354834089699,delta_q,N3,R3
T1,T5,Abell370,0.9948354834089699,delta_q,N3,R4
T1,T5,Abell370,-1.0,delta_q,N3,R5
T1,T5,Abell370,-1.0,delta_q,N3,R6
T1,T5,Abell370,0.9948354834089703,delta_q,N4,R1
T1,T5,Abell370,0.9948354834089703,delta_q,N4,R2
T1,T5,Abell370,0.9948354834089695,delta_q,N4,R3
T1,T5,Abell370,0.9948354834089703,delta_q,N4,R4
T1,T5,Abell370,-1.0,delta_q,N4,R5
T1,T5,Abell370,-1.0,delta_q,N4,R6
T1,T5,Abell370,0.9997005081018489,mean_q,N0,R1
T1,T5,Abell370,0.9997005081018489,mean_q,N0,R2
T1,T5,Abell370,0.9997005081018489,mean_q,N0,R3
T1,T5,Abell370,0.9997005081018489,mean_q,N0,R4
T1,T5,Abell370,-1.0,mean_q,N0,R5
T1,T5,Abell370,-1.0,mean_q,N0,R6
T1,T5,Abell370,0.9997005081018485,mean_q,N1,R1
T1,T5,Abell370,0.9997005081018485,mean_q,N1,R2
T1,T5,Abell370,0.9997005081018485,mean_q,N1,R3
T1,T5,Abell370,0.9997005081018485,mean_q,N1,R4
T1,T5,Abell370,-1.0,mean_q,N1,R5
T1,T5,Abell370,-1.0,mean_q,N1,R6
T1,T5,Abell370,0.9997005081018487,mean_q,N2,R1
T1,T5,Abell370,0.9997005081018487,mean_q,N2,R2
T1,T5,Abell370,0.9997005081018492,mean_q,N2,R3
T1,T5,Abell370,0.9997005081018487,mean_q,N2,R4
T1,T5,Abell370,-1.0,mean_q,N2,R5
T1,T5,Abell370,-1.0,mean_q,N2,R6
T1,T5,Abell370,0.9997005081018487,mean_q,N3,R1
T1,T5,Abell370,0.9997005081018487,mean_q,N3,R2
T1,T5,Abell370,0.9997005081018487,mean_q,N3,R3
T1,T5,Abell370,0.9997005081018487,mean_q,N3,R4
T1,T5,Abell370,-1.0,mean_q,N3,R5
T1,T5,Abell370,-1.0,mean_q,N3,R6
T1,T5,Abell370,0.9997005081018485,mean_q,N4,R1
T1,T5,Abell370,0.9997005081018485,mean_q,N4,R2
T1,T5,Abell370,0.9997005081018484,mean_q,N4,R3
T1,T5,Abell370,0.9997005081018485,mean_q,N4,R4
T1,T5,Abell370,-1.0,mean_q,N4,R5
T1,T5,Abell370,-1.0,mean_q,N4,R6
T1,T5,Abell370,0.9978141567607414,dq_fast_dt,N0,R1
T1,T5,Abell370,0.9978141567607414,dq_fast_dt,N0,R2
T1,T5,Abell370,0.9978141567607414,dq_fast_dt,N0,R3
T1,T5,Abell370,0.9978141567607414,dq_fast_dt,N0,R4
T1,T5,Abell370,-1.0,dq_fast_dt,N0,R5
T1,T5,Abell370,-1.0,dq_fast_dt,N0,R6
T1,T5,Abell370,0.9978141567607414,dq_fast_dt,N1,R1
T1,T5,Abell370,0.9978141567607414,dq_fast_dt,N1,R2
T1,T5,Abell370,0.9978141567607414,dq_fast_dt,N1,R3
T1,T5,Abell370,0.9978141567607414,dq_fast_dt,N1,R4
T1,T5,Abell370,-1.0,dq_fast_dt,N1,R5
T1,T5,Abell370,-1.0,dq_fast_dt,N1,R6
T1,T5,Abell370,0.9978141567607417,dq_fast_dt,N2,R1
T1,T5,Abell370,0.9978141567607417,dq_fast_dt,N2,R2
T1,T5,Abell370,0.9978141567607417,dq_fast_dt,N2,R3
T1,T5,Abell370,0.9978141567607417,dq_fast_dt,N2,R4
T1,T5,Abell370,-1.0,dq_fast_dt,N2,R5
T1,T5,Abell370,-1.0,dq_fast_dt,N2,R6
T1,T5,Abell370,0.9978141567607415,dq_fast_dt,N3,R1
T1,T5,Abell370,0.9978141567607415,dq_fast_dt,N3,R2
T1,T5,Abell370,0.9978141567607415,dq_fast_dt,N3,R3
T1,T5,Abell370,0.9978141567607415,dq_fast_dt,N3,R4
T1,T5,Abell370,-1.0,dq_fast_dt,N3,R5
T1,T5,Abell370,-1.0,dq_fast_dt,N3,R6
T1,T5,Abell370,0.9978141567607413,dq_fast_dt,N4,R1
T1,T5,Abell370,0.9978141567607413,dq_fast_dt,N4,R2
T1,T5,Abell370,0.9978141567607408,dq_fast_dt,N4,R3
T1,T5,Abell370,0.9978141567607413,dq_fast_dt,N4,R4
T1,T5,Abell370,-1.0,dq_fast_dt,N4,R5
T1,T5,Abell370,-1.0,dq_fast_dt,N4,R6
T1,T5,Abell370,0.851294603677761,dq_slow_dt,N0,R1
T1,T5,Abell370,0.851294603677761,dq_slow_dt,N0,R2
T1,T5,Abell370,0.8512946036777611,dq_slow_dt,N0,R3
T1,T5,Abell370,0.851294603677761,dq_slow_dt,N0,R4
T1,T5,Abell370,-1.0,dq_slow_dt,N0,R5
T1,T5,Abell370,-1.0,dq_slow_dt,N0,R6
T1,T5,Abell370,0.851294603677761,dq_slow_dt,N1,R1
T1,T5,Abell370,0.851294603677761,dq_slow_dt,N1,R2
T1,T5,Abell370,0.851294603677761,dq_slow_dt,N1,R3
T1,T5,Abell370,0.851294603677761,dq_slow_dt,N1,R4
T1,T5,Abell370,-1.0,dq_slow_dt,N1,R5
T1,T5,Abell370,-1.0,dq_slow_dt,N1,R6
T1,T5,Abell370,0.8512946036777611,dq_slow_dt,N2,R1
T1,T5,Abell370,0.8512946036777611,dq_slow_dt,N2,R2
T1,T5,Abell370,0.8512946036777611,dq_slow_dt,N2,R3
T1,T5,Abell370,0.8512946036777611,dq_slow_dt,N2,R4
T1,T5,Abell370,-1.0,dq_slow_dt,N2,R5
T1,T5,Abell370,-1.0,dq_slow_dt,N2,R6
T1,T5,Abell370,0.8512946036777611,dq_slow_dt,N3,R1
T1,T5,Abell370,0.8512946036777611,dq_slow_dt,N3,R2
T1,T5,Abell370,0.8512946036777611,dq_slow_dt,N3,R3
T1,T5,Abell370,0.8512946036777611,dq_slow_dt,N3,R4
T1,T5,Abell370,-1.0,dq_slow_dt,N3,R5
T1,T5,Abell370,-1.0,dq_slow_dt,N3,R6
T1,T5,Abell370,0.8512946036777611,dq_slow_dt,N4,R1
T1,T5,Abell370,0.8512946036777611,dq_slow_dt,N4,R2
T1,T5,Abell370,0.8512946036777574,dq_slow_dt,N4,R3
T1,T5,Abell370,0.8512946036777611,dq_slow_dt,N4,R4
T1,T5,Abell370,-1.0,dq_slow_dt,N4,R5
T1,T5,Abell370,-1.0,dq_slow_dt,N4,R6
T1,T5,Abell370,0.9862959904121235,J_fast_to_slow,N0,R1
T1,T5,Abell370,0.9862959904121235,J_fast_to_slow,N0,R2
T1,T5,Abell370,0.9862959904121086,J_fast_to_slow,N0,R3
T1,T5,Abell370,0.9862959904121235,J_fast_to_slow,N0,R4
T1,T5,Abell370,-1.0,J_fast_to_slow,N0,R5
T1,T5,Abell370,-1.0,J_fast_to_slow,N0,R6
T1,T5,Abell370,0.9862959904121235,J_fast_to_slow,N1,R1
T1,T5,Abell370,0.9862959904121235,J_fast_to_slow,N1,R2
T1,T5,Abell370,0.9862959904121235,J_fast_to_slow,N1,R3
T1,T5,Abell370,0.9862959904121235,J_fast_to_slow,N1,R4
T1,T5,Abell370,-1.0,J_fast_to_slow,N1,R5
T1,T5,Abell370,-1.0,J_fast_to_slow,N1,R6
T1,T5,Abell370,0.9862959904121232,J_fast_to_slow,N2,R1
T1,T5,Abell370,0.9862959904121232,J_fast_to_slow,N2,R2
T1,T5,Abell370,0.986295990412123,J_fast_to_slow,N2,R3
T1,T5,Abell370,0.9862959904121232,J_fast_to_slow,N2,R4
T1,T5,Abell370,-1.0,J_fast_to_slow,N2,R5
T1,T5,Abell370,-1.0,J_fast_to_slow,N2,R6
T1,T5,Abell370,0.9862959904121233,J_fast_to_slow,N3,R1
T1,T5,Abell370,0.9862959904121233,J_fast_to_slow,N3,R2
T1,T5,Abell370,0.9862959904121235,J_fast_to_slow,N3,R3
T1,T5,Abell370,0.9862959904121233,J_fast_to_slow,N3,R4
T1,T5,Abell370,-1.0,J_fast_to_slow,N3,R5
T1,T5,Abell370,-1.0,J_fast_to_slow,N3,R6
T1,T5,Abell370,0.9862959904121232,J_fast_to_slow,N4,R1
T1,T5,Abell370,0.9862959904121232,J_fast_to_slow,N4,R2
T1,T5,Abell370,0.9862959904121239,J_fast_to_slow,N4,R3
T1,T5,Abell370,0.9862959904121232,J_fast_to_slow,N4,R4
T1,T5,Abell370,-1.0,J_fast_to_slow,N4,R5
T1,T5,Abell370,-1.0,J_fast_to_slow,N4,R6
T1,T5,Abell370,0.9862959904121235,J_slow_to_fast,N0,R1
T1,T5,Abell370,0.9862959904121235,J_slow_to_fast,N0,R2
T1,T5,Abell370,0.9862959904121882,J_slow_to_fast,N0,R3
T1,T5,Abell370,0.9862959904121235,J_slow_to_fast,N0,R4
T1,T5,Abell370,-1.0,J_slow_to_fast,N0,R5
T1,T5,Abell370,-1.0,J_slow_to_fast,N0,R6
T1,T5,Abell370,0.9862959904121235,J_slow_to_fast,N1,R1
T1,T5,Abell370,0.9862959904121235,J_slow_to_fast,N1,R2
T1,T5,Abell370,0.9862959904121235,J_slow_to_fast,N1,R3
T1,T5,Abell370,0.9862959904121235,J_slow_to_fast,N1,R4
T1,T5,Abell370,-1.0,J_slow_to_fast,N1,R5
T1,T5,Abell370,-1.0,J_slow_to_fast,N1,R6
T1,T5,Abell370,0.9862959904121232,J_slow_to_fast,N2,R1
T1,T5,Abell370,0.9862959904121232,J_slow_to_fast,N2,R2
T1,T5,Abell370,0.9862959904121232,J_slow_to_fast,N2,R3
T1,T5,Abell370,0.9862959904121232,J_slow_to_fast,N2,R4
T1,T5,Abell370,-1.0,J_slow_to_fast,N2,R5
T1,T5,Abell370,-1.0,J_slow_to_fast,N2,R6
T1,T5,Abell370,0.9862959904121233,J_slow_to_fast,N3,R1
T1,T5,Abell370,0.9862959904121233,J_slow_to_fast,N3,R2
T1,T5,Abell370,0.9862959904121233,J_slow_to_fast,N3,R3
T1,T5,Abell370,0.9862959904121233,J_slow_to_fast,N3,R4
T1,T5,Abell370,-1.0,J_slow_to_fast,N3,R5
T1,T5,Abell370,-1.0,J_slow_to_fast,N3,R6
T1,T5,Abell370,0.9862959904121232,J_slow_to_fast,N4,R1
T1,T5,Abell370,0.9862959904121232,J_slow_to_fast,N4,R2
T1,T5,Abell370,0.9862959904121243,J_slow_to_fast,N4,R3
T1,T5,Abell370,0.9862959904121232,J_slow_to_fast,N4,R4
T1,T5,Abell370,-1.0,J_slow_to_fast,N4,R5
T1,T5,Abell370,-1.0,J_slow_to_fast,N4,R6
T1,T5,Abell370,0.0,J_net,N0,R1
T1,T5,Abell370,0.0,J_net,N0,R2
T1,T5,Abell370,0.0,J_net,N0,R3
T1,T5,Abell370,0.0,J_net,N0,R4
T1,T5,Abell370,0.0,J_net,N0,R5
T1,T5,Abell370,0.0,J_net,N0,R6
T1,T5,Abell370,0.0,J_net,N1,R1
T1,T5,Abell370,0.0,J_net,N1,R2
T1,T5,Abell370,0.0,J_net,N1,R3
T1,T5,Abell370,0.0,J_net,N1,R4
T1,T5,Abell370,0.0,J_net,N1,R5
T1,T5,Abell370,0.0,J_net,N1,R6
T1,T5,Abell370,0.0,J_net,N2,R1
T1,T5,Abell370,0.0,J_net,N2,R2
T1,T5,Abell370,0.0,J_net,N2,R3
T1,T5,Abell370,0.0,J_net,N2,R4
T1,T5,Abell370,0.0,J_net,N2,R5
T1,T5,Abell370,0.0,J_net,N2,R6
T1,T5,Abell370,0.0,J_net,N3,R1
T1,T5,Abell370,0.0,J_net,N3,R2
T1,T5,Abell370,0.0,J_net,N3,R3
T1,T5,Abell370,0.0,J_net,N3,R4
T1,T5,Abell370,0.0,J_net,N3,R5
T1,T5,Abell370,0.0,J_net,N3,R6
T1,T5,Abell370,0.0,J_net,N4,R1
T1,T5,Abell370,0.0,J_net,N4,R2
T1,T5,Abell370,0.0,J_net,N4,R3
T1,T5,Abell370,0.0,J_net,N4,R4
T1,T5,Abell370,0.0,J_net,N4,R5
T1,T5,Abell370,0.0,J_net,N4,R6
T1,T5,Abell370,0.9984339708410706,grad_x,N0,R1
T1,T5,Abell370,0.9984339708410706,grad_x,N0,R2
T1,T5,Abell370,0.9984339708410708,grad_x,N0,R3
T1,T5,Abell370,0.9984339708410706,grad_x,N0,R4
T1,T5,Abell370,-1.0,grad_x,N0,R5
T1,T5,Abell370,-1.0,grad_x,N0,R6
T1,T5,Abell370,0.9984339708410708,grad_x,N1,R1
T1,T5,Abell370,0.9984339708410708,grad_x,N1,R2
T1,T5,Abell370,0.9984339708410707,grad_x,N1,R3
T1,T5,Abell370,0.9984339708410708,grad_x,N1,R4
T1,T5,Abell370,-1.0,grad_x,N1,R5
T1,T5,Abell370,-1.0,grad_x,N1,R6
T1,T5,Abell370,0.9984339708410709,grad_x,N2,R1
T1,T5,Abell370,0.9984339708410709,grad_x,N2,R2
