candidate_code,cluster,quantity_name,raw_value,reciprocal,nearest_target,nearest_value,log10_distance,relative_error,is_alpha_or_3alpha,is_inverse_alpha,reciprocal_nearest,reciprocal_log10_distance
T1,Abell2744,pearson_kappa,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T1,Abell2744,pearson_gamma,0.10336835315121069,9.674140774373821,1/pi,0.3183098861837907,0.4884625300904627,0.6752587411264812,False,False,inverse_alpha_fs,1.1512222676551522
T1,Abell2744,coherence_gain,0.0014075281086127402,710.4653852956443,alpha_fs/2,0.0036486762846419008,0.41367825734019414,0.6142359587948806,False,False,inverse_alpha_fs,0.7147082530041753
T1,Abell2744,omega_times_DT,0.020000000000000004,49.99999999999999,3*alpha_fs,0.021892057707851405,0.03925658861593237,0.08642667277333325,True,False,inverse_alpha_fs,0.4378646661037301
T1,Abell2744,FAST_times_DT,0.020000000000000004,49.99999999999999,3*alpha_fs,0.021892057707851405,0.03925658861593237,0.08642667277333325,True,False,inverse_alpha_fs,0.4378646661037301
T1,Abell2744,K_over_omega,5.0,0.2,1/e,0.36787944117144233,1.1332644862392707,12.591409142295225,False,False,1/pi,0.20182013164188498
T1,Abell2744,K_times_DT,0.1,10.0,1/pi,0.3183098861837907,0.5028501273058662,0.6858407346410207,False,False,inverse_alpha_fs,1.136834670439749
T1,Abell2744,kappa_Abell2744,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T1,Abell2744,kappa_MACS0416,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T1,Abell2744,kappa_MACS1149,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T1,Abell2744,kappa_AbellS1063,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T1,Abell2744,kappa_Abell370,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T4,Abell2744,pearson_kappa,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T4,Abell2744,pearson_gamma,0.10336835315121069,9.674140774373821,1/pi,0.3183098861837907,0.4884625300904627,0.6752587411264812,False,False,inverse_alpha_fs,1.1512222676551522
T4,Abell2744,coherence_gain,0.0014075281086127402,710.4653852956443,alpha_fs/2,0.0036486762846419008,0.41367825734019414,0.6142359587948806,False,False,inverse_alpha_fs,0.7147082530041753
T4,Abell2744,omega_times_DT,0.020000000000000004,49.99999999999999,3*alpha_fs,0.021892057707851405,0.03925658861593237,0.08642667277333325,True,False,inverse_alpha_fs,0.4378646661037301
T4,Abell2744,FAST_times_DT,0.020000000000000004,49.99999999999999,3*alpha_fs,0.021892057707851405,0.03925658861593237,0.08642667277333325,True,False,inverse_alpha_fs,0.4378646661037301
T4,Abell2744,K_over_omega,5.0,0.2,1/e,0.36787944117144233,1.1332644862392707,12.591409142295225,False,False,1/pi,0.20182013164188498
T4,Abell2744,K_times_DT,0.1,10.0,1/pi,0.3183098861837907,0.5028501273058662,0.6858407346410207,False,False,inverse_alpha_fs,1.136834670439749
T4,Abell2744,kappa_Abell2744,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T4,Abell2744,kappa_MACS0416,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T4,Abell2744,kappa_MACS1149,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T4,Abell2744,kappa_AbellS1063,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T4,Abell2744,kappa_Abell370,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T5,Abell2744,pearson_kappa,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T5,Abell2744,pearson_gamma,0.10336835315121069,9.674140774373821,1/pi,0.3183098861837907,0.4884625300904627,0.6752587411264812,False,False,inverse_alpha_fs,1.1512222676551522
T5,Abell2744,coherence_gain,0.0014075281086127402,710.4653852956443,alpha_fs/2,0.0036486762846419008,0.41367825734019414,0.6142359587948806,False,False,inverse_alpha_fs,0.7147082530041753
T5,Abell2744,omega_times_DT,0.020000000000000004,49.99999999999999,3*alpha_fs,0.021892057707851405,0.03925658861593237,0.08642667277333325,True,False,inverse_alpha_fs,0.4378646661037301
T5,Abell2744,FAST_times_DT,0.020000000000000004,49.99999999999999,3*alpha_fs,0.021892057707851405,0.03925658861593237,0.08642667277333325,True,False,inverse_alpha_fs,0.4378646661037301
T5,Abell2744,K_over_omega,5.0,0.2,1/e,0.36787944117144233,1.1332644862392707,12.591409142295225,False,False,1/pi,0.20182013164188498
T5,Abell2744,K_times_DT,0.1,10.0,1/pi,0.3183098861837907,0.5028501273058662,0.6858407346410207,False,False,inverse_alpha_fs,1.136834670439749
T5,Abell2744,kappa_Abell2744,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T5,Abell2744,kappa_MACS0416,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T5,Abell2744,kappa_MACS1149,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T5,Abell2744,kappa_AbellS1063,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T5,Abell2744,kappa_Abell370,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T6,Abell2744,pearson_kappa,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T6,Abell2744,pearson_gamma,0.10336835315121069,9.674140774373821,1/pi,0.3183098861837907,0.4884625300904627,0.6752587411264812,False,False,inverse_alpha_fs,1.1512222676551522
T6,Abell2744,coherence_gain,0.0014075281086127402,710.4653852956443,alpha_fs/2,0.0036486762846419008,0.41367825734019414,0.6142359587948806,False,False,inverse_alpha_fs,0.7147082530041753
T6,Abell2744,omega_times_DT,0.020000000000000004,49.99999999999999,3*alpha_fs,0.021892057707851405,0.03925658861593237,0.08642667277333325,True,False,inverse_alpha_fs,0.4378646661037301
T6,Abell2744,FAST_times_DT,0.020000000000000004,49.99999999999999,3*alpha_fs,0.021892057707851405,0.03925658861593237,0.08642667277333325,True,False,inverse_alpha_fs,0.4378646661037301
T6,Abell2744,K_over_omega,5.0,0.2,1/e,0.36787944117144233,1.1332644862392707,12.591409142295225,False,False,1/pi,0.20182013164188498
T6,Abell2744,K_times_DT,0.1,10.0,1/pi,0.3183098861837907,0.5028501273058662,0.6858407346410207,False,False,inverse_alpha_fs,1.136834670439749
T6,Abell2744,kappa_Abell2744,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T6,Abell2744,kappa_MACS0416,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T6,Abell2744,kappa_MACS1149,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T6,Abell2744,kappa_AbellS1063,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T6,Abell2744,kappa_Abell370,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T9,Abell2744,pearson_kappa,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T9,Abell2744,pearson_gamma,0.10336835315121069,9.674140774373821,1/pi,0.3183098861837907,0.4884625300904627,0.6752587411264812,False,False,inverse_alpha_fs,1.1512222676551522
T9,Abell2744,coherence_gain,0.0014075281086127402,710.4653852956443,alpha_fs/2,0.0036486762846419008,0.41367825734019414,0.6142359587948806,False,False,inverse_alpha_fs,0.7147082530041753
T9,Abell2744,omega_times_DT,0.020000000000000004,49.99999999999999,3*alpha_fs,0.021892057707851405,0.03925658861593237,0.08642667277333325,True,False,inverse_alpha_fs,0.4378646661037301
T9,Abell2744,FAST_times_DT,0.020000000000000004,49.99999999999999,3*alpha_fs,0.021892057707851405,0.03925658861593237,0.08642667277333325,True,False,inverse_alpha_fs,0.4378646661037301
T9,Abell2744,K_over_omega,5.0,0.2,1/e,0.36787944117144233,1.1332644862392707,12.591409142295225,False,False,1/pi,0.20182013164188498
T9,Abell2744,K_times_DT,0.1,10.0,1/pi,0.3183098861837907,0.5028501273058662,0.6858407346410207,False,False,inverse_alpha_fs,1.136834670439749
T9,Abell2744,kappa_Abell2744,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T9,Abell2744,kappa_MACS0416,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T9,Abell2744,kappa_MACS1149,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T9,Abell2744,kappa_AbellS1063,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T9,Abell2744,kappa_Abell370,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T10,Abell2744,pearson_kappa,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T10,Abell2744,pearson_gamma,0.10336835315121069,9.674140774373821,1/pi,0.3183098861837907,0.4884625300904627,0.6752587411264812,False,False,inverse_alpha_fs,1.1512222676551522
T10,Abell2744,coherence_gain,0.0014075281086127402,710.4653852956443,alpha_fs/2,0.0036486762846419008,0.41367825734019414,0.6142359587948806,False,False,inverse_alpha_fs,0.7147082530041753
T10,Abell2744,omega_times_DT,0.020000000000000004,49.99999999999999,3*alpha_fs,0.021892057707851405,0.03925658861593237,0.08642667277333325,True,False,inverse_alpha_fs,0.4378646661037301
T10,Abell2744,FAST_times_DT,0.020000000000000004,49.99999999999999,3*alpha_fs,0.021892057707851405,0.03925658861593237,0.08642667277333325,True,False,inverse_alpha_fs,0.4378646661037301
T10,Abell2744,K_over_omega,5.0,0.2,1/e,0.36787944117144233,1.1332644862392707,12.591409142295225,False,False,1/pi,0.20182013164188498
T10,Abell2744,K_times_DT,0.1,10.0,1/pi,0.3183098861837907,0.5028501273058662,0.6858407346410207,False,False,inverse_alpha_fs,1.136834670439749
T10,Abell2744,kappa_Abell2744,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T10,Abell2744,kappa_MACS0416,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T10,Abell2744,kappa_MACS1149,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T10,Abell2744,kappa_AbellS1063,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
T10,Abell2744,kappa_Abell370,0.020996896360788192,47.626086389963085,3*alpha_fs,0.021892057707851405,0.018131479688731654,0.040889776512062236,True,False,inverse_alpha_fs,0.4589897750309309
