family_number,family_code,family_name,is_wrong,cluster_id,cluster_label,pearson_kappa,pearson_gamma,ssim_kappa,ssim_gamma,rms_kappa,rms_gamma,kappa_bias,gamma_bias,runtime_seconds,max_conservation_error
13,WR3,Wrong: Purely Local (No Neighbours),True,MACS0416,MACS J0416,0.004433484345726472,0.12300004332703673,-9.99661751061535e-05,0.13292631920076609,0.18484930183092005,0.06403326854987546,-0.09965929406077849,-0.013677469391705135,0.2356357870157808,2.220446049250313e-16
1,M1,Pure Elastic Spring Network,False,MACS1149,MACS J1149,0.11123991732353253,-0.03658976825432925,0.04486501217158398,-0.005922857181053869,0.12018852000368276,0.09507900276884622,-0.03380561179590566,-0.060653126121630145,0.23844510689377785,2.220446049250313e-16
2,M2,Dipole-like Orientation Interaction,False,MACS1149,MACS J1149,-0.12780505316877977,-0.1458708989714884,0.0006887132998829756,-0.008162856883695044,0.8812570204805386,0.6385265981035514,-0.053108817584528165,0.49559154000214384,0.2706936540780589,2.220446049250313e-16
3,M3,Viscoelastic Interaction,False,MACS1149,MACS J1149,0.08577129740732067,-0.025454448461100482,0.03446341211295963,0.0014640314141968964,0.12111672204733386,0.09515651484992532,-0.034137272093790055,-0.0616374518050283,0.2373981230193749,2.220446049250313e-16
4,M4,Cooperative Alignment,False,MACS1149,MACS J1149,0.11123991732353268,-0.03658976825432945,0.044865012171584104,-0.005922857181053994,0.12018852000368274,0.09507900276884622,-0.033805611795905646,-0.060653126121630145,0.23887563799507916,2.220446049250313e-16
5,M5,Elastic + Cooperative Alignment,False,MACS1149,MACS J1149,0.1068959943454289,-0.07919215776171788,0.04951307268563126,-0.024715028267221828,0.1115828647228197,0.09895621538257651,-0.03262410768935679,-0.06770238284532162,0.237419452983886,2.220446049250313e-16
6,M6,Elastic + Relaxation + Alignment,False,MACS1149,MACS J1149,0.07496924461762797,0.023622763152694362,0.038247117671957515,0.03248740586877767,0.12757298254584554,0.09210378386760337,-0.03095104698637276,-0.058145855219395776,0.23966862203087658,2.220446049250313e-16
7,M7,Nonlinear Interaction Potential,False,MACS1149,MACS J1149,0.11300912261964519,-0.03659282575660685,0.04585213783107149,-0.0062478848303811505,0.12109574814967768,0.09470859410294237,-0.03369971881544797,-0.05981839579121858,0.2376678129658103,2.220446049250313e-16
8,M8,Long-range Coupling,False,MACS1149,MACS J1149,0.11151228012781571,-0.05357808069936877,0.047165008503768785,-0.014118743130213036,0.11603669030664118,0.0967914558781622,-0.033477102350802354,-0.06395973321073946,0.23896333808079362,2.220446049250313e-16
9,M9,Anisotropic Interaction,False,MACS1149,MACS J1149,0.09638756495948196,0.008352029358451394,0.035030324412115656,0.022200994729418486,0.12017093362362492,0.09394648340676394,-0.034915393706896926,-0.06081580754078397,0.23660788009874523,2.220446049250313e-16
10,M10,Interaction Potential Search,False,MACS1149,MACS J1149,0.10922642025683292,-0.03625319590612882,0.04395219188105914,-0.0053204579683403305,0.11914426759307084,0.09548157650820398,-0.03388413081683691,-0.0615959845465936,0.2356123860226944,2.220446049250313e-16
11,WR1,Wrong: Random Neighbour Interaction,True,MACS1149,MACS J1149,0.08854412292023037,0.007114720601236329,0.022583875608730028,0.033520224094401765,0.3782512020949595,0.17393372886863168,-0.029493281583893787,0.10909800440823805,0.25688979402184486,2.220446049250313e-16
12,WR2,Wrong: Repulsive-Only Interaction,True,MACS1149,MACS J1149,0.05601945692862492,0.1916565882007432,-0.00759526238353438,0.20105364787410668,0.19216895083802757,0.08636162683873047,-0.04645327327340565,-0.03266897648731918,0.24859892309177667,2.220446049250313e-16
13,WR3,Wrong: Purely Local (No Neighbours),True,MACS1149,MACS J1149,0.22437468635202812,0.012180100689122515,0.09996132793928712,0.014296642756179185,0.08713332002908285,0.11351590455142736,-0.032683759114532536,-0.09076286122223515,0.23775960400234908,2.220446049250313e-16
1,M1,Pure Elastic Spring Network,False,AbellS1063,Abell S1063,0.10158423475231375,0.0921034743131699,-0.037758812544104056,0.10388039111298339,0.14576896875051334,0.06369989008593709,-0.05413541338822637,-0.005734449427694328,0.24098261597100645,2.220446049250313e-16
2,M2,Dipole-like Orientation Interaction,False,AbellS1063,Abell S1063,-0.13634661373784734,-0.13214732428214998,0.003965778480138347,-0.0007882128295157526,0.9599208339656178,0.7363836438523382,0.0455515058182057,0.5911544784119848,0.26939941896125674,2.220446049250313e-16
3,M3,Viscoelastic Interaction,False,AbellS1063,Abell S1063,0.09526387237178728,0.0854039371101653,-0.026811424360467982,0.09770951316612506,0.14179592548049597,0.0628548555596242,-0.05106579332860823,-0.0070621569405283635,0.23916550900321454,2.220446049250313e-16
4,M4,Cooperative Alignment,False,AbellS1063,Abell S1063,0.10158423475231379,0.09210347431316987,-0.03775881254410404,0.10388039111298336,0.14576896875051332,0.0636998900859371,-0.05413541338822636,-0.005734449427694331,0.24003715196158737,2.220446049250313e-16
5,M5,Elastic + Cooperative Alignment,False,AbellS1063,Abell S1063,0.08581245845920754,0.06410568337861337,-0.03282612481390636,0.07660895973691041,0.1325293400218987,0.06234922265970455,-0.053132734093556504,-0.014043399432041075,0.2388685179175809,2.220446049250313e-16
6,M6,Elastic + Relaxation + Alignment,False,AbellS1063,Abell S1063,0.0624456715396411,0.07949421512198696,-0.00644362209837849,0.09237337762165275,0.13571129218310282,0.06039410621864261,-0.045718347168039894,-0.010595800552502262,0.23978554096538574,2.220446049250313e-16
7,M7,Nonlinear Interaction Potential,False,AbellS1063,Abell S1063,0.10037012734542897,0.09073884847255542,-0.037603404810659775,0.10261459358100525,0.14739557166600895,0.06413741735007625,-0.05431589758195916,-0.004646734791818219,0.2400374619755894,2.220446049250313e-16
8,M8,Long-range Coupling,False,AbellS1063,Abell S1063,0.09780139796720708,0.07393756858215689,-0.03804635806768398,0.08627065938046904,0.1377116523759107,0.06290213872601444,-0.053976290374507824,-0.010860716154531769,0.23868475703056902,2.220446049250313e-16
9,M9,Anisotropic Interaction,False,AbellS1063,Abell S1063,0.11325970778610543,0.10722862428936601,-0.042046994493536646,0.11906485019209359,0.14572423456619935,0.06270233591772893,-0.05428793952904556,-0.0044041867863569084,0.2388483079848811,2.220446049250313e-16
10,M10,Interaction Potential Search,False,AbellS1063,Abell S1063,0.101645162981259,0.09018314066682666,-0.03763378005190563,0.10211225485661565,0.14398811445081164,0.0633737273881625,-0.05395540093371473,-0.006875422743934664,0.23666590894572437,2.220446049250313e-16
11,WR1,Wrong: Random Neighbour Interaction,True,AbellS1063,Abell S1063,0.07626595132994436,0.07493335508840225,0.0014080019193886994,0.05508316695574523,0.3498284963604841,0.17031683047005128,-0.04355204818582407,0.12274224917833461,0.2548355449689552,2.220446049250313e-16
12,WR2,Wrong: Repulsive-Only Interaction,True,AbellS1063,Abell S1063,0.11186870854592258,0.2662601646698764,-0.02869247787435726,0.2683301710629005,0.19890111288095935,0.0709710906393849,-0.05268671438387464,0.0166061006344302,0.2488729030592367,2.220446049250313e-16
13,WR3,Wrong: Purely Local (No Neighbours),True,AbellS1063,Abell S1063,0.11296203947762853,0.07744036093383022,-0.05074852928908904,0.0861590557627328,0.1342903609514362,0.0693493525381196,-0.05523486621017504,-0.02201562054854891,0.2393989599077031,2.220446049250313e-16
1,M1,Pure Elastic Spring Network,False,Abell370,Abell 370,0.20491031664969087,0.12267434300695886,-0.02814550123001772,0.14065442096762087,0.16889114009610293,0.08345956892581122,-0.06466133955414256,-0.0157250821525904,0.23736132204066962,2.220446049250313e-16
2,M2,Dipole-like Orientation Interaction,False,Abell370,Abell 370,-0.021369901448588753,-0.04741803787514527,0.0028625364763643084,0.004859522872244148,1.0430440469711204,0.6743461920194689,-0.0499455537069802,0.5443746240119627,0.27403505495749414,2.220446049250313e-16
3,M3,Viscoelastic Interaction,False,Abell370,Abell 370,0.20958407896759634,0.10900537479836964,-0.021239373039838548,0.12852826535314585,0.16903586082057465,0.08371445858270923,-0.06335978204605185,-0.01447373091686733,0.2400926420232281,2.220446049250313e-16
4,M4,Cooperative Alignment,False,Abell370,Abell 370,0.20491031664969078,0.12267434300695886,-0.028145501230017737,0.14065442096762087,0.16889114009610293,0.08345956892581123,-0.06466133955414258,-0.0157250821525904,0.24210318899713457,2.220446049250313e-16
5,M5,Elastic + Cooperative Alignment,False,Abell370,Abell 370,0.20572370424441302,0.1395619397201581,-0.01531420975225113,0.1498736025522765,0.15832066943540163,0.08219004524568861,-0.06218417350618058,-0.023294078168901822,0.2450766699621454,2.220446049250313e-16
6,M6,Elastic + Relaxation + Alignment,False,Abell370,Abell 370,0.2107113264732711,0.15932850459445805,0.006008167003035115,0.16632182266899953,0.15776769916143055,0.08024788735036825,-0.058574145225651505,-0.021353432513395845,0.2417987179942429,2.220446049250313e-16
7,M7,Nonlinear Interaction Potential,False,Abell370,Abell 370,0.20285277063017113,0.12246911347105002,-0.027987278256600013,0.1411091197698816,0.17101809520467692,0.08361251027291246,-0.06473551405977525,-0.014329225940841924,0.2428270619129762,2.220446049250313e-16
8,M8,Long-range Coupling,False,Abell370,Abell 370,0.20666584364102802,0.1294419069170778,-0.020561528503839046,0.14431136167363778,0.16330293722142708,0.08275043433618857,-0.06316030886936604,-0.019547756864785007,0.2413647559005767,2.220446049250313e-16
9,M9,Anisotropic Interaction,False,Abell370,Abell 370,0.2029770638680831,0.15764664067307957,-0.026908297356161792,0.17291762255554646,0.17051901137726339,0.08158380358780894,-0.06452296807529025,-0.013783407254047584,0.23829869600012898,2.220446049250313e-16
10,M10,Interaction Potential Search,False,Abell370,Abell 370,0.20661015414432196,0.12449829530862139,-0.02767628408778084,0.14169907961103934,0.16708622174556156,0.08329033923268443,-0.06449256797397471,-0.016913497409842427,0.2415984480176121,2.220446049250313e-16
11,WR1,Wrong: Random Neighbour Interaction,True,Abell370,Abell 370,0.03683757938117433,0.1455860675360334,0.003993009145401107,0.1152616359187989,0.36999595389517265,0.1685664761814129,-0.05527365028624402,0.10996355544188341,0.25795403704978526,2.220446049250313e-16
12,WR2,Wrong: Repulsive-Only Interaction,True,Abell370,Abell 370,0.08527185900388332,0.09588256776114659,-0.031601535916440444,0.11788655884851205,0.20364528239533983,0.09035949870734561,-0.07239298165657258,-0.008717637063030496,0.2504924499662593,2.220446049250313e-16
13,WR3,Wrong: Purely Local (No Neighbours),True,Abell370,Abell 370,0.19841742080999702,0.0026518686621678695,-0.044559257468120866,0.03090984842470402,0.17640698641326377,0.09038730119604486,-0.06819110068211269,-0.01723918413489462,0.24111265502870083,2.220446049250313e-16
