family_number,family_code,family_name,is_wrong,cluster_id,cluster_label,pearson_kappa,pearson_gamma,ssim_kappa,ssim_gamma,rms_kappa,rms_gamma,kappa_bias,gamma_bias,runtime_seconds,max_conservation_error
1,M1,Pure Elastic Spring Network,False,Abell2744,Abell 2744,-0.007681983395862658,0.1739788624273648,-0.001053936101569421,0.17672854799122334,0.16664729811063372,0.058182248279213755,-0.05404937833851372,0.014221059651661015,0.22888302302453667,2.220446049250313e-16
2,M2,Dipole-like Orientation Interaction,False,Abell2744,Abell 2744,-0.06905247440373664,-0.038241794477196514,3.1398362342200284e-05,0.0030077040691099863,0.9782516646927294,0.6380779291703947,-0.12243050230344663,0.5367915473056964,0.271454417030327,2.220446049250313e-16
3,M3,Viscoelastic Interaction,False,Abell2744,Abell 2744,0.008128136773398529,0.1948987739135802,-0.001545551468665063,0.19824705770627424,0.16051476435397197,0.05583258355324115,-0.05033175622251143,0.011927336133039415,0.23563038697466254,2.220446049250313e-16
4,M4,Cooperative Alignment,False,Abell2744,Abell 2744,-0.007681983395862658,0.17397886242736477,-0.001053936101569423,0.17672854799122334,0.16664729811063372,0.05818224827921376,-0.054049378338513726,0.014221059651661015,0.23786121502052993,2.220446049250313e-16
5,M5,Elastic + Cooperative Alignment,False,Abell2744,Abell 2744,-0.014685108799969772,0.1856449496393389,0.00021667340670669753,0.19284488672200842,0.1530958678475445,0.05380301236523875,-0.05078425376192631,0.005229263076834449,0.2352602359605953,2.220446049250313e-16
6,M6,Elastic + Relaxation + Alignment,False,Abell2744,Abell 2744,-0.006267070175407203,0.21576166872678934,0.0008154646389367638,0.22725591831477016,0.15061360769442295,0.051791488432656414,-0.04097573356624784,0.00629505443117843,0.23585054802242666,2.220446049250313e-16
7,M7,Nonlinear Interaction Potential,False,Abell2744,Abell 2744,-0.007961438313325013,0.17291513853747814,-0.0010269342497161687,0.17470125615801094,0.16852467101916505,0.05903677058491216,-0.054121025254626004,0.015468989218405128,0.23442675301339477,2.220446049250313e-16
8,M8,Long-range Coupling,False,Abell2744,Abell 2744,-0.00901757054131154,0.1825364736847232,-0.0006013116215304499,0.1878156439762607,0.15935170844881133,0.0556452766802829,-0.05222961839789627,0.009593843157885605,0.23945764091331512,2.220446049250313e-16
9,M9,Anisotropic Interaction,False,Abell2744,Abell 2744,-0.002574439742807367,0.18020747630583206,-0.0021796122581884793,0.18263933593503695,0.16571967778304963,0.057730406451876416,-0.05515729477639556,0.014401822895369303,0.23548413696698844,2.220446049250313e-16
10,M10,Interaction Potential Search,False,Abell2744,Abell 2744,-0.006472060185902858,0.17518280050004037,-0.0012266515232446185,0.17894254269311197,0.16459766793359284,0.05730524552515594,-0.05387289148027839,0.012855070402968747,0.23735094303265214,2.220446049250313e-16
11,WR1,Wrong: Random Neighbour Interaction,True,Abell2744,Abell 2744,0.03449115521030591,0.14800725465244868,0.004519333563189906,0.06248452479748707,0.3983795166354857,0.20236296493486824,-0.04259365235829306,0.1601104160843769,0.2527579090092331,2.220446049250313e-16
12,WR2,Wrong: Repulsive-Only Interaction,True,Abell2744,Abell 2744,0.07461794792814276,0.09373202395944638,-0.016921300322669745,0.10542780425813149,0.2132682200800003,0.08117356968057704,-0.05567280646090748,0.0313197588551285,0.2476789109641686,2.220446049250313e-16
13,WR3,Wrong: Purely Local (No Neighbours),True,Abell2744,Abell 2744,0.018779455484112577,0.10074146095699049,-0.013265827032544414,0.11152159049953632,0.1568745301036342,0.06026079663520232,-0.06073626403405349,0.002052225415533495,0.23412341193761677,2.220446049250313e-16
1,M1,Pure Elastic Spring Network,False,MACS0416,MACS J0416,0.0038049101943030805,0.07411642114846606,-0.0009668236191874809,0.08840292192441039,0.19497844329796601,0.06268770999058355,-0.10352652194255611,0.0033206364291240983,0.2358261679764837,2.220446049250313e-16
2,M2,Dipole-like Orientation Interaction,False,MACS0416,MACS J0416,-0.051590854088890054,-0.024476343538971605,0.0008049823202791656,0.004268890291033401,1.0707228130537343,0.670289017001393,-0.05750206273712682,0.5657055057789927,0.2724388709757477,2.220446049250313e-16
3,M3,Viscoelastic Interaction,False,MACS0416,MACS J0416,0.024529301562203773,0.06806830375198387,-0.0017241811078887255,0.08159333146211808,0.1969337660458852,0.06423320832979121,-0.10253773979523567,0.007136048236057795,0.2358431980246678,2.220446049250313e-16
4,M4,Cooperative Alignment,False,MACS0416,MACS J0416,0.003804910194303008,0.07411642114846612,-0.0009668236191874704,0.08840292192441043,0.194978443297966,0.06268770999058354,-0.1035265219425561,0.00332063642912409,0.23496987496037036,2.220446049250313e-16
5,M5,Elastic + Cooperative Alignment,False,MACS0416,MACS J0416,0.018906383374694677,0.0922925376654991,-0.002014530832296364,0.10594123570333805,0.19279862508741819,0.06239730938226784,-0.10350974486931912,0.0008745267679695187,0.23515194398351014,2.220446049250313e-16
6,M6,Elastic + Relaxation + Alignment,False,MACS0416,MACS J0416,0.05200681778051877,0.08567669809764115,0.0017357039814785962,0.09720745105305566,0.19755956885381734,0.06558413801726376,-0.09737150053724328,0.006949332187900394,0.23637309891637415,2.220446049250313e-16
7,M7,Nonlinear Interaction Potential,False,MACS0416,MACS J0416,0.0035798235519438537,0.07275708221149646,-0.0010042590754435646,0.08674167892826622,0.19664014773012467,0.06321825658935226,-0.10377569470465701,0.004412417889488751,0.23531801591161638,2.220446049250313e-16
8,M8,Long-range Coupling,False,MACS0416,MACS J0416,0.013050438808603489,0.08497545298357295,-0.0017535563106231792,0.09917170399469433,0.19278535743320427,0.06211623275256565,-0.10384350857487265,0.0012264311960095272,0.23485933290794492,2.220446049250313e-16
9,M9,Anisotropic Interaction,False,MACS0416,MACS J0416,0.003167489869135226,0.060305096301695116,-0.0010699592733707068,0.07516698564793532,0.19301107502155398,0.06272997054768754,-0.10393677088252334,0.0017603272629372435,0.2399892919929698,2.220446049250313e-16
10,M10,Interaction Potential Search,False,MACS0416,MACS J0416,0.004617574545538138,0.07740553234682483,-0.0010115145711846135,0.09186676341194029,0.19352051506946358,0.06221950026495901,-0.1034284761877145,0.002246254454990553,0.23914521001279354,2.220446049250313e-16
11,WR1,Wrong: Random Neighbour Interaction,True,MACS0416,MACS J0416,-0.005353980492747175,0.09383095036489297,0.0005794709868406453,0.0598598084515073,0.3993582210603338,0.18359718256898422,-0.09604590193751306,0.13509362459849564,0.2536803619004786,2.220446049250313e-16
12,WR2,Wrong: Repulsive-Only Interaction,True,MACS0416,MACS J0416,0.030546883298254085,0.08909457533822926,-0.007710682962374775,0.11109360886165509,0.2374006961272343,0.07949119940018033,-0.10867550487302063,0.015387040965437289,0.24657261604443192,2.220446049250313e-16
