cluster_id,model,channel_id,channel_name,dx_mean,dy_mean,dx_rms,dy_rms,displacement_mag_rms,displacement_divergence_rms,displacement_curl_rms,displacement_divergence_pearson_vs_kappa_gr,displacement_curl_pearson_vs_gamma_mag_gr,displacement_divergence_pearson_vs_gamma1_gr,displacement_curl_pearson_vs_gamma1_gr
Abell2744,C10,CH0,Native full response,0.33537834314907805,0.000473491842904938,1.2647909386437708,0.007492836921284144,1.2648131328700378,0.258157167961595,0.2580880523325104,0.031174244730022598,0.005445497337633186,0.03549600248407274,-0.03764345072235076
Abell2744,C10,CH1,Longitudinal (local-gradient),0.33538877751092244,0.000361487755588535,1.2648302875445332,0.0027127763491516135,1.2648331966886017,0.25819025457871564,0.25818573452277654,0.03175489224649601,0.005529239287937387,0.03541962587762369,-0.037265395585804495
Abell2744,C10,CH2,Transverse (local-gradient),0.3353798588546679,0.00015958922400678834,1.26479665409003,0.006636585225255195,1.2648140655688436,0.2581520764669312,0.25807910090427705,0.030905535810427934,0.005428416144403782,0.03569628136295453,-0.03756109310560434
Abell2744,C10,CH3,Irrotational (Helmholtz),0.3353874080438588,-0.00046242694356221197,1.2648251233697212,0.004610114411289142,1.2648335249597538,0.25820366263360583,0.2580495000673385,0.03148421584635174,0.005633506770927669,0.0352975425333826,-0.0374301933331462
Abell2744,C10,CH4,Solenoidal (Helmholtz),0.33538052332990076,0.0009363002412437727,1.2647991594746186,0.006770369768864346,1.264817279971502,0.2581302045773341,0.25821180088393353,0.031226077734482424,0.005311005303599192,0.035763168801781195,-0.03739583367926222
Abell2744,A8,CH0,Native full response,0.33537417409971815,0.000668163735089547,1.2647752154209821,0.008076394433134513,1.2648010016165512,0.25814821125801357,0.2580874303126616,0.030840928542960725,0.0053257269435423036,0.03575581163561328,-0.037474957363139313
Abell2744,A8,CH1,Longitudinal (local-gradient),0.3353896407541335,0.00014634692044104895,1.264833543026724,0.001779162128859947,1.2648347943440743,0.25817641210684666,0.2582000759090849,0.03149836829101084,0.005492875630282066,0.035631687225072796,-0.037271019543589454
Abell2744,A8,CH2,Transverse (local-gradient),0.33537461046492134,0.0005163005199039213,1.2647768610879,0.00783919767510826,1.2648011548712117,0.2581583404400947,0.25807407046887876,0.030863351771980716,0.00534387204336284,0.03567113236254614,-0.03738844793692181
Abell2744,A8,CH3,Irrotational (Helmholtz),0.33538923715183955,-0.00037241325259890435,1.2648320209889354,0.0029167953021359814,1.26483538415629,0.2581961688820048,0.25805188375471605,0.031340610412421456,0.005580585312440137,0.03552925890141931,-0.037377380582984544
Abell2744,A8,CH4,Solenoidal (Helmholtz),0.335375392025005,0.0010505694586351647,1.2647798084961388,0.00790466105229832,1.264804509655892,0.2581275575832673,0.2582140741481328,0.031023183479748914,0.005247473737599574,0.035794498257065946,-0.03727615934430155
MACS0416,C10,CH0,Native full response,0.33537546877938995,-0.0007464952934960684,1.264780098216713,0.008833667226720493,1.264810946553575,0.2582039234065475,0.25790062986882145,0.011647093544936883,0.0012979877819251306,0.06359706872983703,0.0037334906424268833
MACS0416,C10,CH1,Longitudinal (local-gradient),0.3353893214802194,-0.0001531178935153003,1.2648323389746512,0.002152660852151075,1.2648341708164084,0.25820105413439265,0.2581443391469502,0.012341344611231536,0.001158715501321013,0.06346168461319822,0.003563796253802917
MACS0416,C10,CH2,Transverse (local-gradient),0.3353767422607883,-0.0005739355612532213,1.2647849006110887,0.008299196434407161,1.2648121289247896,0.25818309956155355,0.2579504213560942,0.011510970441917281,0.0013006934891342482,0.06364954213044936,0.0037362833701594933
MACS0416,C10,CH3,Irrotational (Helmholtz),0.3353884239308268,0.0001820240765473806,1.2648289542119995,0.0038570906310995143,1.2648348352892391,0.2581985062387371,0.25801331075062367,0.01228354088241127,0.0012543382245464962,0.06317760583000408,0.0037800317630794092
MACS0416,C10,CH4,Solenoidal (Helmholtz),0.3353779811342912,-0.0009309482510327331,1.2647895726616418,0.008104069279113103,1.2648155355831536,0.25818304578766027,0.25806456850458315,0.011570059814371515,0.0011989383246774703,0.063925540396956,0.0035286862189996136
MACS0416,A8,CH0,Native full response,0.33536899107719464,-0.0009000743787396169,1.2647556701579108,0.01011339249289142,1.2647961044786238,0.25817199690191983,0.2579466665557209,0.011111627928648834,0.0012987684300312537,0.06383601865019929,0.0036549157905057653
MACS0416,A8,CH1,Longitudinal (local-gradient),0.3353898553214585,-6.659497977812425e-05,1.2648343522098435,0.0016399141335972072,1.2648354153202936,0.2581659514780042,0.25816697554641127,0.012209295147844381,0.001215711766940472,0.06349444649295737,0.003522145308273965
MACS0416,A8,CH2,Transverse (local-gradient),0.3353702083611031,-0.0008315597802755663,1.2647602606415924,0.009738012796502814,1.264797748966772,0.25818657376783233,0.2579620750463042,0.011129186129937128,0.0012682140013078377,0.06382554195335186,0.0036922502835127066
MACS0416,A8,CH3,Irrotational (Helmholtz),0.33538930010444024,3.5085713523796654e-05,1.2648322583914031,0.002770223500281436,1.2648352920462564,0.25818206630288315,0.2580307556170384,0.012044139732876418,0.0012531315467257758,0.06340209353325613,0.003636957576649013
MACS0416,A8,CH4,Solenoidal (Helmholtz),0.3353719549162771,-0.0009397890067613184,1.2647668472824167,0.009456467414109116,1.2648021990653946,0.2581616908756154,0.25809198159582986,0.011284923383780161,0.0012021197333992669,0.0639324292498085,0.0035837569135583965
MACS1149,C10,CH0,Native full response,0.33538252942905944,0.0006129435903832444,1.2648067247587615,0.006271040974969474,1.264822270894174,0.25821033066156734,0.25824933907039205,0.01525418761199282,0.02002965947847362,0.027795080585977433,0.018806051139308378
MACS1149,C10,CH1,Longitudinal (local-gradient),0.33539027952804185,0.00012667789006303587,1.2648359519915302,0.001190651413618658,1.2648365124003613,0.2581907453744775,0.2581840661865144,0.0156675573338026,0.020102795048721443,0.02744783089186244,0.01898148516229523
MACS1149,C10,CH2,Transverse (local-gradient),0.3353835687054681,0.0004886027358830985,1.2648106440632692,0.005668855950060854,1.2648233478488309,0.25820304438762237,0.258250271674746,0.015261458137884541,0.01996672379590591,0.02776215802684409,0.01881272830590948
MACS1149,C10,CH3,Irrotational (Helmholtz),0.33539025881336826,0.00031309368811268485,1.2648358738714387,0.0014509373764301117,1.2648367060816177,0.2581832195602368,0.258223444816076,0.015619334563042367,0.02011748104051649,0.02741954864790297,0.018993228675063575
MACS1149,C10,CH4,Solenoidal (Helmholtz),0.3353839481209222,0.00030091478534354107,1.2648120749289908,0.005536604831183411,1.2648241928739488,0.2582102972449952,0.2582105956004141,0.01531291635926411,0.019953883629173545,0.027791259424067967,0.018799862437293747
MACS1149,A8,CH0,Native full response,0.33537843899859054,0.0008357713566177324,1.2647912990481471,0.007821206275137244,1.2648154811732413,0.2582017225588162,0.25825161126605756,0.015071213346106909,0.019954795448691543,0.0278852845538079,0.01888454656014137
MACS1149,A8,CH1,Longitudinal (local-gradient),0.33539002502866677,9.503227358634341e-05,1.2648349922148812,0.0012659869812331468,1.2648356257847322,0.25818132498575735,0.2581605974982486,0.015575583415142265,0.020033667601607456,0.027501844234847105,0.019009394734628406
MACS1149,A8,CH2,Transverse (local-gradient),0.3353793274694107,0.000754259200328352,1.2647946496234597,0.007338298768756636,1.2648159377336095,0.25820218807019074,0.2582717562939112,0.015164880561918927,0.01995442237073992,0.027810289465807863,0.018858020682413514
MACS1149,A8,CH3,Irrotational (Helmholtz),0.33539003541808055,0.0003628176263503783,1.26483503139621,0.001961910988921374,1.2648365529750396,0.2581857134711727,0.2582113133746963,0.015595551740743356,0.020150153249817317,0.027446782863856285,0.018983407802630227
MACS1149,A8,CH4,Solenoidal (Helmholtz),0.3353812159115278,0.00046721793511567025,1.264801771289824,0.0065659060636773445,1.264818813814972,0.25819739900709215,0.2582252625051081,0.015155997866747787,0.019846698985061608,0.027854601761758916,0.018882251914885552
AbellS1063,C10,CH0,Native full response,0.3353761571809652,0.0008515671286879448,1.2647826941895706,0.007982728890445455,1.2648078856023817,0.2581237072488576,0.2584951207623491,0.0013539738135207268,0.009821082715918137,0.08933164967134424,-0.002875821802671741
AbellS1063,C10,CH1,Longitudinal (local-gradient),0.3353894897036277,0.00030493484612898836,1.2648329733819896,0.002144204490471673,1.2648347908589572,0.2581908654132975,0.2582093236323826,0.0019417366102418814,0.010057649037711074,0.08892949071384934,-0.002900962692167346
