laboratory_id,cluster_id,model,channel_id,channel_name,decomposition_type,smoothing_state,timestep,response_energy,energy_fraction,divergence_rms,curl_rms,pearson_preprop_vs_kappa_gr,pearson_preprop_vs_gamma_gr,pearson_postprop_kappa_vs_gr,pearson_postprop_gamma_vs_gr,kappa_specialization,shear_specialization,rotation_specialization,displacement_divergence_rms,displacement_curl_rms,jacobian_trace_rms,jacobian_shear_rms,image_rotation_rms,lag_dx,lag_dy,lag_improvement,interface_assignment,wave_mode_id,nearest_alpha_multiple,alpha_input_dependency
PBUF RESPONSE-CHANNEL-SEPARATION-LAB-001,AbellS1063,A8,CH0,Native full response,native,SM0_native,20,2.526306484374593,1.0,4.1204571480825575e-17,0.020804787382347544,0.02636146787123526,0.041742177289577055,0.3228455360618753,0.08609196163638712,0.23675357442548822,-0.23675357442548822,nan,0.25812462161177063,0.2585242866204228,0.9758664900844565,0.07077111094702397,0.0,0,1,0.33350116816019737,IC0_native,W2,6alpha,indirect
PBUF RESPONSE-CHANNEL-SEPARATION-LAB-001,AbellS1063,A8,CH1,Longitudinal (local-gradient),local_longitudinal,SM0_native,20,0.08573400974724286,0.033936503855535566,0.0023591284815126113,0.004221759270239337,0.0038588979396013225,-0.017102638061248645,-0.04753914159486743,0.0907533146334587,-0.13829245622832614,0.13829245622832614,nan,0.2581885953485586,0.258209946135186,0.9862899383079753,0.034528007403149125,0.0,0,1,-0.006631433978392096,IC0_native,W1,alpha,indirect
PBUF RESPONSE-CHANNEL-SEPARATION-LAB-001,AbellS1063,A8,CH2,Transverse (local-gradient),local_transverse,SM0_native,20,2.416164495180114,0.9564019686939349,0.002345739798152546,0.0204716644100618,0.0011701344806990812,0.04774497290141304,0.32943168846244236,0.16539248897477152,0.16403919948767084,-0.16403919948767084,nan,0.25812211865095663,0.2584943904735845,0.975569495417327,0.07302785174572428,0.0,0,1,0.3319571934921543,IC0_native,W2,6alpha,indirect
PBUF RESPONSE-CHANNEL-SEPARATION-LAB-001,AbellS1063,A8,CH3,Irrotational (Helmholtz),helmholtz_irrotational,SM0_native,20,0.08247355858255569,0.032645903849220684,0.0025045287354653317,0.0017935364188189226,-0.009879321383789944,0.005564892748855423,0.1801115124408111,-0.0049182507661850285,0.18502976320699613,-0.18502976320699613,nan,0.2581923511882625,0.25830831463348214,0.98669305875576,0.02632880221890334,0.0,0,1,0.20518720341203633,IC0_native,W1,3alpha,indirect
PBUF RESPONSE-CHANNEL-SEPARATION-LAB-001,AbellS1063,A8,CH4,Solenoidal (Helmholtz),helmholtz_solenoidal,SM0_native,20,2.409606073551691,0.9538059172373965,0.002504528735465331,0.020441709653189602,0.009879321383790399,0.041995329211922686,0.30725686252899254,0.14569974957475892,0.1615571129542336,-0.1615571129542336,nan,0.25811213035477,0.25840121674567723,0.9824677582819406,0.06023283099105599,0.0,0,1,0.3134425537642048,IC0_native,W2,6alpha,indirect
PBUF RESPONSE-CHANNEL-SEPARATION-LAB-001,Abell370,C10,CH0,Native full response,native,SM0_native,20,3.1908847910194966,1.0,0.002724402809927533,0.02400100201318358,0.016393623086189003,-0.06506165372741035,0.367739686259683,0.38979366663119597,-0.02205398037151296,0.02205398037151296,nan,0.25816753338960613,0.2581870357316875,0.9669605554839831,0.09237210761101158,0.0,0,1,0.3665283072927678,IC0_native,W2,6alpha,indirect
PBUF RESPONSE-CHANNEL-SEPARATION-LAB-001,Abell370,C10,CH1,Longitudinal (local-gradient),local_longitudinal,SM0_native,20,0.2226527052491348,0.06977773245708337,0.004180506073898379,0.006357036365679756,0.008786174487221493,-0.009624318036407033,-0.07760101357173779,0.07161671798730232,-0.1492177315590401,0.1492177315590401,nan,0.2581571236602932,0.25816986299956596,0.9796179575746019,0.05822292652480393,0.0,0,1,-0.09007694624830687,IC0_native,W1,alpha,indirect
PBUF RESPONSE-CHANNEL-SEPARATION-LAB-001,Abell370,C10,CH2,Transverse (local-gradient),local_transverse,SM0_native,20,2.9663235925402756,0.929624159696636,0.004630946855115572,0.02296334926083681,0.0033233260449488673,-0.06559860185894784,0.3867357351806752,0.4250876171864183,-0.038351882005743076,0.038351882005743076,nan,0.25820048150429364,0.25819156478624206,0.9643287309959832,0.10000555004374352,0.0,0,1,0.3882003723726453,IC0_native,W2,6alpha,indirect
PBUF RESPONSE-CHANNEL-SEPARATION-LAB-001,Abell370,C10,CH3,Irrotational (Helmholtz),helmholtz_irrotational,SM0_native,20,0.15998006775562137,0.050136585377783975,0.0037068048200582793,0.001660898797277257,0.002630900409519411,-0.01486850584217287,0.22656148261190867,0.423812895665395,-0.1972514130534863,0.1972514130534863,nan,0.25817561933569305,0.258130660140583,0.9836107047526698,0.04555961229342543,0.0,0,1,0.23479381933367843,IC0_native,W1,3alpha,indirect
PBUF RESPONSE-CHANNEL-SEPARATION-LAB-001,Abell370,C10,CH4,Solenoidal (Helmholtz),helmholtz_solenoidal,SM0_native,20,2.953819591696404,0.9257054971115553,0.00275832599753264,0.02361989880530377,0.01265644042683472,-0.0650659239158746,0.3604050202713066,0.32056332415303174,0.03984169611827487,-0.03984169611827487,nan,0.2581733472350287,0.2582322752161731,0.9740726960809956,0.0677101375517635,0.0,0,1,0.3574660582223378,IC0_native,W2,6alpha,indirect
PBUF RESPONSE-CHANNEL-SEPARATION-LAB-001,Abell370,A8,CH0,Native full response,native,SM0_native,20,4.6835757651908825,1.0,5.610359800732224e-17,0.030181157792335014,0.007425212857594195,-0.07654029092853397,0.4268277781281266,0.38306940957957425,0.04375836854855236,-0.04375836854855236,nan,0.25815997159744264,0.25822981261530326,0.9636787418586871,0.10580207126520365,0.0,0,1,0.43213692323980946,IC0_native,W2,6alpha,indirect
PBUF RESPONSE-CHANNEL-SEPARATION-LAB-001,Abell370,A8,CH1,Longitudinal (local-gradient),local_longitudinal,SM0_native,20,0.11462087265038778,0.024472940846237454,0.002670773450923321,0.004853663704612807,-0.006720928251910021,-0.021352084521714082,-0.06422936823766506,-0.10896492379616449,0.044735555558499424,-0.044735555558499424,nan,0.25817692970250217,0.25820511582730954,0.986546831290373,0.03626821314740821,0.0,0,1,-0.03538672911884978,IC0_native,W1,alpha,indirect
PBUF RESPONSE-CHANNEL-SEPARATION-LAB-001,Abell370,A8,CH2,Transverse (local-gradient),local_transverse,SM0_native,20,4.563931180891757,0.9744544360340354,0.0026747661563831884,0.0301886451339766,0.005877751321045177,-0.07347603482305542,0.44083906004492485,0.3882827285239695,0.052556331520955346,-0.052556331520955346,nan,0.2581714295274628,0.2582025232605157,0.9621041268342978,0.10674660084372653,0.0,0,1,0.4408909475213385,IC0_native,W2,6alpha,indirect
PBUF RESPONSE-CHANNEL-SEPARATION-LAB-001,Abell370,A8,CH3,Irrotational (Helmholtz),helmholtz_irrotational,SM0_native,20,0.20861059109202956,0.0445408810598215,0.0036894995599457392,0.0022039529935799092,-0.006131648160074293,-0.015178776594108576,0.3201662116357272,0.38017433985515126,-0.06000812821942403,0.06000812821942403,nan,0.25818061824223637,0.25814759747255916,0.9863606804648539,0.04066221885118322,0.0,0,1,0.32399937676371005,IC0_native,W1,3alpha,indirect
PBUF RESPONSE-CHANNEL-SEPARATION-LAB-001,Abell370,A8,CH4,Solenoidal (Helmholtz),helmholtz_solenoidal,SM0_native,20,4.377013846401923,0.9345453272972801,0.003689499559945742,0.029628989836367463,0.006131648160074395,-0.07683762129788198,0.40763250154691544,0.31556641377454275,0.09206608777237268,-0.09206608777237268,nan,0.25815492615852,0.25826151801017305,0.9693665337516403,0.08079553328510937,0.0,0,1,0.41228234010898784,IC0_native,W2,6alpha,indirect
