cluster_id,model,channel_id,timestep,snapshot_index,energy_fraction,divergence_rms,curl_rms,pearson_vs_kappa_gr,pearson_vs_gamma_mag_gr
MACS1149,A8,CH2,15,15,0.9397812593402375,0.0025176301284137266,0.017555222135276334,0.5420404686575285,0.37041461945208143
MACS1149,A8,CH3,15,15,0.046501513397840276,0.002769150617633436,0.0021258915037280623,0.4112395710209642,0.14128888230132766
MACS1149,A8,CH4,15,15,0.9390796104076508,0.0027691506176334315,0.017508520850186678,0.5588874028977053,0.3817635093518557
MACS1149,A8,CH1,16,16,0.05264729846541757,0.002548807123383879,0.00450031332547131,0.25536583242002003,0.09448906871521119
MACS1149,A8,CH2,16,16,0.9395055623311871,0.0025062287020102027,0.01740282855350671,0.5419748626296762,0.3715293372843685
MACS1149,A8,CH3,16,16,0.045744058967196376,0.002713124184388888,0.002073781908878544,0.40683868659983685,0.13716673753911668
MACS1149,A8,CH4,16,16,0.9397654722484127,0.0027131241843888834,0.017343321948929326,0.5598144903254627,0.38327220468465817
MACS1149,A8,CH1,17,17,0.052962190730739406,0.002537476528504103,0.004476610430743522,0.26549209286612246,0.10007453050718276
MACS1149,A8,CH2,17,17,0.9392308539069826,0.002494989676247762,0.017253272018608153,0.5418986259820575,0.3726208045350319
MACS1149,A8,CH3,17,17,0.045004579108298554,0.002658216049660404,0.0020227778905852513,0.40242478680551313,0.1330681329379362
MACS1149,A8,CH4,17,17,0.9404335644179619,0.0026582160496603996,0.017180850334570598,0.5607421657121783,0.38477329708925984
MACS1149,A8,CH1,18,18,0.05327933505732263,0.002526332428460148,0.0044533064876124675,0.2753442811675553,0.10574159105788836
MACS1149,A8,CH2,18,18,0.938955640810957,0.0024839424258322096,0.017106480731316924,0.5418134983207195,0.37368794083956114
MACS1149,A8,CH3,18,18,0.04428318154552259,0.002604414726774853,0.001972870220877428,0.39799574427491075,0.12898966769037967
MACS1149,A8,CH4,18,18,0.9410836918232003,0.002604414726774849,0.017021063241560098,0.5616688718357231,0.38626675017629164
MACS1149,A8,CH1,19,19,0.05359974549140833,0.00251540109285378,0.004430446572004765,0.28477224382640803,0.11121917532110033
MACS1149,A8,CH2,19,19,0.938678562536395,0.0024731125539613143,0.016962385036639487,0.5417167366220582,0.37473018529297336
MACS1149,A8,CH3,19,19,0.04357992632383174,0.0025517082159107504,0.0019240487231281045,0.39355065091947306,0.1249299775283798
MACS1149,A8,CH4,19,19,0.9417157210300989,0.0025517082159107465,0.01686391814570551,0.5625939271536584,0.38775315711647207
AbellS1063,A8,CH1,0,0,0.029993594842977037,0.0025098461421728603,0.0045790350385574155,0.12802341297149752,0.11047308078582092
AbellS1063,A8,CH2,0,0,0.9597967039202648,0.0024857300368491915,0.023840663585531146,0.5924736550182521,0.4055431360635369
AbellS1063,A8,CH3,0,0,0.04294483499766897,0.0035603098096055625,0.0027865111148547574,0.39551818421976354,0.20430818933982028
AbellS1063,A8,CH4,0,0,0.9445660661133188,0.003560309809605562,0.02407746731419335,0.5863909938577304,0.4100860829728761
AbellS1063,A8,CH1,1,1,0.03027294393446994,0.002505171997016448,0.0045665861348958,0.13185033687979297,0.10873006651429043
AbellS1063,A8,CH2,1,1,0.9594514324458209,0.002481592976421375,0.023635676394344392,0.5929909474886785,0.4066440282697229
AbellS1063,A8,CH3,1,1,0.04233763730689593,0.0034972707904878525,0.0027269802358407887,0.3899613936245969,0.19829288088355368
AbellS1063,A8,CH4,1,1,0.9451032404474233,0.003497270790487852,0.023861321662180687,0.586740285295254,0.41099228213330585
AbellS1063,A8,CH1,2,2,0.03053514304062738,0.0024996640186413224,0.004552544418118544,0.13691082908521462,0.10759298847213535
AbellS1063,A8,CH2,2,2,0.9591396499223508,0.002476634125528663,0.023434234274960924,0.593489971106471,0.40772641978153695
AbellS1063,A8,CH3,2,2,0.04173430045928489,0.003435003096783061,0.002668140514457378,0.3845139595756294,0.19243672538761453
AbellS1063,A8,CH4,2,2,0.9456391941510155,0.0034350030967830597,0.023648156506546177,0.5870904950057974,0.41191028741354985
AbellS1063,A8,CH1,3,3,0.03078202762250436,0.0024934287264246494,0.00453710915074634,0.14174358253817115,0.10654535302567615
AbellS1063,A8,CH2,3,3,0.9588583127639783,0.0024709577766129907,0.0232362364594902,0.5939661807505167,0.4087887213049379
AbellS1063,A8,CH3,3,3,0.04113557511202497,0.003373517840483241,0.0026100183923610906,0.3791708140323593,0.1867326020228732
AbellS1063,A8,CH4,3,3,0.9461729403393819,0.0033735178404832407,0.023437918866756405,0.5874418282143343,0.4128391620589553
AbellS1063,A8,CH1,4,4,0.03101541468618224,0.0024865671036464663,0.00452046938490326,0.14834348061037228,0.10728478271429578
AbellS1063,A8,CH2,4,4,0.9586044341750323,0.0024646629099984055,0.023041588162567052,0.5944283188172509,0.40983133072064887
AbellS1063,A8,CH3,4,4,0.04054218676746432,0.0033128270273133495,0.0025526396742239464,0.37392816649188754,0.18117303989492303
AbellS1063,A8,CH4,4,4,0.9467035282944956,0.0033128270273133486,0.023230561383994743,0.5877946466373425,0.41377806787810595
AbellS1063,A8,CH1,5,5,0.031237083388323587,0.0024791742497961714,0.004502803343172775,0.15644788994068348,0.10867032698397253
AbellS1063,A8,CH2,5,5,0.9583751084370428,0.0024578428177049515,0.022850199891338515,0.5948670573716267,0.41085832573523734
AbellS1063,A8,CH3,5,5,0.03995482774408842,0.0032529429972823916,0.0024960290369489702,0.3687827876108924,0.17575056222329125
AbellS1063,A8,CH4,5,5,0.9472300527754104,0.0032529429972823903,0.02302604121220243,0.5881494447238823,0.41472628722835625
AbellS1063,A8,CH1,6,6,0.03144875984274293,0.002471339192369863,0.004484278086416854,0.165074522647636,0.11066781223773228
AbellS1063,A8,CH2,6,6,0.958167529589156,0.002450584890656168,0.022661986849895788,0.5952831347155175,0.41186969515933325
AbellS1063,A8,CH3,6,6,0.03937415116619903,0.0031938779791788863,0.0024402096637533986,0.3637271672416617,0.1704599998218766
AbellS1063,A8,CH4,6,6,0.9477516608586396,0.0031938779791788855,0.022824319087595052,0.5885065467209343,0.4156836711276413
AbellS1063,A8,CH1,7,7,0.03165210545524364,0.00246314482213065,0.004465049403339302,0.17359950420869752,0.11293951470374977
AbellS1063,A8,CH2,7,7,0.9579790054246061,0.0024429705327420467,0.0224768684254474,0.59568024019543,0.41286897722231175
AbellS1063,A8,CH3,7,7,0.03880076663866494,0.003135643740557741,0.0023852029803968218,0.3587561374845316,0.1652959191267019
AbellS1063,A8,CH4,7,7,0.9482675567283341,0.00313564374055774,0.022625358551427333,0.5888663977335498,0.41665043694887516
AbellS1063,A8,CH1,8,8,0.031848708212682944,0.002454667923321487,0.004445261870229998,0.1823743454948305,0.11618485143991238
AbellS1063,A8,CH2,8,8,0.9578069675872501,0.0024350751727856184,0.02229476774516752,0.5960614843617182,0.4138636781208713
AbellS1063,A8,CH3,8,8,0.03823523732193002,0.003078251317500938,0.00233102847455489,0.35386635310064335,0.16025184114645832
AbellS1063,A8,CH4,8,8,0.9487770047732408,0.003078251317500937,0.022429125304103913,0.589230969602436,0.4176255708139465
AbellS1063,A8,CH1,9,9,0.03204007643699686,0.0024459792762501335,0.004425049040100253,0.19112885021139472,0.11966423116308214
AbellS1063,A8,CH2,9,9,0.9576489784336284,0.0024269683514503058,0.022115611294088865,0.5964211476401119,0.414846279210965
AbellS1063,A8,CH3,9,9,0.03767807816445529,0.003021710810787086,0.0022777035824821813,0.3490541410307638,0.1553211464083086
AbellS1063,A8,CH4,9,9,0.9492793312935628,0.0030217108107870854,0.022235586671640793,0.5896023721958864,0.41860927007112814
AbellS1063,A8,CH1,10,10,0.03222763458758727,0.002437143814351404,0.004404533728932865,0.19975835032007946,0.12348678386969
AbellS1063,A8,CH2,10,10,0.9575027352248049,0.002418713864860835,0.021939328585666266,0.5967625077465701,0.41581601181611505
AbellS1063,A8,CH3,10,10,0.037129755085839655,0.0029660312371238705,0.002225243629756114,0.34431385404858367,0.15049977515297566
AbellS1063,A8,CH4,10,10,0.9497739250747181,0.00296603123712387,0.022044711168022448,0.5899838530466875,0.41960204894085784
AbellS1063,A8,CH1,11,11,0.03241272075768997,0.002428220821540213,0.0043838283735083755,0.20825307763691048,0.12750195860807959
AbellS1063,A8,CH2,11,11,0.9573660721259594,0.002410369950461275,0.02176585187773685,0.5971116774728303,0.41678070413549956
AbellS1063,A8,CH3,11,11,0.03659068493480975,0.002911220425826982,0.002173661815121781,0.3396410258438134,0.1457841351539368
AbellS1063,A8,CH4,11,11,0.950260237045574,0.0029112204258269813,0.021856468139215317,0.5903799033272297,0.42060426037042287
AbellS1063,A8,CH1,12,12,0.032596585563561396,0.0024192641586085364,0.004363035440609465,0.2166611763121666,0.13167657118321066
AbellS1063,A8,CH2,12,12,0.957236960418176,0.002401989503609389,0.02159511592756321,0.5974617700722322,0.4177486901963404
AbellS1063,A8,CH3,12,12,0.036061236072800394,0.002857284952808273,0.00212296922832961,0.33503214929021363,0.14117053632848017
AbellS1063,A8,CH4,12,12,0.9507377792050266,0.002857284952808272,0.02167082747653011,0.59079640422711,0.42161578722731613
AbellS1063,A8,CH1,13,13,0.03278039217081474,0.0024103225097532183,0.004342247871643838,0.22522328927334717,0.13634751755756563
AbellS1063,A8,CH2,13,13,0.9571135072642932,0.0023936203157709423,0.02142705778048535,0.597798969008369,0.4187070457286984
AbellS1063,A8,CH3,13,13,0.03554172945658198,0.0028042301049992727,0.002073174894428848,0.3304842462857713,0.1366554477677591
AbellS1063,A8,CH4,13,13,0.9512061229720382,0.0028042301049992723,0.021487759388707374,0.5912408727311766,0.422637070298349
AbellS1063,A8,CH1,14,14,0.032965217241111,0.0024014396421770915,0.004321549550093554,0.23364225544383382,0.1410632081489276
AbellS1063,A8,CH2,14,14,0.9569939533173841,0.00238530532705936,0.02126161658743924,0.5981158256186813,0.41965019240817375
AbellS1063,A8,CH3,14,14,0.03503244011286746,0.0027520598694140194,0.0020242858382970015,0.325994786151493,0.13223569661305135
AbellS1063,A8,CH4,14,14,0.9516648970896786,0.0027520598694140185,0.02130723422356416,0.5917211557069675,0.4236699969360077
AbellS1063,A8,CH1,15,15,0.0331520526156221,0.0023926546731832645,0.004301015781877249,0.24198853022667738,0.14586980173910669
AbellS1063,A8,CH2,15,15,0.9568766694151098,0.002377082887366132,0.021098733447237963,0.5984142191945019,0.42057606089049904
AbellS1063,A8,CH3,15,15,0.03453359891451301,0.00270077694197362,0.0019763071642885195,0.3215616985748364,0.12790854921804054
AbellS1063,A8,CH4,15,15,0.9521137851927579,0.002700776941973619,0.021129222331311998,0.5922429514763299,0.424715919353479
AbellS1063,A8,CH1,16,16,0.033341807580055526,0.002384002340360322,0.004280713780843724,0.25008774077042506,0.150507218045169
AbellS1063,A8,CH2,16,16,0.9567601525646146,0.002368987021524933,0.02093835127006765,0.5986952770120212,0.421484379153991
AbellS1063,A8,CH3,16,16,0.034045394582213104,0.0026503827519969627,0.0019292421468089412,0.3171830774890515,0.12367153831252697
AbellS1063,A8,CH4,16,16,0.9525525231307694,0.002650382751996962,0.020953693962761363,0.5928074701302116,0.425778985233736
AbellS1063,A8,CH1,17,17,0.03353531158026683,0.0023755132713966327,0.004260703153313747,0.2580513682150833,0.1552517417056532
AbellS1063,A8,CH2,17,17,0.9566430213897829,0.0023610476949101327,0.020780414659134293,0.5989599872517393,0.4223766068622554
AbellS1063,A8,CH3,17,17,0.03356797584782464,0.002600877498927068,0.0018830923283921434,0.3128566510493058,0.11952200910803272
AbellS1063,A8,CH4,17,17,0.9529808961225966,0.002600877498927067,0.020780619196587392,0.5934091634678985,0.4268610451898951
AbellS1063,A8,CH1,18,18,0.03373331727819381,0.0023672142508139346,0.004241036376940576,0.26566239007102566,0.1599505788996097
AbellS1063,A8,CH2,18,18,0.9565240111847714,0.002353291076637714,0.02062486980781859,0.5992334844644146,0.4232714724716154
AbellS1063,A8,CH3,18,18,0.03310145372593066,0.002552260198427784,0.0018378576225022813,0.3085806757296559,0.11545724709219661
AbellS1063,A8,CH4,18,18,0.9533987358064481,0.0025522601984277827,0.02060996789066335,0.5940376336462081,0.42795913421539933
AbellS1063,A8,CH1,19,19,0.033936503855535566,0.0023591284815126113,0.004221759270239337,0.27292718653560866,0.1648420906369527
AbellS1063,A8,CH2,19,19,0.9564019686939349,0.002345739798152546,0.0204716644100618,0.5994882919682026,0.42415274985794177
AbellS1063,A8,CH3,19,19,0.032645903849220684,0.0025045287354653317,0.0017935364188189226,0.30435388008043834,0.11147467597731484
AbellS1063,A8,CH4,19,19,0.9538059172373965,0.002504528735465331,0.020441709653189602,0.5946810932137323,0.4290674420533946
Abell370,A8,CH1,0,0,0.016559190663648315,0.0026980441519015796,0.00479896121971072,0.02743215848356257,0.022916239001549474
Abell370,A8,CH2,0,0,0.9824524308625474,0.0027115373628824346,0.03658004458320759,0.49084323140957553,0.2871301125733764
Abell370,A8,CH3,0,0,0.06151047694276807,0.005302381484744214,0.003597132784997699,0.08998301409181805,-0.03925224139890349
Abell370,A8,CH4,0,0,0.9113744634779924,0.005302381484744217,0.03613493590490998,0.5014135824748597,0.3264221936376431
Abell370,A8,CH1,1,1,0.016856086609266307,0.0026911638671448693,0.0047951304493351315,0.02833220679945079,0.02332632462061488
Abell370,A8,CH2,1,1,0.9821476633978975,0.002704221401222845,0.036184827498301916,0.49217575901847505,0.2888012835123895
Abell370,A8,CH3,1,1,0.06042047706470429,0.005199963861364966,0.003505932169298001,0.0894955188114097,-0.03983007382919367
Abell370,A8,CH4,1,1,0.9128580680792552,0.005199963861364969,0.035735369722598706,0.5020625417264241,0.3274203547013709
Abell370,A8,CH1,2,2,0.017165920181677362,0.0026849943920837865,0.004792182488240683,0.029175911237534425,0.023992279033684137
Abell370,A8,CH2,2,2,0.9818306945932687,0.002697585983619313,0.03579718826681743,0.4934630363975429,0.29043817191526855
Abell370,A8,CH3,2,2,0.05935411729990444,0.0050997613592038615,0.0034170204279193326,0.0889967466039432,-0.04042810577018495
Abell370,A8,CH4,2,2,0.9143096334112607,0.005099761359203865,0.035343062659790966,0.5026994721762866,0.32841341349851993
Abell370,A8,CH1,3,3,0.01748864596603054,0.002679506937376349,0.004790072759215733,0.0304631234550807,0.02507696204375933
Abell370,A8,CH2,3,3,0.9815015035220184,0.0026916084276929738,0.035416912078131746,0.49471045835174526,0.29204087072000484
Abell370,A8,CH3,3,3,0.05831103674251356,0.005001715617577586,0.0033303305204537034,0.08848630355501728,-0.04104616311019401
Abell370,A8,CH4,3,3,0.9157296951063082,0.005001715617577589,0.03495782414082605,0.5033271188721279,0.3294022898574238
Abell370,A8,CH1,4,4,0.017824277919090838,0.0026746783961101206,0.004788767573799604,0.0329476833738764,0.0267858375284066
Abell370,A8,CH2,4,4,0.9811600089320708,0.002686271071667834,0.03504379355878098,0.49592992909787115,0.29361380658568303
Abell370,A8,CH3,4,4,0.05729089832544278,0.004905772380942762,0.0032458004728088234,0.08796379465913713,-0.041684030320890374
Abell370,A8,CH4,4,4,0.9171187616041719,0.004905772380942764,0.03457947341299257,0.5039429980074552,0.3303858013607664
Abell370,A8,CH1,5,5,0.018172874259524425,0.0026704897125083326,0.004788241185484117,0.03641899129578905,0.02906596047184223
Abell370,A8,CH2,5,5,0.9808060853085347,0.0026815597090136868,0.034677636068359774,0.497113655117959,0.2951578504433845
Abell370,A8,CH3,5,5,0.05629338337126837,0.004811880897105748,0.0031633726090745493,0.08742874648098686,-0.042341546344692796
Abell370,A8,CH4,5,5,0.9184773199501797,0.004811880897105751,0.03420783854579958,0.5045465125678328,0.33136403587640956
Abell370,A8,CH1,6,6,0.018534524650354697,0.002666924579921272,0.004788473415700733,0.040877791334767606,0.032318236011132505
Abell370,A8,CH2,6,6,0.9804395764704366,0.0026774623448051725,0.03431825107175152,0.4982538797438074,0.2966707775086227
Abell370,A8,CH3,6,6,0.05531818699489874,0.004719993404317375,0.0030829929004454275,0.08688043246656899,-0.04301893463417973
Abell370,A8,CH4,6,6,0.9198058406807378,0.004719993404317378,0.03384275555546829,0.5051383416583022,0.332338003149285
Abell370,A8,CH1,7,7,0.018909339389112594,0.0026639684151619145,0.0047894477615893815,0.04572555171930522,0.03559100449788655
Abell370,A8,CH2,7,7,0.980060307010345,0.0026739682216787935,0.033965457578232966,0.49935203952158685,0.2981539600909482
Abell370,A8,CH3,7,7,0.0543650142547625,0.004630064695208327,0.0030046104148641712,0.08631786978915253,-0.04371680462543066
Abell370,A8,CH4,7,7,0.9211047819064812,0.004630064695208331,0.033484067638958705,0.5057179842689136,0.33330736063762506
Abell370,A8,CH1,8,8,0.019297440352651306,0.002661607563570314,0.004791149907161776,0.05079565055536514,0.038880333617091235
Abell370,A8,CH2,8,8,0.979668091851174,0.0026710670705982174,0.033619081639190765,0.5004127912187062,0.29960503093946145
Abell370,A8,CH3,8,8,0.053433576959717746,0.004542051747040794,0.0029281768531561813,0.0857395636112487,-0.04443573078872869
Abell370,A8,CH4,8,8,0.9223745926923214,0.0045420517470407965,0.033131624503748555,0.5062842653504724,0.3342707632680176
Abell370,A8,CH1,9,9,0.019698953471990986,0.0026598286956587623,0.004793566570626228,0.05613425005268869,0.04248614999046041
Abell370,A8,CH2,9,9,0.9792627441633642,0.002668748548065999,0.033278955897233765,0.5014312650068983,0.3010358082049674
Abell370,A8,CH3,9,9,0.05252359104849678,0.004455913409094372,0.002853646159284973,0.08514021004125417,-0.04518063879635147
Abell370,A8,CH4,9,9,0.9236157158235903,0.004455913409094374,0.03278528178126239,0.50683641206258,0.3352266159488014
Abell370,A8,CH1,10,10,0.0201140025381087,0.0026586183618503914,0.004796684630405192,0.061360945576626594,0.0463778717288451
Abell370,A8,CH2,10,10,0.9788440818577304,0.0026670018270156344,0.03294491918039983,0.5024094852260307,0.30243717702500456
Abell370,A8,CH3,10,10,0.05163477446730703,0.004371610139187078,0.002780974193995667,0.08451976993358769,-0.04595490965658225
Abell370,A8,CH4,10,10,0.924828590038204,0.004371610139187081,0.03244490051333118,0.5073752541361581,0.3361762352432938
Abell370,A8,CH1,11,11,0.02054270416251101,0.0026579626767489475,0.004800490480864635,0.06668492772918896,0.05062163080339829
Abell370,A8,CH2,11,11,0.9784119328442424,0.002665815313465086,0.03261681613595648,0.5033497222764822,0.3038086435248303
Abell370,A8,CH3,11,11,0.05076684547923833,0.004289103782372489,0.0027101184625509664,0.08388480515272968,-0.04675384402062087
Abell370,A8,CH4,11,11,0.926013651796261,0.004289103782372491,0.0321103467023704,0.5079015798498019,0.33712005518371346
Abell370,A8,CH1,12,12,0.020985163736941443,0.002657847108645362,0.004804969576116473,0.07175783694324533,0.05473248192015862
Abell370,A8,CH2,12,12,0.9779661392246565,0.002665176465198473,0.032294496898995245,0.5042587809778284,0.3051569435152702
Abell370,A8,CH3,12,12,0.04991952134642429,0.004208357385767035,0.0026410378885225075,0.08324460355780808,-0.04758058218788062
Abell370,A8,CH4,12,12,0.9271713366507432,0.0042083573857670375,0.03178149091711565,0.508415673013102,0.3380575548453732
Abell370,A8,CH1,13,13,0.02144147225489825,0.002658256353655785,0.004810106126585543,0.0766963809102487,0.05877870032685936
Abell370,A8,CH2,13,13,0.9775065605669684,0.002665071692350368,0.031977816791630705,0.5051309991926288,0.3064764451807507
Abell370,A8,CH3,13,13,0.04909251733251693,0.004129335044261644,0.002573692626699908,0.08259628897659349,-0.0484340808083148
Abell370,A8,CH4,13,13,0.9283020802759196,0.004129335044261647,0.03145820794676896,0.508917571409613,0.3389884974504784
Abell370,A8,CH1,14,14,0.021911703873974897,0.0026591742770695204,0.004815882918478091,0.08138970160259139,0.06278069988755683
Abell370,A8,CH2,14,14,0.9770330763919091,0.002665486322874349,0.031666636049150106,0.5059671879695533,0.3077687673739017
Abell370,A8,CH3,14,14,0.04828554597900835,0.004052001772572069,0.002508043909138416,0.08193266383706978,-0.04931149877651433
Abell370,A8,CH4,14,14,0.9294063192036743,0.004052001772572072,0.031140376497300684,0.5094070315726296,0.3399130026197991
Abell370,A8,CH1,15,15,0.022395914112580666,0.0026605839072304936,0.004822281230967123,0.08603329896129197,0.06675560656911517
Abell370,A8,CH2,15,15,0.9765455879859138,0.002666404618552871,0.03136081956992552,0.506789272820287,0.3090397735551718
Abell370,A8,CH3,15,15,0.047498316614320246,0.003976323399694177,0.002444053919200377,0.0812529650769464,-0.05021187053277176
Abell370,A8,CH4,15,15,0.9304844913121759,0.00397632339969418,0.03082787892443606,0.5098838454671037,0.34083121556734286
Abell370,A8,CH1,16,16,0.022894138587531747,0.0026624674696415817,0.004829280829925266,0.09056189990459812,0.0705209634953786
Abell370,A8,CH2,16,16,0.9760440196409693,0.002667809829509462,0.031060236686307887,0.5075889511428613,0.3102849863223473
Abell370,A8,CH3,16,16,0.04673053505942902,0.003902266482364611,0.0023816856891707063,0.08055679631855163,-0.05113477833421997
Abell370,A8,CH4,16,16,0.9315370361060967,0.0039022664823646137,0.030520600998544447,0.5103482616619979,0.34174305727472976
Abell370,A8,CH1,17,17,0.023406392210489575,0.0026648064510186626,0.0048368600204802764,0.09503897337740161,0.07408813899063846
Abell370,A8,CH2,17,17,0.9755283194093152,0.0026696842771683714,0.030764760954077163,0.5083666219285787,0.3115049205740085
Abell370,A8,CH3,17,17,0.04598190349814757,0.003829798234592919,0.0023209030176555637,0.07984307471078075,-0.05208027570809165
Abell370,A8,CH4,17,17,0.9325643948228897,0.003829798234592921,0.030218431697254668,0.5108007565918785,0.3426489209141632
Abell370,A8,CH1,18,18,0.023932668771414554,0.0026675816847748905,0.004844995743621188,0.09958634182143575,0.0776281389744556
Abell370,A8,CH2,18,18,0.9749984594499356,0.0026720094573152993,0.030474269958332564,0.509112450445156,0.31270297157202215
Abell370,A8,CH3,18,18,0.04525212048408781,0.003758886470736889,0.002261670403518493,0.07911162451028118,-0.053048216188183485
Abell370,A8,CH4,18,18,0.9335670103953958,0.0037588864707368912,0.029921263022150618,0.511242106717692,0.3435498474126907
Abell370,A8,CH1,19,19,0.024472940846237454,0.002670773450923321,0.004853663704612807,0.10397427195505694,0.08105706493495791
Abell370,A8,CH2,19,19,0.9744544360340354,0.0026747661563831884,0.0301886451339766,0.5098351860132184,0.3138970734713082
Abell370,A8,CH3,19,19,0.0445408810598215,0.0036894995599457392,0.0022039529935799092,0.07836168453320702,-0.054037592615684076
Abell370,A8,CH4,19,19,0.9345453272972801,0.003689499559945742,0.029628989836367463,0.5116736560602805,0.3444471617632568
