cluster_id,model,channel_id,timestep,snapshot_index,energy_fraction,divergence_rms,curl_rms,pearson_vs_kappa_gr,pearson_vs_gamma_mag_gr
Abell2744,A8,CH1,15,15,0.02492490917100448,0.0027013672027172936,0.004866678647779338,0.11771120853060342,0.06594213676425344
Abell2744,A8,CH2,15,15,0.9743115360880604,0.002688222049742724,0.031288141063279325,0.4862653713669685,0.2807508466767175
Abell2744,A8,CH3,15,15,0.042130050900532075,0.004148932362446402,0.0024259078315394824,0.1667299643225749,0.023048724819911603
Abell2744,A8,CH4,15,15,0.9350012741726219,0.004148932362446406,0.030678969739614967,0.4906133371238286,0.3027334355421866
Abell2744,A8,CH1,16,16,0.025559663446995784,0.0027045880348378066,0.004877315367129305,0.12475210843853222,0.07090921935695918
Abell2744,A8,CH2,16,16,0.9736659887121475,0.002692063809483536,0.03096354450119686,0.4859876832273199,0.28141310589013036
Abell2744,A8,CH3,16,16,0.04139631969690726,0.004069434283053175,0.0023648100941205488,0.1647258217452675,0.02122973444957678
Abell2744,A8,CH4,16,16,0.9359292715210201,0.004069434283053179,0.030349555466117405,0.4904371332320166,0.3035425183989908
Abell2744,A8,CH1,17,17,0.02621206383662527,0.0027081870237850047,0.004888440356161715,0.1315505377592572,0.07579640670537355
Abell2744,A8,CH2,17,17,0.9730028896078926,0.002696269016601276,0.030644598697420443,0.4856911982409072,0.28205812637914107
Abell2744,A8,CH3,17,17,0.040678145534574627,0.003991740966593719,0.0023052212825120347,0.16272734228310923,0.019405814102212374
Abell2744,A8,CH4,17,17,0.9368370139128364,0.003991740966593723,0.030025953077750453,0.4902573826606858,0.30435635677102474
Abell2744,A8,CH1,18,18,0.026882012380956496,0.002712144825456713,0.004900018765680762,0.13811677161444028,0.08055449589215663
Abell2744,A8,CH2,18,18,0.9723223207073819,0.0027008175208344744,0.030331168623546376,0.48537645026335907,0.28268480478295227
Abell2744,A8,CH3,18,18,0.039975349769001155,0.003915809658109746,0.0022471094780128573,0.1607351860845359,0.017576261361350834
Abell2744,A8,CH4,18,18,0.937724800531131,0.00391580965810975,0.029708028953006105,0.4900740806766149,0.3051733833510621
Abell2744,A8,CH1,19,19,0.027569392575417836,0.0027164419163028418,0.004912016182945141,0.14438547017678002,0.08515965622243318
Abell2744,A8,CH2,19,19,0.9716243832308955,0.002705689152154623,0.030023123487192865,0.48504151594578604,0.28329403317685764
Abell2744,A8,CH3,19,19,0.03928774890056228,0.0038415987544785676,0.00219044329381806,0.15874996136346062,0.015738642854151424
Abell2744,A8,CH4,19,19,0.9385929325675034,0.0038415987544785715,0.029395653438699192,0.4898873856113165,0.3059926282054523
MACS0416,A8,CH1,0,0,0.018510895462037484,0.0026284388441277897,0.004641919665708714,0.07367847822642742,-0.011541314068515196
MACS0416,A8,CH2,0,0,0.9778333065235254,0.002634589658189053,0.0324038228884351,0.5480276128772731,0.35444111555708696
MACS0416,A8,CH3,0,0,0.05989522072708148,0.004745550587202126,0.0033016732504124323,0.19373463030103477,0.0598379584037349
MACS0416,A8,CH4,0,0,0.9121902071456492,0.004745550587202129,0.03213788810685672,0.5416327229282508,0.39167788558560074
MACS0416,A8,CH1,1,1,0.01883581374239644,0.0026223102440350414,0.004638533187736028,0.0725362895629505,-0.011785790440308369
MACS0416,A8,CH2,1,1,0.9774398474257716,0.002628214234578537,0.0320553541279393,0.5484435024537437,0.35615189267343333
MACS0416,A8,CH3,1,1,0.058923393478005306,0.004649341621144325,0.0032204382731126956,0.19229550904421377,0.057963016778214964
MACS0416,A8,CH4,1,1,0.9134498342248594,0.004649341621144328,0.03177866473975371,0.5415668424994323,0.39305998402881537
MACS0416,A8,CH1,2,2,0.019174172980060772,0.002617045976988927,0.00463574949258476,0.07381563867652104,-0.009825836120591847
MACS0416,A8,CH2,2,2,0.977037067810899,0.0026226235807090426,0.03171372683844773,0.5488328879041128,0.3578370395518419
MACS0416,A8,CH3,2,2,0.057971758779383625,0.004555300468376682,0.003141031818892869,0.19088915257610478,0.056099390662248394
MACS0416,A8,CH4,2,2,0.9146819590758073,0.0045553004683766855,0.031426105456912386,0.5415013116000501,0.3944479311777062
MACS0416,A8,CH1,3,3,0.01952593505584212,0.002612599138594896,0.0046335431489241095,0.0751920720355211,-0.0070760027308139455
MACS0416,A8,CH2,3,3,0.9766247639103899,0.0026177794262485787,0.031378740845935865,0.5492047195937907,0.35949854934157277
MACS0416,A8,CH3,3,3,0.05703999881875461,0.004463365469916609,0.0030634115687018467,0.1895155250787211,0.054246286376404516
MACS0416,A8,CH4,3,3,0.9158871127320207,0.004463365469916612,0.03108002970033528,0.5414356077586233,0.3958433929837517
MACS0416,A8,CH1,4,4,0.01989112595273568,0.0026089294773487893,0.0046318984572702535,0.07855947854313558,-0.0031007557808368823
MACS0416,A8,CH2,4,4,0.9762026621879939,0.002613649674479865,0.03105020529945201,0.5495574811895961,0.3611349693755379
MACS0416,A8,CH3,4,4,0.05612782673692188,0.004373479704684304,0.002987538928061586,0.18816943567409208,0.0524000438803092
MACS0416,A8,CH4,4,4,0.917065785263339,0.004373479704684308,0.03074026695650782,0.5413691580288104,0.3972480623117971
MACS0416,A8,CH1,5,5,0.020269818986631397,0.002606001793434914,0.004630806616095411,0.08413019753363414,0.002516333663979873
MACS0416,A8,CH2,5,5,0.9757704392100348,0.002610206800985861,0.030727937928832324,0.5499020588552427,0.3627413496321323
MACS0416,A8,CH3,5,5,0.055234979557518424,0.004285590302428404,0.0029133783083297744,0.18684980616516886,0.05056505820640834
MACS0416,A8,CH4,5,5,0.9182184339772184,0.0042855903024284075,0.030406655672895844,0.5413013957820345,0.39866267108158415
MACS0416,A8,CH1,6,6,0.020662120623141655,0.002603784649520301,0.004630263448799451,0.09034954589744941,0.0094297634361212
MACS0416,A8,CH2,6,6,0.975327738421527,0.002607426568870878,0.030411764384918098,0.5502212704870721,0.36432354681701407
MACS0416,A8,CH3,6,6,0.05436121220899669,0.004199647855660186,0.0028408965291772583,0.18555570610000213,0.048742970737256495
MACS0416,A8,CH4,6,6,0.9193454903772658,0.0041996478556601885,0.030079042312513658,0.5412324250973394,0.40008550556597383
MACS0416,A8,CH1,7,7,0.0210681585556817,0.00260224934462212,0.00463026760014672,0.09775081407159185,0.017810720475664694
MACS0416,A8,CH2,7,7,0.9748741842192924,0.002605287010354755,0.030101517652087906,0.5505156429017846,0.36588435475223424
MACS0416,A8,CH3,7,7,0.05350629250582784,0.004115605917464265,0.0027700623242986914,0.18428544945340256,0.046934024322737224
MACS0416,A8,CH4,7,7,0.920447366028998,0.004115605917464268,0.029757280529200285,0.5411626784388521,0.4015136269842009
MACS0416,A8,CH1,8,8,0.02148807175611809,0.0026013691084716788,0.004630819124068851,0.10520876120944511,0.02680509964782775
MACS0416,A8,CH2,8,8,0.9744093936692673,0.0026037676312853013,0.029797037524187962,0.5507884667226755,0.36742025586998933
MACS0416,A8,CH3,8,8,0.052669996969421554,0.0040334205736708055,0.0027008459348246963,0.1830374079574678,0.0451382485251661
MACS0416,A8,CH4,8,8,0.9215244574676923,0.004033420573670808,0.02944123044834426,0.5410921981602053,0.4029446735301324
MACS0416,A8,CH1,9,9,0.02192200224198871,0.0026011184795254705,0.0046319183963374885,0.11252451951785672,0.03564902917702922
MACS0416,A8,CH2,9,9,0.9739329861754961,0.002602848801104229,0.029498170136059345,0.5510348816378358,0.3689371717587549
MACS0416,A8,CH3,9,9,0.051852107381885004,0.003953050079310165,0.002633218777048492,0.18181005093800515,0.04335552481343104
MACS0416,A8,CH4,9,9,0.9225771502692033,0.003953050079310167,0.029130758039655535,0.5410203412351868,0.40437721220167516
MACS0416,A8,CH1,10,10,0.022370088333710854,0.0026014728348826323,0.004633565295649854,0.11988014454259185,0.04459570844632513
MACS0416,A8,CH2,10,10,0.9734445913726811,0.002602511296097096,0.029204767543838786,0.551255392826003,0.3704309117535674
MACS0416,A8,CH3,10,10,0.051052407977253855,0.003874454550542142,0.0025671531729512843,0.18060199173243732,0.04158566420888495
MACS0416,A8,CH4,10,10,0.9236058223918107,0.003874454550542145,0.02882573457022445,0.5409464912246628,0.40581059367931005
MACS0416,A8,CH1,11,11,0.022832459201572237,0.0026024080448878257,0.0046357586053041265,0.12743977296893513,0.05367506736215564
MACS0416,A8,CH2,11,11,0.9729438554822561,0.002602735968405429,0.028916687348067217,0.5514511208848372,0.3718990804440779
MACS0416,A8,CH3,11,11,0.050270683185297774,0.003797595704374641,0.0025026221336390225,0.1794119961867827,0.0398284374779732
MACS0416,A8,CH4,11,11,0.9246108468854529,0.0037975957043746436,0.02852603612755528,0.5408697877214368,0.40724503950211566
MACS0416,A8,CH1,12,12,0.023309230525889763,0.002603900229172628,0.004638495595036844,0.13476151798214975,0.0627986141124028
MACS0416,A8,CH2,12,12,0.9724304463434665,0.00260350351733782,0.028633792354391216,0.551621421765361,0.37334232231638453
MACS0416,A8,CH3,12,12,0.04950671585248713,0.0037224366394757137,0.0024395991872165246,0.17823894659135064,0.03808356535430233
MACS0416,A8,CH4,12,12,0.92559259405407,0.0037224366394757163,0.028231543203537976,0.5407908104073028,0.4086797244536173
MACS0416,A8,CH1,13,13,0.023800501114769976,0.0026059255943670537,0.004641771748911772,0.14212539829027582,0.07190129767963084
MACS0416,A8,CH2,13,13,0.9719040573055662,0.0026047943430484027,0.028355950267300308,0.5517716543997082,0.37476550264015795
MACS0416,A8,CH3,13,13,0.04876028587327352,0.0036489416522528274,0.002378058243849219,0.17708179011538014,0.036350686926703984
MACS0416,A8,CH4,13,13,0.9265514331471293,0.00364894165225283,0.02794214033144566,0.5407096409405857,0.41011435854985717
MACS0416,A8,CH1,14,14,0.024306350342650156,0.0026084603367469254,0.004645580610537288,0.14944528698419898,0.08096592085871643
MACS0416,A8,CH2,14,14,0.9713644101446761,0.0026065884657162667,0.02808303341291843,0.5519064956405632,0.37617519155999224
MACS0416,A8,CH3,14,14,0.04803116917255264,0.0035770760831368006,0.0023179734918211967,0.1759396717910125,0.03462930892470069
MACS0416,A8,CH4,14,14,0.9274877336477273,0.003577076083136803,0.027657715769034422,0.5406260230712894,0.4115486707879569
MACS0416,A8,CH1,15,15,0.024826836289465252,0.0026114805957216415,0.004649913721480087,0.1565899218594388,0.0901440536908949
MACS0416,A8,CH2,15,15,0.9708112571488116,0.0026088654960146032,0.02781491848737132,0.552040006901445,0.3775748907159172
MACS0416,A8,CH3,15,15,0.047319136987112556,0.0035068061886771467,0.0022593193193117694,0.17481209549654636,0.03291878690232026
MACS0416,A8,CH4,15,15,0.9284018662167967,0.0035068061886771493,0.027378161221691816,0.5405392493906677,0.41298190341283464
MACS0416,A8,CH1,16,16,0.025361994475083572,0.00261496244635594,0.004654760632653547,0.1634115493809425,0.09903380186291219
MACS0416,A8,CH2,16,16,0.9702443824968191,0.0026116046449547255,0.02755148632769193,0.5521711079717782,0.37895685563734033
MACS0416,A8,CH3,16,16,0.046623955400091247,0.003438099035641362,0.0022020702574000158,0.1736986412530739,0.03121851680185162
MACS0416,A8,CH4,16,16,0.9292942033459121,0.0034380990356413644,0.027103371600345004,0.540448996599772,0.41441326105718496
MACS0416,A8,CH1,17,17,0.0259118370967763,0.002618881921099838,0.004660108971789992,0.1700520250970128,0.10767346659936987
MACS0416,A8,CH2,17,17,0.9696636030412215,0.0026147847631729183,0.027292621702610376,0.5522838777181921,0.3803178940570149
MACS0416,A8,CH3,17,17,0.045945385088036944,0.0033709224138227683,0.0021462009404842513,0.17259875923977208,0.02952821052200671
MACS0416,A8,CH4,17,17,0.9301651197648564,0.0033709224138227713,0.026833244809510732,0.5403553570683358,0.4158419379340277
MACS0416,A8,CH1,18,18,0.026476352689110867,0.0026232150526098986,0.004665944552943448,0.17642342717249448,0.11598997888013621
MACS0416,A8,CH2,18,18,0.9690687685910497,0.002618384401437172,0.02703821312091131,0.5523777765517703,0.3816546048890135
MACS0416,A8,CH3,18,18,0.04528318124514471,0.003305244764708587,0.0020916860808856026,0.17151171607819252,0.027847876158952796
MACS0416,A8,CH4,18,18,0.9310149926444508,0.0033052447647085896,0.026567681561458917,0.5402583141450717,0.4172680208524459
MACS0416,A8,CH1,19,19,0.027055506135945578,0.0026279379310149647,0.004672251516386469,0.18249899449638932,0.1239363881636917
MACS0416,A8,CH2,19,19,0.968459761778421,0.0026223818856207838,0.026788152655334876,0.5524500050717833,0.382968672909568
MACS0416,A8,CH3,19,19,0.04463709365368801,0.0032410351235498402,0.002038500454904618,0.17043665637296737,0.026177705714334674
MACS0416,A8,CH4,19,19,0.931844201630085,0.0032410351235498424,0.02630658521297841,0.5401578753972361,0.41869333795578384
MACS1149,A8,CH1,0,0,0.04666898180624334,0.002716028323131677,0.004864718262433489,0.08735759547168491,0.028617011504231266
MACS1149,A8,CH2,0,0,0.9454857295075416,0.0026736922920531847,0.020238938470296477,0.5501357572685971,0.35129826277787796
MACS1149,A8,CH3,0,0,0.059781517858355775,0.0037503763065019563,0.0030432479330037613,0.477574592713991,0.20788677176569173
MACS1149,A8,CH4,0,0,0.9270132631048909,0.003750376306501948,0.02034538432978014,0.5483236100141602,0.35948356361461714
MACS1149,A8,CH1,1,1,0.04717262888301575,0.0027092162908066817,0.004847808757103324,0.09365392839040394,0.029655379076004754
MACS1149,A8,CH2,1,1,0.944920547228839,0.0026666934799563003,0.02003335123859392,0.5492743339385872,0.3527228274988859
MACS1149,A8,CH3,1,1,0.058804164444997545,0.0036764060415148273,0.002974147592275585,0.4730602043249842,0.20310580424879135
MACS1149,A8,CH4,1,1,0.9278926166289424,0.0036764060415148195,0.02013343614016796,0.5485871957681765,0.36083896777876007
MACS1149,A8,CH1,2,2,0.04764852437488515,0.0027014811412014845,0.0048293450524103925,0.10181565726026737,0.03113996614076649
MACS1149,A8,CH2,2,2,0.9443949259153297,0.0026588074892340704,0.019832076310187866,0.5484141497709165,0.3541235313246739
MACS1149,A8,CH3,2,2,0.05783678028113702,0.003603709797984193,0.0029061774891474103,0.46856983193144297,0.1983844262932474
MACS1149,A8,CH4,2,2,0.9287659023024011,0.0036037097979841853,0.019925034199654138,0.5489382008137146,0.3622248266981475
MACS1149,A8,CH1,3,3,0.04809899592881937,0.0026929359345960902,0.00480952596854281,0.11115967305554166,0.033223619608865176
MACS1149,A8,CH2,3,3,0.9439056614390696,0.002650143649191746,0.019634979560118577,0.547558106100541,0.3554983849106302
MACS1149,A8,CH3,3,3,0.056880198669133866,0.0035322709614210297,0.0028393381027166527,0.4640991811540022,0.19371712756614137
MACS1149,A8,CH4,3,3,0.9296318793295519,0.0035322709614210228,0.019720096425721968,0.5493769613487275,0.36364137288311094
MACS1149,A8,CH1,4,4,0.04852640282628762,0.002683688328374814,0.0047885412076163906,0.12106463290625478,0.03604947270651652
MACS1149,A8,CH2,4,4,0.9434495425984861,0.0026408062251250587,0.019441934391294928,0.5467066110307758,0.3568510401165922
MACS1149,A8,CH3,4,4,0.05593523860672471,0.0034620755694956817,0.002773631041670545,0.4596448136251577,0.18909990602421028
MACS1149,A8,CH4,4,4,0.9304893433944262,0.0034620755694956744,0.019518548391284658,0.5499016247085651,0.36508550974608167
MACS1149,A8,CH1,5,5,0.04893310038882714,0.002673840105934794,0.004766570375935638,0.13083619041863298,0.03888093036254522
MACS1149,A8,CH2,5,5,0.9430233910418224,0.0026308939261362047,0.01925282093837627,0.5458542657871083,0.358191953563628
MACS1149,A8,CH3,5,5,0.05500269252974539,0.00339311165163271,0.0027090584448004004,0.4552038010615271,0.18452967203429485
MACS1149,A8,CH4,5,5,0.9313371403107845,0.0033931116516327034,0.01932032201073487,0.550505828805969,0.3665544438951266
MACS1149,A8,CH1,6,6,0.049321411210713866,0.00266348689368243,0.004743782369770539,0.14197815194512456,0.042111686340550215
MACS1149,A8,CH2,6,6,0.942624093227982,0.0026204995999978714,0.019067525375313255,0.5450033562210393,0.359512502715778
MACS1149,A8,CH3,6,6,0.05408331661894235,0.00332536868343797,0.0026456225076368074,0.4507740587124492,0.180004129400438
MACS1149,A8,CH4,6,6,0.9321741765142957,0.0033253686834379638,0.019125354426245904,0.5511803862662935,0.3680444132803463
MACS1149,A8,CH1,7,7,0.04969360219258972,0.002652718024488672,0.004720335045142557,0.1541294411469762,0.0466199065992051
MACS1149,A8,CH2,7,7,0.9422486256475912,0.002609710074207801,0.018885939313154843,0.544149789212283,0.3608045350413603
MACS1149,A8,CH3,7,7,0.05317782329544032,0.003258837138908331,0.002583325114128637,0.44635510860341904,0.1755237339632565
MACS1149,A8,CH4,7,7,0.9329994268855637,0.0032588371389083246,0.018933587067004456,0.5519146099701814,0.3695510923434286
MACS1149,A8,CH1,8,8,0.050051866492893414,0.002641616514551436,0.00469637510837529,0.1660259461787128,0.051583148690052365
MACS1149,A8,CH2,8,8,0.941894074353113,0.002598606110726252,0.018707959276380377,0.5432967330233462,0.36207549026773145
MACS1149,A8,CH3,8,8,0.05228687557907768,0.003193508125702383,0.0025221675554938073,0.44194535688149966,0.17108884261369325
MACS1149,A8,CH4,8,8,0.9338119403247899,0.0031935081257023767,0.018744964857533804,0.5526976835470472,0.3710700997127267
MACS1149,A8,CH1,9,9,0.05039830963802223,0.0026302591274034353,0.00467203817707156,0.17750288114010435,0.0564812508614825
MACS1149,A8,CH2,9,9,0.9415576496964208,0.0025872624485118465,0.018533486247474407,0.5424492750142688,0.36332260243753145
MACS1149,A8,CH3,9,9,0.05141108302717849,0.0031293730907847833,0.0024621503211174497,0.4375420142522704,0.16669641223928858
MACS1149,A8,CH4,9,9,0.9346108434400017,0.0031293730907847777,0.01855943555432834,0.5535196218339711,0.37259740396120017
MACS1149,A8,CH1,10,10,0.05073493913948254,0.0026187165041868204,0.00464744897143341,0.18857137622195755,0.061148813233589866
MACS1149,A8,CH2,10,10,0.941236697042626,0.0025757479132320223,0.018362425270748262,0.5422261679578224,0.36456134185357736
MACS1149,A8,CH3,10,10,0.05055099900909619,0.0030664235855294712,0.0024032729487229528,0.43314898478195435,0.16235433189248177
MACS1149,A8,CH4,10,10,0.9353953426599502,0.0030664235855294656,0.018376949192710594,0.5543716461856223,0.37412957499616745
MACS1149,A8,CH1,11,11,0.05106365705890551,0.002607053343590251,0.004622721603999314,0.20004063577543918,0.06653215693782455
MACS1149,A8,CH2,11,11,0.9409287041174982,0.0025641255777087367,0.018194685107545634,0.5422132486099092,0.36578172593388425
MACS1149,A8,CH3,11,11,0.049707119104696454,0.0030046510809075386,0.002345533923046727,0.4287664025066769,0.1580645365078099
MACS1149,A8,CH4,11,11,0.9361647250388814,0.003004651080907533,0.018197457628182017,0.5552465239002934,0.37566358016839163
MACS1149,A8,CH1,12,12,0.05138625504158993,0.0025953286182429903,0.004597959942370748,0.21170653597688768,0.07218643848777698
MACS1149,A8,CH2,12,12,0.9406313055501235,0.0025524529599932574,0.018030177935966684,0.5421873295736287,0.366974584525277
MACS1149,A8,CH3,12,12,0.048879880443457445,0.002944046824721661,0.0022889306139558157,0.424388294348784,0.15381861110778874
MACS1149,A8,CH4,12,12,0.9369183579825541,0.002944046824721655,0.01802091415860621,0.5561389994161985,0.37719640395976556
MACS1149,A8,CH1,13,13,0.051704411407882345,0.002583595817067535,0.004573258024682126,0.2231723130341674,0.0778260941356372
MACS1149,A8,CH2,13,13,0.9403422850903955,0.002540782248622652,0.017868819089121673,0.5421487427320618,0.36814371082725816
MACS1149,A8,CH3,13,13,0.04806966182561237,0.0028846017340055925,0.0022334592464004197,0.42001140674672555,0.1496115378542885
MACS1149,A8,CH4,13,13,0.937655688092258,0.0028846017340055877,0.0178472732153728,0.5570455947715767,0.3787251918476162
MACS1149,A8,CH1,14,14,0.052019689950727505,0.0025719032052511377,0.004548700511705533,0.2342230959456107,0.08344994960581227
MACS1149,A8,CH2,14,14,0.9400595759106162,0.002529160546734342,0.017710526826695033,0.5420984914165325,0.3692869892307681
MACS1149,A8,CH3,14,14,0.047276784488237904,0.0028263063167068567,0.002179114895827467,0.4156295532205903,0.14543632168637857
MACS1149,A8,CH4,14,14,0.9383762392954831,0.002826306316706852,0.01767649011327144,0.5579632624303742,0.38024770326007584
MACS1149,A8,CH1,15,15,0.05233354013844897,0.0025602940952206645,0.004524363162788735,0.2449461357518063,0.08903263698077313
