cluster_id,model,channel_id,channel_name,A11_rms,A12_rms,A21_rms,A22_rms,trace_rms,shear_rms,rotation_rms,trace_pearson_vs_kappa_gr,shear_pearson_vs_gamma_mag_gr,rotation_pearson_vs_gamma_mag_gr
Abell2744,C10,CH0,Native full response,1.0029302356101304,0.03417831276933156,0.03417831276933156,1.0273803195456686,1.0120085517796042,0.08772991185497712,0.0,-0.14201737282603594,0.1348862991352647,nan
Abell2744,C10,CH1,Longitudinal (local-gradient),0.9990666988882423,0.008459326799403347,0.008459326799403347,1.00416063696805,1.0004526660848352,0.04901479333231269,0.0,0.23108322432656758,0.19289974123959433,nan
Abell2744,C10,CH2,Transverse (local-gradient),1.0061516347050585,0.0337540742875662,0.0337540742875662,1.0407019081612519,1.0197307107913953,0.09481245611707546,0.0,-0.25063672144947735,0.20403441970345337,nan
Abell2744,C10,CH3,Irrotational (Helmholtz),1.0003146555583287,0.013356770193168084,0.013356770193168084,1.0073860486993749,1.0027196304718808,0.049596134887572633,0.0,-0.04449618793347618,-0.004738213255003382,nan
Abell2744,C10,CH4,Solenoidal (Helmholtz),1.002148202407435,0.026703521888735208,0.026703521888735208,1.014203812710674,1.0069169660978672,0.05732798721557836,0.0,-0.17760640835670446,0.23917831835212497,nan
Abell2744,A8,CH0,Native full response,1.0033232454547365,0.03767209580020744,0.03767209580020744,1.0290388987910124,1.0130466251651573,0.08913482535399568,0.0,-0.2519540490312848,0.2665065202861032,nan
Abell2744,A8,CH1,Longitudinal (local-gradient),0.9991625770144075,0.006756829484512313,0.006756829484512313,1.0026177984225295,1.000032859495408,0.04200103789165556,0.0,0.08254550080899335,-0.0108835260249923,nan
Abell2744,A8,CH2,Transverse (local-gradient),1.0054459415232537,0.03733205563133296,0.03733205563133296,1.039450815949222,1.0186840039059522,0.09677991845079327,0.0,-0.2628651793921802,0.3260855129137137,nan
Abell2744,A8,CH3,Irrotational (Helmholtz),1.0001425043536838,0.008856899872549638,0.008856899872549638,1.0030385682073224,1.0011330951121593,0.03157007617392902,0.0,-0.24560856478519807,0.09846270127142495,nan
Abell2744,A8,CH4,Solenoidal (Helmholtz),1.0021367982950122,0.03488153905493644,0.03488153905493644,1.0178861116482223,1.0081676843530647,0.07070920297017701,0.0,-0.20700153317102057,0.2563718872902444,nan
MACS0416,C10,CH0,Native full response,1.0052738811807262,0.033498594417898014,0.033498594417898014,1.036111523536182,1.0173270307801532,0.09065980899123195,0.0,-0.2528293435030616,0.11706781025261863,nan
MACS0416,C10,CH1,Longitudinal (local-gradient),1.001825358307948,0.007423859104343333,0.007423859104343333,1.011208661477649,1.005566477580627,0.04460578043510506,0.0,0.1143522771108951,0.03770920075446442,nan
MACS0416,C10,CH2,Transverse (local-gradient),1.0040221204010862,0.03235181379647402,0.03235181379647402,1.0322986421236398,1.01482221610518,0.08962679257786149,0.0,-0.31937524452996374,0.05775956814702058,nan
MACS0416,C10,CH3,Irrotational (Helmholtz),1.0019352321447925,0.012546652885201596,0.012546652885201596,1.0100725652437952,1.0052446346368429,0.04124368155332206,0.0,-0.08818460499036976,0.00753002939912912,nan
MACS0416,C10,CH4,Solenoidal (Helmholtz),1.0025001437921732,0.027142129836457075,0.027142129836457075,1.0195378073150168,1.0090570858202856,0.06908279229990615,0.0,-0.2865199373154175,0.18331136932792946,nan
MACS0416,A8,CH0,Native full response,1.0058508517159463,0.03900501827809196,0.03900501827809196,1.0450370583799538,1.0209978601052512,0.1048997414388288,0.0,-0.3644889864202237,0.12184251279945967,nan
MACS0416,A8,CH1,Longitudinal (local-gradient),1.0002226430306058,0.006101099304375476,0.006101099304375476,1.0034536482860297,1.0013738305687703,0.031144097507980587,0.0,0.023871407704389478,0.06586782354952778,nan
MACS0416,A8,CH2,Transverse (local-gradient),1.0069705389608894,0.038602728558685045,0.038602728558685045,1.0491402476602794,1.0235102224461856,0.1061105932424432,0.0,-0.36795085650515386,0.08628205032135626,nan
MACS0416,A8,CH3,Irrotational (Helmholtz),1.0017294580932592,0.010028192523307628,0.010028192523307628,1.008962299398386,1.004690213744204,0.03783587532298682,0.0,-0.2902092096251786,0.05409548691059879,nan
MACS0416,A8,CH4,Solenoidal (Helmholtz),1.0029706127896354,0.03586803806949719,0.03586803806949719,1.0253909535658918,1.0115409714616677,0.08221744399173163,0.0,-0.33642784289793815,0.1259945696624181,nan
MACS1149,C10,CH0,Native full response,0.9937625282415574,0.013613081255262756,0.013613081255262756,0.985232698884443,0.9888541527987265,0.03842521591433519,0.0,-0.21088311696503095,0.22042227089541042,nan
MACS1149,C10,CH1,Longitudinal (local-gradient),0.9998614208216021,0.0035948971813024736,0.0035948971813024736,1.0006422803228865,1.0000755123582215,0.019126156848008065,0.0,0.05125011548619497,0.2784812901127297,nan
MACS1149,C10,CH2,Transverse (local-gradient),0.9944120994516533,0.013481400082525845,0.013481400082525845,0.987323975153493,0.9902033490321229,0.038872913939182976,0.0,-0.23666853043817102,0.16212312263529166,nan
MACS1149,C10,CH3,Irrotational (Helmholtz),1.0000409201999974,0.002046000720565094,0.002046000720565094,1.0008217304888025,1.000313142217682,0.015517498898519213,0.0,-0.0793081521274144,0.17391072836505467,nan
MACS1149,C10,CH4,Solenoidal (Helmholtz),0.9940365938736004,0.013842101666543998,0.013842101666543998,0.9846678903116827,0.9889429557150032,0.031988063485692504,0.0,-0.21768546345646342,0.3064116257114411,nan
MACS1149,A8,CH0,Native full response,0.9919223447930966,0.019292206584645144,0.019292206584645144,0.9813615622479653,0.985723673395853,0.04702399303219074,0.0,-0.23662895121166677,0.15293366355291085,nan
MACS1149,A8,CH1,Longitudinal (local-gradient),0.9972429708856878,0.005787652721033852,0.005787652721033852,0.9946941246252909,0.9954712743139225,0.03202204260080696,0.0,-0.04113158459643045,-0.03447696690025921,nan
MACS1149,A8,CH2,Transverse (local-gradient),0.9946668303366234,0.017663276393704998,0.017663276393704998,0.9912407642046915,0.9917736060623877,0.051548847198274926,0.0,-0.16846387124671505,0.12980918799869776,nan
MACS1149,A8,CH3,Irrotational (Helmholtz),0.9991118004410742,0.003416493004232557,0.003416493004232557,0.9980871749899493,0.9984688967072758,0.016514662049664283,0.0,-0.11415353261239507,-0.14567688131910164,nan
MACS1149,A8,CH4,Solenoidal (Helmholtz),0.9929476196155189,0.01915463599251251,0.01915463599251251,0.9825208107208819,0.9871448755767223,0.039470927307263814,0.0,-0.2557951375846451,0.240891666173119,nan
AbellS1063,C10,CH0,Native full response,1.003792203428541,0.024702752301248358,0.024702752301248358,1.0202990412993733,1.0106295827296248,0.059519183068770395,0.0,-0.3273476950827445,0.231051947814823,nan
AbellS1063,C10,CH1,Longitudinal (local-gradient),0.9985582395887275,0.00690394373586423,0.00690394373586423,1.0006376897453952,0.9987704980320381,0.04125928616339092,0.0,-0.0013549505172318857,0.24754429132975617,nan
AbellS1063,C10,CH2,Transverse (local-gradient),1.006503239179676,0.024163978899729592,0.024163978899729592,1.0297731332472346,1.016510214346092,0.06349504094676829,0.0,-0.30631365205682987,0.18038962075673706,nan
AbellS1063,C10,CH3,Irrotational (Helmholtz),0.9975657273657995,0.004476465637501234,0.004476465637501234,0.994878985039486,0.9958489680498631,0.027670547928326412,0.0,-0.1776783395449837,0.24762203813871825,nan
AbellS1063,C10,CH4,Solenoidal (Helmholtz),1.006413653616656,0.023636354505004786,0.023636354505004786,1.025435352515228,1.0149903010416135,0.05046204744923939,0.0,-0.27809711289867073,0.2450015857403189,nan
AbellS1063,A8,CH0,Native full response,1.004774144391951,0.033122512848354976,0.033122512848354976,1.026291940202956,1.0136625003396227,0.07077111094702397,0.0,-0.32284553606187527,0.08609196163638703,nan
AbellS1063,A8,CH1,Longitudinal (local-gradient),1.0003955889087557,0.005926659589607602,0.005926659589607602,1.0046385246919425,1.0019420601014355,0.03452800740314912,0.0,0.047539141594867405,0.09075331463345851,nan
AbellS1063,A8,CH2,Transverse (local-gradient),1.005244873645461,0.032013815733833405,0.032013815733833405,1.028790301293134,1.0149656089148502,0.07302785174572428,0.0,-0.3294316884624425,0.1653924889747716,nan
AbellS1063,A8,CH3,Irrotational (Helmholtz),0.9969167784655043,0.006706840419042584,0.006706840419042584,0.992571523103881,0.9944206462626985,0.026328802218903345,0.0,-0.1801115124408111,-0.004918250766184865,nan
AbellS1063,A8,CH4,Solenoidal (Helmholtz),1.0077656631435659,0.03118190716502641,0.03118190716502641,1.0316185215043807,1.0184588947357125,0.06023283099105599,0.0,-0.30725686252899254,0.14569974957475879,nan
Abell370,C10,CH0,Native full response,1.0034392690413354,0.03234642226664013,0.03234642226664013,1.0324365337372183,1.0143576618696768,0.09237210761101158,0.0,-0.36773968625968306,0.38979366663119586,nan
Abell370,C10,CH1,Longitudinal (local-gradient),1.002418922824657,0.007329780059729548,0.007329780059729548,1.0171404337463468,1.0081532601256304,0.05822292652480393,0.0,0.07760101357173775,0.07161671798730233,nan
Abell370,C10,CH2,Transverse (local-gradient),1.0031327645309733,0.031670202796674665,0.031670202796674665,1.0359888132066628,1.0152713794292056,0.10000555004374352,0.0,-0.3867357351806752,0.4250876171864182,nan
Abell370,C10,CH3,Irrotational (Helmholtz),1.0004764981891783,0.008233908239922112,0.008233908239922112,1.0072978929192973,1.0028924434987256,0.04555961229342542,0.0,-0.22656148261190867,0.42381289566539476,nan
Abell370,C10,CH4,Solenoidal (Helmholtz),1.0016921353351946,0.029674000958122875,0.029674000958122875,1.0163334513439288,1.0072022104632745,0.0677101375517635,0.0,-0.3604050202713067,0.3205633241530318,nan
Abell370,A8,CH0,Native full response,1.005205351470695,0.041633933860157867,0.041633933860157867,1.0437501047720505,1.0200320318907439,0.10580207126520365,0.0,-0.4268277781281266,0.38306940957957425,nan
Abell370,A8,CH1,Longitudinal (local-gradient),1.0016799354393813,0.006226087361650844,0.006226087361650844,1.008830886346708,1.0046266003015214,0.036268213147408204,0.0,0.06422936823766506,-0.10896492379616438,nan
Abell370,A8,CH2,Transverse (local-gradient),1.0039822884021656,0.03981543114145882,0.03981543114145882,1.0411468481494601,1.017926337798415,0.10674660084372653,0.0,-0.4408390600449248,0.3882827285239695,nan
Abell370,A8,CH3,Irrotational (Helmholtz),1.0009337648539687,0.007921677768562079,0.007921677768562079,1.0074492734610454,1.0034044832706954,0.04066221885118323,0.0,-0.3201662116357273,0.3801743398551513,nan
Abell370,A8,CH4,Solenoidal (Helmholtz),1.0021275335088966,0.039497312793142565,0.039497312793142565,1.0218297437187496,1.0095691797997446,0.08079553328510937,0.0,-0.4076325015469153,0.3155664137745427,nan
