cluster_id,model,channel_id,channel_name,observable,pearson_vs_gr,spearman_vs_gr,ssim_vs_gr,normalized_rms_difference,amplitude_ratio,sign_agreement
MACS0416,C10,CH3,Irrotational (Helmholtz),gamma2_gr,-0.07139820801481499,-0.044917895422157385,0.00021189307064375641,0.18004480370918516,135.61107742417485,0.5208333333333334
MACS0416,C10,CH3,Irrotational (Helmholtz),gamma_mag_gr,0.007530029399129164,-0.0074719988425786385,0.0012223538675579999,0.379725213572181,58.90902382323122,1.0
MACS0416,C10,CH3,Irrotational (Helmholtz),displacement_divergence,1.0,1.0,0.9999999999999998,0.0,1.0,1.0
MACS0416,C10,CH3,Irrotational (Helmholtz),displacement_curl,1.0,1.0,0.9999999999999998,0.0,1.0,1.0
MACS0416,C10,CH3,Irrotational (Helmholtz),jacobian_trace,1.0,1.0,1.0000000000000002,0.0,1.0,1.0
MACS0416,C10,CH3,Irrotational (Helmholtz),jacobian_shear,1.0,1.0,1.0,0.0,1.0,1.0
MACS0416,C10,CH3,Irrotational (Helmholtz),image_rotation,nan,1.0,1.0,nan,nan,1.0
MACS0416,C10,CH4,Solenoidal (Helmholtz),kappa_gr,0.2865199373154176,0.26575780958007306,-0.004578686366267843,0.5971826975145053,0.7710431815703086,0.4722222222222222
MACS0416,C10,CH4,Solenoidal (Helmholtz),gamma1_gr,-0.25919134682378814,-0.17808615555260843,-0.00015763844500375174,0.19507142990717288,27.301360429107177,0.4513888888888889
MACS0416,C10,CH4,Solenoidal (Helmholtz),gamma2_gr,-0.08165383559718158,-0.06792817557439045,-2.0087728889764788e-05,0.18047305025194463,62.687236634758385,0.4479166666666667
MACS0416,C10,CH4,Solenoidal (Helmholtz),gamma_mag_gr,0.1833113693279294,0.15776898994892075,0.003962216283577453,0.3729486624294101,35.169757016114595,1.0
MACS0416,C10,CH4,Solenoidal (Helmholtz),displacement_divergence,1.0,1.0,1.0,0.0,1.0,1.0
MACS0416,C10,CH4,Solenoidal (Helmholtz),displacement_curl,1.0,1.0,1.0,0.0,1.0,1.0
MACS0416,C10,CH4,Solenoidal (Helmholtz),jacobian_trace,1.0,1.0,0.9999999999999998,0.0,1.0,1.0
MACS0416,C10,CH4,Solenoidal (Helmholtz),jacobian_shear,1.0,1.0,1.0000000000000002,0.0,1.0,1.0
MACS0416,C10,CH4,Solenoidal (Helmholtz),image_rotation,nan,1.0,1.0,nan,nan,1.0
MACS0416,A8,CH0,Native full response,kappa_gr,0.3644889864202237,0.35615724051457026,-0.008941389769589381,0.8051113817787545,0.5025701345298682,0.4722222222222222
MACS0416,A8,CH0,Native full response,gamma1_gr,-0.21361331453383645,-0.14045589541411974,-0.00029442577963535976,0.19613730812394767,17.810775005622634,0.4861111111111111
