cluster_id,model,channel_id,channel_name,kappa_min,kappa_max,kappa_mean,kappa_std,gamma_mag_min,gamma_mag_max,gamma_mag_mean,gamma_mag_std,rotation_min,rotation_max,rotation_mean,rotation_std,kappa_pearson_vs_gr,gamma_mag_pearson_vs_gr,rotation_pearson_vs_gr,kappa_spearman_vs_gr,gamma_mag_spearman_vs_gr,kappa_ssim_vs_gr,gamma_mag_ssim_vs_gr,kappa_normalized_rms_difference,gamma_mag_normalized_rms_difference,kappa_amplitude_ratio,gamma_mag_amplitude_ratio,kappa_sign_agreement,gamma_mag_sign_agreement,kappa_specialization,shear_specialization,rotation_specialization
Abell2744,C10,CH0,Native full response,-0.7670937960861246,0.5956801531922528,0.0009876338577760463,0.16166508952141526,0.0013126336240579773,0.3830780907126985,0.06618933396541135,0.05758046112438922,0.0,0.0,0.0,0.0,0.14201737282603594,0.1348862991352647,nan,0.0846896864915263,0.23729147326075337,0.0049905185412741524,0.0035070386358131886,0.6640079526164822,0.43456352231049045,0.6828628773043647,28.735224273761062,0.4479166666666667,1.0,0.0071310736907712335,-0.0071310736907712335,nan
Abell2744,C10,CH1,Longitudinal (local-gradient),-0.2549154643124423,0.3010775947599582,0.00420933804251252,0.09647017484447447,0.0008796312138032116,0.15053975884570314,0.039848995338668675,0.028539578411533827,0.0,0.0,0.0,0.0,-0.23108322432656753,0.1928997412395945,nan,-0.17888690626896384,0.1851904319834103,-0.026735778113719907,0.0017946974336213435,0.49872150455980396,0.44119012394529145,1.1432777675381105,51.43220079657347,0.4618055555555556,1.0,-0.423982965566162,0.423982965566162,nan
Abell2744,C10,CH2,Transverse (local-gradient),-0.8155004191539441,0.6729689606388429,-0.0042156652861011674,0.1772050228552156,0.004612900468871823,0.40680024219915617,0.07367025779369839,0.05968328871269062,0.0,0.0,0.0,0.0,0.25063672144947735,0.20403441970345346,nan,0.16459345574671763,0.2555821467754964,-0.017893302369669826,0.005099940475179994,0.7055845622194071,0.432034335681475,0.6228148611013575,26.58868671809508,0.4131944444444444,1.0,0.046602301746023894,-0.046602301746023894,nan
Abell2744,C10,CH3,Irrotational (Helmholtz),-0.5475804351416402,0.4579994029710872,0.0018442545942647733,0.09556027023395423,0.0010628935495086808,0.274094095854719,0.034164077217576784,0.03595264140028866,0.0,0.0,0.0,0.0,0.04449618793347618,-0.004738213255003329,nan,-0.03760464013438948,-0.015746255460577344,0.004298127030330124,0.000813621316580885,0.45954466657337856,0.4435402217443637,1.1550469048417171,50.829337777725335,0.4375,1.0,0.04923440118847951,-0.04923440118847951,nan
Abell2744,C10,CH4,Solenoidal (Helmholtz),-0.37386541030677867,0.25136078839972154,-0.0017870112447325919,0.10151138220455587,0.0025022067833163296,0.18753578786716485,0.04627154579539058,0.03384438162966769,0.0,0.0,0.0,0.0,0.17760640835670444,0.23917831835212472,nan,0.15695367099494031,0.26410707755125007,-0.008602552948656018,0.0025267127103865286,0.46354412122340194,0.43922030759954195,1.0873662010030292,43.97396132521141,0.4375,1.0,-0.06157190999542028,0.06157190999542028,nan
Abell2744,A8,CH0,Native full response,-0.4836617764439415,0.4741408665779252,-7.100062239081489e-05,0.16162134287477323,0.004573765947139381,0.2421348204651966,0.07283036259429748,0.051388280524556025,0.0,0.0,0.0,0.0,0.2519540490312848,0.2665065202861032,nan,0.20565930819960695,0.32394837418468103,0.000696265472963193,0.005459361265604521,0.6454238639835391,0.4319045958412894,0.6830603904883287,28.282309217056763,0.4340277777777778,1.0,-0.0145524712548184,0.0145524712548184,nan
Abell2744,A8,CH1,Longitudinal (local-gradient),-0.2461914866731698,0.25808703642817254,0.0034044201317377943,0.0828430459218187,0.0014374380600805981,0.12928139400047725,0.03228831279428077,0.02686172073555547,0.0,0.0,0.0,0.0,-0.08254550080899337,-0.010883526024992228,nan,-0.03534354918437963,0.046417921544514504,-0.007944024873506877,0.0007554459587485324,0.4367254768452701,0.44396879996853617,1.3314822797564723,60.02086660746299,0.4513888888888889,1.0,-0.07166197478400113,0.07166197478400113,nan
Abell2744,A8,CH2,Transverse (local-gradient),-0.6520325334343975,0.47685131860808483,-0.0029012489081225216,0.17862302413851872,0.004066588998240685,0.3256628278169469,0.0780024611796305,0.05728846886819748,0.0,0.0,0.0,0.0,0.2628651793921802,0.3260855129137137,nan,0.1774702707481845,0.3983322884390485,-0.01255778546518402,0.007275806059768098,0.7066545633504254,0.4298856779684814,0.6179639471221239,26.04815888486,0.4166666666666667,1.0,-0.0632203335215335,0.0632203335215335,nan
Abell2744,A8,CH3,Irrotational (Helmholtz),-0.27958123327057915,0.2368294416688369,0.0007021511661348015,0.0605911168807862,0.0008550603241347961,0.14033116835571569,0.023878350778033516,0.02065173294783919,0.0,0.0,0.0,0.0,0.24560856478519813,0.09846270127142477,nan,0.13221328703647886,0.12376873274417372,0.006777705014199032,0.0007715445320166127,0.3398448978098286,0.44566319965438145,1.821879873595302,79.85215742849176,0.3888888888888889,1.0,0.14714586351377335,-0.14714586351377335,nan
Abell2744,A8,CH4,Solenoidal (Helmholtz),-0.3914791482499351,0.3120724655815297,-0.0006205132354594274,0.12312866549356644,0.003251900601356006,0.19721525055732253,0.058786791137346354,0.03929255110643368,0.0,0.0,0.0,0.0,0.20700153317102057,0.25637188729024446,nan,0.1985464917674387,0.28267906875806276,-0.0025291662241571384,0.003632320237723732,0.5243752152620724,0.43584626364588525,0.8965885070673713,35.65220065814223,0.4513888888888889,1.0,-0.049370354119223886,0.049370354119223886,nan
