attenuation,cluster,coherence_length,dispersion,fast_slow_exchange,group_velocity_normalized,invariant_drift,invariant_kind,laboratory_id,longitudinal_modes,memory_strength,mixed_modes,mode_stability,phase_emergence,phase_velocity_normalized,polarization_like,standing_modes,transport_code,transport_name,transverse_modes,travelling_modes,wave_families
0.0,AbellS1063,3.0,0.0,0.983696962523308,0.0,4.959605605081981,orientation,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.49504465463719455,0.983696962523308,0.28830589618939534,0.7802704040777549,0.0,0.0,0.026959098400723636,0.0,T3,Conserved Orientation,0.5823836162834387,0.0,20
0.0,Abell370,3.0,0.0,0.9862716172970787,0.0,6.65887590949015,orientation,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.49602523876479815,0.9862716172970787,0.3591343694578027,0.7885144949492944,0.0,0.0,0.01700088644048081,0.0,T3,Conserved Orientation,0.7240243870495763,0.0,20
0.0,Abell2744,3.0,0.0,0.9990180215467497,0.0,5.759567311539265e-16,action,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4974139553654215,0.9990180215467497,0.28696527908021785,0.9867896799795336,0.0,0.0,0.010147779985033134,0.0,T4,Conserved Action,0.5769144109947638,0.0,20
0.0,MACS0416,7.0,0.0,0.9987564631731513,0.0,6.082060539222691e-16,action,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.49649393733554215,0.9987564631731513,0.29790107187218495,0.9817301567500701,0.0,0.0,0.016148846112312376,0.0,T4,Conserved Action,0.6000094854549181,0.0,20
0.0,MACS1149,4.0,0.0,0.9984772877431659,0.0,6.437926681182842e-16,action,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4944864433554697,0.9984772877431659,0.2954510576950939,0.9715008169293154,0.0,0.0,0.027548043967562275,0.0,T4,Conserved Action,0.5974907131735138,0.0,20
0.0,AbellS1063,3.0,0.0,0.9985768020633042,0.0,5.558034541579349e-16,action,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4971136620331168,0.9985768020633042,0.33043857869232623,0.9827897689584507,0.0,0.0,0.014706936079008748,0.0,T4,Conserved Action,0.664714337845563,0.0,20
0.0,Abell370,3.0,0.0,0.9992170079058509,0.0,6.229631000404209e-16,action,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4980157208668717,0.9992170079058509,0.256777697385662,0.9867314249992487,0.0,0.0,0.0082229329999437,0.0,T4,Conserved Action,0.5156015897223115,0.0,20
0.0,Abell2744,3.0,0.0,0.9999301963070313,0.0,5.840292636804753e-16,energy,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.49663657778507625,0.9999301963070313,0.13054552014083148,0.976760322263797,0.0,0.0,0.013151809137137427,0.0,T5,Conserved Internal Energy,0.26285925358749185,0.0,20
0.0,MACS0416,7.0,0.0,0.9999173154229377,0.0,6.218202562270193e-16,energy,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4954228331297086,0.9999173154229377,0.17389720467656197,0.9757880839417741,0.0,0.0,0.02099454810262469,0.0,T5,Conserved Internal Energy,0.35100765053158794,0.0,20
0.0,MACS1149,4.0,0.0,0.9998930190033188,0.0,5.348671395198684e-16,energy,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4927453682822453,0.9998930190033188,0.22647361822645737,0.9743529579928888,0.0,0.0,0.036022997672959134,0.0,T5,Conserved Internal Energy,0.45961592498771686,0.0,20
0.0,AbellS1063,3.0,0.0,0.9999179579325131,0.0,5.671508558529802e-16,energy,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.49623917915553944,0.9999179579325131,0.24475422907655056,0.9746847590613908,0.0,0.0,0.019103386002464418,0.0,T5,Conserved Internal Energy,0.49321826924882056,0.0,20
0.0,Abell370,3.0,0.0,0.9999393736236065,0.0,6.300273873119838e-16,energy,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.497424475329561,0.9999393736236065,0.07648710798410376,0.976986215472763,0.0,0.0,0.010646017522593088,0.0,T5,Conserved Internal Energy,0.15376627363064188,0.0,20
0.0,Abell2744,3.0,0.0,0.999895641699136,0.0,305.9022726212433,information,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4967596659314825,0.999895641699136,0.0921776147624478,0.9682700853319531,0.0,0.0,0.012625144733140026,0.0,T6,Conserved Information,0.18555776783850594,0.0,20
0.0,MACS0416,7.0,0.0,0.9998441174420291,0.0,245.1342859703658,information,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.49559334907852315,0.9998441174420291,0.15413311121173723,0.9664170847830755,0.0,0.0,0.020150809865294383,0.0,T6,Conserved Information,0.31100722295471317,0.0,20
0.0,MACS1149,4.0,0.0,0.9998071578665243,0.0,197.53798493757674,information,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.49300411985902765,0.9998071578665243,0.2444892557957095,0.9643958436876557,0.0,0.0,0.03464078131219572,0.0,T6,Conserved Information,0.4959172671125347,0.0,20
0.0,AbellS1063,3.0,0.0,0.9995847971411457,0.0,241.56163004850714,information,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4963948579457461,0.9995847971411457,0.23266782528417648,0.9684540898032851,0.0,0.0,0.018282043518134672,0.0,T6,Conserved Information,0.46871522047395203,0.0,20
0.0,Abell370,3.0,0.0,0.9998840422929094,0.0,322.9530790291313,information,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4975242681890471,0.9998840422929094,0.03431400961190713,0.9688502053128408,0.0,0.0,0.010204314576699569,0.0,T6,Conserved Information,0.06896951928959703,0.0,20
0.0,Abell2744,3.0,0.0,0.9973938593964019,0.0,1.6435451049886975,circulation,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4940201550706161,0.9973938593964019,0.21953615416365174,0.9867629574146509,0.0,0.0,0.023809333828159085,0.0,T7,Conserved Circulation,0.4443870394969429,0.0,20
0.0,MACS0416,7.0,0.0,0.9969716175678675,0.0,0.8683980236302802,circulation,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.49278381099813906,0.9969716175678675,0.1861149773981471,0.9880310247103561,0.0,0.0,0.033765634801073086,0.0,T7,Conserved Circulation,0.3776807866743211,0.0,20
0.0,MACS1149,4.0,0.0,0.996480777878514,0.0,0.7212917694405475,circulation,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4898878713852286,0.996480777878514,0.1471713807226574,0.989443092719907,0.0,0.0,0.051603187122227334,0.0,T7,Conserved Circulation,0.30041850251672714,0.0,20
0.0,AbellS1063,3.0,0.0,0.9968749727111658,0.0,15.187370648700115,circulation,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4941799446013935,0.9968749727111658,0.17562178960369668,0.9883918967351213,0.0,0.0,0.029960278955312503,0.0,T7,Conserved Circulation,0.35538024463002754,0.0,20
0.0,Abell370,3.0,0.0,0.9974926537676113,0.0,0.9573747032096038,circulation,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.49524554804620646,0.9974926537676113,0.22741720760252612,0.986583835179229,0.0,0.0,0.019917216238149127,0.0,T7,Conserved Circulation,0.45920091255683143,0.0,20
0.0,Abell2744,3.0,0.0,0.9999364242929369,0.0,1738.762689900991,flux,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4976114230146405,0.9999364242929369,0.21170721213074098,0.9963676317209987,0.0,0.0,0.009334031272619003,0.0,T8,Conserved Flux,0.4254468493672667,0.0,20
0.0,MACS0416,7.0,0.0,0.9999074882973162,0.0,1254.7862141532605,flux,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.49674996512020414,0.9999074882973162,0.11340796754320695,0.99615552534953,0.0,0.0,0.014907774770943183,0.0,T8,Conserved Flux,0.22829990036489356,0.0,20
0.0,MACS1149,4.0,0.0,0.9998591915627683,0.0,899.9800062126643,flux,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.49485374228893303,0.9998591915627683,0.009770860030113728,0.9953042510907566,0.0,0.0,0.025588373755697114,0.0,T8,Conserved Flux,0.019744945213345,0.0,20
0.0,AbellS1063,3.0,0.0,0.9999223119826045,0.0,1216.7358129878507,flux,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4973353199358809,0.9999223119826045,0.13167890282284997,0.9954268309779849,0.0,0.0,0.013543310478786208,0.0,T8,Conserved Flux,0.2647688542205824,0.0,20
0.0,Abell370,3.0,0.0,0.9999409360466812,0.0,1880.1003730747161,flux,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4981709098169963,0.9999409360466812,0.256237549783117,0.9968892979138055,0.0,0.0,0.007556145020492289,0.0,T8,Conserved Flux,0.5143567091808837,0.0,20
0.0,Abell2744,3.0,0.0,0.99913712033476,0.0,5.840292636804753e-16,energy_phase,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4973389247565152,0.99913712033476,0.2994791085583057,0.9941383952028852,0.0,0.0,0.010450312882860024,0.0,T9,Coupled Energy + Phase,0.6021630193231371,0.0,20
0.0,MACS0416,7.0,0.0,0.9989153105896176,0.0,7.772753202837741e-16,energy_phase,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4963895558235998,0.9989153105896176,0.32441659925741523,0.9948351846009831,0.0,0.0,0.016643996305528486,0.0,T9,Coupled Energy + Phase,0.6535524276274298,0.0,20
0.0,MACS1149,4.0,0.0,0.9985616409293164,0.0,6.685839243998355e-16,energy_phase,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4943157128285569,0.9985616409293164,0.3471875678807521,0.993703437412023,0.0,0.0,0.028435662693042096,0.0,T9,Coupled Energy + Phase,0.7023599672648214,0.0,20
0.0,AbellS1063,3.0,0.0,0.9986866211666043,0.0,5.671508558529802e-16,energy_phase,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4970276514133691,0.9986866211666043,0.3565556856891147,0.9975740182249215,0.0,0.0,0.015154403068923017,0.0,T9,Coupled Energy + Phase,0.7173759541852405,0.0,20
0.0,Abell370,3.0,0.0,0.9993029901403606,0.0,6.300273873119838e-16,energy_phase,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4979582279302269,0.9993029901403606,0.26375608989697336,0.9913433291459725,0.0,0.0,0.00846584874594336,0.0,T9,Coupled Energy + Phase,0.5296751315733463,0.0,20
0.0,Abell2744,3.0,0.0,0.9992607801683014,0.0,5.840292636804753e-16,unified,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4983331532005186,0.9992607801683014,0.2509737282371225,0.9789604818468224,0.0,0.0,0.006468432493231591,0.0,T10,Unified State Transport,0.5036263925553756,0.0,20
0.0,MACS0416,7.0,0.0,0.9990327252780425,0.0,4.663651921702644e-16,unified,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.49773332267284104,0.9990327252780425,0.2804782667146009,0.9789893341887373,0.0,0.0,0.010330079367527611,0.0,T10,Unified State Transport,0.5635111292296551,0.0,20
0.0,MACS1149,4.0,0.0,0.9986227599596624,0.0,8.023007092798026e-16,unified,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4964057334781875,0.9986227599596624,0.3090860302882773,0.9780029498213624,0.0,0.0,0.017739865025356627,0.0,T10,Unified State Transport,0.6226479861998991,0.0,20
0.0,AbellS1063,3.0,0.0,0.9989216256774625,0.0,5.671508558529802e-16,unified,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4981431203776457,0.9989216256774625,0.3182015127214394,0.9802872505497857,0.0,0.0,0.009398692692369703,0.0,T10,Unified State Transport,0.6387752830556179,0.0,20
0.0,Abell370,3.0,0.0,0.9993858263333188,0.0,6.300273873119838e-16,unified,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4987263005268184,0.9993858263333188,0.2120265479469588,0.9767491424039599,0.0,0.0,0.005233760803504017,0.0,T10,Unified State Transport,0.4251360871142935,0.0,20
0.0,Abell2744,86.33333333333333,0.0,-0.5104522333499807,0.0,0.0,wrong,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.35366990837367807,-0.5104522333499807,0.0004474620069853658,0.9872582268306508,0.5,0.0,0.9993338238075108,0.0,WR1,Wrong: Random Transport,0.0012651967170262887,0.0,10
0.0,MACS0416,87.66666666666667,0.0,-0.5105934200935544,0.0,0.0,wrong,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.35364229116310864,-0.5105934200935544,0.0003269447663515571,0.987156826679324,0.5,0.0,0.9994941323173472,0.0,WR1,Wrong: Random Transport,0.0009245069792876159,0.0,10
0.0,MACS1149,86.66666666666667,0.0,-0.5106579696589226,0.0,0.0,wrong,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.3536227595523351,-0.5106579696589226,0.00024001024053040928,0.9870754097874836,0.5,0.0,0.9996065863699343,0.0,WR1,Wrong: Random Transport,0.0006787183065768948,0.0,10
0.0,AbellS1063,86.33333333333333,0.0,-0.5105729415000798,0.0,0.0,wrong,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.3536469099211804,-0.5105729415000798,0.00032894777081088084,0.9871546620409246,0.5,0.0,0.9994682476864293,0.0,WR1,Wrong: Random Transport,0.0009301587588710885,0.0,11
0.0,Abell370,86.33333333333333,0.0,-0.5103821672368843,0.0,0.0,wrong,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.35368752428882944,-0.5103821672368843,0.0005023543073900222,0.9873030040573999,0.5,0.0,0.9992326579702657,0.0,WR1,Wrong: Random Transport,0.0014203336925726223,0.0,11
0.0,Abell2744,3.0,0.0,0.9999318434354807,0.0,0.0,wrong,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4973222788668219,0.9999318434354807,0.15512909211481107,0.9934646027227049,0.0,0.0,0.010521414394416229,0.0,WR2,Wrong: Non-conserved Transport,0.31192870037570375,0.0,20
0.0,MACS0416,7.0,0.0,0.999902044963195,0.0,0.0,wrong,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4963597011641597,0.999902044963195,0.05363037870379397,0.9940237448100965,0.0,0.0,0.016784217369611554,0.0,WR2,Wrong: Non-conserved Transport,0.1080474071082111,0.0,20
0.0,MACS1149,4.0,0.0,0.999849630713264,0.0,0.0,wrong,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.49425078528353816,0.999849630713264,0.07493125204059702,0.995460228257412,0.0,0.0,0.028751923936231605,0.0,WR2,Wrong: Non-conserved Transport,0.1516057318909691,0.0,20
0.0,AbellS1063,3.0,0.0,0.9999106063408506,0.0,0.0,wrong,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4970056524887413,0.9999106063408506,0.05948894363325435,0.9949200893903907,0.0,0.0,0.01526818603741753,0.0,WR2,Wrong: Non-conserved Transport,0.11969470233460162,0.0,20
0.0,Abell370,3.0,0.0,0.9999384224994344,0.0,0.0,wrong,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.49794676758765805,0.9999384224994344,0.1997602068811322,0.9928752436987675,0.0,0.0,0.008518365432230723,0.0,WR2,Wrong: Non-conserved Transport,0.40116779520205764,0.0,20
0.0,Abell2744,3.0,0.0,0.9999414442201858,0.0,0.0,wrong,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4961448930793554,0.9999414442201858,0.39436799779202936,0.9983409105966293,0.0,0.0,0.015023229626784373,0.0,WR3,Wrong: Pure Diffusion,0.7948645714044518,0.0,20
0.0,MACS0416,7.0,0.0,0.9999222965302218,0.0,0.0,wrong,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4947474222439617,0.9999222965302218,0.3548673942423914,0.9989548517504467,0.0,0.0,0.024010011299715917,0.0,WR3,Wrong: Pure Diffusion,0.7172698194825663,0.0,20
0.0,MACS1149,4.0,0.0,0.9998984735156561,0.0,0.0,wrong,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.49165594181454675,0.9998984735156561,0.3005916920822556,0.9964280162512508,0.0,0.0,0.041266870010916,0.0,WR3,Wrong: Pure Diffusion,0.6113862693754226,0.0,20
0.0,AbellS1063,3.0,0.0,0.9999311925862034,0.0,0.0,wrong,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4956973231930803,0.9999311925862034,0.3624942064170483,0.9989307355823713,0.0,0.0,0.02180966176234489,0.0,WR3,Wrong: Pure Diffusion,0.7312813474198494,0.0,20
0.0,Abell370,3.0,0.0,0.9999446412550644,0.0,0.0,wrong,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4970507464717056,0.9999446412550644,0.4119263705455839,0.9980772838174208,0.0,0.0,0.012159146431737544,0.0,WR3,Wrong: Pure Diffusion,0.8287410761770833,0.0,20
0.0,Abell2744,3.0,0.0,0.0,0.0,0.0,wrong,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4941830346902953,0.0,0.0,0.0,0.0,0.0,0.023087868035380765,0.0,WR4,Wrong: Frozen Transport,0.0,0.0,20
0.0,MACS0416,7.0,0.0,0.0,0.0,0.0,wrong,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4921287422479656,0.0,0.0,0.0,0.0,0.0,0.0366274171599873,0.0,WR4,Wrong: Frozen Transport,0.0,0.0,20
0.0,MACS1149,4.0,0.0,0.0,0.0,0.0,wrong,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4876771065000879,0.0,0.0,0.0,0.0,0.0,0.06222754911651451,0.0,WR4,Wrong: Frozen Transport,0.0,0.0,20
0.0,AbellS1063,3.0,0.0,0.0,0.0,0.0,wrong,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.49347681813798694,0.0,0.0,0.0,0.0,0.0,0.03343462126793206,0.0,WR4,Wrong: Frozen Transport,0.0,0.0,20
0.0,Abell370,3.0,0.0,0.0,0.0,0.0,wrong,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.49552193139412154,0.0,0.0,0.0,0.0,0.0,0.018723122307835793,0.0,WR4,Wrong: Frozen Transport,0.0,0.0,20
