attenuation,cluster,coherence_length,dispersion,fast_slow_exchange,group_velocity_normalized,invariant_drift,invariant_kind,laboratory_id,longitudinal_modes,memory_strength,mixed_modes,mode_stability,phase_emergence,phase_velocity_normalized,polarization_like,standing_modes,transport_code,transport_name,transverse_modes,travelling_modes,wave_families
0.0,Abell2744,3.0,0.0,0.9994060260212984,0.0,18.21614661232758,scalar,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.49739832006263723,0.9994060260212984,0.3133453811306777,0.9963426112983473,0.0,0.0,0.010209502942145843,0.0,T1,Scalar Density,0.629968716201571,0.0,20
0.0,MACS0416,7.0,0.0,0.9992950630164824,0.0,11.397457917374776,scalar,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.49646362631782104,0.9992950630164824,0.3437943371619189,0.9980887922650928,0.0,0.0,0.01628914385961644,0.0,T1,Scalar Density,0.6924864560809377,0.0,20
0.0,MACS1149,4.0,0.0,0.9991147890179899,0.0,6.616759028190056,scalar,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4944143178653349,0.9991147890179899,0.3773656561302124,0.9950458777992539,0.0,0.0,0.02790992524963698,0.0,T1,Scalar Density,0.7632579447931696,0.0,20
0.0,AbellS1063,3.0,0.0,0.9991401212056895,0.0,12.501262477843675,scalar,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.49709227440621784,0.9991401212056895,0.3757888846361951,0.9951585495508779,0.0,0.0,0.014816175347728278,0.0,T1,Scalar Density,0.7559740997485407,0.0,20
0.0,Abell370,3.0,0.0,0.9995011570612599,0.0,22.520457364094316,scalar,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.49800549405210726,0.9995011570612599,0.2764850204099459,0.9928624928457311,0.0,0.0,0.008265516222426994,0.0,T1,Scalar Density,0.5551846791092163,0.0,20
0.0,Abell2744,3.0,0.0,0.9998676980387691,0.0,36.434757875325914,phase,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.49504126021138417,0.9998676980387691,0.3491423773211497,0.965184471067668,0.0,0.0,0.01958907595968129,0.0,T2,Conserved Phase,0.7052793481740589,0.0,20
0.0,MACS0416,7.0,0.0,0.9998697709402495,0.0,22.79997600743779,phase,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.49336092762203815,0.9998697709402495,0.3125089377911404,0.9645997497900244,0.0,0.0,0.03077319172192261,0.0,T2,Conserved Phase,0.6334286326592775,0.0,20
0.0,MACS1149,4.0,0.0,0.9998679610743323,0.0,13.241274931954976,phase,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4896016174709373,0.9998679610743323,0.26933607761545414,0.9640512057056618,0.0,0.0,0.052291626972603145,0.0,T2,Conserved Phase,0.550112720228997,0.0,20
0.0,AbellS1063,3.0,0.0,0.9998636416105174,0.0,25.00836601973064,phase,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.49463658219475737,0.9998636416105174,0.29292311386544734,0.9636397343587549,0.0,0.0,0.02745543658166394,0.0,T2,Conserved Phase,0.5921986452472137,0.0,20
0.0,Abell370,3.0,0.0,0.9998764875348451,0.0,45.04219584221079,phase,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4962123653028667,0.9998764875348451,0.3536654905305119,0.9661207024968231,0.0,0.0,0.015796875227962248,0.0,T2,Conserved Phase,0.7127301036012064,0.0,20
0.0,Abell2744,3.0,0.0,0.9855087228719732,0.0,5.983346607337842,orientation,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.49482074695937733,0.9855087228719732,0.3546420729311216,0.7970432392317403,0.0,0.0,0.02055548811445762,0.0,T3,Conserved Orientation,0.7167081718185034,0.0,20
0.0,MACS0416,7.0,0.0,0.9845859205466352,0.0,4.724330507357305,orientation,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4932397018099545,0.9845859205466352,0.3099272053150657,0.7806832150801628,0.0,0.0,0.03223598279325557,0.0,T3,Conserved Orientation,0.6283500784259268,0.0,20
0.0,MACS1149,4.0,0.0,0.9837948127062867,0.0,3.5923438650227326,orientation,PBUF MICROSCOPIC-INVARIANTS-LAB-001,0.4905742836942157,0.9837948127062867,0.27009883156197506,0.7601441111377185,0.0,0.0,0.04908853603473362,0.0,T3,Conserved Orientation,0.5505768250386578,0.0,20
