transport_code,transport_name,quantity_name,value,log_abs,nearest_constant,nearest_constant_value,log10_distance_to_constant,factor_to_constant,is_alpha_or_3alpha
T1,Scalar Density,coherence/grid_n_MACS0416,0.02734375,-1.5631419252975927,3*alpha_fs,0.021892057707851405,0.0965714904224936,1.2490260333177081,True
T1,Scalar Density,max_cons_err_MACS0416,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
T1,Scalar Density,corr_len/grid_n_MACS1149,0.015625,-1.806179973983887,2*alpha_fs,0.014594705138567603,0.029624700791880468,1.07059374284375,False
T1,Scalar Density,coherence/grid_n_MACS1149,0.015625,-1.806179973983887,2*alpha_fs,0.014594705138567603,0.029624700791880468,1.07059374284375,False
T1,Scalar Density,max_cons_err_MACS1149,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
T1,Scalar Density,corr_len/grid_n_AbellS1063,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T1,Scalar Density,coherence/grid_n_AbellS1063,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T1,Scalar Density,max_cons_err_AbellS1063,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
T1,Scalar Density,corr_len/grid_n_Abell370,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T1,Scalar Density,coherence/grid_n_Abell370,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T1,Scalar Density,max_cons_err_Abell370,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
T2,Conserved Phase,median_pearson_kappa_over_rms_kappa,0.7369897481176609,-0.1325385533443351,1/e,0.36787944117144233,0.3017559285589167,2.0033458400688464,False
T2,Conserved Phase,median_coherence_gain_over_memory,0.0005297264316799754,-3.275948356597403,alpha_fs/2,0.0036486762846419008,0.8380836904936726,0.1451831816129354,False
T2,Conserved Phase,median_invariant_drift,25.00836601973064,1.3980853170085257,1/e,0.36787944117144233,1.8323797989117774,67.97978691088646,False
T2,Conserved Phase,median_wave_mode_stability,0.9645997497900244,-0.015652855066868712,1/e,0.36787944117144233,0.41864162683638306,2.622053971590365,False
T2,Conserved Phase,median_wave_coherence_over_grid,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T2,Conserved Phase,DT_over_relaxation_time,0.011111111111111112,-1.9542425094393248,2*alpha_fs,0.014594705138567603,0.11843783466355724,0.7613111060222222,False
T2,Conserved Phase,K_over_omega,5.0,0.6989700043360189,1/e,0.36787944117144233,1.1332644862392707,13.591409142295225,False
T2,Conserved Phase,K_times_DT,0.1,-1.0,1/pi,0.3183098861837907,0.5028501273058662,0.3141592653589793,False
T2,Conserved Phase,omega_times_DT,0.020000000000000004,-1.6989700043360187,3*alpha_fs,0.021892057707851405,0.03925658861593237,0.9135733272266667,True
T2,Conserved Phase,FAST_over_SLOW_timescale,0.8,-0.09691001300805639,1/e,0.36787944117144233,0.33738446889519547,2.1746254627672363,False
T2,Conserved Phase,FAST_times_DT,0.020000000000000004,-1.6989700043360187,3*alpha_fs,0.021892057707851405,0.03925658861593237,0.9135733272266667,True
T2,Conserved Phase,corr_len/grid_n_Abell2744,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T2,Conserved Phase,coherence/grid_n_Abell2744,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T2,Conserved Phase,max_cons_err_Abell2744,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
T2,Conserved Phase,corr_len/grid_n_MACS0416,0.02734375,-1.5631419252975927,3*alpha_fs,0.021892057707851405,0.0965714904224936,1.2490260333177081,True
T2,Conserved Phase,coherence/grid_n_MACS0416,0.02734375,-1.5631419252975927,3*alpha_fs,0.021892057707851405,0.0965714904224936,1.2490260333177081,True
T2,Conserved Phase,max_cons_err_MACS0416,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
T2,Conserved Phase,corr_len/grid_n_MACS1149,0.015625,-1.806179973983887,2*alpha_fs,0.014594705138567603,0.029624700791880468,1.07059374284375,False
T2,Conserved Phase,coherence/grid_n_MACS1149,0.015625,-1.806179973983887,2*alpha_fs,0.014594705138567603,0.029624700791880468,1.07059374284375,False
T2,Conserved Phase,max_cons_err_MACS1149,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
T2,Conserved Phase,corr_len/grid_n_AbellS1063,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T2,Conserved Phase,coherence/grid_n_AbellS1063,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T2,Conserved Phase,max_cons_err_AbellS1063,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
T2,Conserved Phase,corr_len/grid_n_Abell370,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T2,Conserved Phase,coherence/grid_n_Abell370,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T2,Conserved Phase,max_cons_err_Abell370,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
T3,Conserved Orientation,median_pearson_kappa_over_rms_kappa,0.7344752674726964,-0.13402282394585216,1/e,0.36787944117144233,0.3002716579573997,1.9965107730236276,False
T3,Conserved Orientation,median_coherence_gain_over_memory,0.0013727446866472072,-2.8624102285978346,alpha_fs/2,0.0036486762846419008,0.42454556249410463,0.3762308792439051,False
T3,Conserved Orientation,median_invariant_drift,4.959605605081981,0.6954471421460923,1/e,0.36787944117144233,1.129741624049344,13.481605792617975,False
T3,Conserved Orientation,median_wave_mode_stability,0.7806832150801628,-0.10752515799464137,1/e,0.36787944117144233,0.3267693239086104,2.122116997335391,False
T3,Conserved Orientation,median_wave_coherence_over_grid,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T3,Conserved Orientation,DT_over_relaxation_time,0.02,-1.6989700043360187,3*alpha_fs,0.021892057707851405,0.03925658861593242,0.9135733272266666,True
T3,Conserved Orientation,K_over_omega,5.0,0.6989700043360189,1/e,0.36787944117144233,1.1332644862392707,13.591409142295225,False
T3,Conserved Orientation,K_times_DT,0.1,-1.0,1/pi,0.3183098861837907,0.5028501273058662,0.3141592653589793,False
T3,Conserved Orientation,omega_times_DT,0.020000000000000004,-1.6989700043360187,3*alpha_fs,0.021892057707851405,0.03925658861593237,0.9135733272266667,True
T3,Conserved Orientation,FAST_over_SLOW_timescale,0.8,-0.09691001300805639,1/e,0.36787944117144233,0.33738446889519547,2.1746254627672363,False
T3,Conserved Orientation,FAST_times_DT,0.020000000000000004,-1.6989700043360187,3*alpha_fs,0.021892057707851405,0.03925658861593237,0.9135733272266667,True
T3,Conserved Orientation,corr_len/grid_n_Abell2744,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T3,Conserved Orientation,coherence/grid_n_Abell2744,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T3,Conserved Orientation,max_cons_err_Abell2744,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
T3,Conserved Orientation,corr_len/grid_n_MACS0416,0.02734375,-1.5631419252975927,3*alpha_fs,0.021892057707851405,0.0965714904224936,1.2490260333177081,True
T3,Conserved Orientation,coherence/grid_n_MACS0416,0.02734375,-1.5631419252975927,3*alpha_fs,0.021892057707851405,0.0965714904224936,1.2490260333177081,True
T3,Conserved Orientation,max_cons_err_MACS0416,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
T3,Conserved Orientation,corr_len/grid_n_MACS1149,0.015625,-1.806179973983887,2*alpha_fs,0.014594705138567603,0.029624700791880468,1.07059374284375,False
T3,Conserved Orientation,coherence/grid_n_MACS1149,0.015625,-1.806179973983887,2*alpha_fs,0.014594705138567603,0.029624700791880468,1.07059374284375,False
T3,Conserved Orientation,max_cons_err_MACS1149,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
T3,Conserved Orientation,corr_len/grid_n_AbellS1063,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T3,Conserved Orientation,coherence/grid_n_AbellS1063,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T3,Conserved Orientation,max_cons_err_AbellS1063,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
T3,Conserved Orientation,corr_len/grid_n_Abell370,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T3,Conserved Orientation,coherence/grid_n_Abell370,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T3,Conserved Orientation,max_cons_err_Abell370,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
T4,Conserved Action,median_pearson_kappa_over_rms_kappa,0.7646835735633399,-0.11651823894330657,1/e,0.36787944117144233,0.3177762429599452,2.0786254625383522,False
T4,Conserved Action,median_coherence_gain_over_memory,1.3441170090249354e-05,-4.871562923125984,alpha_fs/2,0.0036486762846419008,2.4336982570222534,0.003683848344350597,False
T4,Conserved Action,median_invariant_drift,6.082060539222691e-16,-15.215949261317913,alpha_fs/2,0.0036486762846419008,12.778084595214183,1.6669224849635062e-13,False
T4,Conserved Action,median_wave_mode_stability,0.9827897689584507,-0.007539373262384706,1/e,0.36787944117144233,0.4267551086408671,2.6714995701552198,False
T4,Conserved Action,median_wave_coherence_over_grid,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T4,Conserved Action,DT_over_relaxation_time,0.01,-2.0,alpha_fs,0.0072973525692838015,0.1368346704397488,1.37035999084,True
T4,Conserved Action,K_over_omega,5.0,0.6989700043360189,1/e,0.36787944117144233,1.1332644862392707,13.591409142295225,False
T4,Conserved Action,K_times_DT,0.1,-1.0,1/pi,0.3183098861837907,0.5028501273058662,0.3141592653589793,False
T4,Conserved Action,omega_times_DT,0.020000000000000004,-1.6989700043360187,3*alpha_fs,0.021892057707851405,0.03925658861593237,0.9135733272266667,True
T4,Conserved Action,FAST_over_SLOW_timescale,0.8,-0.09691001300805639,1/e,0.36787944117144233,0.33738446889519547,2.1746254627672363,False
T4,Conserved Action,FAST_times_DT,0.020000000000000004,-1.6989700043360187,3*alpha_fs,0.021892057707851405,0.03925658861593237,0.9135733272266667,True
T4,Conserved Action,corr_len/grid_n_Abell2744,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T4,Conserved Action,coherence/grid_n_Abell2744,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T4,Conserved Action,max_cons_err_Abell2744,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
T4,Conserved Action,corr_len/grid_n_MACS0416,0.02734375,-1.5631419252975927,3*alpha_fs,0.021892057707851405,0.0965714904224936,1.2490260333177081,True
T4,Conserved Action,coherence/grid_n_MACS0416,0.02734375,-1.5631419252975927,3*alpha_fs,0.021892057707851405,0.0965714904224936,1.2490260333177081,True
T4,Conserved Action,max_cons_err_MACS0416,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
T4,Conserved Action,corr_len/grid_n_MACS1149,0.015625,-1.806179973983887,2*alpha_fs,0.014594705138567603,0.029624700791880468,1.07059374284375,False
T4,Conserved Action,coherence/grid_n_MACS1149,0.015625,-1.806179973983887,2*alpha_fs,0.014594705138567603,0.029624700791880468,1.07059374284375,False
T4,Conserved Action,max_cons_err_MACS1149,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
T4,Conserved Action,corr_len/grid_n_AbellS1063,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T4,Conserved Action,coherence/grid_n_AbellS1063,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T4,Conserved Action,max_cons_err_AbellS1063,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
T4,Conserved Action,corr_len/grid_n_Abell370,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T4,Conserved Action,coherence/grid_n_Abell370,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T4,Conserved Action,max_cons_err_Abell370,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
T5,Conserved Internal Energy,median_pearson_kappa_over_rms_kappa,0.7553392073540982,-0.12185797181600148,1/e,0.36787944117144233,0.3124365100872504,2.053224841673304,False
T5,Conserved Internal Energy,median_coherence_gain_over_memory,0.00012334224993674784,-3.9088881336930608,alpha_fs/2,0.0036486762846419008,1.4710234675893308,0.03380465689870135,False
T5,Conserved Internal Energy,median_invariant_drift,5.840292636804753e-16,-15.233565391352426,alpha_fs/2,0.0036486762846419008,12.795700725248697,1.600660672854936e-13,False
T5,Conserved Internal Energy,median_wave_mode_stability,0.9757880839417741,-0.010644489677259162,1/e,0.36787944117144233,0.42364999222599264,2.652467017005794,False
T5,Conserved Internal Energy,median_wave_coherence_over_grid,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T5,Conserved Internal Energy,DT_over_relaxation_time,0.011111111111111112,-1.9542425094393248,2*alpha_fs,0.014594705138567603,0.11843783466355724,0.7613111060222222,False
T5,Conserved Internal Energy,K_over_omega,5.0,0.6989700043360189,1/e,0.36787944117144233,1.1332644862392707,13.591409142295225,False
T5,Conserved Internal Energy,K_times_DT,0.1,-1.0,1/pi,0.3183098861837907,0.5028501273058662,0.3141592653589793,False
T5,Conserved Internal Energy,omega_times_DT,0.020000000000000004,-1.6989700043360187,3*alpha_fs,0.021892057707851405,0.03925658861593237,0.9135733272266667,True
T5,Conserved Internal Energy,FAST_over_SLOW_timescale,0.8,-0.09691001300805639,1/e,0.36787944117144233,0.33738446889519547,2.1746254627672363,False
T5,Conserved Internal Energy,FAST_times_DT,0.020000000000000004,-1.6989700043360187,3*alpha_fs,0.021892057707851405,0.03925658861593237,0.9135733272266667,True
T5,Conserved Internal Energy,corr_len/grid_n_Abell2744,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T5,Conserved Internal Energy,coherence/grid_n_Abell2744,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T5,Conserved Internal Energy,max_cons_err_Abell2744,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
T5,Conserved Internal Energy,corr_len/grid_n_MACS0416,0.02734375,-1.5631419252975927,3*alpha_fs,0.021892057707851405,0.0965714904224936,1.2490260333177081,True
T5,Conserved Internal Energy,coherence/grid_n_MACS0416,0.02734375,-1.5631419252975927,3*alpha_fs,0.021892057707851405,0.0965714904224936,1.2490260333177081,True
T5,Conserved Internal Energy,max_cons_err_MACS0416,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
T5,Conserved Internal Energy,corr_len/grid_n_MACS1149,0.015625,-1.806179973983887,2*alpha_fs,0.014594705138567603,0.029624700791880468,1.07059374284375,False
T5,Conserved Internal Energy,coherence/grid_n_MACS1149,0.015625,-1.806179973983887,2*alpha_fs,0.014594705138567603,0.029624700791880468,1.07059374284375,False
T5,Conserved Internal Energy,max_cons_err_MACS1149,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
T5,Conserved Internal Energy,corr_len/grid_n_AbellS1063,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T5,Conserved Internal Energy,coherence/grid_n_AbellS1063,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T5,Conserved Internal Energy,max_cons_err_AbellS1063,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
T5,Conserved Internal Energy,corr_len/grid_n_Abell370,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T5,Conserved Internal Energy,coherence/grid_n_Abell370,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T5,Conserved Internal Energy,max_cons_err_Abell370,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
T6,Conserved Information,median_pearson_kappa_over_rms_kappa,0.7623110568089064,-0.11786778103506974,1/e,0.36787944117144233,0.31642670086818203,2.072176293357061,False
T6,Conserved Information,median_coherence_gain_over_memory,0.0001760620306117279,-3.7543342935147135,alpha_fs/2,0.0036486762846419008,1.3164696274109833,0.04825367253127185,False
T6,Conserved Information,median_invariant_drift,245.1342859703658,2.3894040585648915,1/e,0.36787944117144233,2.823698540468143,666.3440750855284,False
T6,Conserved Information,median_wave_mode_stability,0.9682700853319531,-0.014003485451240373,1/e,0.36787944117144233,0.42029099645201146,2.6320309779983373,False
T6,Conserved Information,median_wave_coherence_over_grid,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T6,Conserved Information,DT_over_relaxation_time,0.011111111111111112,-1.9542425094393248,2*alpha_fs,0.014594705138567603,0.11843783466355724,0.7613111060222222,False
T6,Conserved Information,K_over_omega,5.0,0.6989700043360189,1/e,0.36787944117144233,1.1332644862392707,13.591409142295225,False
T6,Conserved Information,K_times_DT,0.1,-1.0,1/pi,0.3183098861837907,0.5028501273058662,0.3141592653589793,False
T6,Conserved Information,omega_times_DT,0.020000000000000004,-1.6989700043360187,3*alpha_fs,0.021892057707851405,0.03925658861593237,0.9135733272266667,True
T6,Conserved Information,FAST_over_SLOW_timescale,0.8,-0.09691001300805639,1/e,0.36787944117144233,0.33738446889519547,2.1746254627672363,False
T6,Conserved Information,FAST_times_DT,0.020000000000000004,-1.6989700043360187,3*alpha_fs,0.021892057707851405,0.03925658861593237,0.9135733272266667,True
T6,Conserved Information,corr_len/grid_n_Abell2744,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T6,Conserved Information,coherence/grid_n_Abell2744,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T6,Conserved Information,max_cons_err_Abell2744,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
T6,Conserved Information,corr_len/grid_n_MACS0416,0.02734375,-1.5631419252975927,3*alpha_fs,0.021892057707851405,0.0965714904224936,1.2490260333177081,True
T6,Conserved Information,coherence/grid_n_MACS0416,0.02734375,-1.5631419252975927,3*alpha_fs,0.021892057707851405,0.0965714904224936,1.2490260333177081,True
T6,Conserved Information,max_cons_err_MACS0416,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
T6,Conserved Information,corr_len/grid_n_MACS1149,0.015625,-1.806179973983887,2*alpha_fs,0.014594705138567603,0.029624700791880468,1.07059374284375,False
T6,Conserved Information,coherence/grid_n_MACS1149,0.015625,-1.806179973983887,2*alpha_fs,0.014594705138567603,0.029624700791880468,1.07059374284375,False
T6,Conserved Information,max_cons_err_MACS1149,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
T6,Conserved Information,corr_len/grid_n_AbellS1063,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T6,Conserved Information,coherence/grid_n_AbellS1063,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T6,Conserved Information,max_cons_err_AbellS1063,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
T6,Conserved Information,corr_len/grid_n_Abell370,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T6,Conserved Information,coherence/grid_n_Abell370,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T6,Conserved Information,max_cons_err_Abell370,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
T7,Conserved Circulation,median_pearson_kappa_over_rms_kappa,0.17574411670814155,-0.7551192047090296,1/pi,0.3183098861837907,0.25796933201489575,0.5521164259619247,False
T7,Conserved Circulation,median_coherence_gain_over_memory,1.0116393678414333e-05,-4.99497427847391,alpha_fs/2,0.0036486762846419008,2.55710961237018,0.0027726202296971397,False
T7,Conserved Circulation,median_invariant_drift,0.9573747032096038,-0.018918052101221924,1/e,0.36787944117144233,0.4153764298020299,2.6024142587610375,False
T7,Conserved Circulation,median_wave_mode_stability,0.9880310247103561,-0.005229418115848787,1/e,0.36787944117144233,0.42906506378740306,2.685746780423931,False
T7,Conserved Circulation,median_wave_coherence_over_grid,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T7,Conserved Circulation,DT_over_relaxation_time,0.008333333333333333,-2.0791812460476247,alpha_fs,0.0072973525692838015,0.057653424392123995,1.1419666590333333,True
T7,Conserved Circulation,K_over_omega,5.0,0.6989700043360189,1/e,0.36787944117144233,1.1332644862392707,13.591409142295225,False
T7,Conserved Circulation,K_times_DT,0.1,-1.0,1/pi,0.3183098861837907,0.5028501273058662,0.3141592653589793,False
T7,Conserved Circulation,omega_times_DT,0.020000000000000004,-1.6989700043360187,3*alpha_fs,0.021892057707851405,0.03925658861593237,0.9135733272266667,True
T7,Conserved Circulation,FAST_over_SLOW_timescale,0.8,-0.09691001300805639,1/e,0.36787944117144233,0.33738446889519547,2.1746254627672363,False
T7,Conserved Circulation,FAST_times_DT,0.020000000000000004,-1.6989700043360187,3*alpha_fs,0.021892057707851405,0.03925658861593237,0.9135733272266667,True
T7,Conserved Circulation,corr_len/grid_n_Abell2744,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T7,Conserved Circulation,coherence/grid_n_Abell2744,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
T7,Conserved Circulation,max_cons_err_Abell2744,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
T7,Conserved Circulation,corr_len/grid_n_MACS0416,0.02734375,-1.5631419252975927,3*alpha_fs,0.021892057707851405,0.0965714904224936,1.2490260333177081,True
T7,Conserved Circulation,coherence/grid_n_MACS0416,0.02734375,-1.5631419252975927,3*alpha_fs,0.021892057707851405,0.0965714904224936,1.2490260333177081,True
T7,Conserved Circulation,max_cons_err_MACS0416,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
T7,Conserved Circulation,corr_len/grid_n_MACS1149,0.015625,-1.806179973983887,2*alpha_fs,0.014594705138567603,0.029624700791880468,1.07059374284375,False
T7,Conserved Circulation,coherence/grid_n_MACS1149,0.015625,-1.806179973983887,2*alpha_fs,0.014594705138567603,0.029624700791880468,1.07059374284375,False
T7,Conserved Circulation,max_cons_err_MACS1149,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
