activity,cluster,coherence_gain,fast_slow_exchange,invariant_drift,is_wrong,memory_index,multiplicative_coupling_score,orientation_emergence_score,phase_emergence_score,transport_code,transport_name
0.00331494068399717,Abell2744,-0.0010128831485206745,0.9994060260212984,18.21614661232758,False,0.9994060260212984,0.0,0.002925243645847032,0.0,T1,Scalar Density
0.0030138398149757058,MACS0416,0.00026113575775362955,0.9992950630164824,11.397457917374776,False,0.9992950630164824,0.0,-0.00025032199405782294,0.0,T1,Scalar Density
0.002657023088896643,MACS1149,0.0036327052563755076,0.9991147890179899,6.616759028190056,False,0.9991147890179899,0.0,-0.004027947956136282,0.0,T1,Scalar Density
0.0026947833171193725,AbellS1063,-1.3424455500239685e-05,0.9991401212056895,12.501262477843675,False,0.9991401212056895,0.0,0.002685086761553416,0.0,T1,Scalar Density
0.0036750437937639628,Abell370,-0.0003033251407733124,0.9995011570612599,22.520457364094316,False,0.9995011570612599,0.0,-0.0027198605441268587,0.0,T1,Scalar Density
0.005164087035048203,Abell2744,0.0001534535705629723,0.9998676980387691,36.434757875325914,False,0.9998676980387691,1.0,0.004091580364930679,0.0,T2,Conserved Phase
0.0047806699999311435,MACS0416,0.0005611334976424554,0.9998697709402495,22.79997600743779,False,0.9998697709402495,1.0,4.967574583100291e-05,0.0,T2,Conserved Phase
0.004352113085725448,MACS1149,0.002860552903151844,0.9998679610743323,13.241274931954976,False,0.9998679610743323,1.0,-0.0048001003093599455,0.0,T2,Conserved Phase
0.0044592652839042886,AbellS1063,0.0005296564871710386,0.9998636416105174,25.00836601973064,False,0.9998636416105174,1.0,0.0032281677042246943,0.0,T2,Conserved Phase
0.005500168263871306,Abell370,-0.0001761976728068028,0.9998764875348451,45.04219584221079,False,0.9998764875348451,1.0,-0.002592733076160349,0.0,T2,Conserved Phase
0.019071563816353037,Abell2744,0.0005021666873488342,0.9855087228719732,5.983346607337842,False,0.9855087228719732,0.0,0.0044402934817165405,0.0,T3,Conserved Orientation
0.016170541292136693,MACS0416,0.0013515850909780428,0.9845859205466352,4.724330507357305,False,0.9845859205466352,0.0,0.0008401273391665903,0.0,T3,Conserved Orientation
0.01346257840956935,MACS1149,0.007617690010761889,0.9837948127062867,3.5923438650227326,False,0.9837948127062867,0.0,-4.2963201749900486e-05,0.0,T3,Conserved Orientation
0.014937426824527313,AbellS1063,0.006054853360374908,0.983696962523308,4.959605605081981,False,0.983696962523308,0.0,0.008753364577428563,0.0,T3,Conserved Orientation
0.019590880075646844,Abell370,-0.0033064545693214102,0.9862716172970787,6.65887590949015,False,0.9862716172970787,0.0,-0.005722989972674957,0.0,T3,Conserved Orientation
0.0034367810602594835,Abell2744,-0.001012883148520675,0.9990180215467497,5.759567311539265e-16,False,0.9990180215467497,0.0,0.0029252436458470314,0.0,T4,Conserved Action
0.0032570585236893473,MACS0416,0.0002611357577536296,0.9987564631731513,6.082060539222691e-16,False,0.9987564631731513,0.0,-0.0002503219940578229,0.0,T4,Conserved Action
0.003146701486386685,MACS1149,0.003632705256375517,0.9984772877431659,6.437926681182842e-16,False,0.9984772877431659,0.0,-0.004027947956136272,0.0,T4,Conserved Action
0.0029536405429850554,AbellS1063,-1.342445550024619e-05,0.9985768020633042,5.558034541579349e-16,False,0.9985768020633042,0.0,0.0026850867615534095,0.0,T4,Conserved Action
0.0037584138751537086,Abell370,-0.00030332514077331587,0.9992170079058509,6.229631000404209e-16,False,0.9992170079058509,0.0,-0.002719860544126862,0.0,T4,Conserved Action
0.004149840265605667,Abell2744,-0.0008278881575307134,0.9999301963070313,5.840292636804753e-16,False,0.9999301963070313,0.0,0.003110238636836993,0.0,T5,Conserved Internal Energy
0.00393169104530354,MACS0416,-0.00012333213068355456,0.9999173154229377,6.218202562270193e-16,False,0.9999173154229377,0.0,-0.000634789882495007,0.0,T5,Conserved Internal Energy
0.003685305435839685,MACS1149,0.0028659294907087424,0.9998930190033188,5.348671395198684e-16,False,0.9998930190033188,0.0,-0.004794723721803047,0.0,T5,Conserved Internal Energy
0.0036930906332109693,AbellS1063,0.0005872647882632308,0.9999179579325131,5.671508558529802e-16,False,0.9999179579325131,0.0,0.0032857760053168865,0.0,T5,Conserved Internal Energy
0.004451278509249117,Abell370,-0.00046523352204224603,0.9999393736236065,6.300273873119838e-16,False,0.9999393736236065,0.0,-0.0028817689253957924,0.0,T5,Conserved Internal Energy
0.004936096560616943,Abell2744,-0.0005332249009670003,0.999895641699136,305.9022726212433,False,0.999895641699136,0.0,0.003404901893400706,0.0,T6,Conserved Information
0.004614846067352694,MACS0416,-0.0001760345856120346,0.9998441174420291,245.1342859703658,False,0.9998441174420291,0.0,-0.0006874923374234871,0.0,T6,Conserved Information
0.00426745380841233,MACS1149,0.002598804615695318,0.9998071578665243,197.53798493757674,False,0.9998071578665243,0.0,-0.005061848596816471,0.0,T6,Conserved Information
0.004323354084355307,AbellS1063,0.000563855593470284,0.9995847971411457,241.56163004850714,False,0.9995847971411457,0.0,0.0032623668105239397,0.0,T6,Conserved Information
