absolute_depth_error,ambiguity_area,classification,consensus_class,correct_multivalued,depth_candidates,depth_error,false_unique,independent_estimator_class_support,information_used,lane,lens_family,morphology,primary_depth,response_regime,roundtrip_scores,size_error,source_depth,source_size,support_interval,trial_id,unique_success
0.08227848101265822,0.35,CORRECT_MULTIVALUED,MULTIPLE_DEPTH_SOLUTIONS,True,"[1.8386075949367089, 2.9177215189873418, 9.0]",0.04113924050632911,False,2,"['position', 'direction']",C2,two_source,elliptical_source,2.9177215189873418,MODERATE,"{'Q_pos': 0.00010075839785150468, 'Q_dir': 0.00010075839785150468, 'Q_bundle': 0.00010075839785150468, 'Q_topo': 0.00010075839785150468, 'Q_rich': 0.00010075839785150468}",0.0,3.0,1.0,"[2.819620253164557, 3.0158227848101267]",T002e0cbac5dffbe3,False
0.08227848101265822,0.9325,CORRECT_MULTIVALUED,MULTIPLE_DEPTH_SOLUTIONS,True,"[1.25, 2.9177215189873418, 9.0]",0.04113924050632911,False,3,"['position', 'direction', 'bundle']",C3,two_source,elliptical_source,2.9177215189873418,MODERATE,"{'Q_pos': 0.00044615678621799063, 'Q_dir': 0.00044615678621799063, 'Q_bundle': 0.00044615678621799063, 'Q_topo': 0.00044615678621799063, 'Q_rich': 0.00044615678621799063}",0.0,3.0,1.0,"[2.819620253164557, 3.0158227848101267]",T002e0cbac5dffbe3,False
0.015822784810126223,0.9075,CORRECT_MULTIVALUED,MULTIPLE_DEPTH_SOLUTIONS,True,"[1.6424050632911391, 3.0158227848101262, 9.0]",0.007911392405063111,False,6,"['position', 'direction', 'bundle', 'trajectory', 'second', 'receiver_z']",C4,two_source,elliptical_source,3.0158227848101262,MODERATE,"{'Q_pos': 0.0009033272139882027, 'Q_dir': 0.0009033272139882027, 'Q_bundle': 0.0009033272139882027, 'Q_topo': 0.0009033272139882027, 'Q_rich': 0.0009033272139882027}",0.0,3.0,1.0,"[2.9177215189873413, 3.113924050632911]",T002e0cbac5dffbe3,False
1.8860759493670889,0.195,FAIL,MULTIPLE_DEPTH_SOLUTIONS,False,"[1.25, 3.113924050632911, 6.939873417721519]",0.4715189873417722,False,1,[],C0,offset_two_source,irregular_connected_source,3.113924050632911,MODERATE,"{'Q_pos': 1.937306346186604e-06, 'Q_dir': 1.937306346186604e-06, 'Q_bundle': 1.937306346186604e-06, 'Q_topo': 1.937306346186604e-06, 'Q_rich': 1.937306346186604e-06}",0.25,5.0,1.5,"[3.0158227848101262, 3.212025316455696]",T00468b23c7816186,False
1.8860759493670889,0.195,FAIL,MULTIPLE_DEPTH_SOLUTIONS,False,"[1.25, 3.113924050632911, 6.939873417721519]",0.4715189873417722,False,1,['position'],C1,offset_two_source,irregular_connected_source,3.113924050632911,MODERATE,"{'Q_pos': 1.2209715798867746e-06, 'Q_dir': 1.2209715798867746e-06, 'Q_bundle': 1.2209715798867746e-06, 'Q_topo': 1.2209715798867746e-06, 'Q_rich': 1.2209715798867746e-06}",0.25,5.0,1.5,"[3.0158227848101262, 3.212025316455696]",T00468b23c7816186,False
0.21835443037974755,0.3025,CORRECT_MULTIVALUED,MULTIPLE_DEPTH_SOLUTIONS,True,"[2.819620253164557, 4.7816455696202524, 8.80379746835443]",0.05458860759493689,False,2,"['position', 'direction']",C2,offset_two_source,irregular_connected_source,4.7816455696202524,MODERATE,"{'Q_pos': 6.663868581408923e-05, 'Q_dir': 6.663868581408923e-05, 'Q_bundle': 6.663868581408923e-05, 'Q_topo': 6.663868581408923e-05, 'Q_rich': 6.663868581408923e-05}",0.0,5.0,2.0,"[4.683544303797468, 4.879746835443037]",T00468b23c7816186,False
0.21835443037974755,0.925,CORRECT_MULTIVALUED,MULTIPLE_DEPTH_SOLUTIONS,True,"[1.25, 4.7816455696202524, 9.0]",0.05458860759493689,False,3,"['position', 'direction', 'bundle']",C3,offset_two_source,irregular_connected_source,4.7816455696202524,MODERATE,"{'Q_pos': 0.00012334459973192575, 'Q_dir': 0.00012334459973192575, 'Q_bundle': 0.00012334459973192575, 'Q_topo': 0.00012334459973192575, 'Q_rich': 0.00012334459973192575}",0.0,5.0,2.0,"[4.683544303797468, 4.879746835443037]",T00468b23c7816186,False
0.21835443037974755,0.8725,CORRECT_MULTIVALUED,MULTIPLE_DEPTH_SOLUTIONS,True,"[2.132911392405063, 4.7816455696202524, 9.0]",0.05458860759493689,False,6,"['position', 'direction', 'bundle', 'trajectory', 'second', 'receiver_z']",C4,offset_two_source,irregular_connected_source,4.7816455696202524,MODERATE,"{'Q_pos': 0.0009858851352498278, 'Q_dir': 0.0009858851352498278, 'Q_bundle': 0.0009858851352498278, 'Q_topo': 0.0009858851352498278, 'Q_rich': 0.0009858851352498278}",0.0,5.0,2.0,"[4.683544303797468, 4.879746835443037]",T00468b23c7816186,False
0.21835443037974755,0.8725,CORRECT_MULTIVALUED,MULTIPLE_DEPTH_SOLUTIONS,True,"[2.132911392405063, 4.7816455696202524, 9.0]",0.05458860759493689,False,6,"['position', 'direction', 'bundle', 'trajectory', 'second', 'receiver_z', 'multipath']",C5,offset_two_source,irregular_connected_source,4.7816455696202524,MODERATE,"{'Q_pos': 0.0009858851352498278, 'Q_dir': 0.0009858851352498278, 'Q_bundle': 0.0009858851352498278, 'Q_topo': 0.0009858851352498278, 'Q_rich': 0.0009858851352498278}",0.0,5.0,2.0,"[4.683544303797468, 4.879746835443037]",T00468b23c7816186,False
0.25632911392405067,0.54,CORRECT_MULTIVALUED,MULTIPLE_DEPTH_SOLUTIONS,True,"[1.25, 6.743670886075949, 9.0]",0.04272151898734178,False,1,[],C0,two_source,ring_like_source,6.743670886075949,MODERATE,"{'Q_pos': 3.662172146326714e-08, 'Q_dir': 3.662172146326714e-08, 'Q_bundle': 3.662172146326714e-08, 'Q_topo': 3.662172146326714e-08, 'Q_rich': 3.662172146326714e-08}",0.0,7.0,1.5,"[6.6455696202531644, 6.841772151898734]",T0070c922cf9dd43a,False
0.25632911392405067,0.545,CORRECT_MULTIVALUED,MULTIPLE_DEPTH_SOLUTIONS,True,"[1.25, 6.743670886075949, 9.0]",0.04272151898734178,False,1,['position'],C1,two_source,ring_like_source,6.743670886075949,MODERATE,"{'Q_pos': 1.869783236572424e-08, 'Q_dir': 1.869783236572424e-08, 'Q_bundle': 1.869783236572424e-08, 'Q_topo': 1.869783236572424e-08, 'Q_rich': 1.869783236572424e-08}",0.0,7.0,1.5,"[6.6455696202531644, 6.841772151898734]",T0070c922cf9dd43a,False
0.35443037974683556,0.7,CORRECT_MULTIVALUED,MULTIPLE_DEPTH_SOLUTIONS,True,"[3.0158227848101262, 6.6455696202531644, 9.0]",0.05907172995780593,False,2,"['position', 'direction']",C2,two_source,ring_like_source,6.6455696202531644,MODERATE,"{'Q_pos': 0.00016803614025426107, 'Q_dir': 0.00016803614025426107, 'Q_bundle': 0.00016803614025426107, 'Q_topo': 0.00016803614025426107, 'Q_rich': 0.00016803614025426107}",0.0,7.0,1.5,"[6.5474683544303796, 6.743670886075949]",T0070c922cf9dd43a,False
