transform,shape,pair_count,E_cov_interface,E_cov_native_z_los,E_wrong_scalar_only_interface,interface_energy,endpoint_closure_bookkeeping,passes
RC0,"[9, 64, 64]",105344,0.0,0.0,0.0,1.2839170935185423e-05,1.4092960140259168e-17,True
RC1,"[9, 64, 64]",105344,8.99265912922513e-16,4.715346077940668e-16,1.3191579196257641,1.2839170935185421e-05,6.999614599552817e-18,True
RC2,"[64, 64, 9]",105344,1.3948670028773022e-15,6.181713631666792e-16,1.0845849289915115,1.2839170935185421e-05,1.760994331127459e-18,True
RC3,"[64, 9, 64]",105344,1.2054063129473219e-15,4.831401008653246e-16,1.0839192565069604,1.2839170935185423e-05,2.4170657673275607e-18,True
RC4,"[64, 9, 64]",105344,1.330345244221303e-15,5.135412167950541e-16,1.0813726775154417,1.2839170935185423e-05,2.3107754301554793e-18,True
RC5,"[64, 64, 9]",105344,1.3738822090496204e-15,5.798979349685016e-16,1.0835538478089712,1.2839170935185423e-05,2.4592516005851594e-18,True
RC6,"[9, 64, 64]",105344,8.99265912922513e-16,4.715346077940668e-16,1.2870680600579976,1.2839170935185423e-05,1.454609855418324e-18,True
