candidate_id,cluster_id,primary_scalar,pair_response_rms,endpoint_energy,interface_energy,endpoint_closure_norm,central_rx_rms,central_ry_rms,los_rx_rms,los_ry_rms,kappa_rms,gamma_rms
PL1_PM1_PS2,MACS0416,c_state,0.0001497902074815754,0.0004364493264967681,0.0002788596121465183,4.0637193355461725e-17,1.5045892953996785e-05,1.3566058728151845e-05,3.812068544823435e-05,3.867889708699365e-05,1.0000000004748386,1.9680237954933757e-05
