E_native,E_irr,E_sol,f_irr_3d,f_sol_3d,field_is_trivial,reconstruction_error
0.0004364493264967681,0.00017163402572417685,0.00028756007126845855,0.37377228245799843,0.6262277175420016,False,0.05211319874962787
