candidate,cluster,E_native,E_irr,E_sol,f_irr_3d,f_sol_3d,endpoint_energy,interface_energy,los_x_rms,los_y_rms,kappa_rms,gamma_rms
PL1_PM1_PS2,MACS0416,0.0004364493264967681,0.00017163402572417685,0.00028756007126845855,0.37377228245799843,0.6262277175420016,0.0004364493264967681,0.0002788596121465183,3.812068544823435e-05,3.867889708699365e-05,1.0000000004748386,1.9680237954933757e-05
