decomposition_code,decomposition_name,quantity_name,value,log_abs,nearest_constant,nearest_constant_value,log10_distance_to_constant,factor_to_constant,is_alpha_or_3alpha
D2,Fast removed (slow only),DT_over_relaxation_time,0.01,-2.0,alpha_fs,0.0072973525692838015,0.1368346704397488,1.37035999084,True
D2,Fast removed (slow only),K_over_omega,5.0,0.6989700043360189,1/e,0.36787944117144233,1.1332644862392707,13.591409142295225,False
D2,Fast removed (slow only),K_times_DT,0.1,-1.0,1/pi,0.3183098861837907,0.5028501273058662,0.3141592653589793,False
D2,Fast removed (slow only),omega_times_DT,0.020000000000000004,-1.6989700043360187,3*alpha_fs,0.021892057707851405,0.03925658861593237,0.9135733272266667,True
D2,Fast removed (slow only),FAST_over_SLOW_timescale,0.8,-0.09691001300805639,1/e,0.36787944117144233,0.33738446889519547,2.1746254627672363,False
D2,Fast removed (slow only),FAST_times_DT,0.020000000000000004,-1.6989700043360187,3*alpha_fs,0.021892057707851405,0.03925658861593237,0.9135733272266667,True
D2,Fast removed (slow only),SLOW_times_DT,0.025,-1.6020599913279623,3*alpha_fs,0.021892057707851405,0.057653424392123995,1.1419666590333333,True
D2,Fast removed (slow only),corr_len/grid_n_Abell2744,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
D2,Fast removed (slow only),coherence/grid_n_Abell2744,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
D2,Fast removed (slow only),max_cons_err_Abell2744,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
D2,Fast removed (slow only),corr_len/grid_n_MACS0416,0.02734375,-1.5631419252975927,3*alpha_fs,0.021892057707851405,0.0965714904224936,1.2490260333177081,True
D2,Fast removed (slow only),coherence/grid_n_MACS0416,0.02734375,-1.5631419252975927,3*alpha_fs,0.021892057707851405,0.0965714904224936,1.2490260333177081,True
D2,Fast removed (slow only),max_cons_err_MACS0416,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
D2,Fast removed (slow only),corr_len/grid_n_MACS1149,0.015625,-1.806179973983887,2*alpha_fs,0.014594705138567603,0.029624700791880468,1.07059374284375,False
D2,Fast removed (slow only),coherence/grid_n_MACS1149,0.015625,-1.806179973983887,2*alpha_fs,0.014594705138567603,0.029624700791880468,1.07059374284375,False
D2,Fast removed (slow only),max_cons_err_MACS1149,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
D2,Fast removed (slow only),corr_len/grid_n_AbellS1063,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
D2,Fast removed (slow only),coherence/grid_n_AbellS1063,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
D2,Fast removed (slow only),max_cons_err_AbellS1063,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
D2,Fast removed (slow only),corr_len/grid_n_Abell370,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
D2,Fast removed (slow only),coherence/grid_n_Abell370,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
D2,Fast removed (slow only),max_cons_err_Abell370,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
D3,Slow removed (fast only),median_pearson_kappa_over_rms_kappa,0.7467506146219939,-0.12682441127243732,1/e,0.36787944117144233,0.3074700706308145,2.0298786261175894,False
D3,Slow removed (fast only),median_coherence_gain_over_memory,0.0004250926221820385,-3.3715164324909677,alpha_fs/2,0.0036486762846419008,0.9336517663872376,0.11650598436790596,False
