Abell2744__fast_slow_exchange_mean,Abell2744__fast_slow_exchange_var,Abell2744__group_velocity,Abell2744__mode_stability,Abell2744__phase_velocity,Abell2744__state_persistence_mean,Abell2744__state_persistence_var,Abell370__fast_slow_exchange_mean,Abell370__fast_slow_exchange_var,Abell370__group_velocity,Abell370__mode_stability,Abell370__phase_velocity,Abell370__state_persistence_mean,Abell370__state_persistence_var,AbellS1063__fast_slow_exchange_mean,AbellS1063__fast_slow_exchange_var,AbellS1063__group_velocity,AbellS1063__mode_stability,AbellS1063__phase_velocity,AbellS1063__state_persistence_mean,AbellS1063__state_persistence_var,MACS0416__fast_slow_exchange_mean,MACS0416__fast_slow_exchange_var,MACS0416__group_velocity,MACS0416__mode_stability,MACS0416__phase_velocity,MACS0416__state_persistence_mean,MACS0416__state_persistence_var,MACS1149__fast_slow_exchange_mean,MACS1149__fast_slow_exchange_var,MACS1149__group_velocity,MACS1149__mode_stability,MACS1149__phase_velocity,MACS1149__state_persistence_mean,MACS1149__state_persistence_var,decomposition_code,decomposition_name,family,median_exchange_variability,median_fast_slow_exchange,median_group_velocity,median_memory_index,median_mode_stability,median_persistence_mean,median_persistence_variability,median_phase_velocity
0.0017703031754780951,0.2810137055953857,0.0,0.9963426112983473,0.0,0.9999920059476027,4.0266710474566385e-06,0.001770615263795539,0.28084191936878644,0.0,0.9928624928457311,0.0,0.9999932098975142,3.341904580049151e-06,0.0017700530203448423,0.2811803711523767,0.0,0.9951585495508779,0.0,0.9999891933107398,5.685662420324513e-06,0.001770353271900524,0.2810142426095623,0.0,0.9980887922650928,0.0,0.9999877902308857,6.2613963763545e-06,0.0017698384949303362,0.2812823626489204,0.0,0.9950458777992539,0.0,0.9999800996884411,1.041677829059783e-05,D1,Full A8 (control),control,0.2810142426095623,0.0017703031754780951,0.0,0.9992950630164824,0.9951585495508779,0.9999891933107398,5.685662420324513e-06,0.0
0.0,0.0,0.0,0.9834264698071462,0.0,1.0,1.6467268631127714e-16,0.0,0.0,0.0,0.9810869788933279,0.0,1.0,1.0235750533041807e-16,0.0,0.0,0.0,0.9868306984458899,0.0,1.0,1.137640067256873e-16,0.0,0.0,0.0,0.9834396501854269,0.0,1.0,8.233634315563857e-17,0.0,0.0,0.0,0.9849729719804391,0.0,1.0,1.2658490090568387e-16,D2,Fast removed (slow only),single_layer,0.0,0.0,0.0,0.9999711137927736,0.9834396501854269,1.0,1.137640067256873e-16,0.0
0.0,0.0,0.0,0.9701781860070531,0.0,1.0,1.7199501139797033e-16,0.0,0.0,0.0,0.9705705989142313,0.0,1.0,1.4895204919483638e-16,0.0,0.0,0.0,0.9692429690812875,0.0,1.0,1.3136335981433191e-16,0.0,0.0,0.0,0.9697077068527519,0.0,1.0,1.2899625854847775e-16,0.0,0.0,0.0,0.9691238285846765,0.0,1.0,8.233634315563857e-17,D3,Slow removed (fast only),single_layer,0.0,0.0,0.0,0.9999596389253291,0.9697077068527519,1.0,1.3136335981433191e-16,0.0
0.0023246948559243275,0.10812889135254024,0.0,0.945410273879551,0.0,0.9999962122317708,2.025635391985561e-06,0.002329508414165799,0.10641228515191506,0.0,0.9454194748313274,0.0,0.9999968279482916,1.6951703755141097e-06,0.0023188280226068415,0.11038383518217881,0.0,0.9449664781125182,0.0,0.9999947600589234,2.838860230730163e-06,0.002322066577347873,0.1092046218702437,0.0,0.9450981777175065,0.0,0.9999940745036946,3.1921067905877906e-06,0.002317462476439567,0.11077101271508097,0.0,0.9448997876608923,0.0,0.9999898483712226,5.525508700747065e-06,D4,Fast frozen (slow evolves),frozen,0.1092046218702437,0.002322066577347873,0.0,0.9999169295434551,0.9450981777175065,0.9999947600589234,2.838860230730163e-06,0.0
0.0022454984892871406,0.13615410563840663,0.0,0.9641788058770147,0.0,0.9999946824303946,1.791707520564771e-06,0.0022488253130949114,0.13466535676628752,0.0,0.9644159707479819,0.0,0.9999955465491615,1.5034189005189163e-06,0.0022399872144456255,0.1384993086982188,0.0,0.9636230324153767,0.0,0.9999926489881912,2.4710890732303324e-06,0.0022414536177534027,0.13778646856205368,0.0,0.9639037492525464,0.0,0.9999918383108655,2.692607733621003e-06,0.0022397874533275426,0.1386956109001999,0.0,0.9635411097263976,0.0,0.999986823317623,4.168982887890395e-06,D5,Slow frozen (fast evolves),frozen,0.13778646856205368,0.0022414536177534027,0.0,0.9999567254422506,0.9639037492525464,0.9999926489881912,2.4710890732303324e-06,0.0
0.0018727421869394367,0.2456721609825553,0.0,0.9923577732827703,0.0,0.9999930735934779,3.2010736232372157e-06,0.0018730563337293975,0.2455139969216739,0.0,0.9893364997129319,0.0,0.9999940866865172,2.665378088654678e-06,0.0018724989671864637,0.2458215765377909,0.0,0.996721301066866,0.0,0.9999907083877272,4.515814058685677e-06,0.001872804695384108,0.2456663531688449,0.0,0.9945006525523772,0.0,0.9999894483748542,4.996219106377318e-06,0.0018722780424457685,0.24591772481139504,0.0,0.9966308128463334,0.0,0.9999827835867017,8.407756437818045e-06,D6,Fast->Slow coupling removed,coupling_direction,0.2456721609825553,0.0018727421869394367,0.0,0.9987494465752629,0.9945006525523772,0.9999907083877272,4.515814058685677e-06,0.0
0.0022363223625681957,0.14000818844385785,0.0,0.9689972745702786,0.0,0.9999941199445714,1.856636957105023e-06,0.002236652223919085,0.13988130013707836,0.0,0.9699373612443541,0.0,0.9999948907843544,1.5928039893754164e-06,0.0022360918713684556,0.14011838573626098,0.0,0.9660721155726812,0.0,0.9999923491243733,2.497479955910577e-06,0.0022364249121286733,0.1399887725145125,0.0,0.9675290686964926,0.0,0.9999912275716601,2.7636376672989883e-06,0.0022358461540743775,0.14020039903361292,0.0,0.9655839532656003,0.0,0.9999863110605084,4.224431772733563e-06,D7,Slow->Fast coupling removed,coupling_direction,0.14000818844385785,0.0022363223625681957,0.0,0.9999337978679669,0.9675290686964926,0.9999923491243733,2.497479955910577e-06,0.0
0.002374587235493173,0.10478393833064958,0.0,0.9739234566586455,0.0,0.9999956809996661,1.1533243135491662e-06,0.002374921684477953,0.10466695417112157,0.0,0.9743928593644472,0.0,0.9999961673751562,1.0151221392212007e-06,0.0023743617422529026,0.10488267563022106,0.0,0.9714720443005914,0.0,0.9999945793315428,1.5049918197213814e-06,0.002374702499227863,0.10476178062389835,0.0,0.9726537571570897,0.0,0.9999936705511219,1.6940848605692923e-06,0.0023741078621630136,0.10495972499447839,0.0,0.9709523729984532,0.0,0.9999903339973553,2.5508116888483194e-06,D8,Bidirectional removed (independent),coupling_direction,0.10478393833064958,0.002374587235493173,0.0,0.9999498212533943,0.9726537571570897,0.9999945793315428,1.5049918197213814e-06,0.0
0.0015580225248278542,0.3634487941512285,0.0,0.9835202933688492,0.0,0.9999889327350526,6.892133710678414e-06,0.0015583322524898762,0.36323987165340066,0.0,0.9827123569912662,0.0,0.9999906948113091,5.688474399733492e-06,0.001557754945036569,0.36366270729738964,0.0,0.9836947580669071,0.0,0.9999848117426782,9.748390949357694e-06,0.0015580447919740492,0.36346774606985555,0.0,0.9834284044761716,0.0,0.9999829893191571,1.0668737198444323e-05,0.0015575538241815127,0.3637794639415387,0.0,0.983354707069806,0.0,0.9999722266310652,1.74608470384751e-05,D9,Coupling additive (no multiplicative),coupling_form,0.36346774606985555,0.0015580225248278542,0.0,0.9999384723147708,0.9834284044761716,0.9999848117426782,9.748390949357694e-06,0.0
0.002377186708408709,0.10278641929878035,0.0,0.9751897891031764,0.0,0.9999841900044487,1.6187354399688166e-06,0.0023790053918662556,0.10209604753646008,0.0,0.978226131616615,0.0,0.9999863518950125,9.90284431379321e-07,0.002378748175209879,0.10241859271408837,0.0,0.9698633936381368,0.0,0.9999751567408044,2.8965549829415244e-06,0.0023773127452022366,0.1028991693545626,0.0,0.9727471087266029,0.0,0.9999768975743637,2.101123412831365e-06,0.0023762462324994245,0.1034680785735604,0.0,0.9573764756442192,0.0,0.9999552084139722,1.0135919767855327e-05,D10,Coupling multiplicative,coupling_form,0.10278641929878035,0.0023773127452022366,0.0,0.9998697339218341,0.9727471087266029,0.9999768975743637,2.101123412831365e-06,0.0
