cluster_id,cluster_label,config_label,kappa_residual_mean,kappa_residual_std,kappa_residual_median,kappa_residual_max_abs,kappa_residual_skew,gamma_residual_mean,gamma_residual_std,gamma_residual_median,gamma_residual_max_abs,gamma_residual_skew
Abell2744,Abell 2744,minimum_production,-0.0593922726988053,0.1440371842740478,-0.04371378581392925,0.5673544960925827,-0.6405794682333438,0.001552504461507001,0.06080173358936817,0.002014025456753934,0.180885090200116,0.06528560164781001
MACS0416,MACS J0416,minimum_production,-0.09848896238078059,0.15773743865523848,-0.10330143789778168,0.6811211707293156,-0.21952635520742636,-0.012579496017368448,0.06405279309851888,-0.017237056788983626,0.20099176669345717,0.05701958088484451
MACS1149,MACS J1149,minimum_production,-0.03243890908757913,0.07920679510776006,-0.021850414625324936,0.26207559333265595,-0.07998857876461796,-0.09306476324719898,0.06851161563758894,-0.08411962094457064,0.3508987431493885,-1.272007153351693
AbellS1063,Abell S1063,minimum_production,-0.05393297259251046,0.12418957970860242,-0.04258652901472459,0.7232545940115189,-1.0542536665265292,-0.021998981938958877,0.06614792886796986,-0.02223964856211342,0.24543273913979405,-0.11398856872681262
Abell370,Abell 370,minimum_production,-0.06748362255141288,0.1659494264868331,-0.060412747061257016,0.7512443790133145,-0.3815572759711909,-0.015467826596366073,0.09041939633922443,-0.010290601447744525,0.49047744013223943,-1.017757848053924
