cluster,cluster_id,config_label,nphotons,nphotons_actual,grid_n,step,steps,trajectory_sha256,runtime_propagation_seconds,runtime_extraction_seconds,max_conservation_error,rms_kappa,rms_gamma1,rms_gamma2,rms_gamma,mean_abs_kappa,mean_abs_gamma,max_abs_kappa,max_abs_gamma,pearson_kappa,pearson_gamma1,pearson_gamma2,pearson_gamma,ssim_kappa,ssim_gamma,predicted_kappa_mean,predicted_kappa_std,observed_kappa_mean,observed_kappa_std,predicted_gamma_mean,predicted_gamma_std,observed_gamma_mean,observed_gamma_std
Abell 2744,Abell2744,minimum_production,20000,19881,256,0.03,160,eda77bd7c26ea5b2e9d51ae3eea7e75ed4e83478fb0f47ffb4966472247a9a73,0.1386505770497024,0.08459312503691763,2.220446049250313e-16,0.1558016447600129,0.08893367159521341,0.08299030147645955,0.06082155109478466,0.11599408065581808,0.047554301753873256,0.5673544960925827,0.180885090200116,0.014001283242230276,-0.019236431585385298,-0.1848338774998844,0.08948461822239671,-0.010579577674971223,0.10079111678948752,-0.011861760292578108,0.13283828594611521,0.07228263046669496,0.07973357772226007,0.07263963173067754,0.05152396770631711,0.07598132846631889,0.040499920627978116
MACS J0416,MACS0416,minimum_production,20000,19881,256,0.03,160,367daf476c295f045e825950787ff797541425d281b4ae230c80d37703e3aca4,0.1363378110108897,0.08817258395720273,2.220446049250313e-16,0.18596014429000082,0.09395189005182038,0.09000570356800286,0.06527636650253028,0.1461718786764981,0.05134077132769456,0.6811211707293156,0.20099176669345717,0.018967012754256992,0.008188705263836374,-0.02479769932345269,0.117454428622589,0.00036284712828226834,0.1267427439185498,0.0006461057034326866,0.1425173010206205,0.07422602945206427,0.09301437229545328,0.07425590275027212,0.052442032113714475,0.0834989090779363,0.05638074111280137
MACS J1149,MACS1149,minimum_production,20000,19881,256,0.03,160,7518d2e32f1725b43ff9a2d1f7e4bb62a699e1ba1faa10c1be02025022fbb6ae,0.1333277840167284,0.08990864898078144,2.220446049250313e-16,0.08559205111477881,0.1278123768760447,0.06566376178835401,0.11556336632138198,0.06593308570858157,0.0945532483732642,0.26207559333265595,0.3508987431493885,0.23902221907516188,-0.10352512804501257,0.011452676368018635,0.007503044877968537,0.10812500268698974,0.012020953045169647,0.010042326254090487,0.05628239883905394,0.0665279876964022,0.10369419249459962,0.026700568907836276,0.023776634071969463,0.10618757622865749,0.06580201362424441
Abell S1063,AbellS1063,minimum_production,20000,19881,256,0.03,160,b5cdef946b358865a933ea10a878f92f6f9c8c86db7bb7bc31fe5e722c864628,0.1325533939525485,0.08938566700089723,2.220446049250313e-16,0.1353950414190409,0.09423520122637286,0.07039404983719294,0.06971014058135759,0.09465925084094111,0.052434406871793876,0.7232545940115189,0.24543273913979405,0.08951008530735127,-0.07220806756093089,0.11546150145372414,0.08360319633681876,-0.03831386987622776,0.09290241574484286,-0.010980928743558193,0.1171569968806133,0.05141604494616768,0.07767486627108716,0.059197600528888436,0.051537804956831974,0.0672595968597144,0.046555725920945985
Abell 370,Abell370,minimum_production,20000,19881,256,0.03,160,4eeb4b27c81b82ce7bddd8b6261699e91bfd50f364e2ec28b9769e6abb0a6e9d,0.13201455201487988,0.0912679829634726,2.220446049250313e-16,0.17914589435421172,0.14067553995018645,0.09416678048153003,0.09173287793351412,0.13666501103047943,0.06555557213579805,0.7512443790133145,0.49047744013223943,0.1953536511633863,-0.22569789847131413,-0.14146601431922706,-0.017136704816695908,-0.039809785029579534,0.012167844121246081,-0.00805113641087665,0.16331490375790755,0.08096083700454174,0.09672526592160434,0.08483809873435304,0.05492708217813343,0.09705151540649613,0.052774345972008835
