cluster,cluster_id,RMS_kappa,RMS_gamma1,RMS_gamma2,RMS_gamma,Pearson_kappa,Pearson_gamma1,Pearson_gamma2,Pearson_gamma,SSIM_kappa,SSIM_gamma,MAE_kappa,MAE_gamma,MaxResid_kappa,MaxResid_gamma
Abell 2744,Abell2744,0.15702323322173362,0.08748190292858844,0.08287521283442202,0.060456925326988306,-0.0340760080156942,0.01096064882139122,-0.1830789908205188,0.133703175240157,0.0037934728713896,0.1421010649986775,0.11773809852892964,0.047625609800037785,0.5984351368406797,0.17175067420751472
MACS J0416,MACS0416,0.18547961918469916,0.09210125867483879,0.087749118252281,0.06523240909185611,-0.031004898444411292,0.016076673099488892,-0.020645931417092808,0.08685194161580344,-0.00032193948625990396,0.09815301904553901,0.144615217139996,0.05082006420212829,0.7134482674211907,0.23235128545630973
MACS J1149,MACS1149,0.08949339829543873,0.12730348411504575,0.06734413387282563,0.11469956693071182,0.1562736060210611,-0.0977372270483362,-0.03272414653270085,0.031558814856122885,0.0655017370258336,0.01920611109416231,0.06779940830934816,0.09313074616389988,0.3141786380582854,0.3513989712983649
Abell S1063,AbellS1063,0.1298710215393105,0.09065867079078964,0.06752248696214518,0.06931549695564362,0.018091640134572675,-0.044668545472845766,0.11890857651290855,0.09834659152445457,-0.010880136487830204,0.10249489341444133,0.09210100489048381,0.05257100721405667,0.6383998050227229,0.23649864588965253
Abell 370,Abell370,0.182024718670184,0.14104957703338059,0.10102530703540508,0.09785208407122334,0.1749575097794272,-0.17924019755005344,-0.15551365828158523,-0.07012601771142704,-0.0077311071046126155,-0.041287552016498266,0.14052701742560225,0.0713759475430192,0.7920699308073083,0.48155357045666275
